Gene = dunk
index = 1680
Annotated 5SS: [5]
Annotated 3SS: [130]
SMsplice 5SS: [43]
SMsplice 3SS: [110]
top_k =  500
Partition function (log Z): -9.853309641841488

Sorted 5' Splice Sites (High to Low Probability):
Position 43: 0.908731870012099
Position 201: 0.05093181981866768
Position 892: 0.018526334845100658
Position 733: 0.014293709521745584
Position 508: 0.013797954809834445
Position 694: 0.007075769096779418
Position 47: 0.004785621470079837
Position 272: 0.004471033522152145
Position 957: 0.002528920259395534
Position 499: 0.001166998003851622
Position 586: 0.0007347308009524119
Position 64: 0.0007157107719311844
Position 226: 0.0005763237725098944
Position 467: 0.0003960257541118174
Position 515: 0.00027914345952118855
Position 698: 0.00015027118453459588
Position 100: 0.00011635786325576454
Position 828: 8.31580605454014e-05
Position 441: 7.086404312864495e-05
Position 906: 4.827528874168176e-05
Position 630: 4.524138821602307e-05
Position 256: 3.6642702905367665e-05
Position 205: 2.6331782559610807e-05
Position 594: 3.987249918810954e-07
Position 262: 3.640822215252575e-07
Position 35: 3.102468533954111e-07
Position 327: 1.6028528981588426e-07
Position 5: 1.5592265683904244e-07
Position 19: 1.4866154100546653e-07
Position 91: 1.335856009804133e-07
Position 601: 1.316878309107264e-07
Position 136: 1.0215823539741767e-07
Position 571: 7.211034250064454e-08
Position 418: 1.74574479265737e-08
Position 83: 1.5134977586673858e-08
Position 251: 1.5060078091801876e-08
Position 37: 1.2680369200077861e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 110: 0.29323489689709237
Position 201: 0.12420012023210145
Position 180: 0.10486290961582
Position 247: 0.08499190080887839
Position 332: 0.08133361806512783
Position 226: 0.057231147273162815
Position 775: 0.04430155220716269
Position 814: 0.04078149875853452
Position 1006: 0.03377759968847737
Position 538: 0.02800860938455108
Position 287: 0.025758978014237384
Position 783: 0.018073120913747066
Position 130: 0.017828822135865806
Position 974: 0.014421086715483394
Position 662: 0.01390513647854758
Position 354: 0.010983476829378822
Position 163: 0.007662922040128398
Position 146: 0.006710557201774747
Position 777: 0.0065724786805289575
Position 304: 0.003502673211493794
Position 136: 0.0020507460305139473
Position 584: 0.001990416602653077
Position 608: 0.0016269400949233438
Position 358: 0.0014704870540295319
Position 882: 0.0010811388511499708
Position 820: 0.0004927821321772386
Position 666: 0.0004747941783198547
Position 843: 0.00030030346585770254
Position 615: 0.0002883657814391277
Position 790: 0.00026858648645237943
Position 633: 0.0002650127154267002
Position 455: 0.00022199015497480307
Position 732: 0.0002129231137344951
Position 209: 9.384484647543687e-05
Position 376: 9.330941507561733e-05
Position 393: 8.765539514744485e-05
Position 715: 8.493525276268523e-05
Position 618: 7.927389982757225e-05
Position 947: 7.7301679889088e-05
Position 403: 6.0774861879233426e-05
Position 325: 5.2559218058491487e-05
Position 727: 3.868027617442248e-05
Position 891: 3.515618465159104e-05
Position 165: 5.589261773106494e-08
Position 499: 2.1383768579766814e-09
Position 198: 1.8281505479358888e-09
Position 441: 1.7987092745688032e-09
Position 50: 8.783250571511249e-10
Position 327: 6.505771906975388e-10
Position 71: 4.950969273742431e-13
Position 73: 1.1811706315559668e-13
