Gene = Sf3b2
index = 1486
Annotated 5SS: [ 105  803 1830 2131]
Annotated 3SS: [ 161  859 1885 2193]
SMsplice 5SS: [ 105  803 1830 2131]
SMsplice 3SS: [ 161  859 1885 2193]
top_k =  500
Partition function (log Z): 7.301790283847732

Sorted 5' Splice Sites (High to Low Probability):
Position 803: 0.9973638374855871
Position 2131: 0.9966869003878355
Position 1830: 0.996090196729529
Position 105: 0.751976821397361
Position 2285: 0.0040475217828421775
Position 1413: 0.003917999266324337
Position 2720: 0.0038121006340379837
Position 2732: 0.003428045408695795
Position 2015: 0.002908673271031695
Position 2542: 0.0027147492678841886
Position 2692: 0.00239776222435292
Position 1291: 0.0020839009091898134
Position 477: 0.0020602395385597863
Position 250: 0.001989203942734895
Position 1605: 0.001413364157588184
Position 2424: 0.001157970943093304
Position 1795: 0.0011546651706860456
Position 919: 0.0009628269101278398
Position 526: 0.0007873215455428686
Position 1164: 0.0007645663458660379
Position 2135: 0.0006577010237238861
Position 1790: 0.000632244966774817
Position 2557: 0.000530465671540914
Position 1236: 0.00046215120169707376
Position 1120: 0.0004480494993383482
Position 1209: 0.0004325893851817777
Position 1256: 0.00042528707957141353
Position 1800: 0.00037799552688392034
Position 1676: 0.00033039699134122943
Position 792: 0.00030408758221477523
Position 902: 0.00028970285492370315
Position 2697: 0.0002750750434258911
Position 2625: 0.0002712765027660957
Position 1580: 0.0002248177290060226
Position 1405: 0.0002247400203078109
Position 1126: 0.0002168640147819122
Position 52: 0.00020142497421636016
Position 807: 0.00017723100773584273
Position 2680: 0.00015570893743262803
Position 2563: 0.00013861936436971586
Position 26: 0.00013621402349014376
Position 1750: 0.00011603126012227805
Position 739: 0.00010895013133783035
Position 1242: 0.00010373544719398054
Position 2595: 9.26631774173624e-05
Position 2551: 8.640950386054852e-05
Position 29: 7.413519581560366e-05
Position 1532: 7.223247965544748e-05
Position 2295: 6.217726452409701e-05
Position 1307: 6.157368202354592e-05
Position 2318: 5.9143258497607e-05
Position 1417: 3.107126664019938e-05
Position 923: 3.0801456211971214e-05
Position 1361: 2.591776908178452e-05
Position 2024: 2.3555245297983796e-05
Position 217: 1.9905545391008478e-05
Position 2036: 1.9791242939025106e-05
Position 2458: 1.9159257091557262e-05
Position 58: 1.676486337477161e-05
Position 678: 1.6474077648863097e-05
Position 109: 1.361428701664571e-05
Position 2641: 1.1772671477428475e-05
Position 1091: 9.949663822219426e-06
Position 412: 9.826438307234825e-06
Position 2739: 9.621770550391214e-06
Position 1834: 8.225701285699164e-06
Position 441: 7.181971604014638e-06
Position 2771: 6.7449872782744535e-06
Position 381: 5.785160653416345e-06
Position 2276: 3.980390367736508e-06
Position 400: 3.5046237103936815e-06
Position 742: 2.987824445318776e-06
Position 1167: 2.820501495200795e-06
Position 2348: 2.5463776187828827e-06
Position 92: 2.5344414124564226e-06
Position 1735: 2.1189733143204283e-06
Position 2603: 2.0635877187971645e-06
Position 1767: 1.1542550485799985e-06
Position 318: 1.1338137488772008e-06
Position 288: 9.32378155067677e-07
Position 406: 9.191267981227493e-07
Position 1475: 8.568947367814588e-07
Position 342: 4.452843146601365e-07
Position 1149: 2.3183361104181617e-07
Position 487: 2.2230156591047345e-07
Position 1128: 1.1899813040790853e-07
Position 2289: 4.860872521664837e-08
Position 7: 1.4281247261896737e-08
Position 2212: 7.906178706383775e-09
Position 911: 7.645615458468832e-09
Position 960: 1.9958614997327034e-09
Position 2219: 1.9714067370120117e-09
Position 584: 1.4912918223471996e-09
Position 2060: 1.366779003519833e-09
Position 921: 8.685105605388572e-10
Position 715: 6.123311287043998e-10
Position 374: 5.400771635493435e-10
Position 2406: 3.406420946254586e-10
Position 1848: 3.4060260797553887e-10
Position 864: 1.1585254738245096e-10
Position 602: 1.0784896952188933e-10
Position 2058: 7.337295696028024e-11
Position 1914: 7.132891231194485e-11
Position 1942: 1.7320303992836415e-11
Position 185: 2.632149654655277e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 859: 0.9979350410018509
Position 1885: 0.9968172808288259
Position 2193: 0.9867665830344255
Position 161: 0.7487767046105026
Position 2796: 0.011666320776274709
Position 2333: 0.006479059642314955
Position 2219: 0.005371377878030499
Position 2754: 0.004248295482679843
Position 1655: 0.003927931979171027
Position 1475: 0.0022671526649747213
Position 1719: 0.0020933700321260776
Position 206: 0.0020239157872527494
Position 1367: 0.0020123463619048368
Position 2066: 0.0017791221220240926
Position 1895: 0.0015755682245767715
Position 578: 0.0010991448336668834
Position 2370: 0.0010241431999299373
Position 1003: 0.0009017322107357276
Position 596: 0.0008453874677174339
Position 203: 0.000804803760363121
Position 599: 0.0006548221452922141
Position 1451: 0.0005699964503233018
Position 398: 0.0005044719025081948
Position 1481: 0.0004811306404802348
Position 2491: 0.0004451570753460031
Position 2233: 0.00044126634815784186
Position 1334: 0.0004146039301399269
Position 2837: 0.00036004672258340467
Position 2058: 0.00029442837840732664
Position 1280: 0.0002657213280791109
Position 875: 0.0002588509870121494
Position 539: 0.00020201370996460424
Position 602: 0.00017177817597992254
Position 545: 0.00015047979856785626
Position 2249: 0.00013799997621483155
Position 1228: 0.00013772982522765534
Position 938: 0.0001260807200118658
Position 2679: 0.00011865110883671632
Position 1901: 0.00011793283708914727
Position 329: 0.0001113697901999626
Position 2311: 0.00010962715495195399
Position 968: 9.510571683276791e-05
Position 1167: 8.134375644213403e-05
Position 2608: 7.583993226269177e-05
Position 542: 6.782497629679796e-05
Position 209: 6.473476468940862e-05
Position 1013: 6.110741179366454e-05
Position 2625: 5.559555916867542e-05
Position 1301: 5.0858256738370635e-05
Position 356: 5.0845137719127706e-05
Position 956: 4.757077544042089e-05
Position 312: 4.7273870380883e-05
Position 2086: 4.149377891618009e-05
Position 2434: 4.139279959621896e-05
Position 2906: 2.955281541007726e-05
Position 92: 2.8482938781839368e-05
Position 536: 2.764258713836741e-05
Position 664: 2.684709921694479e-05
Position 1221: 2.53951539274373e-05
Position 2289: 2.140040076201155e-05
Position 2107: 1.9474005947378837e-05
Position 1949: 1.821919233357654e-05
Position 1946: 1.5802291874111345e-05
Position 2903: 1.512138854929149e-05
Position 911: 1.5050124086857444e-05
Position 1550: 1.389621865820443e-05
Position 282: 1.3200861174178821e-05
Position 422: 1.2954290453663338e-05
Position 406: 1.2308754979166005e-05
Position 677: 1.2225413379572412e-05
Position 364: 1.1978485795255583e-05
Position 689: 1.145398682520135e-05
Position 369: 1.1250623825694395e-05
Position 1028: 1.0898101338848074e-05
Position 1625: 9.734661904850637e-06
Position 1265: 9.03404958855662e-06
Position 2318: 8.978800356928105e-06
Position 654: 8.71677664729179e-06
Position 2341: 8.006833596211832e-06
Position 1487: 7.985337527161765e-06
Position 638: 6.712317548840889e-06
Position 2709: 6.172073722755945e-06
Position 2431: 5.598993822118168e-06
Position 1188: 5.5773808621608935e-06
Position 2880: 5.454801982816186e-06
Position 2404: 5.043849863124144e-06
Position 2641: 4.905157671057022e-06
Position 1529: 4.802417890828991e-06
Position 698: 4.6361488499183066e-06
Position 562: 4.368499800629328e-06
Position 487: 4.331316699601187e-06
Position 1236: 4.257067287277269e-06
Position 557: 4.088302217234362e-06
Position 992: 3.9763118551324885e-06
Position 512: 3.7645731595339807e-06
Position 1999: 3.527531039822177e-06
Position 1288: 3.395712917114648e-06
Position 2027: 3.159856105673387e-06
Position 2170: 2.9581230693626227e-06
Position 2104: 2.8300969074218475e-06
Position 767: 2.7070787230137265e-06
Position 2449: 2.225057001879051e-06
Position 500: 2.1399674792697526e-06
Position 2295: 2.001741852462601e-06
Position 1134: 1.6091081450228642e-06
Position 134: 1.0403045789872047e-06
Position 476: 9.818197558268294e-07
Position 493: 9.684221175015354e-07
Position 554: 8.222272470837962e-07
Position 711: 7.695081171287119e-07
Position 721: 7.465146490949579e-07
Position 551: 4.291606726334245e-07
Position 566: 3.5195844843586576e-07
Position 617: 1.7489478626599764e-07
Position 2117: 1.7306313063441202e-07
Position 695: 1.6890278740042025e-07
Position 742: 7.401963956884125e-08
Position 509: 7.303899383766896e-08
Position 338: 6.792981993831302e-08
Position 435: 4.716778723915219e-08
Position 67: 1.405375623006418e-08
Position 104: 8.883087926654263e-11
Position 109: 6.259047379827748e-11
Position 239: 1.5456500130831221e-13
Position 217: 1.2072333299955616e-13
