Gene = hid
index = 1727
Annotated 5SS: [  850 12595 13582]
Annotated 3SS: [12086 13268 15549]
SMsplice 5SS: [  850 12595 13582]
SMsplice 3SS: [12086 13268 15549]
top_k =  500
Partition function (log Z): -3.315008781279243

Sorted 5' Splice Sites (High to Low Probability):
Position 850: 0.989620739888216
Position 12595: 0.9815332077537511
Position 13582: 0.9792659491849862
Position 4574: 0.12157906689382399
Position 15884: 0.11821170080691511
Position 1036: 0.0655141323410459
Position 4469: 0.05926468502070539
Position 3427: 0.05410588213576324
Position 17033: 0.045397731139209044
Position 1653: 0.03647185277146243
Position 1133: 0.03226041200384761
Position 2727: 0.03082437346055626
Position 28: 0.02461784922200096
Position 14713: 0.02304269172590153
Position 2226: 0.022692352192361622
Position 1504: 0.020728366131697734
Position 10405: 0.01964896485266645
Position 16284: 0.017477724109777805
Position 15388: 0.014395526707027324
Position 15646: 0.012351214305176472
Position 14654: 0.011726087160175123
Position 15206: 0.009170818406159012
Position 8756: 0.00802959103145281
Position 1458: 0.006921341447260794
Position 5357: 0.006825041134581173
Position 14060: 0.006696528141684889
Position 14782: 0.00597825270629525
Position 818: 0.005723064972081598
Position 1175: 0.005416322551063254
Position 1127: 0.004728552559573316
Position 8712: 0.0043185149357760876
Position 14666: 0.0035316292113463615
Position 15844: 0.003190766667290849
Position 14926: 0.0031768879187897493
Position 13645: 0.003170218902768004
Position 14002: 0.002992585139442802
Position 13631: 0.0028606290952533724
Position 322: 0.0026439242708123202
Position 9136: 0.0025572589823047243
Position 15941: 0.0022455658851532573
Position 4462: 0.002065169443365898
Position 4019: 0.0018950900288103336
Position 4090: 0.001872997195667279
Position 13919: 0.0015972214059854094
Position 2902: 0.0013512755570309633
Position 3778: 0.001112016151808176
Position 15664: 0.0010220662004450326
Position 15204: 0.0009513512336946119
Position 13904: 0.0008647881513085275
Position 17279: 0.0007658138439851051
Position 15108: 0.0007413175275985039
Position 369: 0.0006950485442624602
Position 14066: 0.0006325252087801557
Position 14099: 0.0006010063962269537
Position 14072: 0.00048082392246830906
Position 2463: 0.00048007244510306064
Position 1032: 0.0004599158460458124
Position 900: 0.0004013920701347503
Position 15896: 0.00030074626984964486
Position 14869: 0.0002925379031223432
Position 256: 0.00028813916177223653
Position 13543: 0.0002450612710590679
Position 14484: 0.00016364709625644054
Position 14699: 0.00014511174880879593
Position 1146: 0.00013465622289601144
Position 194: 0.00013214867690555896
Position 13487: 0.00011382753736524852
Position 13672: 0.00010707716600514098
Position 1810: 0.00010544723549616579
Position 13966: 9.476649423932703e-05
Position 14125: 9.1938639087712e-05
Position 3385: 8.734148339407588e-05
Position 2656: 7.386664412678254e-05
Position 59: 6.757188506552244e-05
Position 70: 6.0534557288751774e-05
Position 1481: 5.645226537641624e-05
Position 15707: 5.387075954542658e-05
Position 259: 4.5774943541647855e-05
Position 150: 3.929954907221271e-05
Position 1704: 3.475509375612384e-05
Position 847: 2.9775042696155597e-05
Position 157: 2.7136334151588793e-05
Position 35: 2.551519558998403e-05
Position 254: 2.1502955461910665e-05
Position 1893: 2.0418679586353436e-05
Position 904: 1.7726424888134986e-05
Position 77: 1.7527577269621353e-05
Position 4860: 1.5312560818120047e-05
Position 977: 1.2030075745167383e-05
Position 13714: 9.674839808107754e-06
Position 5: 9.564046151722174e-06
Position 15710: 9.0666349136479e-06
Position 162: 8.310648618283602e-06
Position 15721: 8.123614817603693e-06
Position 822: 7.798487642420471e-06
Position 830: 5.9893448015525405e-06
Position 898: 5.668295860409964e-06
Position 854: 3.857334308277175e-06
Position 1292: 2.4503553211938565e-06
Position 798: 2.175716469023702e-06
Position 164: 1.13609592334064e-06
Position 1400: 1.1035020114668133e-06
Position 1003: 5.756273634683859e-07
Position 1212: 5.048179878790389e-07
Position 566: 4.1187373389510676e-07
Position 456: 4.031406015040186e-07
Position 176: 3.137051595222106e-07
Position 386: 2.574639525088953e-07
Position 561: 1.442685286782361e-07
Position 15644: 1.2432460044341725e-07
Position 776: 1.0125621494627159e-07
Position 37: 9.830585174020768e-08
Position 701: 6.938851255808974e-08
Position 752: 6.136428004794249e-08
Position 389: 5.7108848892915726e-08
Position 1384: 5.370209148870368e-08
Position 571: 2.7759856087463225e-08
Position 960: 2.415797128953061e-08
Position 445: 8.812220424452972e-09
