Gene = Nrt
index = 1332
Annotated 5SS: [ 469 8295]
Annotated 3SS: [7641 8357]
SMsplice 5SS: [ 469 8295]
SMsplice 3SS: [7641 8357]
top_k =  500
Partition function (log Z): -4.7407857831339175

Sorted 5' Splice Sites (High to Low Probability):
Position 8295: 0.9993075141587263
Position 469: 0.6752593626990151
Position 172: 0.2492108576189356
Position 9836: 0.10282884626269391
Position 10270: 0.04185111491436315
Position 546: 0.0343875072160804
Position 1525: 0.029467888422810812
Position 1570: 0.022687104325621016
Position 1723: 0.020637951050562583
Position 8583: 0.020220729492878696
Position 1112: 0.014130015569005621
Position 590: 0.012866541272263034
Position 9679: 0.01265585616999973
Position 10770: 0.012292985605239913
Position 7272: 0.009427696429196358
Position 6002: 0.008221877467095596
Position 1765: 0.00818647070833906
Position 305: 0.0075535009746109695
Position 9206: 0.007131018158858403
Position 1023: 0.007057340591642171
Position 4045: 0.0069882628669786844
Position 1268: 0.006389588040900263
Position 4267: 0.0060751091386747605
Position 8902: 0.006065398863431874
Position 5414: 0.004004345821165426
Position 9510: 0.003938562237877808
Position 7398: 0.0035210705602339316
Position 417: 0.003472211350839951
Position 1820: 0.003281932685596614
Position 2327: 0.003263894247987087
Position 626: 0.0031376563966626922
Position 1277: 0.0028972559925494945
Position 9890: 0.002873002105277803
Position 2743: 0.0027468616779357767
Position 8704: 0.0026050862843506367
Position 9901: 0.002555595260355293
Position 5835: 0.0024158430192909226
Position 8505: 0.002408958673948658
Position 9489: 0.002388470764603189
Position 9091: 0.002317415169763866
Position 9156: 0.0022466718110425335
Position 9441: 0.0019929108494925415
Position 179: 0.0016095412112267283
Position 10665: 0.0015049123685055936
Position 3556: 0.0014353736542018043
Position 5875: 0.0013986127525913213
Position 3: 0.0013925782761635714
Position 165: 0.0009993144278197946
Position 2594: 0.0007911097526787865
Position 1184: 0.0007647970733836735
Position 2313: 0.0007377813951346321
Position 309: 0.0007141368759133886
Position 6033: 0.0006652213435020684
Position 2514: 0.0006118468685552805
Position 2016: 0.0005619104320791419
Position 9344: 0.0005405593833556259
Position 9407: 0.0005373132045187754
Position 1769: 0.0005105510692409874
Position 757: 0.0004884938339948724
Position 351: 0.00048182786872353895
Position 6198: 0.0004726977189249575
Position 1446: 0.00047121078144640667
Position 9074: 0.0004461886003843411
Position 9434: 0.00044235572834518637
Position 1326: 0.00044040581590134594
Position 1286: 0.00039813314267355375
Position 10461: 0.00038070711761506763
Position 8555: 0.0003580743824480435
Position 8845: 0.0003359730111273325
Position 4804: 0.0003344290702471771
Position 8274: 0.00032924999903394687
Position 9008: 0.00032650801347718523
Position 10094: 0.00032044085546983144
Position 9086: 0.0002841844699869135
Position 555: 0.00026400285958871146
Position 8290: 0.0002473593189590687
Position 9663: 0.0002413066241797881
Position 1580: 0.00023857199622681342
Position 1725: 0.00022730865341764712
Position 11040: 0.00022042506007490746
Position 8731: 0.00015710011052808148
Position 9071: 0.00014943562955072856
Position 8765: 0.0001438993383822297
Position 9354: 0.00012596126061827068
Position 8729: 0.00010888434486776332
Position 4930: 4.720831962305309e-05
Position 186: 4.5146398697482436e-05
Position 8480: 4.452215408941059e-05
Position 1037: 2.6773181520127257e-05
Position 682: 2.548703876237489e-05
Position 8299: 2.4672635776629724e-05
Position 1348: 2.458431720603212e-05
Position 176: 1.6648422634426554e-05
Position 1318: 1.6367127543902388e-05
Position 8918: 1.5728324388926994e-05
Position 809: 1.5392374369494485e-05
Position 51: 1.4548360397440402e-05
Position 9334: 9.535890291967558e-06
Position 507: 9.499459965397303e-06
Position 447: 9.29582780028513e-06
Position 899: 8.214122674018553e-06
Position 973: 6.212788948221036e-06
Position 449: 5.446236167446119e-06
Position 9197: 4.97328202820741e-06
Position 805: 4.472407251261346e-06
Position 9384: 3.9421217162128225e-06
Position 524: 3.205645850279624e-06
Position 487: 2.833885666226035e-06
Position 237: 2.6168749428734572e-06
Position 564: 1.819548336468556e-06
Position 725: 1.6863801620561118e-06
Position 750: 1.3987838754985353e-06
Position 702: 1.2391859759085794e-06
Position 328: 1.2269713454993969e-06
Position 8758: 9.60903310530473e-07
Position 485: 7.668666695504098e-07
Position 669: 7.639061678367626e-07
Position 8267: 7.030801974242556e-07
Position 313: 5.551269487340621e-07
Position 1015: 5.004055794968252e-07
Position 1099: 4.678387848885344e-07
Position 246: 4.290938834340974e-07
Position 1101: 4.207110381595092e-07
Position 1230: 3.1334472767358423e-07
Position 997: 2.2076417887092691e-07
Position 54: 1.9807508208828356e-07
Position 9210: 1.9259478090013117e-07
Position 256: 1.617618112415415e-07
