Gene = B4
index = 40
Annotated 5SS: [  197  2418 14422 36369 39862 40708]
Annotated 3SS: [ 2024 14301 35854 39535 40223 42644]
SMsplice 5SS: [  197  2418  5901  7149  8136 14422 39862 40708]
SMsplice 3SS: [ 2166  5801  5998  7336 14301 39535 40223 48680]
top_k =  500
Partition function (log Z): -8.392553438929244

Sorted 5' Splice Sites (High to Low Probability):
Position 14422: 0.999999999999999
Position 40708: 0.9993265735911648
Position 5901: 0.965170044251011
Position 7149: 0.9399716742716407
Position 2418: 0.9031044604480509
Position 8136: 0.39517269596030125
Position 197: 0.35646761400395155
Position 42838: 0.3555508730113816
Position 6505: 0.28999506597718333
Position 7814: 0.21649214918694085
Position 19830: 0.19935498782217417
Position 888: 0.1661184874163033
Position 7444: 0.13398328324896475
Position 8383: 0.10058092837661901
Position 223: 0.09602085045147038
Position 128: 0.0913643863895156
Position 6806: 0.0893669003026287
Position 8595: 0.08792584237516089
Position 9450: 0.08772496651459967
Position 6158: 0.0869952262553633
Position 124: 0.07635139076551535
Position 816: 0.05094070399584567
Position 7807: 0.04355272234862828
Position 3280: 0.03802921906528163
Position 42963: 0.032240375774600274
Position 118: 0.031325078710977186
Position 42967: 0.030755299565037662
Position 508: 0.028369687679155178
Position 41356: 0.028041692637674007
Position 2701: 0.026362488579461003
Position 1846: 0.02581986331608107
Position 7673: 0.02416166752354818
Position 43250: 0.024117959926088995
Position 136: 0.023851387944292025
Position 43352: 0.02050701155915095
Position 898: 0.01876211348792848
Position 7117: 0.016272812479468234
Position 5912: 0.01519431366013215
Position 6298: 0.015165258269317373
Position 2058: 0.01339796757997244
Position 7544: 0.012470131321160037
Position 1776: 0.012077244650586452
Position 925: 0.011179684803572268
Position 8205: 0.010973458866795191
Position 114: 0.01015165146346969
Position 19409: 0.00992114826782051
Position 175: 0.009743826674060919
Position 8047: 0.00865578437940631
Position 8379: 0.008262950283627524
Position 89: 0.006967088398249697
Position 41776: 0.0069634184779905905
Position 913: 0.006928237502303694
Position 41091: 0.0067373722353255006
Position 7607: 0.005957060877838179
Position 43033: 0.005735898840599616
Position 1636: 0.005680339694533728
Position 6162: 0.00533886743426054
Position 918: 0.0052651405260165825
Position 42997: 0.005087265649619673
Position 840: 0.0047946947723915105
Position 2088: 0.0047258909564681225
Position 310: 0.004722014161225158
Position 4350: 0.004150344415311826
Position 1325: 0.004077478121354197
Position 942: 0.003973504389802842
Position 1577: 0.003789915720356234
Position 10384: 0.0037200112403431985
Position 138: 0.003719333970726689
Position 93: 0.0034454526922510966
Position 948: 0.0029643799437481834
Position 1843: 0.0029045196277344837
Position 6120: 0.002737706101519576
Position 8918: 0.0026935033401789634
Position 7493: 0.002346845074041596
Position 1687: 0.0022326139216450394
Position 83: 0.0021390863717795226
Position 2239: 0.0021167265631860314
Position 8223: 0.00202306260553846
Position 1070: 0.0020152556454133244
Position 2532: 0.001931302535560906
Position 6514: 0.001904839251110258
Position 7516: 0.0017324086418324515
Position 6747: 0.0016901097646136792
Position 41394: 0.0016653435839975536
Position 18843: 0.0015588747322420938
Position 211: 0.0013803535928795403
Position 2220: 0.001294161299706481
Position 122: 0.0011512529122352812
Position 9371: 0.0011186098957789684
Position 974: 0.0007825387210693812
Position 1531: 0.0007124855297957969
Position 51: 0.0007024685672285052
Position 407: 0.0006424397301061434
Position 878: 0.0006252006766194923
Position 477: 0.0005600960748940447
Position 6207: 0.00045743729274923587
Position 7067: 0.0003576163466662886
Position 42733: 0.00032157442694927187
Position 6105: 0.0002663477561496753
Position 977: 0.0001577833665794532
Position 324: 0.00014468051925467713
Position 3278: 9.865947935247039e-05
Position 110: 9.479480472244261e-05
Position 350: 9.157281502415108e-05
Position 2658: 8.985359416796782e-05
Position 7799: 8.527377205608098e-05
Position 8115: 8.130845487119739e-05
Position 6136: 7.04728480733625e-05
Position 6111: 6.336867849850462e-05
Position 669: 6.194501779420797e-05
Position 2682: 4.6644884759822016e-05
Position 489: 3.6097146527526525e-05
Position 6213: 3.51484215508182e-05
Position 6220: 3.237583859570722e-05
Position 619: 3.216912906747371e-05
Position 929: 3.1129885246482516e-05
Position 3063: 2.4359461277337784e-05
Position 2555: 2.3573695092735417e-05
Position 116: 2.2243088237508222e-05
Position 3052: 2.1879679331157013e-05
Position 140: 2.1826437250624465e-05
Position 6329: 2.1777932917688873e-05
Position 480: 1.6092193103351734e-05
Position 97: 1.581243606477213e-05
Position 61: 1.5610126259649662e-05
Position 2599: 9.226812869614084e-06
Position 77: 9.175083436622213e-06
Position 36: 7.5263950266954505e-06
Position 103: 7.387696824311894e-06
Position 30: 4.961212542714681e-06
Position 188: 4.379929498732753e-06
Position 992: 4.3388830188946465e-06
Position 523: 4.32056782054589e-06
Position 71: 3.834509030555979e-06
Position 142: 3.703509450296285e-06
Position 151: 3.251788107796646e-06
Position 855: 2.450393530879715e-06
Position 55: 2.240622200180217e-06
Position 440: 2.164820091505686e-06
Position 1564: 1.743479813297371e-06
Position 20: 1.2466995648004277e-06
Position 355: 1.186139110731281e-06
Position 398: 1.1238230503200136e-06
Position 687: 7.350431758689008e-07
Position 91: 6.53188002993242e-07
Position 156: 5.210661920768656e-07
Position 161: 3.9720675579715046e-07
Position 18: 2.4828189468179126e-07
Position 69: 1.8765852800674228e-07
Position 600: 1.3563089185257295e-07
Position 362: 8.095959069536091e-08
Position 782: 2.28802272222224e-08
Position 158: 3.882498255619311e-09
Position 19826: 2.365311557288967e-15
Position 16816: 7.648374751292068e-17
Position 14925: 1.4683045296860363e-17
Position 14953: 1.1594034088619268e-17
Position 16341: 8.081500498376293e-18
Position 14426: 6.299418370021799e-18
Position 14921: 5.849761005368811e-18
Position 15323: 3.1281562228403848e-18
Position 16588: 2.9296987411994324e-18
Position 16165: 3.0937613346134457e-19
Position 14665: 2.148851375366959e-19
Position 14929: 1.387106154884297e-19
Position 14659: 1.0407175402272394e-19
Position 15993: 2.0517013162768188e-20
Position 14430: 1.1044981904943859e-20
Position 15605: 4.852072416838941e-22

Sorted 3' Splice Sites (High to Low Probability):
Position 14301: 0.9999999999999987
Position 40223: 0.9994139951073497
Position 5998: 0.9740399764157371
Position 7336: 0.9137237557213858
Position 2166: 0.8017814716815072
Position 42644: 0.6416154636511069
Position 5801: 0.5401941795137948
Position 48680: 0.47401911109063
Position 6562: 0.34223970451384567
Position 5830: 0.3047323199900624
Position 19679: 0.16511229996654503
Position 47247: 0.15768241023846782
Position 7875: 0.11654543722405582
Position 6870: 0.10834461354997114
Position 397: 0.08218976166579894
Position 5699: 0.07582923217565066
Position 43027: 0.061375011451730875
Position 8275: 0.06005462334215541
Position 1136: 0.05937370510363397
Position 40980: 0.04528613102307751
Position 45155: 0.04390889299036547
Position 19293: 0.03826747463593557
Position 5721: 0.031782165698187675
Position 2583: 0.03047354054075471
Position 9197: 0.027353625399997077
Position 577: 0.026698832875475892
Position 43617: 0.025533168245819318
Position 43923: 0.024531023649407548
Position 2195: 0.01905962022663539
Position 5769: 0.017757989572795552
Position 3155: 0.014387120493565735
Position 43315: 0.013554473261591614
Position 2745: 0.01244384058579589
Position 8657: 0.012399899908429135
Position 43090: 0.01077340707794008
Position 9294: 0.00963390610899762
Position 43894: 0.007659546439039331
Position 6451: 0.006791422156066234
