Gene = WDR79
index = 1600
Annotated 5SS: [ 166  874 1121]
Annotated 3SS: [ 221  931 1179]
SMsplice 5SS: [ 166  874 1121]
SMsplice 3SS: [ 221  931 1179]
top_k =  500
Partition function (log Z): 2.4541453849532555

Sorted 5' Splice Sites (High to Low Probability):
Position 1121: 0.9993411944232895
Position 874: 0.9884750609174663
Position 166: 0.8150465379432891
Position 142: 0.013062137929436125
Position 689: 0.007770046829020285
Position 278: 0.002389829540671509
Position 1006: 0.0013578003983916046
Position 1010: 0.0011102773703902064
Position 414: 0.0009071884527984367
Position 835: 0.0009003895472138135
Position 1551: 0.0008426071604872759
Position 517: 0.0006516217179763547
Position 338: 0.0006224216978874582
Position 679: 0.0006095151618815348
Position 1423: 0.00046080950274061553
Position 479: 0.0002434365233966979
Position 170: 0.00020672037136683558
Position 200: 0.00016071625694838063
Position 716: 0.0001467453545070747
Position 1574: 0.0001313617411149796
Position 601: 0.00011824479832980698
Position 695: 9.270787434268401e-05
Position 596: 7.571199661343855e-05
Position 577: 6.463613167161606e-05
Position 1472: 6.40600468839745e-05
Position 148: 6.204398598410965e-05
Position 794: 4.868317123493181e-05
Position 1381: 3.784105484617524e-05
Position 878: 3.753328581642992e-05
Position 1029: 3.034933477088699e-05
Position 381: 2.7148000264375075e-05
Position 1506: 2.6519389484075984e-05
Position 175: 2.321380582496278e-05
Position 322: 2.1039042997036564e-05
Position 1142: 1.9133753595738636e-05
Position 664: 1.8212575715061837e-05
Position 1568: 1.5053886308075356e-05
Position 131: 1.4912757940188484e-05
Position 1441: 1.4076010361419891e-05
Position 299: 1.3652866100038684e-05
Position 488: 1.3444210580888324e-05
Position 1607: 1.2688599817554147e-05
Position 304: 1.2570871067676771e-05
Position 1213: 1.1966980560323622e-05
Position 1306: 9.901957787223494e-06
Position 1188: 9.729758119296665e-06
Position 1323: 7.75533928291592e-06
Position 1125: 5.5919143061602635e-06
Position 932: 5.4814452588949956e-06
Position 21: 5.032304225143196e-06
Position 485: 4.798551688686686e-06
Position 251: 4.772574102135142e-06
Position 1410: 3.472826760264343e-06
Position 569: 3.250797795016087e-06
Position 625: 3.2167935062741373e-06
Position 755: 2.483754189497349e-06
Position 1405: 2.065098257489679e-06
Position 1477: 1.920742002407575e-06
Position 8: 1.8725439920426591e-06
Position 830: 1.596336990811828e-06
Position 224: 1.590969990459078e-06
Position 968: 1.5652294643052798e-06
Position 1020: 1.3240915945687703e-06
Position 123: 1.273396861339041e-06
Position 372: 1.2329799764799e-06
Position 395: 1.2215005550535595e-06
Position 818: 7.71224791982657e-07
Position 732: 6.879346002539447e-07
Position 53: 5.481140393721834e-07
Position 787: 4.3318923817600817e-07
Position 800: 2.3208467586498453e-07
Position 985: 7.013473203880996e-08
Position 82: 1.5225559336156354e-09
Position 1176: 7.627120654159529e-10
Position 416: 4.952546240136534e-10
Position 1396: 3.511763767314385e-10
Position 1208: 6.755229149248533e-11
Position 1490: 3.1866707226913576e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 931: 0.9952496624137237
Position 1179: 0.9493882092792522
Position 221: 0.5663678631957858
Position 749: 0.16554128463202206
Position 234: 0.08398602162356651
Position 1237: 0.03839303433285335
Position 1311: 0.009164053924612807
Position 577: 0.0066566451684340455
Position 781: 0.0035115815196747973
Position 1073: 0.002394560495096766
Position 722: 0.0021617299465827348
Position 586: 0.0020586214007380877
Position 240: 0.0019079117810328332
Position 1625: 0.0013645134113569825
Position 1670: 0.0012584047193468211
Position 704: 0.0008294494667098597
Position 427: 0.0006687259958804371
Position 288: 0.0006161330043808907
Position 1213: 0.0005364076861477735
Position 388: 0.0005326304059258721
Position 760: 0.0005161204993425303
Position 1000: 0.00036203282766735596
Position 1700: 0.0003039163494752049
Position 291: 0.0002563832572359546
Position 1533: 0.00022284877143407387
Position 653: 0.00013876959871732006
Position 1291: 0.00010721656679374166
Position 793: 9.899865983281549e-05
Position 1677: 9.17125911027024e-05
Position 1483: 8.698317108881245e-05
Position 787: 8.120898115941691e-05
Position 852: 8.006755857873247e-05
Position 1465: 7.431040640881819e-05
Position 1441: 7.296450459816444e-05
Position 1006: 4.312086079185111e-05
Position 732: 3.8329064849147663e-05
Position 497: 3.598412565298625e-05
Position 188: 3.0499002404600557e-05
Position 640: 2.5799932094326417e-05
Position 432: 2.0671796811335167e-05
Position 1504: 1.923912766959821e-05
Position 950: 1.8601352245961346e-05
Position 1070: 1.561157435925972e-05
Position 1343: 1.347597621674829e-05
Position 1318: 5.977222087812116e-06
Position 724: 4.868100133558033e-06
Position 367: 4.596732984049376e-06
Position 355: 4.026467840831284e-06
Position 1023: 3.839056182957036e-06
Position 1103: 3.6437987988277683e-06
Position 1091: 3.3351940933033364e-06
Position 1117: 2.898029587230169e-06
Position 1789: 2.7510965737112662e-06
Position 1410: 2.6664584403848386e-06
Position 1321: 2.638734609876769e-06
Position 532: 2.002824337922503e-06
Position 538: 1.8337225233133374e-06
Position 1786: 1.8302566133897734e-06
Position 1351: 1.4546441777483005e-06
Position 511: 1.0724028522189939e-06
Position 1687: 1.0393828863200856e-06
Position 1707: 9.184465388261682e-07
Position 863: 8.858267009288613e-07
Position 256: 6.015542066207479e-07
Position 358: 3.4468874885665954e-07
Position 90: 2.0422775599011172e-07
Position 97: 2.016518026585358e-08
Position 148: 7.853758476476276e-11
Position 200: 1.1621291008117231e-11
Position 139: 7.608816409382427e-12
Position 170: 8.403394149044709e-15
Position 282: 3.6674820911228636e-16
Position 336: 1.2748506223140758e-16
