Gene = RnrL
index = 1431
Annotated 5SS: [117 257 667]
Annotated 3SS: [167 488 724]
SMsplice 5SS: [117 257 667]
SMsplice 3SS: [167 488 724]
top_k =  500
Partition function (log Z): 4.959236984096105

Sorted 5' Splice Sites (High to Low Probability):
Position 667: 0.9977826511922473
Position 117: 0.9858695623350042
Position 257: 0.857770531409324
Position 423: 0.18402186265468057
Position 2119: 0.07434681189635484
Position 313: 0.07089236369580505
Position 1818: 0.043859083064110294
Position 430: 0.007849870178929415
Position 97: 0.006739078750941886
Position 1251: 0.004943449703764385
Position 1475: 0.0040237936808789464
Position 394: 0.003316291579688572
Position 805: 0.0027165792950981766
Position 282: 0.002118002112840637
Position 1724: 0.001755142505274887
Position 261: 0.0015687057225593657
Position 2534: 0.0014315569456799851
Position 297: 0.0011811986601078786
Position 317: 0.001085208664646086
Position 1843: 0.00095124473372689
Position 1855: 0.0009298198756569793
Position 1696: 0.0007569988651640232
Position 1192: 0.0007489905607192565
Position 1801: 0.0007221015738904267
Position 1797: 0.0007005727905095257
Position 784: 0.000693585454428184
Position 1548: 0.0006554001688616469
Position 2158: 0.0006258873086077884
Position 808: 0.0006068548465770923
Position 1053: 0.0005982581727965292
Position 383: 0.0005843153603648344
Position 1588: 0.0005718495649820071
Position 854: 0.0004819033054144422
Position 368: 0.0004588269529551396
Position 1137: 0.0004020283544383028
Position 1710: 0.00026584863808022674
Position 2552: 0.0002623908578817673
Position 344: 0.00018445886307595606
Position 104: 0.00017202085332179568
Position 121: 0.00013520171982588146
Position 2797: 0.00012230991109830498
Position 1949: 0.00010715345853910223
Position 2464: 9.750553997038937e-05
Position 400: 6.687930694291421e-05
Position 751: 5.981076968378362e-05
Position 274: 5.929360624452784e-05
Position 185: 5.6019404979099016e-05
Position 248: 3.214617514653825e-05
Position 79: 2.739489072400595e-05
Position 1630: 2.575068599638337e-05
Position 46: 2.4785800582072753e-05
Position 671: 2.4712194216188162e-05
Position 1608: 2.4563384961467063e-05
Position 775: 1.769784374026161e-05
Position 1735: 1.703399202754384e-05
Position 265: 1.4218711015689268e-05
Position 1167: 1.0434460906405219e-05
Position 336: 9.246603549777977e-06
Position 1149: 8.730498482720667e-06
Position 67: 3.468550180374922e-06
Position 326: 2.110395956110014e-06
Position 517: 1.8135109365850615e-06
Position 1605: 1.6111605758449714e-06
Position 16: 1.5651345308775595e-06
Position 1647: 1.1637950425364518e-06
Position 1992: 1.0928103747671998e-06
Position 792: 9.132970254497459e-07
Position 699: 8.859877756257131e-07
Position 837: 8.77441640853278e-07
Position 59: 7.55439840445509e-07
Position 453: 6.259474919874419e-07
Position 958: 3.359213212856318e-07
Position 896: 3.10539615453265e-07
Position 489: 1.6122075887037824e-07
Position 629: 1.3605463093041277e-07
Position 741: 1.3195698016366943e-07
Position 2148: 6.714240899192923e-08
Position 997: 5.392816141954502e-08
Position 464: 4.04003051031333e-08
Position 1255: 2.0148708934015634e-08
Position 521: 1.654685008378086e-08
Position 146: 1.560562275067799e-08
Position 507: 1.1244058212796391e-08
Position 627: 7.940397265451817e-09
Position 466: 6.806716305625595e-09
Position 531: 6.569077405575151e-09
Position 1524: 5.8981453463532975e-09
Position 1089: 5.76976309987165e-09
Position 1086: 4.332942632798646e-09
Position 1080: 3.980964472343963e-09
Position 682: 3.857953418474486e-09
Position 727: 4.0968322739600645e-11
Position 691: 3.19511709288831e-11
Position 134: 6.605191793964085e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 488: 0.9928381314548614
Position 167: 0.9918359106654174
Position 724: 0.9452624807340501
Position 364: 0.13325367220654952
Position 2343: 0.08371955913693405
Position 1906: 0.044170521362284124
Position 885: 0.012940020840789317
Position 2184: 0.008555559962928132
Position 2028: 0.008469683625647989
Position 1875: 0.005386759958794524
Position 1111: 0.004923354383873646
Position 762: 0.004889982680293562
Position 313: 0.004839652524518192
Position 914: 0.004241066376578486
Position 1738: 0.0034553799131308467
Position 2626: 0.002303616596451728
Position 2426: 0.0020148150636672855
Position 759: 0.001670753631525502
Position 1956: 0.0015585124196844749
Position 2463: 0.00098140738491645
Position 1302: 0.0009577738335555467
Position 1908: 0.0009256424202075113
Position 2664: 0.0007589617748955812
Position 2260: 0.0007498031740052571
Position 2025: 0.0007030670291293645
Position 1676: 0.0005931242995619112
Position 507: 0.0004949099894641171
Position 2685: 0.00035273637071389776
Position 317: 0.0003502908883120475
Position 1928: 0.0003346396694994176
Position 1080: 0.00024697879893252123
Position 542: 0.00024081291609560294
Position 1149: 0.00023673396755602115
Position 813: 0.00012282358513957285
Position 174: 0.00012270972379316395
Position 2858: 0.00012230991109830493
Position 1662: 0.00011105863207011612
Position 1137: 9.502526663914945e-05
Position 931: 8.80438940612733e-05
Position 281: 7.479532430217858e-05
Position 1503: 6.510041636275745e-05
Position 2000: 6.508594820090109e-05
Position 735: 5.9139298783121803e-05
Position 178: 5.5047800280021976e-05
Position 816: 4.205664928887645e-05
Position 440: 3.9876060005808254e-05
Position 1023: 3.5513501307362115e-05
Position 1306: 3.158729470945491e-05
Position 627: 3.149454754077433e-05
Position 2005: 2.875132049306419e-05
Position 1212: 2.7079563965894526e-05
Position 924: 2.4600507355582505e-05
Position 296: 2.2336965523565994e-05
Position 564: 1.670626400955247e-05
Position 1913: 1.6459663272858325e-05
Position 775: 1.273265377137198e-05
Position 210: 7.786882025907376e-06
Position 2066: 5.893038519822525e-06
Position 407: 5.811511628071034e-06
Position 437: 4.626828010829717e-06
Position 220: 4.26425634464424e-06
Position 430: 2.4328145549444823e-06
Position 561: 2.3873431769115492e-06
Position 545: 1.259972202991323e-06
Position 181: 1.0945269999838854e-06
Position 217: 6.471778818355958e-07
Position 1545: 4.5517523486076325e-07
Position 112: 2.9105993969225504e-07
Position 573: 2.121926258782959e-07
Position 453: 1.444965575985047e-07
Position 59: 9.256124743276691e-08
Position 261: 4.364876621912207e-08
Position 97: 4.212437764988107e-08
Position 644: 3.165680067422806e-08
Position 656: 2.2957908576792492e-08
Position 184: 2.0193681941714836e-08
Position 653: 4.8412484340575875e-09
Position 79: 3.1663187828992253e-09
Position 73: 2.0309058614207802e-10
Position 64: 2.8675823128436e-11
Position 116: 1.209398542143601e-11
Position 114: 7.586713575457352e-12
