Gene = Cyp316a1
index = 1116
Annotated 5SS: [ 157  636 1235]
Annotated 3SS: [ 205  695 1291]
SMsplice 5SS: [ 157  636 1235]
SMsplice 3SS: [ 216  695 1291]
top_k =  500
Partition function (log Z): -1.347430188432451

Sorted 5' Splice Sites (High to Low Probability):
Position 157: 0.9821860734291455
Position 636: 0.8663144771630493
Position 1235: 0.7811648148909236
Position 553: 0.08635445185416918
Position 947: 0.01516842039558797
Position 998: 0.014030696554879062
Position 1195: 0.013260849354522205
Position 1239: 0.012180083234748066
Position 640: 0.010105897223437042
Position 875: 0.006804211775304579
Position 245: 0.003973110644928474
Position 1011: 0.003835674158067604
Position 532: 0.002599776672260552
Position 848: 0.002586969063426736
Position 392: 0.002508926750671724
Position 580: 0.0024830940496351106
Position 1048: 0.0009985094539896639
Position 546: 0.0008857583167083734
Position 785: 0.0008360469335201244
Position 1552: 0.0005217037081561348
Position 1476: 0.00040550101045445014
Position 396: 0.0003559660066788507
Position 1303: 0.0002994664266499081
Position 650: 0.00024021755966059058
Position 608: 0.0002383090187159725
Position 1372: 0.00017007898870458895
Position 161: 0.00016704512587294948
Position 74: 0.00015415238391250656
Position 1259: 0.00012888240651399985
Position 434: 8.603376797902118e-05
Position 422: 6.557855741830916e-05
Position 1328: 5.3497314658557314e-05
Position 615: 3.9573351182114695e-05
Position 1451: 3.591944371499896e-05
Position 1201: 3.331203926823749e-05
Position 1531: 3.143587036759033e-05
Position 1083: 2.4481819777185454e-05
Position 373: 2.113735960002259e-05
Position 1085: 1.345948020228617e-05
Position 462: 1.3006754992579686e-05
Position 1255: 1.300545342891354e-05
Position 596: 1.1294245742914544e-05
Position 565: 4.8350801236787644e-06
Position 265: 4.66265006801588e-06
Position 557: 4.44408763635143e-06
Position 534: 3.427447799130067e-06
Position 1445: 3.0316549736944634e-06
Position 593: 2.7089810136785008e-06
Position 476: 2.1790894851109002e-06
Position 1503: 1.5244070134756455e-06
Position 431: 1.3250679705806918e-06
Position 382: 1.055052791720729e-06
Position 390: 9.53141816032877e-07
Position 257: 2.7778700705909404e-07
Position 260: 1.935801426062203e-07
Position 1037: 1.524712689973773e-07
Position 652: 2.2260248189045897e-08
Position 735: 1.843201537179622e-08
Position 719: 1.4118470305185655e-08
Position 254: 1.1732091884072298e-08
Position 25: 1.055760356061501e-08
Position 1178: 5.1579444733209415e-09
Position 1072: 1.241405032803836e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 695: 0.8930553461450897
Position 1291: 0.7992015974684984
Position 216: 0.7435552142434846
Position 295: 0.10540670882397585
Position 205: 0.08030560612215856
Position 967: 0.045598133880174446
Position 221: 0.02856039684860668
Position 1061: 0.025926213041551644
Position 254: 0.01938046793111493
Position 1362: 0.015270241285709446
Position 1083: 0.010136019894058981
Position 615: 0.007056964922762799
Position 1407: 0.006039104099685222
Position 1110: 0.0054343595794601
Position 1017: 0.004878586820228579
Position 713: 0.003216129785935818
Position 608: 0.0014752539200321485
Position 891: 0.0014504934432447115
Position 342: 0.00138914265420691
Position 571: 0.0013009263695565527
Position 735: 0.0012681950314888592
Position 462: 0.0010807101837466862
Position 952: 0.000986442849929884
Position 1599: 0.0008842765590744424
Position 301: 0.0008755022248164731
Position 1235: 0.0007718674701778875
Position 848: 0.0007207333581129216
Position 912: 0.0006663178289295702
Position 486: 0.0005823881005736656
Position 447: 0.0005684333250960462
Position 476: 0.0005554163419998217
Position 1315: 0.0005523852683666496
Position 806: 0.0004901829318298405
Position 1333: 0.0003761596389492619
Position 746: 0.000347585645800691
Position 1298: 0.0003165182159238289
Position 1551: 0.00024814625482283154
Position 431: 0.00022980817677232827
Position 1531: 0.0001807046808611613
Position 973: 0.0001631902804445478
Position 633: 9.950590606854093e-05
Position 970: 7.485102742436626e-05
Position 705: 7.016373145181947e-05
Position 1117: 6.96363437854704e-05
Position 789: 6.900424604898051e-05
Position 1387: 5.7920811165095896e-05
Position 1025: 5.6453628606738056e-05
Position 1030: 5.587625984305009e-05
Position 1335: 4.820861910554281e-05
Position 519: 4.647976966008185e-05
Position 1195: 4.506884684853449e-05
Position 624: 4.482396179818003e-05
Position 311: 3.3946952239078127e-05
Position 1611: 2.8369804670317553e-05
Position 511: 2.8115024282678703e-05
Position 1445: 2.79692521252355e-05
Position 400: 2.0784171038841388e-05
Position 1450: 1.565153031780899e-05
Position 396: 9.051343764203957e-06
Position 308: 8.716907656443499e-06
Position 531: 6.680552265381303e-06
Position 373: 4.703309076398913e-06
Position 422: 3.6543208551347505e-06
Position 315: 1.790108635758098e-06
Position 364: 1.0949621546773674e-06
Position 612: 9.251788490645266e-07
Position 495: 4.134883414414738e-07
Position 414: 1.8725197896669045e-08
Position 379: 1.2312713029382326e-09
Position 492: 9.016147626846245e-10
Position 96: 7.877114532563343e-10
Position 73: 4.241700014228291e-10
Position 157: 2.167578050244688e-10
Position 161: 1.9212628542792486e-11
Position 354: 2.3955104633098513e-13
Position 123: 6.389870410373969e-15
