Gene = crok
index = 1659
Annotated 5SS: [150]
Annotated 3SS: [227]
SMsplice 5SS: [150]
SMsplice 3SS: [227]
top_k =  500
Partition function (log Z): -8.271522321643443

Sorted 5' Splice Sites (High to Low Probability):
Position 150: 0.9650941786633828
Position 687: 0.029933327537340133
Position 725: 0.014628047204812594
Position 756: 0.013166334190161619
Position 696: 0.013032953387935932
Position 396: 0.011780115887316147
Position 389: 0.010980097138066807
Position 714: 0.007876916192255837
Position 623: 0.007187573958633717
Position 593: 0.004352340085828398
Position 154: 0.0016155500404738082
Position 243: 0.0005754686332426279
Position 956: 0.0003431433704114604
Position 569: 0.0002357469064803174
Position 970: 0.00019416676467741935
Position 353: 0.0001911623479570055
Position 892: 0.00014115900256792203
Position 158: 9.178903806408869e-05
Position 502: 7.893277545851706e-05
Position 511: 4.845423646981221e-05
Position 718: 3.953937888164864e-05
Position 1000: 2.8249940553735173e-05
Position 599: 2.082336074616238e-05
Position 842: 1.9285454793927083e-05
Position 791: 7.80889201688423e-06
Position 876: 6.043326659444962e-06
Position 18: 2.9824380419121577e-07
Position 367: 2.4409378681154923e-07
Position 369: 5.4674923076719e-08
Position 716: 1.7506937619535507e-08
Position 125: 1.543569872312501e-08
Position 252: 1.1324020748094294e-08
Position 644: 1.1032339980478016e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 227: 0.6715422577593511
Position 811: 0.14123176416873356
Position 808: 0.11883129223090542
Position 325: 0.04929654246373219
Position 297: 0.04567650161588994
Position 834: 0.015974889055273462
Position 232: 0.009666026162958603
Position 258: 0.009145413984800154
Position 772: 0.005994816175995985
Position 552: 0.0056749788247995704
Position 417: 0.004951502695324903
Position 483: 0.001042713942448622
Position 1017: 0.000652536545693311
Position 1071: 0.0005376497858523511
Position 622: 0.00048121611091380117
Position 901: 0.00033187982455849026
Position 728: 0.00013692694407771468
Position 519: 0.00010890247239380639
Position 1032: 6.580841642998341e-05
Position 385: 4.817658127764346e-05
Position 641: 4.519529234357294e-05
Position 1026: 4.39158891927828e-05
Position 647: 3.7323744645695354e-05
Position 674: 2.876007348608218e-05
Position 523: 2.810303742000226e-05
Position 865: 2.6748132251838223e-05
Position 376: 2.129489712453961e-05
Position 702: 1.44068169249849e-05
Position 334: 1.2985110612211634e-05
Position 388: 8.364033733508366e-06
Position 1044: 5.819245968529752e-06
Position 197: 4.495494051948116e-06
Position 557: 6.398778184709802e-07
Position 70: 1.0578340964118462e-08
Position 349: 1.8677259771919427e-09
Position 103: 1.239795020483223e-10
Position 190: 3.4748216201398485e-11
Position 502: 1.087833326074023e-11
Position 448: 2.6467450194668953e-12
Position 154: 8.831318268433783e-13
Position 340: 5.142770633397022e-13
Position 436: 1.3095499444809638e-15
