Gene = gnu
index = 1717
Annotated 5SS: [129]
Annotated 3SS: [186]
SMsplice 5SS: [129]
SMsplice 3SS: [186]
top_k =  500
Partition function (log Z): -5.3918487464453

Sorted 5' Splice Sites (High to Low Probability):
Position 129: 0.9910281977333438
Position 330: 0.021497088910687717
Position 359: 0.012549769951343919
Position 14: 0.00677411015017019
Position 280: 0.0038985324555640857
Position 132: 0.0012493974966982502
Position 592: 0.0007143489656865222
Position 340: 0.00042828638018212406
Position 119: 0.00017452146172346604
Position 609: 0.00014555700993608653
Position 149: 0.00013796351546023684
Position 353: 0.0001232968055081607
Position 88: 6.892922997587655e-05
Position 448: 6.40610049870237e-05
Position 157: 5.4026885424242884e-05
Position 4: 4.897252410272069e-05
Position 584: 3.7040094803283975e-05
Position 672: 2.2483115708907118e-05
Position 426: 1.531881653025934e-05
Position 625: 1.5289514136409044e-05
Position 774: 8.561694821620829e-06
Position 893: 7.347643353076708e-06
Position 816: 6.110695613504921e-06
Position 442: 5.512676895516561e-06
Position 691: 5.223255419485698e-06
Position 637: 3.9347979065769665e-06
Position 267: 3.85121605133849e-06
Position 699: 3.494445351328827e-06
Position 18: 2.8991179040424614e-06
Position 391: 2.584064692490443e-06
Position 44: 1.199543930041358e-06
Position 421: 3.2770221219798403e-07
Position 72: 3.229817619132201e-07
Position 66: 2.2534527835377066e-07
Position 57: 1.0432540395713085e-07
Position 54: 5.245557144576891e-10
Position 249: 4.042593613487373e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 186: 0.9922607397113871
Position 404: 0.035102206220265914
Position 231: 0.004333546383430575
Position 442: 0.0018603567146689307
Position 340: 0.0017789488335524972
Position 741: 0.0015922342964410203
Position 246: 0.001335187964490756
Position 659: 0.00046999782236718525
Position 472: 0.0001071919865170144
Position 896: 5.9827615996487775e-05
Position 554: 3.302964657125048e-05
Position 522: 2.8378766001374718e-05
Position 551: 2.5595748597711484e-05
Position 758: 1.855237617742103e-05
Position 264: 1.8182558186628263e-05
Position 637: 1.2659986634025146e-05
Position 126: 1.1137001360531417e-05
Position 448: 1.071180920627145e-05
Position 515: 9.43359962730566e-06
Position 274: 8.890233389345972e-06
Position 952: 7.34764335307668e-06
Position 157: 6.067988211155494e-06
Position 743: 3.0751609637247995e-06
Position 314: 2.740816859439926e-06
Position 797: 2.1666008212541993e-06
Position 106: 3.4827388882844794e-07
Position 602: 1.9106569243448586e-07
Position 132: 1.4254979982620364e-07
Position 128: 2.307309290989879e-09
Position 278: 4.116833210081073e-10
Position 289: 9.854980882042626e-14
