Gene = ics
index = 1732
Annotated 5SS: [ 583 1493 2743]
Annotated 3SS: [1331 2120 2805]
SMsplice 5SS: [ 307 1493 2743]
SMsplice 3SS: [1331 2120 2805]
top_k =  500
Partition function (log Z): 5.0522191071241584

Sorted 5' Splice Sites (High to Low Probability):
Position 2743: 0.9989468484839716
Position 1493: 0.9303174142929914
Position 307: 0.6061459200581356
Position 583: 0.49601298880221323
Position 2468: 0.33206336453622465
Position 2394: 0.16312172488739468
Position 961: 0.09357392442703102
Position 1561: 0.03760990212419172
Position 2406: 0.017775084022748255
Position 375: 0.01694225011691038
Position 1611: 0.011523611400885514
Position 2978: 0.009588808357529507
Position 1632: 0.009308976271904048
Position 587: 0.009214565081213438
Position 2943: 0.009067180939463073
Position 335: 0.008545287525346272
Position 22: 0.00644216298745556
Position 247: 0.005125216236663328
Position 2952: 0.0037573224774789904
Position 237: 0.0030656505427130395
Position 774: 0.0017131173995115529
Position 990: 0.0016842693635656923
Position 302: 0.0015143373650374186
Position 936: 0.001491597249769104
Position 272: 0.001428849299700105
Position 921: 0.001180211950349118
Position 1119: 0.0010428961771499533
Position 2472: 0.0010245399598767355
Position 2956: 0.0009875968081019984
Position 1497: 0.000954920269417333
Position 1776: 0.0008248563451568554
Position 593: 0.0008103117871607887
Position 422: 0.0007143356353727671
Position 596: 0.0007085797234017218
Position 2008: 0.0006608302805401309
Position 873: 0.0006426573311681967
Position 2896: 0.0006170043725915298
Position 1650: 0.0005913134089247388
Position 2452: 0.0005732902985114531
Position 552: 0.0005283987993232568
Position 35: 0.0004889698459776717
Position 1817: 0.00045960676189518994
Position 415: 0.00045792175041434635
Position 2074: 0.0003950411339028972
Position 2537: 0.00038993998516639774
Position 2171: 0.00038220572536823416
Position 1549: 0.0003783349695694139
Position 410: 0.0003335979899777863
Position 1763: 0.00032103242568576817
Position 2994: 0.00029927052382363906
Position 2339: 0.00029920062083808755
Position 2384: 0.0002787952482111455
Position 520: 0.00023990835214651986
Position 2428: 0.00021600213332875708
Position 390: 0.000206966002019332
Position 932: 0.0002055747752678325
Position 428: 0.00020324463844319512
Position 567: 0.0001715602623142169
Position 2941: 0.00013761701542947482
Position 2959: 0.0001298203999984856
Position 2972: 0.00011862870829992136
Position 191: 0.00010524577942762147
Position 1636: 9.117509876488549e-05
Position 1565: 8.30690675703468e-05
Position 892: 6.637169727275751e-05
Position 1491: 6.390458593611163e-05
Position 956: 5.909818816145353e-05
Position 608: 5.582331535273305e-05
Position 2505: 5.139225565931327e-05
Position 436: 4.990815011138444e-05
Position 2019: 4.671017537855747e-05
Position 534: 4.0021219891347035e-05
Position 1754: 3.831556230731319e-05
Position 1798: 3.500581376980597e-05
Position 1228: 3.448933789658282e-05
Position 817: 3.416371218873188e-05
Position 2348: 3.347768110983916e-05
Position 1405: 1.7882988602214342e-05
Position 730: 1.774722435015318e-05
Position 29: 1.7061025571055342e-05
Position 2178: 1.367805930936464e-05
Position 3012: 1.3515533144681157e-05
Position 2747: 1.3204505330499199e-05
Position 420: 1.2771899180511032e-05
Position 292: 1.0894206493678337e-05
Position 345: 1.0066836491767661e-05
Position 845: 9.875414228776044e-06
Position 2947: 9.29134359095472e-06
Position 1796: 8.27181346902805e-06
Position 311: 6.80219578302438e-06
Position 426: 5.4024594878467005e-06
Position 479: 4.976525097003956e-06
Position 2635: 4.512525981316747e-06
Position 468: 3.774174433110483e-06
Position 3025: 3.6127836216400813e-06
Position 2549: 3.2066423854636564e-06
Position 2288: 3.1592189522888873e-06
Position 1440: 2.6117452865084706e-06
Position 2666: 2.463929737366201e-06
Position 1375: 1.6000553055952273e-06
Position 1479: 1.4851585948967194e-06
Position 2708: 1.35605035636464e-06
Position 2591: 9.082121500837133e-07
Position 44: 4.201472579331014e-07
Position 450: 2.720693078326718e-07
Position 2249: 9.12015073520218e-08
Position 2290: 7.498278033862294e-08
Position 2260: 6.080042951808833e-08
Position 460: 3.1841196325885004e-08
Position 2776: 1.1433493318315483e-08
Position 61: 4.005014113770397e-09
Position 2703: 1.552777931002097e-09
Position 72: 1.2996925854669084e-09
Position 2838: 5.583671859670027e-10
Position 2639: 2.0527491038686215e-10
Position 525: 7.418603460019433e-11
Position 2421: 8.488960498137529e-12
Position 392: 1.2284861320875523e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 2805: 0.998592883231449
Position 2120: 0.9878236403399928
Position 1331: 0.9787796015789898
Position 2583: 0.5068367263734527
Position 409: 0.143203136437913
Position 375: 0.08008732762465054
Position 3040: 0.021392554058065595
Position 895: 0.0208326992378717
Position 2537: 0.005380788741190793
Position 809: 0.005008108820160235
Position 72: 0.004837535720709821
Position 2464: 0.0038299691580942893
Position 1260: 0.0036171524472034186
Position 2467: 0.003430995635552114
Position 3071: 0.003301412803137267
Position 856: 0.0032076744043181967
Position 350: 0.002628746230329284
Position 328: 0.0025533200813570483
Position 2383: 0.001934399806719954
Position 744: 0.0018042746817449643
Position 2164: 0.001759435483432105
Position 2233: 0.0014252893965938213
Position 436: 0.0012376552161309864
Position 520: 0.0010146993101297242
Position 479: 0.0006868502611556423
Position 2831: 0.0006703968452872822
Position 1579: 0.0006526439511638413
Position 735: 0.000630224801430241
Position 1630: 0.0005929350444817329
Position 2491: 0.0005589491212319514
