Gene = Nmt
index = 1325
Annotated 5SS: [307]
Annotated 3SS: [789]
SMsplice 5SS: [307]
SMsplice 3SS: [789]
top_k =  500
Partition function (log Z): -6.081452653746349

Sorted 5' Splice Sites (High to Low Probability):
Position 307: 0.9843152184028792
Position 900: 0.06724964568144438
Position 1758: 0.02969862419496575
Position 1437: 0.015453663287270514
Position 1651: 0.01187087771913941
Position 940: 0.010856120642510035
Position 6: 0.010069601258857853
Position 370: 0.009225473316049709
Position 195: 0.004898206890925587
Position 36: 0.00272874106229361
Position 1236: 0.0026378893404388933
Position 1227: 0.002304813284685375
Position 1431: 0.0012230050808380998
Position 2000: 0.0007089001855175787
Position 1459: 0.0004079505539299971
Position 724: 0.00035277975897113047
Position 375: 0.00024911200999526553
Position 1217: 0.00022710818701216908
Position 162: 0.00020993224899291406
Position 1892: 0.00016704801944630903
Position 733: 0.00015389241944046848
Position 1937: 0.00013421372806851037
Position 1287: 0.00011628881018380222
Position 293: 0.0001085792279238231
Position 1179: 9.540306698153014e-05
Position 1365: 9.522044102384142e-05
Position 333: 9.025440128829871e-05
Position 2086: 8.691095065575341e-05
Position 271: 8.105520709021572e-05
Position 854: 5.176607403001909e-05
Position 1152: 4.477049016823828e-05
Position 1441: 3.744733090371518e-05
Position 39: 3.3204937889498225e-05
Position 1053: 2.3438766613394887e-05
Position 692: 1.7818588408513487e-05
Position 593: 1.7108684089948357e-05
Position 1028: 3.2271724681180686e-06
Position 1622: 2.7376407022295018e-06
Position 419: 1.6590378666816062e-06
Position 987: 1.432703859095716e-06
Position 291: 1.2591073504610632e-06
Position 326: 1.1539616488193073e-06
Position 838: 8.633477615799837e-07
Position 311: 8.44497294122995e-07
Position 76: 7.805503331940593e-07
Position 1271: 5.412677712089476e-07
Position 133: 3.681865309000842e-07
Position 393: 2.889296324063371e-07
Position 1073: 1.453471333213852e-07
Position 689: 1.3045551993992074e-07
Position 682: 8.540798120773941e-08
Position 866: 7.055282104553522e-08
Position 1106: 6.953030043156223e-08
Position 753: 3.633704609228486e-08
Position 665: 3.3899562876060725e-08
Position 813: 3.063743845469119e-08
Position 591: 2.9358488330692264e-08
Position 459: 2.646022138349072e-08
Position 614: 2.348052544455322e-08
Position 93: 2.32791212233892e-08
Position 380: 2.1806117285264e-08
Position 568: 1.8332884354793702e-08
Position 668: 1.0453124137836116e-09
Position 1146: 6.679952936093586e-10
Position 1078: 9.689756131709609e-11
Position 198: 5.780746761227758e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 789: 0.9336063000711623
Position 972: 0.0532954784838739
Position 2047: 0.03856805946607438
Position 797: 0.02740993882039747
Position 2139: 0.01890345094291062
Position 1850: 0.014298905290489819
Position 1508: 0.01295962571298147
Position 996: 0.010868498441537604
Position 120: 0.008509369903806534
Position 1708: 0.0060845109022271745
Position 875: 0.0025119147936688143
Position 602: 0.0022377399451831252
Position 85: 0.002077043487947229
Position 1475: 0.002061173282261832
Position 1118: 0.0020548482476453237
Position 2003: 0.0018231988976867455
Position 2119: 0.0015434685381627367
Position 719: 0.0014697313312576525
Position 93: 0.0012986643484278718
Position 1647: 0.0012850375759624042
Position 557: 0.0012363065817785348
Position 1346: 0.001205211853031022
Position 1539: 0.001182357685766101
Position 832: 0.0010688111069204007
Position 475: 0.0009307993573975864
Position 1427: 0.0007764911156647177
Position 1194: 0.0007005745920824796
Position 1106: 0.0006290201728838729
Position 1796: 0.0006120041147215168
Position 1424: 0.000483762050296502
Position 218: 0.0004438188416943982
Position 1650: 0.0003886238763955786
Position 1204: 0.00035296574115673283
Position 682: 0.0003158439054902471
Position 1685: 0.0002938145276756902
Position 2148: 0.00028458432386666314
Position 810: 0.0002597683561318714
Position 2020: 0.0002241802385252121
Position 1025: 0.00019948049619778098
Position 1022: 0.00015203470771884268
Position 2269: 0.00014599928333871424
Position 1595: 0.00013738079211875334
Position 1937: 0.0001369188144165678
Position 480: 0.00012020291336594287
Position 1268: 0.00011965370103760999
Position 932: 8.247532768090536e-05
Position 1883: 8.016770266050227e-05
Position 949: 8.00384787352309e-05
Position 1496: 7.561635481335533e-05
Position 842: 7.481779671780706e-05
Position 1166: 6.497304372062284e-05
Position 243: 6.491555981471336e-05
Position 1514: 5.3610373294008684e-05
Position 704: 4.6961424227452625e-05
Position 138: 3.194544138142817e-05
Position 393: 3.0766293471592354e-05
Position 374: 3.0123312270784313e-05
Position 1279: 2.5197274990860994e-05
Position 940: 1.809577227803359e-05
Position 240: 1.515963759898721e-05
Position 263: 7.605195940795562e-06
Position 1271: 3.3073044866351206e-06
Position 194: 9.846231771723767e-07
Position 260: 7.860689517809596e-07
Position 733: 6.260521934452718e-07
Position 724: 4.780893520724634e-07
Position 122: 4.68921609805534e-07
Position 146: 4.136989614241433e-07
Position 149: 2.780519925756748e-07
Position 879: 1.3323557099091048e-07
Position 278: 1.1068772860953054e-07
Position 152: 1.0412622491573974e-07
Position 140: 5.705986027548878e-08
Position 158: 5.309199910619245e-08
Position 161: 4.7764754827465175e-08
Position 854: 3.9938644444503406e-08
Position 341: 2.077513954660061e-08
Position 333: 1.889616918809693e-08
Position 291: 1.8441203995868208e-08
Position 307: 2.5881489455942054e-09
Position 284: 1.3664542720605098e-09
Position 179: 1.1180906432726078e-12
Position 311: 2.9618965169641624e-13
Position 369: 2.654009103952148e-13
Position 251: 6.337754612237675e-14
Position 343: 1.3632747319134577e-14
