Gene = scat
index = 1867
Annotated 5SS: [497]
Annotated 3SS: [875]
SMsplice 5SS: [497]
SMsplice 3SS: [875]
top_k =  500
Partition function (log Z): -7.560095535717785

Sorted 5' Splice Sites (High to Low Probability):
Position 497: 0.9698961640751137
Position 211: 0.07481931676001065
Position 692: 0.06657343010427766
Position 1112: 0.026422808421656157
Position 1621: 0.022619555083325065
Position 1414: 0.02103259503615416
Position 1328: 0.008976885155122695
Position 1131: 0.007462172126890426
Position 609: 0.005115492171579098
Position 688: 0.00446175795376421
Position 943: 0.0032186360677374814
Position 3814: 0.0023958897820944513
Position 754: 0.002345792735846087
Position 255: 0.0021485529386487154
Position 1537: 0.0012938494365635905
Position 719: 0.0008612572228379381
Position 626: 0.000750593283825707
Position 1325: 0.00045178730763984767
Position 822: 0.0003957214258783042
Position 1666: 0.0003649741267179977
Position 1157: 0.0003625971120811117
Position 2820: 0.00033561699091558283
Position 2824: 0.0002837919821634211
Position 583: 0.00026389627803563234
Position 681: 0.00025621146879512057
Position 1005: 0.0002504327403883716
Position 1513: 0.00022693408806799369
Position 1081: 0.0001276094509992149
Position 1625: 0.00010579615923581799
Position 1349: 7.753266993772615e-05
Position 1162: 7.648289957040134e-05
Position 1519: 6.323668104348299e-05
Position 1051: 5.3357224842121766e-05
Position 379: 3.834127647515294e-05
Position 237: 3.7205209252896085e-05
Position 334: 1.858656157044716e-05
Position 3: 1.344412690109924e-05
Position 151: 3.8353073347444895e-06
Position 44: 2.894798302960072e-06
Position 1147: 2.8068818377566116e-06
Position 405: 2.1579940298008965e-06
Position 1012: 2.1405535832544603e-06
Position 549: 2.069776121536713e-06
Position 776: 1.5359726008232266e-06
Position 13: 1.4346723445830086e-06
Position 711: 8.522964477984506e-07
Position 344: 8.21938577078008e-07
Position 33: 7.830753107539974e-07
Position 501: 7.630065853908696e-07
Position 696: 5.463563468155829e-07
Position 589: 5.187611640473877e-07
Position 492: 4.621910323870782e-07
Position 304: 3.517224363612302e-07
Position 112: 3.3648685940632695e-07
Position 306: 2.599096518191843e-07
Position 506: 2.0722017798931448e-07
Position 409: 1.8950646260707784e-07
Position 503: 1.555303864372451e-07
Position 1119: 1.162985849170081e-07
Position 908: 1.030539485329642e-07
Position 644: 8.77057617858583e-08
Position 348: 3.3393302387112364e-08
Position 1274: 2.4477337730917664e-08
Position 970: 1.4050685943085972e-08
Position 426: 3.805509722646038e-09
Position 683: 6.158481609189955e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 875: 0.782968967109349
Position 298: 0.058057870693991015
Position 649: 0.050456435379985246
Position 3903: 0.04525022051590563
Position 2469: 0.0385291545836426
Position 1223: 0.03775610938369626
Position 2706: 0.03271398523705908
Position 1893: 0.02847430527962322
Position 608: 0.01964254350770298
Position 1448: 0.017777791822367668
Position 3683: 0.01351222856901054
Position 3228: 0.011211035847129635
Position 678: 0.010200846961496549
Position 2079: 0.0071764682001912725
Position 804: 0.006932905748279307
Position 2873: 0.006110025511501918
Position 322: 0.005123165959327057
Position 765: 0.003234146636995885
Position 1413: 0.0031331067108594903
Position 906: 0.003091687111755593
Position 830: 0.0030684270899100437
Position 655: 0.0030070763842876495
Position 822: 0.002942401078036404
Position 621: 0.0026199168154705113
Position 1386: 0.0025341591822890556
Position 540: 0.0023721735495133883
Position 841: 0.00231641665411166
Position 2896: 0.0020940440268239643
Position 1729: 0.001969144091092326
Position 3923: 0.0016014198062183603
Position 1672: 0.0012347949403073751
Position 3737: 0.0012182943829957952
Position 254: 0.0010928133742977941
Position 2127: 0.0009975193774934726
Position 1485: 0.0008010795457823811
Position 3838: 0.0007858552003604788
Position 3625: 0.000762556114219877
Position 1581: 0.0006616286554783716
Position 3853: 0.0005940219741366816
Position 333: 0.0005861828921732695
Position 3126: 0.0005669104894163249
Position 1898: 0.0005290853937186676
Position 366: 0.000514832421194599
Position 1479: 0.0004852365275268986
