Gene = Gorab
index = 1194
Annotated 5SS: [191 975]
Annotated 3SS: [ 274 1031]
SMsplice 5SS: [975]
SMsplice 3SS: [1031]
top_k =  500
Partition function (log Z): -4.214756557176138

Sorted 5' Splice Sites (High to Low Probability):
Position 975: 0.9840675936872424
Position 191: 0.6731734376551045
Position 1189: 0.060279233748337505
Position 1253: 0.005140014817936894
Position 1193: 0.0049346798727723075
Position 1132: 0.003980067106826024
Position 1262: 0.002855649074282565
Position 1154: 0.0018150872237749128
Position 970: 0.0015249968114972384
Position 222: 0.0007348723304966624
Position 475: 0.0005492637429351561
Position 579: 0.00048654117499090794
Position 14: 0.00018593909743380157
Position 1415: 0.00015853015006639406
Position 30: 9.807765046456326e-05
Position 50: 9.588089142145267e-05
Position 263: 7.392196869665583e-05
Position 158: 6.207275705110006e-05
Position 32: 5.8631394899146107e-05
Position 686: 5.593968145694799e-05
Position 902: 5.1744314650633e-05
Position 311: 3.6370697231029645e-05
Position 638: 3.159877516945377e-05
Position 919: 2.4098971397701604e-05
Position 179: 2.2424127024047385e-05
Position 57: 2.2309858959582596e-05
Position 267: 2.0107186427178053e-05
Position 979: 1.8066840456508265e-05
Position 345: 1.6112863562991018e-05
Position 1404: 1.4245416952043802e-05
Position 1260: 1.1681771881452437e-05
Position 1327: 1.0845173973425227e-05
Position 160: 1.0068346307333649e-05
Position 1304: 9.841638977276418e-06
Position 40: 9.174673563995372e-06
Position 145: 7.5722831668708105e-06
Position 220: 7.1634583187034955e-06
Position 614: 5.994494611706749e-06
Position 35: 5.52215100473351e-06
Position 1379: 1.1302561660616572e-06
Position 261: 7.943316747646609e-07
Position 9: 4.092917758496893e-07
Position 998: 1.0535853805503364e-07
Position 813: 1.0164066817455403e-08
Position 81: 3.9410613538147254e-09
Position 110: 1.0844978024798e-09
Position 913: 2.2239259955419734e-10
Position 236: 1.594463581792494e-10
Position 397: 2.343114515957299e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1031: 0.9912364067368008
Position 614: 0.18647498683090633
Position 586: 0.12520505573355428
Position 274: 0.09149925726150243
Position 526: 0.08619406740070838
Position 1301: 0.06092898585720935
Position 324: 0.054521864525546034
Position 553: 0.03725655426810697
Position 738: 0.024462725105671993
Position 627: 0.012514839449954124
Position 753: 0.010707961902501256
Position 765: 0.010549365926927446
Position 632: 0.007308319406808731
Position 1482: 0.007138284189205697
Position 1241: 0.005615733366068597
Position 1327: 0.004421102336619772
Position 831: 0.003119274739563503
Position 1185: 0.0024818506579248937
Position 693: 0.002202030233371638
Position 724: 0.002147416641449938
Position 557: 0.002066129385282225
Position 819: 0.0016584871739693601
Position 528: 0.0012509031164523912
Position 1053: 0.0011248370429079288
Position 674: 0.0009494744491116968
Position 408: 0.000936844439610049
Position 424: 0.0007837669261917324
Position 644: 0.0006946410576874698
Position 1074: 0.0005073575479934393
Position 1104: 0.0004925409388516959
Position 337: 0.0004529877039489272
Position 1462: 0.00044190099188301833
Position 973: 0.00040410595930634284
Position 81: 0.00029319701191362626
Position 843: 0.0002919943552581277
Position 279: 0.0002462718795221308
Position 1059: 0.00021858053404834505
Position 789: 0.0001955790086844472
Position 648: 0.0001844143038390903
Position 116: 0.00017818578488911708
Position 357: 0.0001670856250205689
Position 345: 0.0001649321256461418
Position 1101: 0.00016074110534705042
Position 656: 0.00012414897673814108
Position 360: 0.00010926393737736597
Position 405: 7.829922722798247e-05
Position 840: 6.92984538215512e-05
Position 441: 5.830280192500183e-05
Position 354: 4.151443944415019e-05
Position 1488: 3.63166937691133e-05
Position 564: 3.616001556202335e-05
Position 1132: 3.5907794960612224e-05
Position 795: 3.306249923326897e-05
Position 804: 2.4475466648713264e-05
Position 363: 2.219068856388999e-05
Position 1117: 2.1700871695181263e-05
Position 922: 1.7092153814626317e-05
Position 559: 1.4338199795097026e-05
Position 686: 1.2590393239057097e-05
Position 1107: 1.2474452664311968e-05
Position 786: 1.0727069556203966e-05
Position 798: 9.69214254364961e-06
Position 1189: 9.063076576131784e-06
Position 894: 8.521886317690975e-06
Position 1078: 7.443340346197146e-06
Position 271: 5.7997169924280425e-06
Position 864: 5.531241884736103e-06
Position 218: 3.978236694390562e-06
Position 711: 2.235157524190347e-06
Position 468: 1.8592744751890908e-06
Position 1496: 1.6691490462930972e-06
Position 366: 1.307570995105699e-06
Position 375: 1.28871600421572e-06
Position 478: 5.140562488227812e-07
Position 135: 1.3795267738689733e-08
Position 99: 2.979388500675241e-09
Position 150: 1.522414148860687e-09
Position 153: 1.2943656863420954e-09
Position 126: 2.7787272724115016e-10
Position 170: 1.0400950099062823e-10
Position 187: 1.0685875245504101e-12
Position 190: 1.937455647169547e-13
Position 195: 1.818276194947142e-13
Position 204: 1.5876775958518673e-13
Position 179: 2.8110797780995523e-18
