Gene = Nuf2
index = 1334
Annotated 5SS: [373 806]
Annotated 3SS: [432 862]
SMsplice 5SS: [373 806]
SMsplice 3SS: [432 862]
top_k =  500
Partition function (log Z): -0.26296184903114367

Sorted 5' Splice Sites (High to Low Probability):
Position 373: 0.9943058645388022
Position 806: 0.9894497784391402
Position 561: 0.010994326883974278
Position 1017: 0.0018659322667543155
Position 99: 0.0010183206251904527
Position 1151: 0.0007432655056519753
Position 618: 0.0007280752730178877
Position 789: 0.0004706192139957457
Position 574: 0.00028349000981338135
Position 733: 0.00022943058832860418
Position 344: 0.0001540541070970658
Position 1194: 0.00014802413572340625
Position 507: 0.00013241496615654875
Position 28: 0.00011044818194153207
Position 927: 9.504670558407131e-05
Position 1221: 6.34428933678936e-05
Position 519: 3.008003240841448e-05
Position 306: 1.8602475462718427e-05
Position 388: 1.5365879048518305e-05
Position 492: 1.4794328453347034e-05
Position 916: 1.1958689111526829e-05
Position 192: 1.0585352671882113e-05
Position 810: 8.02843572162619e-06
Position 774: 7.122307890357333e-06
Position 784: 5.56272025656885e-06
Position 771: 4.598954892958371e-06
Position 1078: 4.3051198196972035e-06
Position 294: 3.6166984917706223e-06
Position 256: 3.4137655756559084e-06
Position 1227: 2.671894629433742e-06
Position 1083: 2.2258721819805727e-06
Position 84: 1.8235763153639755e-06
Position 263: 1.4633486355293415e-06
Position 815: 1.130436930911089e-06
Position 435: 9.241205698320818e-07
Position 1056: 7.904392592145985e-07
Position 318: 7.856180471483971e-07
Position 77: 7.639060071698756e-07
Position 688: 6.443272837095405e-07
Position 859: 6.292625958084809e-07
Position 683: 5.65945659525573e-07
Position 961: 5.362265884269509e-07
Position 754: 4.1762379085890516e-07
Position 208: 3.7177033234478046e-07
Position 296: 3.330900741397242e-07
Position 999: 2.1561106785069445e-07
Position 279: 1.4970307018826564e-07
Position 494: 7.228525982812127e-08
Position 177: 1.1654094715141116e-09
Position 1010: 3.263136527824227e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 862: 0.9889734836518624
Position 432: 0.9819179942965447
Position 491: 0.007616962395090308
Position 725: 0.0065411890900719145
Position 680: 0.003784190007331423
Position 683: 0.003384441201545547
Position 650: 0.0022795565185502876
Position 1097: 0.0009130078385695494
Position 1094: 0.0008268084715411047
Position 148: 0.0007962033671670006
Position 872: 0.0005536325476762602
Position 1214: 0.0004903484843869546
Position 1106: 0.00045149398760716437
Position 731: 0.00032571610975860876
Position 1281: 0.0003002814963284442
Position 1220: 0.0002914786628787223
Position 728: 0.0001874186416194087
Position 926: 0.00017050337046482574
Position 691: 0.00011688860848704582
Position 185: 0.00010850208433527058
Position 1083: 0.00010109335510651904
Position 972: 9.890198283798524e-05
Position 638: 8.588183336925102e-05
Position 506: 7.835232794147454e-05
Position 170: 7.185334984406498e-05
Position 503: 6.517188034742242e-05
Position 84: 5.6332517191769604e-05
Position 97: 4.8319667181218234e-05
Position 1046: 4.510471676456145e-05
Position 1016: 4.289029411340571e-05
Position 989: 4.112900408533738e-05
Position 1361: 3.086675461295053e-05
Position 961: 2.905193093460983e-05
Position 642: 2.3424641096908834e-05
Position 665: 1.298062712109394e-05
Position 522: 9.660121764644277e-06
Position 323: 8.94012681379368e-06
Position 560: 8.646142218230082e-06
Position 239: 7.952597920625696e-06
Position 581: 7.5168692239612755e-06
Position 1241: 4.608516227971132e-06
Position 1193: 3.7187309059229435e-06
Position 767: 3.0403494632780084e-06
Position 1162: 3.0196618918097288e-06
Position 227: 3.0166217285074486e-06
Position 566: 3.003646473033287e-06
Position 1277: 2.462528734870295e-06
Position 306: 2.388541055444978e-06
Position 1157: 2.2725549540388686e-06
Position 110: 1.9991263997559098e-06
Position 1340: 1.8578661672799715e-06
Position 372: 1.8312076239357185e-06
Position 608: 1.5173078675999519e-06
Position 1169: 9.738878426801546e-07
Position 208: 8.240414125111206e-07
Position 1113: 7.784102469792712e-07
Position 536: 6.268108072346706e-07
Position 660: 6.171226747881818e-07
Position 460: 5.280883973773972e-07
Position 542: 4.5352652813947373e-07
Position 341: 4.359863308238364e-07
Position 986: 3.861611403554409e-07
Position 893: 3.4820128188555314e-07
Position 574: 2.5620683807061164e-07
Position 587: 2.2988452897295488e-07
Position 1043: 2.159552919309784e-07
Position 1232: 2.0943406860437564e-07
Position 595: 2.006597505273439e-07
Position 1127: 1.9306868417232894e-07
Position 618: 1.9155581265231112e-07
Position 328: 1.7595200330358325e-07
Position 771: 1.3697980871511926e-07
Position 294: 1.0578023590034809e-07
Position 602: 9.643059135222565e-08
Position 272: 4.8864716468325407e-08
Position 722: 4.333620206489957e-08
Position 795: 4.204979183814052e-08
Position 784: 3.924986210246755e-08
Position 400: 1.1677322372896108e-08
Position 797: 7.507230963597889e-09
Position 311: 5.83013912631332e-10
Position 384: 1.420678603069237e-13
Position 524: 1.2788061546458035e-15
Position 377: 5.9681028724471334e-18
