Gene = SCAR
index = 1461
Annotated 5SS: [ 299 1935 2210 2942 4341 4657]
Annotated 3SS: [1125 2107 2860 3672 4406 4714]
SMsplice 5SS: [ 197 1935 2942 4341 4657]
SMsplice 3SS: [1125 2860 3672 4406 4714]
top_k =  500
Partition function (log Z): 3.7312652619405524

Sorted 5' Splice Sites (High to Low Probability):
Position 4657: 0.9978852359466232
Position 4341: 0.9889055559058268
Position 197: 0.8573860060970981
Position 1935: 0.787219998919383
Position 2942: 0.7392171818868309
Position 2581: 0.4191443772859389
Position 2192: 0.1813322012445044
Position 2012: 0.15117587708690278
Position 2206: 0.1029029533117867
Position 2210: 0.07420085237072424
Position 2664: 0.06337453137852955
Position 4994: 0.05742888232139176
Position 2975: 0.03100513839328963
Position 2459: 0.028540584722333864
Position 3195: 0.025124237178164643
Position 1041: 0.022675366916641373
Position 3161: 0.020459855904401813
Position 3200: 0.01854819061084742
Position 1033: 0.01845357335663537
Position 442: 0.01821315565817519
Position 2415: 0.013184727472209003
Position 1463: 0.011711101740007073
Position 27: 0.011385834033234584
Position 4947: 0.008907319366835578
Position 651: 0.0073041669844419455
Position 1454: 0.007106001032503978
Position 3529: 0.006930505472528228
Position 821: 0.006672342957153895
Position 739: 0.00653895652577256
Position 220: 0.006229724933497502
Position 1967: 0.0053130674053905955
Position 203: 0.004747056082071477
Position 1030: 0.004692590431075416
Position 393: 0.004292176725779465
Position 3135: 0.0040491581577146735
Position 1353: 0.0037746697162657993
Position 733: 0.0034808664252414935
Position 603: 0.003418805396411543
Position 826: 0.003372907317207386
Position 299: 0.0030578464026964083
Position 2678: 0.0026155221957257
Position 4063: 0.0025165902871708196
Position 1511: 0.00248103701892308
Position 2063: 0.002196268500622082
Position 688: 0.0021101185733291214
Position 185: 0.002018789133795562
Position 831: 0.0019609031950579598
Position 2016: 0.001940927537505156
Position 154: 0.0018285510607945735
Position 3562: 0.0017273552535256795
Position 446: 0.0016861180336967276
Position 5116: 0.0016653794702814746
Position 4661: 0.0015144832894448798
Position 523: 0.0013998585232011611
Position 215: 0.0013931459118593852
Position 4276: 0.001392076311615117
Position 655: 0.0013325716911897249
Position 692: 0.0011885135160376564
Position 2355: 0.0010699736115376568
Position 504: 0.0010522318156531252
Position 4908: 0.0008751318421376985
Position 618: 0.0008532718597187018
Position 297: 0.0007780372476004204
Position 1052: 0.0007763458945739256
Position 2585: 0.0007680734014309468
Position 2866: 0.0007589698639691022
Position 1976: 0.0006335448389852556
Position 5100: 0.0006035240640229527
Position 494: 0.0005670768765603431
Position 2711: 0.0005634794176546346
Position 2484: 0.0005412558459540844
Position 5542: 0.0005204098503940738
Position 670: 0.0004794080212529181
Position 4991: 0.0004445600874801817
Position 13: 0.0004366664857720846
Position 2648: 0.00042526541224232245
Position 1348: 0.00038755325958502145
Position 314: 0.0003809859667009793
Position 471: 0.00036600747193550875
Position 225: 0.0003628905850914414
Position 2188: 0.0003221061179178677
Position 2336: 0.0003096958041799888
Position 5237: 0.0002962953944722702
Position 939: 0.0002923942061630708
Position 1983: 0.000284726828865552
Position 773: 0.00024224260273206588
Position 234: 0.00022723825382555183
Position 1151: 0.0002066095750284997
Position 805: 0.00020310060707280671
Position 2228: 0.0001951132992898074
Position 5087: 0.00019148624351326152
Position 515: 0.00018342964798709536
Position 436: 0.00015876070529040125
Position 810: 0.00015741884614275148
Position 3633: 0.00014421210948593077
Position 4018: 0.00013925945090324007
Position 187: 0.00013245782763565697
Position 4677: 0.00012194529133913454
Position 1939: 0.00011917143342117219
Position 696: 0.00010495771529884463
Position 164: 0.00010194677222013022
Position 438: 9.817419616334364e-05
Position 778: 9.03378034657966e-05
Position 397: 7.947730673669656e-05
Position 5558: 7.701075790852779e-05
Position 866: 7.293267984532236e-05
Position 665: 7.129010342432335e-05
Position 683: 5.800044043505149e-05
Position 1635: 5.630589245139902e-05
Position 1965: 5.4981240102066377e-05
Position 467: 5.124167420341946e-05
Position 1433: 4.924259318527234e-05
Position 1910: 4.873538962329253e-05
Position 1370: 4.719905611261515e-05
Position 4740: 4.304253399000448e-05
Position 536: 3.982532109234028e-05
Position 750: 3.760726376832993e-05
Position 1346: 3.2701413148500834e-05
Position 158: 3.1068607673432754e-05
Position 919: 2.9569361494753274e-05
Position 428: 2.9394469219982693e-05
Position 325: 2.648179523915095e-05
Position 350: 2.389736947308676e-05
Position 456: 2.3430549374843148e-05
Position 41: 2.207706824202349e-05
Position 4978: 2.121811643225403e-05
Position 1576: 2.0773932226447586e-05
Position 368: 2.0663249042195295e-05
Position 161: 1.968278084455898e-05
Position 316: 1.896370129596477e-05
Position 141: 1.8184384994892954e-05
Position 5274: 1.6908093319826057e-05
Position 336: 1.4119685172537888e-05
Position 2185: 5.747832121837907e-06
Position 4727: 2.708344414964725e-06
Position 2906: 2.5605866729301777e-06
Position 3460: 7.503202332976478e-07
Position 440: 6.979337154087808e-07
Position 4573: 4.7543281367737744e-07
Position 98: 4.095107130274244e-07
Position 201: 3.364143027397835e-07
Position 450: 2.3062324318311285e-07
Position 29: 2.0978776960670821e-07
Position 4732: 2.0281485343400542e-07
Position 4827: 8.799559453310462e-08
Position 4715: 7.547007631758923e-08
Position 2270: 7.082946234979049e-08
Position 5073: 6.033734438969955e-08
Position 232: 3.293763233832842e-08
Position 318: 3.177479331137566e-08
Position 672: 4.39621322698805e-09
Position 69: 2.4640521586006793e-09
Position 252: 2.071714111805031e-09
Position 539: 1.5665550261473323e-09
Position 411: 5.703055302404314e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4406: 0.9952021698267405
Position 4714: 0.9865438671391635
Position 1125: 0.8980148080450504
Position 2860: 0.8318011012008867
Position 3672: 0.5729167865451545
Position 2107: 0.5098437718282153
Position 2251: 0.22893559396092789
Position 3322: 0.16658206124797179
Position 3028: 0.06366990627625903
Position 3066: 0.06337243924877871
Position 2001: 0.05664211203930331
Position 3051: 0.05164708196045208
Position 5168: 0.03742088085775594
Position 2545: 0.02992384022424641
Position 2484: 0.028004008547183497
Position 1525: 0.02409799479945365
Position 1214: 0.021396796507472823
Position 5143: 0.020566097953626628
Position 1249: 0.014991119233456432
Position 2941: 0.013882630355092808
Position 2501: 0.0136468024012148
Position 2112: 0.011137667884491146
Position 2368: 0.01021675477944736
Position 2267: 0.009813556912803847
Position 2648: 0.008769471880336801
Position 4270: 0.008442329977544929
Position 514: 0.008201676700275511
Position 4306: 0.007780135518144047
Position 2127: 0.006978182020286687
Position 5087: 0.0062558264028207584
Position 4732: 0.005793455959189809
Position 5383: 0.005435547511601926
Position 1405: 0.005319029210033124
Position 69: 0.005133839972042406
Position 350: 0.005015140953683415
Position 3730: 0.004922208867823266
Position 2507: 0.004519559887644257
Position 336: 0.003803746102612296
Position 5173: 0.003637732525145515
Position 2728: 0.003440640440731064
Position 2304: 0.003371686404116617
Position 2116: 0.0023389949439501364
Position 277: 0.0021018757408160014
Position 1723: 0.0016816559823449346
Position 1246: 0.0015714773708343853
Position 1684: 0.001527536950961463
Position 866: 0.0013174184163694295
Position 4802: 0.00131441458616251
Position 5427: 0.0011618207319873375
Position 1576: 0.0010151032597475657
Position 3737: 0.0010050158613236135
Position 1315: 0.0008615759337100291
Position 4418: 0.0007735995620435569
Position 2898: 0.0006545932373490213
Position 5606: 0.000630176871005412
Position 5116: 0.0005527046586049872
Position 2336: 0.00047445696264969406
Position 2564: 0.0004433917446551661
Position 5236: 0.0004261001006325273
Position 96: 0.0004144965004082953
