Gene = Deaf1
index = 1130
Annotated 5SS: [  493  1837 10772]
Annotated 3SS: [ 1037 10142 10845]
SMsplice 5SS: [  235   493 10772]
SMsplice 3SS: [  369 10062 10845]
top_k =  500
Partition function (log Z): -3.8678999108695242

Sorted 5' Splice Sites (High to Low Probability):
Position 10772: 0.9984336978248748
Position 493: 0.9086418157476743
Position 235: 0.5144965428227145
Position 1828: 0.35493981784038975
Position 11022: 0.2871640080924156
Position 3431: 0.2736640590006318
Position 11213: 0.25243674739390193
Position 3193: 0.12694113406654245
Position 153: 0.09593136135349513
Position 2904: 0.07375528631465143
Position 11032: 0.07314093780042658
Position 11230: 0.056584957948123016
Position 283: 0.044841077077088405
Position 11431: 0.04341259503476137
Position 1837: 0.03559599260531452
Position 10987: 0.03462540839519986
Position 11424: 0.03230547937063511
Position 2444: 0.03028727155717136
Position 2440: 0.024845346315599693
Position 280: 0.020908099113275704
Position 241: 0.019120293726189334
Position 304: 0.01844678908178851
Position 11679: 0.014070912455643049
Position 52: 0.013541333083693445
Position 2448: 0.013375701292104455
Position 1672: 0.011508708409747197
Position 11457: 0.009019378369763577
Position 163: 0.008872061098100814
Position 222: 0.008337328172231423
Position 10948: 0.006154530079441687
Position 2370: 0.005585138888911615
Position 1029: 0.005041347004888197
Position 3172: 0.004435270031597376
Position 2266: 0.003862066857424815
Position 11010: 0.0035070705541861494
Position 521: 0.0033544781028847083
Position 2121: 0.002951152712853526
Position 82: 0.00203555827187401
Position 8808: 0.0019445138361864976
Position 2197: 0.0018412004627938662
Position 3137: 0.0016567797452219277
Position 445: 0.0015672698978369001
Position 11122: 0.0015077381513691087
Position 2117: 0.0015037120517334176
Position 10995: 0.0011858312773548817
Position 60: 0.001106581016430056
Position 317: 0.0010207223285864271
Position 226: 0.0009179113288187354
Position 2512: 0.0007821984656692001
Position 3160: 0.0007499199894787807
Position 606: 0.00047770631315317765
Position 1924: 0.00032990348011066335
Position 106: 0.00028834028579376164
Position 591: 0.00025853631558240143
Position 2399: 0.00022330508076249874
Position 2594: 0.0002223459930554265
Position 1177: 0.00018386294959745047
Position 65: 0.00017644535299729644
Position 685: 0.00015512946506588294
Position 2452: 0.00015423344515866556
Position 1161: 0.00013825108696709527
Position 1019: 0.00011271245600852327
Position 229: 0.00010404717198531611
Position 11242: 9.019671382165459e-05
Position 340: 7.865084489624333e-05
Position 2168: 7.279839851819071e-05
Position 1009: 6.733729715859035e-05
Position 2133: 6.337100449298158e-05
Position 678: 5.796437031482055e-05
Position 860: 5.0843652261799796e-05
Position 537: 3.0266731946899535e-05
Position 157: 2.48071564847766e-05
Position 334: 1.829705679248578e-05
Position 572: 1.3863638346992772e-05
Position 13: 1.0836427902496996e-05
Position 160: 8.681523397965946e-06
Position 2037: 4.010829203492442e-06
Position 430: 3.226749737353924e-06
Position 1905: 5.79431123419135e-07
Position 370: 4.816360564094647e-07
Position 600: 3.434400286958958e-07
Position 595: 1.57641211839249e-07
Position 1768: 1.5222517460027674e-07
Position 433: 1.4997075351032927e-07
Position 581: 7.565080581259276e-09
Position 575: 4.937896277136988e-10
Position 593: 1.807600479971915e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 10845: 0.9993031820124214
Position 10062: 0.634741910058393
Position 369: 0.6058205702273542
Position 2951: 0.2587894201113237
Position 10024: 0.2174030537877492
Position 11069: 0.19290628238718616
Position 11288: 0.18944003553993385
Position 3249: 0.1448842148522534
Position 11093: 0.1411815502436743
Position 11495: 0.11678140586775002
Position 328: 0.10688367136983273
Position 668: 0.09282366737060149
Position 2264: 0.08432498876784217
Position 1084: 0.07935084842149592
Position 9289: 0.06517637718273545
Position 9084: 0.058453641610157946
Position 1282: 0.05393374081892374
Position 12083: 0.052404360650370525
Position 11509: 0.039206991513600575
Position 2144: 0.026943144237392185
Position 1037: 0.02554732318097684
Position 11181: 0.02398854627840312
Position 2321: 0.02364188442677055
Position 2019: 0.020660285248339846
Position 304: 0.02027115204991628
Position 11675: 0.016279288155264002
Position 1223: 0.015489603458547026
Position 605: 0.01318005536275715
Position 1751: 0.012829472054960472
Position 9147: 0.01183614135864208
Position 11790: 0.011732227748837854
Position 12318: 0.010425374149486046
Position 1730: 0.010092967408707127
Position 1049: 0.0081454669259073
Position 218: 0.006811465206039788
Position 9346: 0.006696401763930395
Position 1325: 0.006096825440011879
Position 8557: 0.006070685899453705
Position 2343: 0.0058035327013262195
Position 11746: 0.005238862574342127
Position 11874: 0.004849272960614433
Position 1241: 0.0045542933990945205
Position 11111: 0.0034466094474562975
Position 11975: 0.003266211087412835
Position 103: 0.0032510397276570976
Position 11905: 0.001725442715260453
Position 11102: 0.0014633177632074534
Position 1609: 0.0014106711103013742
Position 701: 0.0014066763577022128
Position 401: 0.0013385734510477246
Position 1571: 0.0009526578840069804
Position 3082: 0.0009060763738387744
Position 113: 0.0008039393733353603
Position 2759: 0.0007143847301736938
Position 12294: 0.000711502353023837
Position 11136: 0.0004264264136122617
Position 10867: 0.0003591293797792059
Position 492: 0.00032485629572926556
Position 1447: 0.0002587172502036796
Position 1798: 0.00021803534793250968
Position 764: 0.00021144473720275682
Position 1090: 0.00018895546162765235
Position 2117: 0.00016900289503715671
Position 1334: 0.00015532448181696564
Position 334: 0.0001306522477493346
Position 1331: 0.00012500708544489856
Position 2357: 9.550372612048093e-05
Position 1310: 7.644663813458594e-05
Position 11073: 6.646535484922601e-05
Position 238: 6.306182125126675e-05
Position 2057: 3.961668592014889e-05
Position 280: 2.6421787909438695e-05
Position 1344: 1.6397951950756892e-05
Position 387: 9.915375797269914e-06
Position 157: 9.130416077806316e-06
Position 340: 6.186669674219417e-06
Position 406: 4.4372780772640895e-06
Position 442: 1.8320511643050865e-06
Position 454: 1.2439597989955963e-06
Position 197: 9.064046761007964e-07
Position 3502: 3.089099877672335e-07
Position 3788: 1.230212362706014e-07
Position 464: 9.613035424733272e-08
Position 71: 1.5005425038493608e-08
Position 439: 1.3284382944111472e-08
Position 458: 1.2543345480282024e-08
Position 65: 2.3264354648214246e-09
Position 60: 2.9409735357152883e-10
Position 444: 2.4180470366650193e-10
Position 167: 1.4761137959456194e-13
