Gene = morgue
index = 1793
Annotated 5SS: [217]
Annotated 3SS: [278]
SMsplice 5SS: [217]
SMsplice 3SS: [278]
top_k =  500
Partition function (log Z): -3.361321112744493

Sorted 5' Splice Sites (High to Low Probability):
Position 217: 0.9923196375762356
Position 1341: 0.012201470724527914
Position 193: 0.007133697509641365
Position 477: 0.0009230311687030343
Position 14: 0.0007568783423718869
Position 221: 0.0005325668807255761
Position 21: 0.0004014744203018028
Position 1544: 0.0003102022917524858
Position 1140: 0.00025474419177511586
Position 846: 0.0002208404857709565
Position 1586: 0.00014855006639151843
Position 1577: 8.808491315386633e-05
Position 1449: 8.336111045144778e-05
Position 1646: 4.884625187845951e-05
Position 1289: 4.3742460506944334e-05
Position 1165: 2.2910777519149256e-05
Position 1557: 2.1666139620942136e-05
Position 1025: 2.0738784626251738e-05
Position 1016: 1.281132828939961e-05
Position 1671: 9.049856380808845e-06
Position 962: 6.31161438543901e-06
Position 1689: 5.353025140551153e-06
Position 1701: 5.255340648089388e-06
Position 1345: 4.892910498196085e-06
Position 1668: 2.54930734667977e-06
Position 362: 2.49671683659013e-06
Position 994: 2.4488589535229544e-06
Position 525: 1.933830355620502e-06
Position 1392: 1.172010820982748e-06
Position 236: 9.159154973422033e-07
Position 297: 9.026205898109865e-07
Position 25: 8.943348732624567e-07
Position 805: 7.807593095254396e-07
Position 700: 7.058538178975496e-07
Position 437: 6.546035328451832e-07
Position 903: 6.287362566341877e-07
Position 638: 5.019201412600501e-07
Position 68: 4.220681597240264e-07
Position 1484: 3.6208334044831926e-07
Position 338: 3.2876129920505094e-07
Position 40: 2.1926087666105182e-07
Position 898: 5.49930709684768e-08
Position 825: 4.162006605360259e-08
Position 52: 2.9748316438963348e-08
Position 1217: 2.5112837643031404e-08
Position 1087: 1.8156177526186853e-08
Position 953: 1.7524518212404733e-08
Position 609: 1.5282054474059513e-08
Position 986: 9.527558678171795e-09
Position 63: 8.333752933317944e-09
Position 1081: 5.632211552675551e-09
Position 927: 2.235994054626537e-09
Position 840: 1.9407575863716376e-09
Position 887: 1.6196073248119884e-09
Position 283: 1.4560676274191104e-09
Position 1270: 9.374049890567802e-10
Position 1440: 9.147830620645554e-10
Position 588: 7.161033291223239e-10
Position 1298: 5.284098506569755e-10
Position 85: 4.4172359495781424e-10
Position 140: 3.6304113416893687e-10
Position 1424: 2.1794839442013475e-10
Position 117: 2.1344796221462568e-10
Position 299: 3.3485779623336182e-12
Position 335: 2.2064819486889702e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 278: 0.9985623995270211
Position 1415: 0.005929791286260505
Position 1412: 0.005619031708833915
Position 548: 0.001086142072450155
Position 80: 0.0010820041851451992
Position 283: 0.0009139973327887156
Position 1696: 0.0006516672330205896
Position 1466: 0.00034372064134122416
Position 1757: 0.00030555062939738645
Position 1494: 0.00022199628594266784
Position 374: 0.00020337572286388067
Position 1341: 0.00018935886427247332
Position 91: 7.28203879671025e-05
Position 1244: 5.8215463784229856e-05
Position 1610: 5.704826426606677e-05
Position 1613: 4.860881302917247e-05
Position 1186: 4.6708590901423414e-05
Position 911: 3.44904778453727e-05
Position 1701: 2.8999531445214382e-05
Position 262: 2.7308987023587127e-05
Position 898: 1.93522905790905e-05
Position 1535: 1.9237401762901016e-05
Position 1270: 8.985545292598047e-06
Position 1199: 7.278151852844295e-06
Position 994: 6.278671822335345e-06
Position 566: 6.251372142505492e-06
Position 974: 4.727725275251539e-06
Position 1002: 4.583130014227525e-06
Position 605: 4.056331461047823e-06
Position 1543: 3.70864272579238e-06
Position 588: 3.583348294810023e-06
Position 1170: 3.478582797410609e-06
Position 698: 3.4146559454523104e-06
Position 1100: 2.4907445619640458e-06
Position 594: 2.323918653472242e-06
Position 443: 2.2523375442839016e-06
Position 947: 1.5935698556633618e-06
Position 1091: 1.0779611389888707e-06
Position 105: 9.622097942606727e-07
Position 903: 9.347367438170423e-07
Position 140: 8.121029966850299e-07
Position 1769: 7.540190988153069e-07
Position 63: 5.499194033858394e-07
Position 790: 5.205977002548217e-07
Position 480: 4.3714061827615024e-07
Position 99: 3.5640835051788277e-07
Position 452: 2.5976088719788477e-07
Position 114: 2.5707423201613673e-07
Position 126: 2.3315760587409628e-07
Position 111: 1.3344355995934025e-07
Position 1115: 5.3135520384851126e-08
Position 117: 3.5818206142781687e-08
Position 1281: 3.542637630938909e-08
Position 137: 1.6559379401878793e-08
Position 971: 1.0244403335260139e-08
Position 177: 9.79145843538607e-10
Position 189: 4.7843342870448475e-11
Position 413: 4.384071069241242e-11
Position 560: 2.032780135079262e-11
Position 522: 1.929084174901947e-11
Position 575: 1.5106709846962156e-11
Position 449: 1.2720920214738087e-11
Position 497: 1.1256962417682318e-11
Position 383: 8.69654486828372e-12
Position 746: 6.663338666117328e-12
Position 150: 5.61729695287382e-12
Position 768: 5.304949032149639e-12
Position 506: 4.699023905687584e-12
Position 236: 4.053439144530366e-12
Position 431: 2.8398164597313197e-12
Position 386: 1.300783319322399e-12
Position 579: 9.508036318726859e-13
Position 231: 5.1215128818732e-13
Position 196: 1.6076912991858821e-13
Position 198: 1.7989286520867622e-17
Position 332: 5.555856218007585e-23
