Gene = Gr33a
index = 1197
Annotated 5SS: [  95  596 1146 2098]
Annotated 3SS: [ 158  737 1631 2156]
SMsplice 5SS: [  95  596 1146 2098]
SMsplice 3SS: [ 158  737 1631 2156]
top_k =  500
Partition function (log Z): 3.249573001389395

Sorted 5' Splice Sites (High to Low Probability):
Position 2098: 0.9944538700441788
Position 596: 0.918166245747549
Position 95: 0.838361778215466
Position 1146: 0.7927461037735591
Position 812: 0.3787392364189434
Position 1531: 0.06222832246504871
Position 495: 0.021807185178316372
Position 600: 0.02133340922859706
Position 1196: 0.017566841471322602
Position 50: 0.01691645822248599
Position 489: 0.015937886711265874
Position 1842: 0.014547145623635821
Position 1352: 0.007540269814253571
Position 579: 0.002381496450924322
Position 1725: 0.002331001046447983
Position 116: 0.0023277028949209946
Position 1756: 0.0020474781813181993
Position 1559: 0.0019452908856383488
Position 590: 0.001139343660956645
Position 504: 0.0010896806370090423
Position 1213: 0.0010116979330570645
Position 1208: 0.0005818095488939578
Position 1176: 0.0005292703590789714
Position 1846: 0.0005043458642395716
Position 17: 0.00039563729417220873
Position 85: 0.00033869149601870914
Position 227: 0.00022857288458989254
Position 30: 0.00022577328692008954
Position 1789: 0.00021666198019013822
Position 1361: 0.00019083770741893147
Position 1349: 0.00017849909615507271
Position 514: 0.00013587580896503454
Position 961: 0.00012413468607457313
Position 1395: 0.00011883965227855966
Position 318: 0.00011019893053011053
Position 316: 8.97022641161976e-05
Position 552: 7.881249386067768e-05
Position 249: 7.408121244539084e-05
Position 234: 5.586372851795825e-05
Position 1020: 2.9715306966726055e-05
Position 43: 2.0948406896123752e-05
Position 2160: 1.9542356442951422e-05
Position 2102: 1.950269489236489e-05
Position 125: 1.800210016419788e-05
Position 159: 1.41894345782175e-05
Position 2059: 1.2484921516029155e-05
Position 2039: 1.0086609213663702e-05
Position 471: 9.928115947966176e-06
Position 640: 8.36983221464422e-06
Position 1801: 7.818599599087947e-06
Position 921: 7.498804100430617e-06
Position 386: 7.471604454385133e-06
Position 419: 6.392813671237527e-06
Position 1217: 6.133853136983508e-06
Position 3: 5.767726958327595e-06
Position 295: 5.323981407488897e-06
Position 1873: 4.813208488031118e-06
Position 407: 4.763102935002817e-06
Position 701: 4.676435184718617e-06
Position 831: 4.289029850758572e-06
Position 607: 3.82106979157011e-06
Position 919: 3.5489134655827367e-06
Position 816: 2.7284755249514526e-06
Position 2007: 1.898685588817396e-06
Position 2110: 1.8764690690623364e-06
Position 835: 1.761695665401196e-06
Position 2067: 1.6241212640638734e-06
Position 450: 1.3846360094899727e-06
Position 516: 9.217820354185131e-07
Position 1409: 8.457749892185803e-07
Position 1885: 6.29124635399549e-07
Position 1696: 5.678076230662372e-07
Position 1220: 1.0879297713285821e-07
Position 772: 8.492449490435577e-08
Position 976: 4.0690386110558935e-08
Position 1729: 7.125897381095351e-12
Position 1974: 6.162709717878015e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2156: 0.9939044246936468
Position 1631: 0.9321753083091463
Position 737: 0.9219915641169195
Position 158: 0.8311249669784979
Position 879: 0.19540900927993785
Position 858: 0.05686455716814819
Position 704: 0.03842932333182604
Position 1668: 0.016795188216132018
Position 1657: 0.015975782730610233
Position 2022: 0.01540499325222451
Position 1279: 0.014504442797682574
Position 188: 0.012370643201632033
Position 1276: 0.0123061363081575
Position 1225: 0.0065008394332281266
Position 717: 0.005790363777259638
Position 800: 0.00391320107597011
Position 165: 0.003577853835789183
Position 989: 0.003218331873498432
Position 450: 0.0030170046662736463
Position 779: 0.0025208236872977284
Position 846: 0.002494369532557146
Position 1645: 0.002458140220001653
Position 2198: 0.00224056297564488
Position 1587: 0.0022363693862792132
Position 277: 0.0021888829658210968
Position 876: 0.0016088120372730814
Position 1959: 0.001603714651373267
Position 933: 0.0015971245370635925
Position 1020: 0.0015603685649536808
Position 419: 0.0013915381521635043
Position 2007: 0.0012437183967492023
Position 1788: 0.001237506294045137
Position 1330: 0.0012066249739866002
Position 1318: 0.001204169228204655
Position 1694: 0.0011754663107370047
Position 1782: 0.0008767948766671435
Position 316: 0.0008719475683062562
Position 888: 0.0008085831896450746
Position 1477: 0.0007477352735926904
Position 404: 0.0007122350432227696
Position 1885: 0.0004825866631749938
Position 939: 0.0004711561528381357
Position 458: 0.00037768414452041623
Position 1812: 0.0003102055765946973
Position 2037: 0.0002737217909147338
Position 326: 0.00017781894613447466
Position 2169: 0.00017554010559262076
Position 1085: 0.000159217379614758
Position 1725: 0.00014460475040125296
Position 106: 0.000117075755312507
Position 891: 0.00011096976104101973
Position 1389: 9.075564350246665e-05
Position 2141: 8.710968040815321e-05
Position 1530: 8.09168562788352e-05
Position 1044: 7.741941165375913e-05
Position 1038: 7.71804530542064e-05
Position 810: 6.0751803038665975e-05
Position 1373: 5.887327999897067e-05
Position 2282: 5.2500788317654355e-05
Position 855: 5.128672101916556e-05
Position 583: 4.1810457517389745e-05
Position 1713: 3.5511610800724804e-05
Position 1361: 3.531525691098589e-05
Position 1349: 3.4673308053215794e-05
Position 1395: 3.097793415348121e-05
Position 334: 3.0972108753750594e-05
Position 948: 2.8249034312491413e-05
Position 514: 2.772954408158908e-05
Position 1014: 2.439192924126628e-05
Position 416: 1.6808380618434816e-05
Position 2164: 8.91871630427565e-06
Position 467: 8.085402355160098e-06
Position 1059: 7.168666897112212e-06
Position 957: 6.527525396607105e-06
Position 951: 6.231829181162744e-06
Position 623: 1.2714985658361147e-06
Position 2246: 9.959854015939939e-07
Position 407: 9.655091455198507e-07
Position 2108: 8.474303665589091e-07
Position 2350: 8.238034551105062e-07
Position 331: 2.4312607752780443e-07
Position 630: 2.2834366721995535e-07
Position 60: 6.523134886825941e-08
Position 494: 2.2213819289899167e-09
Position 46: 1.348413485331579e-09
Position 50: 3.681321618218222e-11
