Gene = bora
index = 1632
Annotated 5SS: [373]
Annotated 3SS: [430]
SMsplice 5SS: [373]
SMsplice 3SS: [430]
top_k =  500
Partition function (log Z): -5.553411436184141

Sorted 5' Splice Sites (High to Low Probability):
Position 373: 0.9998136917103367
Position 1798: 0.009546532564198924
Position 1185: 0.005961297554818901
Position 729: 0.004091888525926648
Position 948: 0.0030328333861426105
Position 1455: 0.0021229409099213416
Position 110: 0.0014091997109822653
Position 980: 0.0010329467217504392
Position 633: 0.0008543776365442659
Position 498: 0.000561544290028714
Position 621: 0.0005493454009953823
Position 628: 0.0004597465088454195
Position 1314: 0.00042816900536810163
Position 1084: 0.00038679090231910043
Position 1927: 0.00037751310331321655
Position 841: 0.00033978672193338397
Position 1018: 0.00027822447241598544
Position 704: 0.0002544712082805906
Position 787: 0.00017678965401922737
Position 595: 0.0001491980150633382
Position 1347: 0.0001352573815416445
Position 611: 0.00012657775685663385
Position 314: 0.00011444535540079256
Position 836: 0.00010391079745640827
Position 1585: 8.655908456488883e-05
Position 584: 6.998512318295163e-05
Position 1623: 5.938719937393074e-05
Position 522: 4.869127414118054e-05
Position 1955: 4.155798639106178e-05
Position 1967: 3.878854044383852e-05
Position 995: 3.634276178190475e-05
Position 941: 2.5169336489789644e-05
Position 1915: 2.444612525167112e-05
Position 180: 2.4193873646368215e-05
Position 152: 2.1806898157234598e-05
Position 865: 1.716855340686646e-05
Position 844: 1.294704606666489e-05
Position 958: 1.181283761177313e-05
Position 97: 9.689162396584446e-06
Position 1921: 9.555638277293778e-06
Position 281: 8.923948927473797e-06
Position 791: 7.204374281675866e-06
Position 542: 6.20492463069833e-06
Position 63: 1.7489056863154992e-06
Position 82: 1.54163754534974e-06
Position 1588: 1.439437518940946e-06
Position 208: 4.060095156734831e-07
Position 51: 2.773056682721786e-07
Position 217: 2.3750106997849716e-07
Position 271: 2.001606381316583e-07
Position 1241: 1.9759997218041182e-07
Position 476: 1.9754930640108272e-07
Position 166: 1.5153253528261494e-07
Position 33: 8.082964159196047e-08
Position 906: 3.028120169196317e-08
Position 348: 2.7277471578660684e-08
Position 283: 1.9041069323963468e-08
Position 377: 1.2493388030706357e-08
Position 482: 1.1464140951339836e-08
Position 847: 1.0639285814738256e-08
Position 384: 2.527214035522925e-09
Position 821: 1.6759300642621574e-09
Position 467: 5.064078978786782e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 430: 0.9424728557779928
Position 476: 0.0197842204737077
Position 676: 0.012570997336601128
Position 1853: 0.010782821969049842
Position 1824: 0.006265096857088581
Position 1788: 0.006006323602264377
Position 1715: 0.005165633417788207
Position 800: 0.0038564586257298834
Position 1045: 0.0034972377187010005
Position 1541: 0.00324381970815464
Position 991: 0.00282009329244265
Position 656: 0.0026050951506472035
Position 920: 0.002106578680837051
Position 569: 0.0019093515935483451
Position 1549: 0.0015560674161244645
Position 1940: 0.0011975894116720614
Position 865: 0.0011386736973453464
Position 2011: 0.001134601635789069
Position 166: 0.0009892339221486543
Position 704: 0.0005734941673015926
Position 2016: 0.00046997866354135393
Position 1300: 0.00037325059511195493
Position 1794: 0.00025431355480837675
Position 198: 0.00021195828863013527
Position 1251: 0.00019184666889070651
Position 1471: 0.00016580358168721666
Position 201: 0.00014702744208596954
Position 1346: 0.00014376165951256078
Position 608: 0.00013637937202523614
Position 1529: 0.00012343951957651846
Position 566: 0.00011985122190318767
Position 1255: 9.779592836097232e-05
Position 829: 9.028162314296951e-05
Position 186: 7.477079564907704e-05
Position 2031: 6.355593508872056e-05
Position 482: 5.295086086876638e-05
Position 542: 4.690207645289643e-05
Position 628: 4.162964944439118e-05
Position 1955: 3.958692619082252e-05
Position 774: 3.720343559967712e-05
Position 1507: 3.7133469428276414e-05
Position 712: 3.46301710268197e-05
Position 1241: 3.104151415748535e-05
Position 1184: 2.868026040994425e-05
Position 768: 2.6268993872946077e-05
Position 1485: 2.326250444242265e-05
Position 261: 2.010296433610553e-05
Position 1637: 1.900672334102581e-05
Position 1208: 1.616627829871642e-05
Position 1021: 1.5250142200223403e-05
Position 1224: 1.1265178520601364e-05
Position 1102: 1.0776772382423543e-05
Position 1188: 1.0510411015183743e-05
Position 372: 9.80080568691374e-06
Position 303: 6.5479794648691065e-06
Position 595: 5.219613484551107e-06
Position 332: 5.0486628374027915e-06
Position 268: 3.933825796352425e-06
Position 245: 9.586220321520868e-07
Position 133: 1.179567045069144e-07
Position 313: 9.050892078373237e-08
Position 94: 7.257010593015272e-08
Position 578: 3.496253363626336e-08
Position 125: 2.6651667434305158e-08
Position 335: 1.2211294526108489e-08
Position 611: 6.491027953715783e-09
Position 584: 3.150321459658091e-09
Position 82: 3.0282522824553003e-09
Position 109: 2.7815629136160775e-09
Position 965: 7.991906359685652e-10
Position 527: 9.355537762049954e-11
Position 680: 4.024728090566716e-12
Position 377: 3.2884244876052854e-12
