Gene = Scox
index = 1476
Annotated 5SS: [504]
Annotated 3SS: [566]
SMsplice 5SS: [504]
SMsplice 3SS: [566]
top_k =  500
Partition function (log Z): -1.769159424175808

Sorted 5' Splice Sites (High to Low Probability):
Position 504: 0.9973419329563247
Position 105: 0.17181112295230574
Position 76: 0.01644279768904794
Position 134: 0.003270936359083521
Position 653: 0.002137613748850387
Position 500: 0.001267879548024131
Position 508: 0.001156361746868396
Position 638: 0.0005719101495438113
Position 280: 0.000443805615703787
Position 321: 0.0002694488606808469
Position 973: 0.00017311464213071677
Position 820: 0.00010417912609431441
Position 10: 9.147832367533836e-05
Position 859: 6.071239998635193e-05
Position 624: 5.52957700819417e-05
Position 949: 5.248152399607351e-05
Position 990: 4.1389874934094846e-05
Position 957: 4.073661976561129e-05
Position 695: 2.6759502742939597e-05
Position 1003: 2.0925407200682e-05
Position 641: 2.0824535460166728e-05
Position 144: 2.0410241553745914e-05
Position 661: 2.033673295548078e-05
Position 284: 1.6098270654319636e-05
Position 147: 1.5007505782655848e-05
Position 960: 1.4781811059076382e-05
Position 213: 1.4693417428613146e-05
Position 878: 1.3198150356080586e-05
Position 796: 1.163409682770387e-05
Position 713: 9.440046511744713e-06
Position 491: 8.378079238979207e-06
Position 174: 8.182289778749872e-06
Position 357: 8.003507314103935e-06
Position 919: 7.646856248900438e-06
Position 803: 5.8261832043350946e-06
Position 731: 4.947222376157765e-06
Position 892: 4.802460111838902e-06
Position 266: 2.8886781324564676e-06
Position 231: 1.922801482307633e-06
Position 861: 1.9057302779631496e-06
Position 368: 1.417515488790728e-06
Position 611: 1.1060888120592808e-06
Position 112: 9.456840099907541e-07
Position 776: 9.3696457800513e-07
Position 415: 8.78405907837241e-07
Position 488: 8.513418977298208e-07
Position 590: 6.94832990643182e-07
Position 1012: 3.33523166852979e-07
Position 952: 1.7472761445860122e-07
Position 239: 1.9960772450104847e-08
Position 386: 7.305711677611859e-09
Position 571: 3.6720592320519324e-10
Position 824: 1.379493585868071e-10
Position 715: 1.217854149544232e-12
Position 548: 9.849487880199794e-13
Position 459: 4.5463473134460404e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 566: 0.9986590225432772
Position 194: 0.183532797312377
Position 134: 0.004418509714745531
Position 741: 0.0024690485319482478
Position 206: 0.0015339963261261518
Position 379: 0.0008151948078761792
Position 231: 0.0007814745441899028
Position 713: 0.0005562907780656583
Position 228: 0.0004792486472618627
Position 163: 0.0004417616545872127
Position 571: 0.0004079917865102869
Position 1053: 0.00019382208791136082
Position 590: 0.00018922725829769555
Position 729: 0.00017778607523831656
Position 1059: 0.00015799800401041032
Position 587: 0.0001507034363815796
Position 1012: 0.0001136298591132291
Position 887: 0.00010758599062214975
Position 141: 8.522015298754002e-05
Position 410: 5.780733711578794e-05
Position 620: 4.712022944894013e-05
Position 289: 4.3661111883919305e-05
Position 721: 2.7134105540270467e-05
Position 69: 2.676202978864208e-05
Position 211: 2.4466109445492283e-05
Position 66: 2.289430913543086e-05
Position 820: 2.130786552256681e-05
Position 344: 1.6237576099324472e-05
Position 357: 9.606998701228923e-06
Position 913: 8.075212049835237e-06
Position 924: 3.452985974997282e-06
Position 473: 3.169092991342404e-06
Position 341: 2.8376000268519564e-06
Position 400: 2.352623396652545e-06
Position 263: 2.3502770893554374e-06
Position 853: 1.8521283208707018e-06
Position 859: 1.1381451182592979e-06
Position 368: 1.0616588160824163e-06
Position 635: 9.008271502199046e-07
Position 257: 8.651292690610115e-07
Position 295: 7.43113253695839e-07
Position 595: 5.739993247216694e-07
Position 928: 3.85264082659626e-07
Position 325: 2.86974485140559e-07
Position 81: 2.546349652985629e-07
Position 248: 1.6506298636706755e-07
Position 304: 1.557169323827824e-07
Position 383: 6.436375914384412e-08
Position 298: 4.83082663880265e-08
Position 475: 4.663754125525018e-08
Position 109: 2.9439895599948404e-08
Position 266: 2.7784608467038775e-08
Position 478: 1.559534420706326e-08
Position 500: 1.233345551392643e-08
Position 415: 6.199246546269609e-09
