Gene = TORIP
index = 1540
Annotated 5SS: [604 793]
Annotated 3SS: [670 847]
SMsplice 5SS: [604 766]
SMsplice 3SS: [670 847]
top_k =  500
Partition function (log Z): -1.2445126804129258

Sorted 5' Splice Sites (High to Low Probability):
Position 604: 0.9862271589285169
Position 766: 0.894494349734192
Position 202: 0.06039796439710301
Position 778: 0.031881800203973236
Position 722: 0.024275699698513852
Position 793: 0.02081874877549597
Position 331: 0.006306316969585495
Position 1267: 0.005925943256560328
Position 1061: 0.004851550308183956
Position 42: 0.0046030087049235184
Position 383: 0.0022498027308672994
Position 153: 0.0013423903560239605
Position 1049: 0.0006456864923239516
Position 462: 0.0006144388833309669
Position 82: 0.0005806855503386756
Position 55: 0.0003669951650867835
Position 991: 0.00033779340177775475
Position 596: 0.0003035555391956738
Position 364: 0.00029334528614688725
Position 223: 0.0002210026434759404
Position 1248: 0.00014128081551266025
Position 1238: 0.00011459472798769119
Position 372: 7.89234781164198e-05
Position 1255: 7.107632837659166e-05
Position 259: 7.08842046528668e-05
Position 1000: 6.012713664309682e-05
Position 1012: 4.235365683818953e-05
Position 1074: 2.900435452526618e-05
Position 354: 2.642138730739644e-05
Position 440: 2.6049400111830455e-05
Position 1280: 1.6485974377940416e-05
Position 352: 1.6388407611388584e-05
Position 525: 1.4674426638657817e-05
Position 905: 1.3564094583752547e-05
Position 375: 5.707388218211923e-06
Position 33: 5.229624656170008e-06
Position 917: 5.185721126399777e-06
Position 640: 4.6823548421566974e-06
Position 671: 4.166103241007008e-06
Position 415: 3.0559047847775994e-06
Position 413: 2.139524420004838e-06
Position 280: 1.863222324141718e-06
Position 1176: 9.308392429111304e-07
Position 523: 2.2506328132069885e-07
Position 533: 1.567091753668043e-07
Position 120: 7.429760875414463e-08
Position 245: 4.142718937310935e-08
Position 674: 4.5012970632833745e-10
Position 107: 3.6124550197095574e-10
Position 956: 7.884614209045414e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 847: 0.9881003639296273
Position 670: 0.9671283161310044
Position 274: 0.05585510712716486
Position 1330: 0.005858454023628489
Position 107: 0.004512791456604152
Position 833: 0.003948019506253569
Position 433: 0.003485596124744695
Position 425: 0.0028663007463053695
Position 1112: 0.0020491584945091425
Position 394: 0.0017873311564651198
Position 245: 0.0012365705244736323
Position 402: 0.0009736635407091192
Position 1290: 0.0009002510694469257
Position 1185: 0.0008174267596342803
Position 545: 0.000771699422873748
Position 1121: 0.000709819848503852
Position 1133: 0.0007089214868752871
Position 509: 0.0005833027219206554
Position 413: 0.0004601921497018446
Position 452: 0.00043905802945376916
Position 113: 0.0004137081141425373
Position 897: 0.00037635021157994645
Position 449: 0.00034160735472140135
Position 684: 0.0003283966730653425
Position 145: 0.00031294336420788183
Position 1191: 0.00028722574614646363
Position 1168: 0.0002817131149306793
Position 699: 0.0002569310779842663
Position 455: 0.0002253252505717526
Position 1135: 0.00019201153678060894
Position 1315: 0.000169257847874867
Position 149: 0.0001590966567947752
Position 1304: 0.000156709735074719
Position 250: 0.00014050161148812125
Position 1176: 0.00011699247694784838
Position 223: 0.00010110110108790514
Position 253: 7.687363978592963e-05
Position 515: 5.602199937534782e-05
Position 702: 3.414761704664544e-05
Position 440: 3.3777368971909306e-05
Position 259: 2.8993172706956024e-05
Position 523: 2.6935037157166455e-05
Position 977: 2.628578202827468e-05
Position 342: 2.5984178986236098e-05
Position 1060: 2.506369083445753e-05
Position 286: 2.1945218485351146e-05
Position 482: 2.0754768922236312e-05
Position 705: 1.4737735031962257e-05
Position 778: 1.4243728938905563e-05
Position 128: 5.6409623644322216e-06
Position 280: 5.312422584615757e-06
Position 290: 4.787855459995755e-06
Position 1049: 4.398613210349157e-06
Position 793: 4.201040435070047e-06
Position 1220: 2.563561820787768e-06
Position 296: 2.4138373864909394e-06
Position 293: 2.2742520127458697e-06
Position 554: 1.757697198736211e-06
Position 608: 8.597469404242993e-07
Position 160: 3.811779757200267e-07
Position 404: 3.4876008414552947e-07
Position 714: 2.3895333998074355e-07
Position 198: 2.1952412107598567e-07
Position 613: 1.4510415317625175e-07
Position 171: 4.226730376415314e-10
Position 863: 2.750021596629738e-10
Position 202: 1.935922572238917e-10
Position 167: 2.7308254785503538e-11
