Gene = Rad9
index = 1407
Annotated 5SS: [ 103  386  592 1556 1906]
Annotated 3SS: [ 158  439  699 1772 2200]
SMsplice 5SS: [103 386 592]
SMsplice 3SS: [158 439 699]
top_k =  500
Partition function (log Z): 3.5514355111439313

Sorted 5' Splice Sites (High to Low Probability):
Position 386: 0.9990768088196871
Position 592: 0.9689491545034128
Position 103: 0.6609425342943573
Position 1906: 0.28902006199285046
Position 887: 0.2509441144430851
Position 1454: 0.21050027966041063
Position 1556: 0.098664011307189
Position 602: 0.026952434188879923
Position 1625: 0.011833060136645852
Position 2139: 0.011803423518959372
Position 1744: 0.008550783918072007
Position 1235: 0.006058614177844052
Position 2021: 0.005432693965082917
Position 2069: 0.0041244021699832515
Position 191: 0.0037655246231554115
Position 1700: 0.002767174686133975
Position 1127: 0.0026030887100976607
Position 1705: 0.0019517776250774672
Position 1809: 0.0019135769963271056
Position 488: 0.001725550156678959
Position 501: 0.001429481124336648
Position 867: 0.0008680919624829558
Position 824: 0.0007813333752330447
Position 266: 0.0006976929174290552
Position 902: 0.0005954214450064627
Position 1217: 0.0005168433762675736
Position 791: 0.00030955491087724166
Position 608: 0.00018767472669091153
Position 1175: 0.0001163468703803319
Position 835: 7.981342452682078e-05
Position 626: 7.55695087930635e-05
Position 1334: 7.207276138811602e-05
Position 2269: 7.06001733297031e-05
Position 10: 5.8605234603758063e-05
Position 794: 5.8418576443722707e-05
Position 1343: 5.697833302801866e-05
Position 304: 4.4440448330941e-05
Position 2367: 4.431280299711085e-05
Position 880: 4.021571613482377e-05
Position 1725: 3.6950731323649524e-05
Position 979: 3.5150045433911726e-05
Position 596: 3.462088766754412e-05
Position 390: 2.5618731990215533e-05
Position 54: 2.0058478376367754e-05
Position 606: 1.930483108080711e-05
Position 789: 1.2257260009526535e-05
Position 205: 9.462706714561402e-06
Position 158: 9.260121637705238e-06
Position 173: 8.237617703712576e-06
Position 1160: 5.417752845721067e-06
Position 357: 4.444017315814856e-06
Position 295: 3.0962234297035187e-06
Position 280: 2.5896039115348383e-06
Position 367: 2.309384740739385e-06
Position 1112: 1.7727659291033297e-06
Position 302: 1.7036530851754307e-06
Position 952: 1.578520595209167e-06
Position 1095: 1.538382875927495e-06
Position 365: 1.1038170304654224e-06
Position 419: 6.537931711147827e-07
Position 14: 5.31203047792867e-07
Position 440: 3.9227444305108734e-07
Position 416: 3.2662846562001615e-07
Position 398: 2.882519354073036e-07
Position 445: 2.4234564574174223e-07
Position 184: 1.971580610572307e-07
Position 450: 7.548786050818292e-08
Position 705: 1.3441549614226889e-08
Position 1051: 1.5600941629467526e-09
Position 433: 5.813469505939817e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 439: 0.994018263553482
Position 699: 0.9783960573635577
Position 158: 0.5661741183146151
Position 2200: 0.31770857365943883
Position 1772: 0.1978543826678845
Position 1585: 0.12674893398889345
Position 1282: 0.11690760729922603
Position 1978: 0.0660432047530592
Position 170: 0.05082011974319283
Position 235: 0.023466899010796682
Position 2293: 0.021849416408224638
Position 190: 0.016882989656618615
Position 1624: 0.013884380226936109
Position 1802: 0.010507851173860992
Position 1972: 0.00880783752282589
Position 266: 0.006678263572257772
Position 755: 0.005651242692598539
Position 1679: 0.005059023217278929
Position 1704: 0.004710293853317505
Position 2389: 0.003739669858379697
Position 2011: 0.002460474418107351
Position 487: 0.0023280929732308574
Position 1112: 0.002239016187573639
Position 1700: 0.002151700125872043
Position 1503: 0.0019163215068598632
Position 1472: 0.001908350065102677
Position 1088: 0.0017427300252309728
Position 1555: 0.0017244698202945133
Position 1649: 0.0017112148707285866
Position 1996: 0.001674465955891203
Position 475: 0.0014761117139979838
Position 1117: 0.001448000104626411
Position 952: 0.0014092624012843479
Position 1328: 0.0013571960836202667
Position 1358: 0.001344777651063157
Position 2463: 0.0011967034028972927
Position 1756: 0.0011631867289521554
Position 326: 0.0011137405311413588
Position 2008: 0.0010324109311814578
Position 922: 0.0009131535318508289
Position 1077: 0.0007551577613613978
Position 542: 0.0006071322614502075
Position 1534: 0.0005217883834599664
Position 2115: 0.00045275684109870047
Position 445: 0.00040464160989275134
Position 1102: 0.00037318365266602265
Position 2118: 0.0003132012745447697
Position 2466: 0.0003126079907781504
Position 1018: 0.000307639816416371
Position 1265: 0.00026583446700903144
Position 718: 0.00026384608061474435
Position 1297: 0.00014677338406238752
Position 2031: 0.00014428600554832285
Position 223: 0.00011843792313786424
Position 1587: 0.00011213360757055252
Position 580: 0.00010113921651165818
Position 1391: 7.732216263916647e-05
Position 505: 7.624042101355e-05
Position 1217: 6.307709886532373e-05
Position 340: 3.933442212933577e-05
Position 199: 2.6305803912561147e-05
Position 202: 2.49894587539838e-05
Position 880: 2.443505138645372e-05
Position 1363: 2.3982199028899263e-05
Position 288: 2.2126399309810045e-05
Position 302: 2.0530929367411786e-05
Position 352: 1.744676047030181e-05
Position 979: 1.3654264645373131e-05
Position 1197: 1.3342291496947552e-05
Position 850: 1.110124897616525e-05
Position 1193: 7.241211438292993e-06
Position 1021: 6.552063408433889e-06
Position 143: 5.501206528229884e-06
Position 273: 5.190118696427762e-06
Position 886: 5.101774155953949e-06
Position 1123: 4.0361271647329936e-06
Position 84: 2.934260808408597e-06
Position 1253: 2.2541251237643396e-06
Position 1433: 1.5745705535277476e-06
Position 120: 1.5078315699782085e-06
Position 1222: 1.433482810224578e-06
Position 511: 6.960347235068011e-07
Position 54: 6.876329463846238e-07
Position 214: 6.169174407177569e-07
Position 520: 4.165092727396403e-07
Position 789: 3.7673442891234536e-07
Position 757: 3.5869271679812505e-07
Position 523: 1.6726983181998005e-07
Position 416: 3.949838959791991e-08
Position 1158: 3.0777142104737725e-08
Position 1312: 2.8270253609396562e-08
Position 385: 1.1218033242584476e-08
Position 91: 6.432165989855896e-09
Position 398: 5.355239881994396e-09
Position 815: 5.329809121664217e-09
Position 424: 2.9537252927764638e-09
Position 835: 1.2144295005057638e-09
Position 812: 7.051833569622733e-10
Position 862: 1.262625356047876e-10
Position 867: 1.2214712638752137e-10
Position 824: 1.1013199036253103e-10
Position 100: 1.0897713408740604e-10
Position 775: 5.987466475902056e-11
Position 613: 5.830765179290722e-11
Position 86: 2.9653870518110627e-12
Position 102: 3.773629977649957e-14
