Gene = PIG-U
index = 1358
Annotated 5SS: [ 187  872 1206]
Annotated 3SS: [ 246  933 1265]
SMsplice 5SS: [ 187  872 1206]
SMsplice 3SS: [ 246  933 1265]
top_k =  500
Partition function (log Z): 4.337424633140202

Sorted 5' Splice Sites (High to Low Probability):
Position 1206: 0.996706299088464
Position 872: 0.9906828120297083
Position 187: 0.985885069964798
Position 476: 0.04996778999577706
Position 303: 0.03884361559908254
Position 603: 0.02026213566918747
Position 1516: 0.008778692199323411
Position 191: 0.004485138353996076
Position 645: 0.0034703854268592774
Position 1449: 0.0020668995377533736
Position 540: 0.0015984341841600034
Position 573: 0.0015351134246043595
Position 865: 0.0010780409259525331
Position 503: 0.000697204758123799
Position 1068: 0.00043288113735072794
Position 546: 0.0003895309140542146
Position 344: 0.00028615182774258374
Position 200: 0.00027367822677342276
Position 792: 0.00024281721355079675
Position 362: 0.0001819035772585886
Position 756: 0.00016926534985786893
Position 860: 0.00016867428642416515
Position 424: 0.00016513747757997523
Position 1106: 0.00015619979132403732
Position 976: 9.388006214973102e-05
Position 901: 8.899085609832415e-05
Position 714: 8.881676689530485e-05
Position 1046: 7.630625117922843e-05
Position 1210: 6.900209744320852e-05
Position 617: 6.764007353193968e-05
Position 562: 6.044500665866233e-05
Position 1197: 5.8763590282913084e-05
Position 766: 4.532499563607245e-05
Position 675: 4.3736384744575876e-05
Position 1535: 4.235241468798706e-05
Position 693: 4.110094466813614e-05
Position 1470: 3.6565029522721805e-05
Position 1562: 2.895682142859843e-05
Position 994: 2.3242407576177522e-05
Position 1508: 1.9909981682389328e-05
Position 738: 1.803455539585482e-05
Position 223: 1.7890270189790507e-05
Position 435: 1.7856027198257054e-05
Position 1339: 1.7760202614100417e-05
Position 905: 1.7195524569310723e-05
Position 150: 1.5101238355617302e-05
Position 1138: 1.4590383806450935e-05
Position 155: 1.0843955905408496e-05
Position 1058: 7.92248655684988e-06
Position 683: 7.137203156481647e-06
Position 1286: 6.52022648918845e-06
Position 813: 6.1026588914184056e-06
Position 894: 5.417291503959765e-06
Position 99: 5.036930481725012e-06
Position 1380: 4.2789413001187135e-06
Position 1252: 2.902197973123523e-06
Position 1186: 2.418030961823882e-06
Position 799: 2.3261984766379978e-06
Position 25: 2.0114039558082147e-06
Position 274: 1.585526479202752e-06
Position 1015: 1.3709571969162356e-06
Position 807: 1.3342085557968406e-06
Position 1157: 1.2373909984625896e-06
Position 1529: 1.2114631599375537e-06
Position 1294: 1.1352086825963556e-06
Position 828: 1.087725544834059e-06
Position 796: 6.142714602418522e-07
Position 1224: 5.584662712939503e-07
Position 1112: 4.949289675223995e-07
Position 1442: 4.2963950554668357e-07
Position 1393: 4.295906355802867e-07
Position 1462: 1.9383869458783416e-07
Position 68: 1.8365458652462858e-08
Position 234: 1.4140138760813332e-08
Position 29: 4.5904337724416435e-09
Position 115: 3.725724336917017e-09
Position 1304: 3.3936143577747955e-09
Position 246: 1.5979356575744488e-09
Position 1283: 1.2783307091228473e-09
Position 1127: 6.279260284005297e-10
Position 966: 5.190567288592979e-10
Position 1227: 4.5739676269645286e-10
Position 1432: 1.3288581380784209e-10
Position 915: 2.211815915148463e-11
Position 1453: 2.839252091241909e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1265: 0.9966271565187623
Position 933: 0.9801946760834924
Position 246: 0.8566156756512827
Position 723: 0.13806846770521342
Position 362: 0.039236370539461336
Position 272: 0.03359375026581977
Position 675: 0.024996826358695913
Position 955: 0.013882539038399215
Position 700: 0.006967517947942125
Position 1567: 0.006843237451121194
Position 562: 0.004699704790707811
Position 1635: 0.00189264386029219
Position 760: 0.001032815850614087
Position 1593: 0.0007716117590185048
Position 1134: 0.0007688635167261032
Position 650: 0.0006825439330884391
Position 1529: 0.0006632075413867773
Position 1573: 0.0006613322276773318
Position 1408: 0.00034791967787037726
Position 328: 0.0002075152141335934
Position 440: 0.0001473453960243252
Position 252: 9.282192317131587e-05
Position 1352: 9.199630261351567e-05
Position 838: 8.27773553301107e-05
Position 1535: 5.8971361139276214e-05
Position 796: 5.694673571833746e-05
Position 1516: 5.0429220321578704e-05
Position 813: 4.2844441602582123e-05
Position 1520: 2.8770465270385063e-05
Position 1100: 2.7772908781968018e-05
Position 610: 2.6273075118507935e-05
Position 1068: 2.5931712119254267e-05
Position 449: 2.157240738221159e-05
Position 424: 1.9885479630172242e-05
Position 446: 1.4776276056953215e-05
Position 1474: 1.1250915106410988e-05
Position 1477: 7.224554598779418e-06
Position 1547: 7.07868259481935e-06
Position 1610: 6.855886333473928e-06
Position 1146: 5.285051293861151e-06
Position 1554: 3.3049278754812747e-06
Position 430: 3.063134818928948e-06
Position 1499: 2.8515310077175357e-06
Position 1075: 2.642046086271973e-06
Position 455: 2.6054669788552e-06
Position 1508: 2.082436324938496e-06
Position 1194: 1.6731606489957288e-06
Position 1084: 1.207639376033716e-06
Position 1615: 9.101283047465376e-07
Position 1227: 1.5589857367137073e-07
Position 1495: 1.2805501124148028e-07
Position 234: 1.0821725162450565e-07
Position 254: 3.9266196907227045e-08
Position 458: 1.3733988861855194e-08
Position 214: 5.334524457165779e-09
Position 521: 2.322384410477351e-09
Position 223: 1.3458544299897415e-09
Position 68: 1.3046821209647457e-09
Position 187: 1.4893004215785913e-10
Position 274: 9.997826575460476e-11
Position 182: 6.263621065661985e-11
Position 203: 5.715754428731617e-11
Position 464: 2.31550189367535e-11
Position 155: 9.983599383075792e-12
Position 200: 3.66453367360558e-12
Position 473: 1.6862938716328675e-12
Position 191: 1.3343555233765125e-13
Position 150: 2.232339401118924e-15
Position 467: 1.1153387620352375e-19
