Gene = tadr
index = 1905
Annotated 5SS: [ 311 2100 2353 2781 3004 3717 4552 4731]
Annotated 3SS: [1953 2157 2688 2865 3561 3884 4631 4795]
SMsplice 5SS: [ 311 2100 2353 2781 3004 3717 4552 4731]
SMsplice 3SS: [1953 2157 2688 2865 3561 3884 4631 4795]
top_k =  500
Partition function (log Z): 20.54528273050523

Sorted 5' Splice Sites (High to Low Probability):
Position 4731: 0.9885526699278462
Position 2353: 0.9790372474657407
Position 4552: 0.9766021585976562
Position 2781: 0.9731899102086375
Position 3717: 0.9646546116827521
Position 311: 0.9394025797176633
Position 2100: 0.8987353147410991
Position 3004: 0.7589097653511494
Position 1694: 0.2832230830962017
Position 4100: 0.26069769086454114
Position 3314: 0.10909687181528004
Position 5018: 0.07978236823126979
Position 604: 0.061350262066069465
Position 2136: 0.05580261844601178
Position 4205: 0.0554478311145394
Position 4841: 0.046782413050362674
Position 4025: 0.03938522794278849
Position 3051: 0.017134658466287003
Position 4178: 0.014257272831722128
Position 1506: 0.01288980893752954
Position 2360: 0.012070008526694528
Position 1558: 0.011741528860287705
Position 3055: 0.009596554216902621
Position 1417: 0.009302900065703352
Position 4588: 0.00888893738419883
Position 1536: 0.007200591791661435
Position 4137: 0.007165748842095451
Position 2785: 0.006660756994795875
Position 1202: 0.006438841968760465
Position 4097: 0.006292141978287839
Position 3020: 0.006147331454008899
Position 1469: 0.005083907711818773
Position 1576: 0.004050887489243174
Position 2373: 0.003673042813258233
Position 4030: 0.0036503639895418645
Position 2111: 0.0034907381066127873
Position 2122: 0.0031608669519115596
Position 4210: 0.003071878978971137
Position 1622: 0.002961936999186898
Position 979: 0.002942016304294023
Position 3661: 0.0027495849209723195
Position 2106: 0.002529011645807551
Position 1091: 0.002492033408903795
Position 3495: 0.0023680400080580127
Position 450: 0.002204131517390968
Position 3332: 0.0020396074616409964
Position 446: 0.0019897240275736534
Position 2195: 0.0019551594526884537
Position 416: 0.001951363280813216
Position 5402: 0.0018646449462686643
Position 273: 0.0017315467058524054
Position 2536: 0.001539575495475367
Position 3948: 0.0012991546761676484
Position 4053: 0.0012775236541559007
Position 2329: 0.001220451218973386
Position 2009: 0.0010424582237661343
Position 3310: 0.0010368261615399145
Position 4033: 0.001001349004283188
Position 4146: 0.0007845375070293371
Position 510: 0.0007673396092320044
Position 608: 0.0007311111202206741
Position 3367: 0.0006898271799573842
Position 3825: 0.0006547824579883815
Position 4556: 0.0006221556221480554
Position 3799: 0.0005385214907014556
Position 2809: 0.0005233868817242615
Position 3326: 0.0004972618982023411
Position 2474: 0.00048093427199522867
Position 5132: 0.000452733152695583
Position 67: 0.0003910717222078928
Position 3757: 0.00038366385588472704
Position 3706: 0.0003787787654114923
Position 3703: 0.00032094820474860695
Position 3952: 0.000319877724163927
Position 2060: 0.00031308573812956875
Position 4958: 0.0002806145756715046
Position 4079: 0.00027513668389515843
Position 3986: 0.00025346215837131745
Position 815: 0.0002292808654827324
Position 4119: 0.00022217811638727258
Position 745: 0.0002206935369914643
Position 1843: 0.00021316760640272407
Position 1457: 0.00020662758245352638
Position 2164: 0.00019736474081441042
Position 4877: 0.0001605525010805019
Position 1740: 0.00015643657491700534
Position 454: 0.0001411055354429334
Position 591: 0.00013997759825621665
Position 2382: 0.0001261227271667176
Position 544: 0.00011759297406178903
Position 803: 0.00011707878553134774
Position 3778: 0.00011555793912789519
Position 3394: 0.00011309608570134225
Position 2357: 0.00010667603043136315
Position 101: 9.892853058240071e-05
Position 87: 8.816350313434979e-05
Position 813: 8.766389518901984e-05
Position 140: 8.723276844066889e-05
Position 4139: 8.545705493069601e-05
Position 4117: 7.686707376172318e-05
Position 4065: 7.310273499270215e-05
Position 261: 6.42113686854024e-05
Position 5007: 6.414477804288899e-05
Position 4108: 5.968201961525956e-05
Position 3692: 5.8782988371301815e-05
Position 2621: 5.271350831192908e-05
Position 713: 5.1661129427604124e-05
Position 28: 5.040083995069161e-05
Position 130: 4.681509313642571e-05
Position 708: 4.474328808164592e-05
Position 5009: 4.264544317447323e-05
Position 1432: 4.157303016561882e-05
Position 2398: 4.054236090874104e-05
Position 138: 4.044625661198299e-05
Position 1019: 3.975505933628524e-05
Position 3626: 3.5295551124668146e-05
Position 3721: 3.28242188904594e-05
Position 4754: 3.1758097405041494e-05
Position 1206: 2.7232624685372725e-05
Position 2081: 2.6314247030087825e-05
Position 146: 2.4908511220824346e-05
Position 855: 2.3935844372956127e-05
Position 3572: 1.990976428474997e-05
Position 2590: 1.6535141944353512e-05
Position 103: 1.6300939174023493e-05
Position 877: 1.3394942680133336e-05
Position 299: 1.2604083274680712e-05
Position 204: 1.2277572056395709e-05
Position 2502: 1.1130962957553596e-05
Position 448: 9.492466522047108e-06
Position 2512: 7.325863812773129e-06
Position 2739: 6.8519588076890435e-06
Position 2199: 6.772924558071955e-06
Position 2268: 4.8818521057618706e-06
Position 2762: 3.33791306112491e-06
Position 4717: 3.0093976672379557e-06
Position 35: 2.5378981098255447e-06
Position 2964: 2.47350381563331e-06
Position 195: 2.4191882116011784e-06
Position 2735: 2.380259393052082e-06
Position 3014: 1.3850847999634435e-06
Position 3192: 1.3214272073489177e-06
Position 4712: 9.84954630988966e-07
Position 74: 7.809900064261335e-07
Position 4874: 5.836395068151504e-07
Position 4704: 4.978480119289799e-07
Position 395: 2.6727039306172216e-07
Position 304: 2.3267051917687788e-07
Position 2066: 2.2651719403023786e-07
Position 392: 2.0700446058962376e-07
Position 189: 2.0482098973582503e-07
Position 72: 1.9756141798654373e-07
Position 3786: 1.8442632750696124e-07
Position 4939: 1.786657729089827e-07
Position 2856: 1.6384526361002037e-07
Position 630: 1.3744602163148092e-07
Position 42: 9.864278343561987e-08
Position 3300: 7.952490245643141e-08
Position 2724: 7.89249045235178e-08
Position 4669: 2.1134700547081978e-08
Position 411: 1.7516184202670055e-08
Position 4406: 1.2846609135063596e-08
Position 4983: 3.997328315414445e-09
Position 4773: 3.851397031239194e-09
Position 4967: 3.463622013729931e-09
Position 527: 2.0670279670536967e-10
Position 4565: 5.279038672526777e-11
Position 473: 5.134528883401036e-11
Position 481: 4.5210336356875635e-11
Position 487: 4.057766817354268e-11
Position 495: 2.2392805250349676e-11
Position 466: 1.1126125080358012e-11
Position 3972: 3.1581623369800377e-13
Position 2733: 1.649650782247015e-13
Position 4577: 1.26302027143836e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2688: 0.998949143678482
Position 4795: 0.9972797490345471
Position 1953: 0.9940307129513182
Position 2865: 0.9191701332134508
Position 3884: 0.9137013919822843
Position 4631: 0.8193880221766985
Position 2157: 0.7686765989448808
Position 4250: 0.4572782030807571
Position 3561: 0.3712173051486159
Position 3542: 0.3051835538533411
Position 2227: 0.14235877545474665
Position 3424: 0.13429796110535583
Position 370: 0.125981238078329
Position 4653: 0.12549719892458827
Position 5070: 0.08735631407969215
Position 1394: 0.04881176223143291
Position 487: 0.040794390938627446
Position 1115: 0.03899309655606156
Position 3412: 0.03562528433582575
Position 2253: 0.025616675181288944
Position 3381: 0.02429384595058991
Position 2182: 0.023793073849844068
Position 3461: 0.017493027231142783
Position 3107: 0.016860902547136795
Position 4646: 0.016324231872020166
Position 708: 0.015736492810149882
Position 4669: 0.01512103680236752
Position 928: 0.012145192620874438
Position 1605: 0.01194844625491186
Position 1361: 0.01165085664642885
Position 3440: 0.011092647966824142
Position 5274: 0.009194292409963518
Position 1539: 0.008491044185917639
Position 3482: 0.008373557102737367
Position 5194: 0.0076423458378668905
Position 1017: 0.006175075992235008
Position 834: 0.006002787855335663
Position 392: 0.0059979870831259365
Position 4309: 0.005456391145932421
Position 3155: 0.005390752378118741
Position 3842: 0.005220151814651497
Position 4295: 0.005051961369961048
Position 850: 0.004745395474101151
Position 5474: 0.0047126920962503715
Position 4274: 0.004652274348030339
Position 5205: 0.004634321446081898
Position 2927: 0.004498755742704244
Position 2173: 0.004319805865537743
Position 654: 0.003951609766094292
Position 5258: 0.0032919091490862347
Position 933: 0.0031840171552146826
Position 1486: 0.0026757798012322005
Position 1489: 0.002600654981369082
Position 4170: 0.0024826910135000327
Position 3167: 0.0024241364504266043
Position 5007: 0.0023221284647382983
Position 813: 0.002065102077177051
Position 1505: 0.0017916083934092593
Position 4937: 0.001770905037062396
Position 1521: 0.001574166666049427
Position 1894: 0.0015028613084633168
Position 2422: 0.0014744636119858638
Position 5595: 0.0014184141917485131
Position 1311: 0.001405886911564662
Position 5546: 0.0013772048572378865
Position 5289: 0.0012419856115509099
Position 5139: 0.001069410847756898
Position 591: 0.001032630600000442
Position 5218: 0.0010273687693461478
Position 1421: 0.0009956868788725958
Position 801: 0.0009595615569974515
Position 4271: 0.0009216881053788586
Position 1904: 0.0009163393443979871
Position 1038: 0.000828101508015566
Position 5343: 0.0008075696057972277
Position 1442: 0.0007888282918852635
Position 4824: 0.0006805799184882247
Position 3389: 0.0006419493457933828
Position 3051: 0.0006398597891719819
Position 5326: 0.0005541968705719042
Position 901: 0.0005202887149576028
Position 2404: 0.00042723871543554867
Position 5620: 0.0004020405955494295
Position 627: 0.0003612489084133258
Position 3891: 0.00032570060404955734
Position 5505: 0.0003138736517515711
Position 3489: 0.00029219733137985813
Position 171: 0.0002908007948172764
Position 3360: 0.00028344805253299776
Position 861: 0.0002673401102031204
Position 778: 0.00024109697092671617
Position 1831: 0.00022625480466103388
Position 5220: 0.0002032031238379763
Position 1974: 0.00019542346286253017
Position 5234: 0.00019052772464050644
Position 3255: 0.00019030558497345844
Position 3072: 0.0001550745707166817
Position 2882: 0.00014319945781942362
Position 3466: 0.00013527511301326083
Position 970: 0.0001315437870191371
Position 5599: 0.0001269593450517541
Position 5625: 0.00012011068446372638
Position 3059: 0.00011687605031722083
Position 1776: 0.00011191145047878182
Position 1041: 0.00011120791299673353
Position 1567: 0.00010381606633063316
Position 1758: 0.00010347706333655085
Position 1063: 9.062908787385952e-05
Position 3300: 8.9310705535064e-05
Position 3948: 8.353064461063347e-05
Position 3665: 8.294731848270043e-05
Position 189: 7.926770585509e-05
Position 3504: 7.205006877433264e-05
Position 2446: 6.688971187000121e-05
Position 4189: 6.49604740309816e-05
Position 4763: 5.225897290238946e-05
Position 1694: 2.8954425232933922e-05
Position 2474: 2.8785047913421335e-05
Position 2502: 2.8299118582880804e-05
Position 4328: 2.7383385532976856e-05
Position 3805: 2.0826137233889915e-05
Position 4724: 1.988553510799161e-05
Position 2479: 1.6251776962766877e-05
Position 3894: 1.6102939813768423e-05
Position 256: 1.5781293951059423e-05
Position 1843: 1.5466023754193163e-05
Position 2531: 1.4936592410250835e-05
Position 2985: 1.4634720958581485e-05
Position 2136: 1.3601660720703272e-05
Position 4074: 1.032605844289499e-05
Position 4712: 9.443627899990024e-06
Position 2975: 7.974943833320547e-06
Position 1727: 6.8396477701404296e-06
Position 2521: 1.1913542719006666e-06
Position 124: 1.1281439686327816e-06
Position 116: 1.0651095777582305e-06
Position 216: 6.162449102388701e-07
Position 4730: 4.171029702791767e-07
Position 138: 4.0334577314535757e-07
Position 224: 3.4288590288842324e-07
Position 204: 1.5916850608926912e-07
Position 888: 5.448906142771918e-08
Position 670: 4.9088973296879574e-08
Position 324: 4.0141665978100124e-08
Position 79: 3.7040002014315836e-08
Position 273: 3.632139014605805e-08
Position 2385: 3.33742234992059e-08
Position 146: 2.6153219170840887e-08
Position 130: 1.8191031688951622e-08
Position 3002: 9.540328441648956e-09
Position 84: 5.595540402280554e-09
Position 99: 4.837689242614572e-09
Position 2804: 4.171383907717495e-09
Position 2873: 3.2053916438907967e-09
Position 2999: 1.5594706274477103e-09
Position 87: 1.3974993019985986e-09
Position 310: 1.3927505134224926e-09
Position 4832: 7.91630958741332e-10
Position 81: 4.346267164257845e-10
Position 314: 3.6421688044716455e-10
Position 221: 2.4217161648235627e-10
Position 304: 7.355176450002944e-11
Position 261: 2.129546258194467e-13
