Gene = Las
index = 1250
Annotated 5SS: [ 152  544  914 1029]
Annotated 3SS: [ 210  756  970 1083]
SMsplice 5SS: [ 544  914 1029]
SMsplice 3SS: [ 756  970 1083]
top_k =  500
Partition function (log Z): -0.5554430594598536

Sorted 5' Splice Sites (High to Low Probability):
Position 914: 0.9842134572669797
Position 1029: 0.9839277516345171
Position 544: 0.831961680596484
Position 152: 0.20602455010630683
Position 561: 0.03494830028707322
Position 1395: 0.012188838229241437
Position 17: 0.004183871602343291
Position 171: 0.0037501304968824757
Position 94: 0.0030626925589781395
Position 327: 0.0029734478153381023
Position 140: 0.0024616211010745877
Position 78: 0.001720071045084059
Position 595: 0.0016413634454802836
Position 387: 0.0012854138901624535
Position 1560: 0.0012628535319861923
Position 1615: 0.0010452367411976841
Position 1699: 0.0007787026993216359
Position 38: 0.0007108038198863688
Position 1196: 0.000677315846811151
Position 269: 0.0005882141453049755
Position 1520: 0.00037675141778202467
Position 1430: 0.00033789527025435086
Position 1376: 0.0002635873768025935
Position 624: 0.0002519952115472636
Position 1217: 0.00024004759498226044
Position 7: 0.00023452508759580024
Position 1689: 0.00021294970794221384
Position 318: 0.00020524662432603078
Position 1399: 0.00016582386072937818
Position 918: 0.00016283396049088795
Position 832: 0.00010727746642977074
Position 1256: 0.00010446103899862776
Position 1658: 7.694851144942304e-05
Position 889: 7.400275051961774e-05
Position 406: 6.315420773538316e-05
Position 498: 6.184147208081423e-05
Position 60: 5.8936613103602615e-05
Position 1601: 5.748532304013552e-05
Position 1138: 5.206233726004322e-05
Position 1009: 4.620365473526025e-05
Position 901: 4.353627267215079e-05
Position 658: 3.70086412619241e-05
Position 212: 2.9362064541510636e-05
Position 251: 2.0711312121627066e-05
Position 1456: 2.0362688858897244e-05
Position 143: 1.537904795514466e-05
Position 463: 6.075554716011875e-06
Position 1491: 5.6889458740989945e-06
Position 1692: 5.677703060764639e-06
Position 983: 4.705485814680315e-06
Position 926: 4.382489393707675e-06
Position 482: 4.119554387601037e-06
Position 1442: 3.7359534074248433e-06
Position 1638: 3.455460593125135e-06
Position 1498: 3.1173205599198866e-06
Position 257: 3.0506735540800356e-06
Position 480: 2.708909754415976e-06
Position 289: 2.161202559411991e-06
Position 785: 1.926229387656954e-06
Position 799: 1.7397053654739792e-06
Position 1546: 1.7395059035782194e-06
Position 1385: 1.5883480864594904e-06
Position 1302: 1.202832316808837e-06
Position 844: 8.524168655371463e-07
Position 1140: 5.869450361957666e-07
Position 103: 5.179870620817278e-07
Position 929: 3.7543956162516884e-07
Position 1054: 3.275116698245337e-08
Position 1142: 2.572416386208585e-08
Position 98: 2.0142170076741354e-08
Position 1172: 1.656642230090879e-11
Position 1112: 4.451999598448265e-12
Position 1105: 7.206932778088673e-13
Position 456: 6.940045573387509e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 970: 0.9790999851431416
Position 1083: 0.978494703827515
Position 756: 0.7464970456928519
Position 210: 0.18384829948930198
Position 616: 0.07273269388396582
Position 685: 0.054636775503641585
Position 294: 0.024714868790921385
Position 1752: 0.009703541710184059
Position 979: 0.005619561814290348
Position 1505: 0.004783016160987993
Position 1456: 0.004763072622460408
Position 779: 0.0046856437131025126
Position 1112: 0.002357122797937918
Position 237: 0.0015708392926870678
Position 621: 0.001300102996412618
Position 658: 0.0010534798926617704
Position 267: 0.0009130077463149552
Position 692: 0.0007041966498308071
Position 946: 0.0006093542832694904
Position 1190: 0.0005576907154545591
Position 1300: 0.0005507967189189507
Position 591: 0.00041404917448071833
Position 901: 0.0004136759935952563
Position 853: 0.0003568687128404397
Position 1161: 0.0003555499132413494
Position 432: 0.00028413183801067325
Position 393: 0.00028202262293598447
Position 1273: 0.00016401960424798943
Position 1638: 0.00014576578154957634
Position 1709: 0.0001274272809766611
Position 1453: 0.00011939525006763739
Position 1462: 0.0001112982748915264
Position 788: 8.95745310712022e-05
Position 1127: 7.750064625036943e-05
Position 1147: 7.557369693444782e-05
Position 156: 6.979933963308815e-05
Position 595: 6.178371381822338e-05
Position 1429: 5.777979942211201e-05
Position 1105: 4.983436542778333e-05
Position 1268: 4.551902498284898e-05
Position 311: 3.4617686247067436e-05
Position 1527: 3.434818584583513e-05
Position 1204: 3.339489321836377e-05
Position 438: 2.6344978941911573e-05
Position 143: 2.0675392968391952e-05
Position 1509: 2.0344854945879293e-05
Position 1023: 1.7047242806407218e-05
Position 354: 1.415605412412016e-05
Position 1246: 1.3706187244140195e-05
Position 1357: 1.0768667270937517e-05
Position 327: 9.402737586575375e-06
Position 171: 8.462526852673658e-06
Position 1399: 7.841460725353957e-06
Position 1138: 7.495679215198975e-06
Position 1408: 4.306200874333468e-06
Position 1379: 4.293659675085908e-06
Position 363: 3.4864498045135455e-06
Position 1612: 3.1231046222320953e-06
Position 1582: 2.3463855492213256e-06
Position 234: 1.985035562308887e-06
Position 366: 1.9232394543507032e-06
Position 130: 1.7198556364755127e-06
Position 453: 1.5072317432919826e-06
Position 471: 1.4746884237100034e-06
Position 1663: 1.4622943128916746e-06
Position 474: 9.563786888696204e-07
Position 360: 6.573451092533811e-07
Position 339: 6.063387148039792e-07
Position 243: 1.5314533740288592e-07
Position 993: 1.4059780695149684e-07
Position 1275: 5.368272592250883e-08
Position 1256: 1.5754789569718943e-08
Position 532: 3.22080645120237e-09
Position 246: 2.6018770321346e-09
Position 498: 7.580272587923428e-10
Position 110: 1.4886897271669048e-10
Position 528: 1.5482197758686197e-12
Position 318: 5.709928347202694e-14
