Gene = ref(2)P
index = 1855
Annotated 5SS: [ 521 2634]
Annotated 3SS: [1151 2688]
SMsplice 5SS: [ 521 2634]
SMsplice 3SS: [1151 2688]
top_k =  500
Partition function (log Z): -3.4507670969632867

Sorted 5' Splice Sites (High to Low Probability):
Position 2634: 0.9976864948758
Position 521: 0.887229047826914
Position 1402: 0.11933512132228076
Position 1847: 0.08036132767011732
Position 502: 0.05461800837848109
Position 2805: 0.04844393192132478
Position 263: 0.0345188996633915
Position 2814: 0.023319512020888413
Position 624: 0.014482898950129983
Position 1503: 0.012338860578879741
Position 980: 0.005673016209601672
Position 1075: 0.005344383663471131
Position 2534: 0.004602615816733173
Position 318: 0.002961514846158343
Position 840: 0.0029328545774075588
Position 2867: 0.0028576718768670356
Position 549: 0.002535306028598322
Position 1032: 0.0020940986298341024
Position 82: 0.0020898317999465343
Position 2771: 0.0017821454397092798
Position 142: 0.0014540077156393345
Position 282: 0.0012580863361715364
Position 821: 0.0008473282382347386
Position 630: 0.0007009482652563116
Position 555: 0.000607125748841323
Position 2775: 0.0005599528713646456
Position 1886: 0.0005395297237670789
Position 1046: 0.0004795998398144006
Position 1963: 0.00028831795347055046
Position 1922: 0.000281239018549487
Position 1508: 0.0002251831000679835
Position 1527: 0.00021253837766054784
Position 1519: 0.00017416479806577341
Position 210: 0.0001567271782385598
Position 761: 0.00014445026300444064
Position 575: 0.0001311727185252
Position 1057: 0.00012411010600860462
Position 1287: 0.00011158030235580349
Position 691: 0.00010806492639514552
Position 1238: 8.062730879025781e-05
Position 174: 7.603409087163258e-05
Position 617: 7.559898267526819e-05
Position 848: 5.1487717629608383e-05
Position 133: 5.145893367084647e-05
Position 975: 4.8527742544230515e-05
Position 449: 4.056124229764463e-05
Position 240: 3.861917805259576e-05
Position 795: 3.404930422834619e-05
Position 213: 3.0730083968495255e-05
Position 60: 1.1777715291109972e-05
Position 851: 9.891479312558167e-06
Position 1023: 9.403522615485565e-06
Position 871: 7.79217483529575e-06
Position 1675: 6.810811167474242e-06
Position 1178: 6.446388684859721e-06
Position 2638: 5.919816894325949e-06
Position 322: 5.834908616771957e-06
Position 2981: 5.504068686764952e-06
Position 660: 5.357454258242683e-06
Position 986: 4.621456086060242e-06
Position 725: 4.6139211206039425e-06
Position 2615: 4.225678066072971e-06
Position 1390: 4.06554991918367e-06
Position 465: 3.997183933692593e-06
Position 992: 3.966212650614218e-06
Position 638: 1.6005602961141283e-06
Position 1213: 1.5864185077867726e-06
Position 696: 1.3616611156715933e-06
Position 525: 1.3359446365218296e-06
Position 2950: 8.069499080648731e-07
Position 363: 1.7906926963762274e-07
Position 2429: 1.3723282762482635e-07
Position 1256: 7.033129389110447e-08
Position 486: 3.069711921999459e-08
Position 340: 5.520823676901955e-09
Position 596: 8.197695448747138e-14
Position 669: 1.7907244973012883e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 2688: 0.977602813106395
Position 1151: 0.6647513257946998
Position 1948: 0.11254906577297885
Position 1013: 0.08990613032080651
Position 2422: 0.0880006780302399
Position 2885: 0.07139955392905682
Position 2001: 0.030510324974445426
Position 2446: 0.02968203983975738
Position 1582: 0.02858395469037857
Position 318: 0.026127246450153126
Position 2376: 0.02131306888879485
Position 2737: 0.018979884900903653
Position 1909: 0.016595600045243224
Position 2248: 0.013323641872177173
Position 1526: 0.012753585190639074
Position 1237: 0.012752107577479715
Position 334: 0.01012340926687805
Position 1435: 0.00995137273009393
Position 1922: 0.007876178579187612
Position 2017: 0.007579183322580907
Position 711: 0.007432062414015158
Position 575: 0.0059595551448845445
Position 2922: 0.005604359566614662
Position 1198: 0.005022077725548761
Position 2206: 0.00478312698186835
Position 1178: 0.004631671244087627
Position 381: 0.0037262214729686678
Position 2076: 0.0028277425351909305
Position 1049: 0.0023483648650924646
Position 2591: 0.002198250579294789
Position 2594: 0.0018745892793873469
Position 1585: 0.0017486940790755342
Position 809: 0.0014792913848317472
Position 1532: 0.0012555355299570573
Position 2254: 0.0012243743333734346
Position 669: 0.0011619423549141688
Position 2275: 0.001088994825824589
Position 1213: 0.0010830446601294273
Position 1456: 0.0010818893109910293
Position 1066: 0.0007717747309925657
Position 980: 0.0007542940091797268
Position 2822: 0.0006467646175549945
Position 1741: 0.0004710923191623857
Position 745: 0.00046349420596855726
Position 604: 0.0004136695953723765
Position 2035: 0.0003743059942718594
Position 2900: 0.0003452376253101134
Position 2934: 0.00032139097169831346
Position 691: 0.0002697860434376209
Position 1781: 0.0002654208313405906
Position 1259: 0.0002634913131744601
Position 3061: 0.00025910976128034355
Position 1402: 0.0001454935664790476
Position 683: 0.00014246632071530083
Position 165: 0.0001388697103448197
Position 1163: 0.00013497371590883594
Position 1675: 0.00013154932259026752
Position 547: 0.00011952262076712324
Position 2695: 0.00011389586176934687
Position 2956: 9.882282639584438e-05
Position 863: 9.146653693651143e-05
Position 2939: 8.560967745376347e-05
Position 742: 8.470221054000926e-05
Position 477: 6.377925330504556e-05
Position 1416: 6.272092157457419e-05
Position 360: 5.5020304105050405e-05
Position 757: 3.6060085069361295e-05
Position 2990: 3.2988102964906956e-05
Position 126: 2.7504444100591672e-05
Position 2969: 2.6609790483575463e-05
Position 3069: 2.338542622096283e-05
Position 2762: 2.0042206122860776e-05
Position 666: 1.8810326837001976e-05
Position 1075: 1.7278346412224274e-05
Position 432: 1.4831586995864063e-05
Position 142: 1.2125378292014672e-05
Position 2769: 1.1278406676541644e-05
Position 213: 4.841727397822113e-06
Position 2793: 4.044133751358882e-06
Position 234: 2.982413980293298e-06
Position 133: 2.865528561804872e-06
Position 210: 2.491656802542373e-06
Position 396: 2.1864973946998244e-06
Position 116: 1.4623139671937886e-06
Position 263: 9.427682056241099e-07
Position 402: 9.3277389080858e-07
Position 1270: 8.94268262428194e-07
Position 1219: 2.9782516829991204e-07
Position 630: 5.598840755198661e-08
Position 480: 4.657611570343796e-08
Position 1307: 3.355411411115804e-08
Position 506: 2.915708874530858e-08
Position 486: 2.3119826041768288e-09
Position 286: 2.2116430796692168e-09
Position 462: 1.178948833488466e-09
Position 280: 9.149250512561347e-10
Position 357: 5.35686860138787e-10
Position 596: 1.3519639615157018e-11
Position 525: 1.7062553905332303e-12
Position 272: 4.497566812205099e-13
