Gene = sick
index = 1872
Annotated 5SS: [ 32514  61476  90956 111528 112503 114068 129578 129787 130148 132632
 132990 160035 160362 160907]
Annotated 3SS: [ 61304  90578 111396 112393 112573 129017 129641 129844 132257 132837
 158187 160105 160426 160967]
SMsplice 5SS: [   459  11221  32514  61476  90956 111528 112004 112503 114068 129578
 129787 130148 132632 132990 154875 160035 160362 160907]
SMsplice 3SS: [ 10979  32407  61304  90578 111396 111610 112292 112573 129017 129641
 129844 132257 132837 154041 158187 160105 160426 160967]
top_k =  500
Partition function (log Z): -180.43670254433684

Sorted 5' Splice Sites (High to Low Probability):
Position 459: 0.8563379653237156
Position 11221: 0.5985919491448295
Position 791: 0.07314403171497995
Position 153: 0.04838776019049209
Position 808: 0.022136295242754334
Position 2305: 5.1851027794062464e-05
Position 1234: 8.874515282416377e-06
Position 274: 7.213485943348131e-06
Position 17939: 3.976692784381242e-06
Position 262: 2.6984390126391773e-06
Position 268: 1.8898513180756164e-06
Position 270: 1.6901959659248115e-06
Position 266: 1.4761046433903036e-06
Position 525: 7.392958462953946e-07
Position 278: 5.457050631339775e-07
Position 264: 5.407358419168485e-07
Position 16980: 2.490393498901754e-07
Position 1107: 1.5376621589741348e-07
Position 658: 1.4980163483580206e-07
Position 1501: 1.240618787661789e-07
Position 812: 1.0431758611800269e-07
Position 633: 8.522571412899128e-08
Position 280: 8.347049626974134e-08
Position 1117: 8.060138973226328e-08
Position 3992: 7.643333557167693e-08
Position 1980: 6.175549093843409e-08
Position 1711: 5.6142283295480054e-08
Position 1238: 5.490520546008037e-08
Position 1723: 5.006033153631785e-08
Position 248: 4.973187254936465e-08
Position 77: 4.764758795876859e-08
Position 282: 4.385811316816539e-08
Position 8141: 3.314611526255305e-08
Position 900: 3.09103002413582e-08
Position 463: 2.9093197935834566e-08
Position 747: 2.8821007636429573e-08
Position 1925: 2.8343748420739676e-08
Position 1416: 2.74773681814951e-08
Position 4647: 2.446348909500305e-08
Position 3752: 2.2643455796385392e-08
Position 566: 1.4851440656488298e-08
Position 284: 1.3115068887577073e-08
Position 663: 1.3012847166005312e-08
Position 528: 1.1072749372427128e-08
Position 3730: 1.0863768800239257e-08
Position 575: 9.413122219005911e-09
Position 879: 9.033315705113305e-09
Position 206: 7.736101194504819e-09
Position 602: 6.836992145705573e-09
Position 191: 6.64734394916614e-09
Position 580: 5.918448636107343e-09
Position 466: 3.7781315873284224e-09
Position 272: 3.2350093474825426e-09
Position 587: 3.157862106032937e-09
Position 888: 1.7669395411495595e-09
Position 18: 1.7432456944023944e-09
Position 56: 1.3727610347666437e-09
Position 84: 1.168478543963838e-09
Position 3720: 1.1474125529450534e-09
Position 668: 1.0208575272399356e-09
Position 558: 9.417394258601478e-10
Position 704: 9.32424673901827e-10
Position 398: 9.257100271893613e-10
Position 596: 7.612536019112684e-10
Position 1682: 7.538738973734794e-10
Position 1756: 6.865763577987693e-10
Position 689: 6.127734431244e-10
Position 3733: 5.966665297836182e-10
Position 1945: 5.783522673299937e-10
Position 1469: 5.559987649891871e-10
Position 67: 5.387913684727183e-10
Position 502: 5.03231870353922e-10
Position 1051: 4.807346714504441e-10
Position 734: 4.5163713506733256e-10
Position 242: 3.862380075934788e-10
Position 322: 3.5311278040476197e-10
Position 3639: 2.1500551797526828e-10
Position 115: 1.894493447633015e-10
Position 137: 1.5043067840218295e-10
Position 5: 1.2840857156269482e-10
Position 439: 1.2550949866812316e-10
Position 208: 1.0591318328983637e-10
Position 21: 4.8099321776925574e-11
Position 117: 3.3968342468437246e-11
Position 27: 7.70213925458812e-12
Position 6753: 1.9931410855714534e-12
Position 863: 6.78425022829068e-13
Position 893: 6.174016933570749e-13
Position 5767: 4.670924632225414e-13
Position 5473: 1.831528715840649e-13
Position 286: 1.1885428582030162e-13
Position 288: 7.705928356247918e-15
Position 3996: 6.5478999305313e-15
Position 2827: 5.091363095758763e-15
Position 2629: 3.70840251874674e-15
Position 3145: 3.0031124250850135e-15
Position 2574: 2.1088868102090864e-15
Position 2362: 1.719397872898841e-15
Position 378: 5.240019908223752e-16
Position 2309: 1.924347909739083e-16
Position 470: 7.306389407542746e-17
Position 344: 2.716348965439071e-17
Position 682: 1.7136621970906835e-17
Position 1512: 3.8476185079887656e-18
Position 1349: 1.4548073531371512e-18
Position 302: 1.9021885978715975e-23

Sorted 3' Splice Sites (High to Low Probability):
Position 29477: 0.9854816681290358
Position 10979: 0.5935759620468684
Position 25807: 0.014081405691839093
Position 10520: 0.00501598805918514
Position 22647: 0.0004195245841631113
Position 2108: 4.8321313768303156e-05
Position 327: 1.4217854808531992e-05
Position 16207: 9.57451681217103e-06
Position 19249: 8.355525283207307e-06
Position 974: 7.952361910837927e-06
Position 587: 7.756589368085958e-06
Position 17512: 2.0101136132202923e-06
Position 727: 1.3964551918388988e-06
Position 932: 1.303696574322808e-06
Position 18029: 1.2352625841708648e-06
Position 626: 1.0372859922672692e-06
Position 654: 5.022799339663243e-07
Position 592: 4.962561986555298e-07
Position 16239: 3.8481137234932e-07
Position 2112: 3.7502708014696396e-07
Position 2164: 3.7243172760137447e-07
Position 1565: 3.532385447588587e-07
Position 528: 2.1753549693723647e-07
Position 1063: 1.4315644510667688e-07
Position 2159: 1.207320595745978e-07
Position 2248: 8.898786394318348e-08
Position 1415: 7.559496811855433e-08
Position 657: 7.36637098698892e-08
Position 3837: 7.186381654449977e-08
Position 751: 6.650424691081975e-08
Position 640: 5.903360440673217e-08
Position 679: 5.573055134670168e-08
Position 3482: 4.1781295331023176e-08
Position 7500: 2.587874632085075e-08
Position 14833: 2.3610190338097802e-08
Position 15932: 2.203789342772751e-08
Position 3883: 1.4119591324129888e-08
Position 14225: 1.0495432999573537e-08
Position 3800: 7.974194631477237e-09
Position 7990: 7.322983314760937e-09
Position 12148: 4.902988387616217e-09
Position 12329: 2.1129566877770034e-09
Position 11952: 6.482174456405712e-10
Position 12166: 5.875615609002573e-10
Position 13027: 5.060296897717176e-10
Position 769: 5.012148045439978e-10
Position 11535: 4.2357886914915213e-10
Position 11429: 3.262186911885021e-10
Position 689: 2.7454871112191757e-10
Position 458: 2.6933111105346096e-10
Position 344: 2.0749566554455697e-10
Position 1139: 1.912840586279926e-10
Position 11266: 1.6269165215448664e-10
Position 137: 1.3836936167660137e-10
Position 12124: 1.323715092673778e-10
Position 206: 8.906389071693932e-11
Position 11357: 5.861644878381367e-11
Position 885: 5.127306562229585e-11
Position 839: 3.7698658911469274e-11
Position 134: 3.5892112445287275e-11
Position 8351: 3.1364750805301185e-11
Position 9375: 2.2583800147034476e-11
Position 2191: 2.1328256985887124e-11
Position 1452: 1.5635262463663422e-11
Position 1892: 1.3138656792442e-11
Position 8651: 3.643297153233674e-12
Position 6594: 3.3939159715192367e-12
Position 7822: 3.331144473220902e-12
Position 606: 2.3802226633635306e-12
Position 8290: 1.6550687506654583e-12
Position 5359: 1.399826097752769e-12
Position 555: 1.1227000124817625e-12
