Gene = msb1l
index = 1799
Annotated 5SS: [274]
Annotated 3SS: [338]
SMsplice 5SS: [274]
SMsplice 3SS: [338]
top_k =  500
Partition function (log Z): -4.882147036814559

Sorted 5' Splice Sites (High to Low Probability):
Position 274: 0.9910406005982496
Position 498: 0.09803485997473056
Position 552: 0.01186275071214781
Position 293: 0.00847298661817007
Position 756: 0.00558151258397358
Position 1361: 0.0006949233996302055
Position 1002: 0.0005320670559466036
Position 556: 0.0004671335983737633
Position 594: 0.00017845085843390344
Position 59: 0.00016509255229332697
Position 1317: 0.00015912758649407597
Position 424: 0.00014558283550638725
Position 125: 7.823404143004284e-05
Position 1165: 7.51782414993506e-05
Position 278: 6.764932076157845e-05
Position 1095: 5.24779112018753e-05
Position 1129: 5.156893597407746e-05
Position 486: 4.860306026000342e-05
Position 635: 2.8524941682340578e-05
Position 502: 2.770580457509478e-05
Position 725: 2.5141807323562228e-05
Position 1088: 1.727264678220987e-05
Position 394: 1.4242014098116248e-05
Position 1299: 1.0672381943848741e-05
Position 78: 9.405289275622826e-06
Position 669: 6.468139485706964e-06
Position 1012: 3.04849853129833e-06
Position 796: 2.561866118821043e-06
Position 1139: 2.415575629958813e-06
Position 975: 1.5244956171754068e-06
Position 573: 7.483932102294697e-07
Position 66: 6.115875447201234e-07
Position 1021: 5.776390224178683e-07
Position 384: 4.0052058825527177e-08
Position 318: 3.254385312804609e-08
Position 1170: 2.1708100855779446e-08
Position 332: 1.0603238973423797e-09
Position 350: 9.455658977902521e-10
Position 540: 4.880710897523955e-10
Position 335: 3.9643719960558794e-10
Position 363: 1.8901623386616437e-10
Position 338: 1.9818300162772585e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 338: 0.627572045591863
Position 347: 0.35126464183937894
Position 550: 0.07021764311840371
Position 318: 0.014768578218271555
Position 1417: 0.014489739611681858
Position 716: 0.009749792834895531
Position 1244: 0.00557217759724185
Position 814: 0.005318499998299139
Position 689: 0.00372310671725438
Position 780: 0.002240076537372651
Position 1165: 0.0022216247426715212
Position 467: 0.0021022306237303504
Position 731: 0.0016303060500971
Position 603: 0.001241388799338781
Position 566: 0.0009091544236133388
Position 922: 0.0009087687781928352
Position 665: 0.0005578763410611681
Position 594: 0.0004238218105981415
Position 1211: 0.00041883919940874245
Position 1151: 0.0002528611015431978
Position 371: 0.00016864452749895987
Position 1223: 0.00013118605720513667
Position 561: 0.00012033796366544507
Position 785: 0.00011172704367730908
Position 1220: 0.00010865792448090433
Position 931: 0.00010396694609760159
Position 1129: 0.00010137665129194835
Position 1361: 9.978449730192805e-05
Position 1175: 9.976471060869438e-05
Position 1312: 9.701279534823909e-05
Position 108: 9.628600008972058e-05
Position 374: 9.2028717625058e-05
Position 368: 8.718085151039902e-05
Position 1281: 7.959466790336999e-05
Position 377: 7.575674613690847e-05
Position 1229: 7.535928868789403e-05
Position 860: 5.8460668714903424e-05
Position 124: 5.833857644246609e-05
Position 693: 4.2762190981523024e-05
Position 755: 4.005316179921285e-05
Position 394: 3.7859299835357705e-05
Position 962: 3.54120016773438e-05
Position 573: 3.210412095196273e-05
Position 173: 3.182501691739095e-05
Position 749: 3.1424168296215596e-05
Position 857: 2.898890926238599e-05
Position 1048: 2.6756535561921674e-05
Position 434: 2.6092624813486265e-05
Position 1080: 2.3830383566012794e-05
Position 788: 2.0254679842562755e-05
Position 1019: 1.9401897001997283e-05
Position 1064: 1.5269894366145575e-05
Position 734: 1.3542553642532742e-05
Position 1181: 1.206508209928188e-05
Position 497: 1.1104430141958755e-05
Position 965: 1.1055657748819835e-05
Position 934: 1.0374455148328998e-05
Position 619: 9.392356747014344e-06
Position 180: 7.635259980271176e-06
Position 1121: 6.329070888555741e-06
Position 1040: 5.218141851895467e-06
Position 959: 3.8976873315261115e-06
Position 605: 3.4683489455291926e-06
Position 380: 2.040763794493038e-06
Position 1317: 1.7336207865240678e-06
Position 184: 1.2625776132194694e-06
Position 285: 2.027186539959617e-08
Position 214: 3.362148735387719e-09
Position 103: 1.2168610240210311e-09
Position 292: 5.577598942407989e-11
Position 278: 1.5714738633297498e-12
Position 216: 1.431378407108557e-13
