Gene = gry
index = 1720
Annotated 5SS: [   63  1084  1369  1865  2326  2818  3113 10707 11565 11818]
Annotated 3SS: [  131  1137  1426  1926  2382  2918 10197 10769 11622 11876]
SMsplice 5SS: [ 1084  1369  1865  2326  2818  3113 10707 11565 11818]
SMsplice 3SS: [ 1137  1426  1926  2382  2918 10197 10769 11622 11876]
top_k =  500
Partition function (log Z): 15.81531601029091

Sorted 5' Splice Sites (High to Low Probability):
Position 2326: 0.996732530294586
Position 1369: 0.9889739769799389
Position 3113: 0.9836335658506479
Position 11818: 0.9770428345210719
Position 11565: 0.9623290227381118
Position 1865: 0.9557383551651496
Position 1084: 0.9524389812721065
Position 10707: 0.9144177924966301
Position 10948: 0.711976360287598
Position 2818: 0.58885742338352
Position 63: 0.41430722826597527
Position 3648: 0.32428061968240945
Position 67: 0.0640173326966815
Position 38: 0.025853139839599033
Position 2699: 0.02060546219743186
Position 2835: 0.014167862944709335
Position 3117: 0.011627510041953743
Position 10404: 0.011022439609210106
Position 77: 0.010584593437100456
Position 1042: 0.010007640821053659
Position 2822: 0.008171618068125512
Position 17: 0.00754399582373694
Position 1357: 0.0065954352618658825
Position 4275: 0.0035016126365087883
Position 831: 0.0034960915721220227
Position 1653: 0.0027439650164835937
Position 508: 0.0023220294380008567
Position 4901: 0.0022695652547227887
Position 3717: 0.002094385702782487
Position 11154: 0.0015265398541802581
Position 1319: 0.0014485197704626105
Position 11900: 0.0013332766855312969
Position 11469: 0.0012029151196760565
Position 2479: 0.0010207503009077438
Position 21: 0.0009957783779473083
Position 3665: 0.000727583313980158
Position 574: 0.0006243324881299054
Position 401: 0.0006145594066473585
Position 2989: 0.0005785656680771836
Position 12176: 0.00052474037468957
Position 2089: 0.0004800094244908594
Position 3273: 0.00042927244282740486
Position 2783: 0.00041270371922328666
Position 433: 0.00034620529174266435
Position 3007: 0.00034172151345950074
Position 638: 0.00032755950062838163
Position 12072: 0.00030008904225976
Position 1382: 0.0002856466990246335
Position 634: 0.00026503611478888235
Position 2966: 0.0002376281493512063
Position 229: 0.00021441687719814492
Position 294: 0.0002138093968270899
Position 3131: 0.00018471884317215103
Position 2126: 0.0001827732826324808
Position 245: 0.0001712696290627868
Position 290: 0.00016217728165461942
Position 437: 0.00015259661498623591
Position 11441: 0.000140085587956537
Position 12074: 0.00013502822676534024
Position 411: 0.00012530898738288346
Position 641: 0.00011450559616426261
Position 2321: 0.00011441778949857508
Position 644: 0.00011069420945057152
Position 695: 0.00011024897288951592
Position 12059: 8.363930125488096e-05
Position 4051: 8.073458701760014e-05
Position 11968: 7.26260497476098e-05
Position 764: 7.055164049160684e-05
Position 702: 6.639368308395768e-05
Position 2716: 6.430784320484711e-05
Position 2330: 6.058513069549484e-05
Position 11686: 5.366945178338439e-05
Position 1873: 5.292913701725089e-05
Position 132: 5.075996119762985e-05
Position 3420: 4.795538838758042e-05
Position 11947: 4.389124173886145e-05
Position 370: 3.9913606103006484e-05
Position 3094: 3.947176679614494e-05
Position 4471: 3.8690071429493014e-05
Position 495: 3.844095448107293e-05
Position 12133: 3.44645816321195e-05
Position 471: 3.2868881685839095e-05
Position 571: 3.0658887910194666e-05
Position 700: 3.0364054535767774e-05
Position 110: 2.9455163900690378e-05
Position 2551: 2.679943349186055e-05
Position 2054: 2.6173003044422765e-05
Position 431: 2.544510916353451e-05
Position 3158: 2.481103351284089e-05
Position 1793: 2.1058245019331444e-05
Position 846: 1.6843308514513908e-05
Position 2182: 1.66870261084254e-05
Position 1312: 1.5786715291848567e-05
Position 3110: 1.5044621025941093e-05
Position 1323: 1.4818665010406249e-05
Position 3654: 1.3332831039648725e-05
Position 535: 1.3106530653874181e-05
Position 713: 1.2481997767778788e-05
Position 664: 1.2442998349019786e-05
Position 4006: 1.2040157202393343e-05
Position 503: 1.1520806396393472e-05
Position 1434: 1.0209541569167008e-05
Position 11782: 8.887699476841335e-06
Position 3804: 6.494299643853608e-06
Position 2240: 6.4550163974013345e-06
Position 2284: 6.424227880407827e-06
Position 1012: 5.985754237566686e-06
Position 1648: 5.919783335444723e-06
Position 1625: 5.651493295232044e-06
Position 3098: 4.904038925593709e-06
Position 1702: 3.643758605575664e-06
Position 1882: 3.6316985804786844e-06
Position 12089: 3.5652457893666528e-06
Position 383: 3.44438893103626e-06
Position 3786: 3.3040293125759266e-06
Position 2666: 3.102191508291987e-06
Position 1784: 2.7474709514981436e-06
Position 1530: 2.3302838478966457e-06
Position 2260: 1.6759239513489279e-06
Position 2207: 1.6407864381102775e-06
Position 2279: 1.257170060129755e-06
Position 1239: 1.0434250414513402e-06
Position 1298: 5.69470501417816e-07
Position 284: 4.3001134092646406e-07
Position 2193: 4.262556341248099e-07
Position 3522: 2.1888416209116499e-07
Position 1249: 1.9055626344590888e-07
Position 1285: 1.6036940472424166e-07
Position 11806: 1.3215863978665361e-08
Position 11931: 1.2929782671678462e-08
Position 11812: 1.1972402885278555e-08
Position 3070: 1.1620799139485156e-08
Position 2138: 7.968028664152909e-09
Position 11937: 6.091624196664678e-09
Position 11822: 5.4096914070612374e-09
Position 212: 5.08511017412333e-09
Position 12084: 4.5592351260968206e-09
Position 194: 1.6714580850401865e-09
Position 12078: 1.3187297658910368e-09
Position 1829: 1.2719332233813256e-09
Position 204: 1.0333047810573773e-09
Position 172: 8.750979215692384e-10
Position 11789: 7.778546120892252e-10
Position 12096: 6.344969587005536e-10
Position 1890: 3.960148920463563e-10
Position 919: 3.74689619619872e-10
Position 2249: 3.603642114515428e-10
Position 2308: 3.3216312020295043e-10
Position 2252: 3.061045345295399e-10
Position 2335: 2.770076753490025e-10
Position 1926: 2.5083409591652537e-10
Position 449: 1.9192375951644344e-10
Position 460: 1.7193062668761336e-10
Position 151: 1.4307419913216555e-10
Position 11970: 1.418188114801718e-10
Position 1030: 1.319743448495085e-10
Position 943: 1.1420488422781183e-10
Position 178: 6.950651978659202e-11
Position 1671: 3.6790676044086955e-11
Position 1988: 2.108341617604762e-11
Position 1956: 1.1463018355362215e-11
Position 2030: 5.4964980333890266e-12
Position 134: 4.743514630455996e-12
Position 1769: 6.331355448369368e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 1426: 0.9989714865674151
Position 11622: 0.9981801569540437
Position 10769: 0.998091948844981
Position 2382: 0.9512573382949886
Position 11876: 0.9478609039027377
Position 10197: 0.9264442655032815
Position 1926: 0.925919139758418
Position 1137: 0.8587917823935395
Position 2918: 0.5411348928877088
Position 147: 0.30825939960524945
Position 3179: 0.27257260599448
Position 11010: 0.22053478142807106
Position 11108: 0.18356695936718556
Position 131: 0.17966729263016123
Position 11080: 0.14029970119780477
Position 1151: 0.09222021436672097
Position 2879: 0.0850302341641955
Position 11468: 0.06604963843331915
Position 11223: 0.04037439387055811
Position 11391: 0.022130989342312193
Position 887: 0.02074027916335422
Position 2506: 0.013734105130767171
Position 12045: 0.013427644433792522
Position 2415: 0.012766494663103195
Position 151: 0.012244366913655146
Position 3066: 0.011498722586882337
Position 3251: 0.01134410813867204
Position 11931: 0.011208133706881352
Position 3261: 0.010193583654963218
Position 3187: 0.010168462067847292
Position 2161: 0.008651533005357547
Position 3278: 0.00769280167653385
Position 3536: 0.006772338690951761
Position 2125: 0.0060965577185838424
Position 1255: 0.00585385149061207
Position 2033: 0.005334131051670864
Position 329: 0.005193702978715464
Position 3237: 0.0043636768150964
Position 11511: 0.004126821917877086
Position 3334: 0.003284087992009504
Position 2622: 0.0032379137141430496
Position 2821: 0.0031490700047400537
Position 2234: 0.0029707264767178322
Position 2052: 0.0025042252752736196
Position 11894: 0.0024843487126100924
Position 2763: 0.0023539380633648354
Position 2611: 0.002259294080612857
Position 899: 0.0019029280640424215
Position 11020: 0.0018917353020519666
Position 1709: 0.0018524591427693904
Position 3347: 0.001804162388598791
Position 1961: 0.0017146171699039061
Position 943: 0.0016347577543550126
Position 2982: 0.0015257497405889906
Position 1285: 0.0014511169757243584
Position 4640: 0.0013345449455358519
Position 12137: 0.001199098653928609
Position 159: 0.0010461614453838774
Position 12224: 0.001042165427845551
Position 2089: 0.0009769990322746182
Position 1217: 0.0007581097138147945
Position 2721: 0.0007401454995046441
Position 1261: 0.0006713886817351247
Position 2095: 0.0006632059705531612
Position 11937: 0.0006113818819757142
Position 3721: 0.0006055919990036208
Position 10798: 0.0005943724009670898
Position 12155: 0.0005766356109844392
Position 2135: 0.0005428916192167933
Position 1269: 0.0005047841734076846
Position 1487: 0.0004901656448446936
Position 11888: 0.000443449232591278
Position 2239: 0.000395794647914961
Position 11947: 0.00035598582943227646
Position 2740: 0.0003196443979432234
Position 271: 0.0003140327501268566
Position 11601: 0.00030587060366211777
Position 2452: 0.0003005642058391764
Position 1207: 0.0002835408300685236
Position 3377: 0.00027240686101593346
Position 508: 0.0002495978968285625
Position 4538: 0.00023489129879713063
Position 12115: 0.0002214192935932963
Position 3776: 0.00021691858471334992
Position 4371: 0.0002054972906257369
Position 586: 0.00020169742333119204
Position 248: 0.00019088766743572018
Position 4605: 0.0001722060353484603
Position 1234: 0.000157902575072373
Position 110: 0.00015064802415606788
Position 1521: 0.00013245705816433072
Position 2173: 0.00012697951311229245
Position 858: 0.0001245352925948875
Position 1717: 0.00011411328295776958
Position 3041: 0.00011167891276765414
Position 1697: 0.00011139000820747503
Position 12238: 0.00010736788144010954
Position 2358: 0.00010018155582333746
Position 2698: 9.724796617244534e-05
Position 1792: 9.64897707153467e-05
Position 332: 9.507063261172616e-05
Position 1518: 9.424768024813348e-05
Position 4217: 9.118123698047846e-05
Position 2113: 9.085057897093276e-05
Position 3847: 8.311848477875463e-05
Position 1018: 7.995085191835363e-05
Position 1731: 6.346751035342806e-05
Position 212: 5.896110213326556e-05
Position 11745: 5.366870835010432e-05
Position 818: 5.2866519041628645e-05
Position 2457: 4.90623373717485e-05
Position 1712: 4.7741265941708836e-05
Position 394: 4.5065442941829336e-05
Position 1743: 4.318834939001221e-05
Position 2578: 4.204669322859778e-05
Position 4121: 3.8606596339922256e-05
Position 556: 3.671446051164638e-05
Position 598: 3.481352934064238e-05
Position 1757: 3.449065121723427e-05
Position 1312: 3.2286196189308094e-05
Position 967: 3.227038879008084e-05
Position 12124: 3.200142445777841e-05
Position 2193: 2.8885670326929413e-05
Position 1330: 2.8282803721951695e-05
Position 2406: 2.8117376697527018e-05
Position 4402: 2.775229812130164e-05
Position 718: 2.736112868752463e-05
Position 1201: 2.7324785257071757e-05
Position 11581: 2.3490668245556262e-05
Position 1753: 2.250604011481667e-05
Position 3086: 2.1363647878083442e-05
Position 2524: 1.7658088638571146e-05
Position 2284: 1.660387849683715e-05
Position 777: 1.5248962502133762e-05
Position 1784: 1.4728151859986792e-05
Position 991: 1.3081689148007348e-05
Position 1524: 1.2955477613492469e-05
Position 220: 1.2827959862896501e-05
Position 12057: 1.2583601802688823e-05
Position 1963: 1.0370430827804239e-05
Position 2060: 8.160252179895779e-06
Position 1466: 8.00624640715287e-06
Position 679: 7.621566204516291e-06
Position 2635: 6.434061434051993e-06
Position 803: 6.049145757386432e-06
Position 2702: 4.6945033699023175e-06
Position 1610: 4.274573150317543e-06
Position 376: 3.6841031754387586e-06
Position 2677: 3.6528089617751865e-06
