Gene = Cht2
index = 1072
Annotated 5SS: [ 348 1698 1934 2497]
Annotated 3SS: [1573 1768 1990 2623]
SMsplice 5SS: [1698 1934 2497]
SMsplice 3SS: [1768 1990 2623]
top_k =  500
Partition function (log Z): 9.358392051988185

Sorted 5' Splice Sites (High to Low Probability):
Position 1698: 0.9994085037551292
Position 1934: 0.9990140597975422
Position 2497: 0.9915740108445912
Position 2157: 0.370800649992834
Position 1074: 0.30474365437563616
Position 348: 0.09750466225025488
Position 505: 0.04826773220729775
Position 20: 0.044128957492070846
Position 1062: 0.034884352025237965
Position 871: 0.028448175535086065
Position 1160: 0.023948024013774685
Position 623: 0.01936700662380432
Position 618: 0.0157716877226886
Position 458: 0.013809875384050513
Position 464: 0.01265357626464301
Position 635: 0.012171021784422665
Position 366: 0.011458436246808042
Position 1047: 0.011145013673791924
Position 1033: 0.009003545497359225
Position 2558: 0.007928781149583987
Position 32: 0.006301046698576713
Position 3298: 0.005003125230213708
Position 3436: 0.004935587300539209
Position 849: 0.004820909128013839
Position 413: 0.0039563261611658095
Position 1329: 0.003558109942726065
Position 571: 0.0033029009823437464
Position 3242: 0.0031724304162659934
Position 71: 0.0030810196488775497
Position 3456: 0.0029447211853081048
Position 3322: 0.002347461177116962
Position 299: 0.002270483576457149
Position 1249: 0.0022254773567006248
Position 2077: 0.0021910348159837403
Position 810: 0.0021142986717669746
Position 193: 0.0016526481047768363
Position 2170: 0.0014253836048536916
Position 3068: 0.0012789561387366976
Position 1242: 0.0011932092607740761
Position 172: 0.0008744001266841369
Position 2870: 0.0008574956031232566
Position 732: 0.0007896779135228675
Position 1252: 0.0006267702405079043
Position 267: 0.0006170723989562791
Position 2350: 0.0005402912338512887
Position 175: 0.0005175713338643235
Position 3024: 0.0004918931295003807
Position 433: 0.00039577772614597624
Position 2190: 0.00036110710026644824
Position 3331: 0.00033755053996858763
Position 2511: 0.00029080697986608514
Position 3289: 0.000272125280884015
Position 1171: 0.00026946981001829207
Position 184: 0.0002253105315041825
Position 896: 0.00021071739835308562
Position 1173: 0.00020993757973341887
Position 2371: 0.0002094446731767528
Position 1926: 0.0001766676936445988
Position 2494: 0.00015887481219242804
Position 1945: 0.00014935667238013124
Position 2446: 0.00013051296570837397
Position 3472: 0.0001292718999889961
Position 788: 0.0001006160716373593
Position 2881: 8.036038570124833e-05
Position 2848: 7.528259444707108e-05
Position 2915: 6.931887246635307e-05
Position 2750: 6.402663246875818e-05
Position 2918: 5.668605707341907e-05
Position 2177: 5.237624029957708e-05
Position 2954: 4.730769333030878e-05
Position 2492: 4.188479797616469e-05
Position 2161: 3.808649811287658e-05
Position 3049: 3.769403354429241e-05
Position 2387: 3.410219125295449e-05
Position 1702: 3.285356114836845e-05
Position 308: 2.6489740198413122e-05
Position 2223: 2.5353082079248427e-05
Position 1884: 2.4654508726939817e-05
Position 2998: 2.4375550398691047e-05
Position 2450: 2.2599281235018877e-05
Position 2501: 1.857848675557783e-05
Position 2131: 1.781827650535787e-05
Position 1938: 1.704396362742517e-05
Position 3358: 1.6156842083000954e-05
Position 712: 1.2099404861603817e-05
Position 489: 1.1761000973187927e-05
Position 2172: 8.159868677378708e-06
Position 75: 8.039829799485408e-06
Position 525: 7.497527579955182e-06
Position 406: 6.91398143054088e-06
Position 509: 6.093337950223474e-06
Position 627: 5.522071718099628e-06
Position 2048: 5.238994952943769e-06
Position 3379: 4.945141506462406e-06
Position 424: 4.652198163359337e-06
Position 204: 4.42263057044648e-06
Position 272: 3.6534421268416e-06
Position 679: 3.4776563901972513e-06
Position 2016: 3.4380922417541476e-06
Position 1786: 3.3134829870027244e-06
Position 313: 3.0526474374828116e-06
Position 915: 2.917019168305217e-06
Position 1835: 2.895115831299591e-06
Position 1879: 2.674162105644445e-06
Position 2027: 2.535522863867847e-06
Position 1882: 1.9455863151441706e-06
Position 1559: 1.5580778073085237e-06
Position 1929: 1.040488652411294e-06
Position 1672: 4.950513662304464e-07
Position 1792: 2.059735409450306e-07
Position 2993: 1.8252344471461154e-07
Position 501: 1.558121852648888e-07
Position 1789: 1.5272091992563515e-07
Position 165: 9.527569026338803e-08
Position 2985: 9.312331901926002e-08
Position 470: 6.69308338875656e-08
Position 316: 6.22652500967276e-08
Position 2412: 5.9044585920485865e-08
Position 1869: 4.23960263069017e-08
Position 511: 3.7017495765898304e-08
Position 3314: 3.6935359652239614e-08
Position 88: 2.513371490025355e-08
Position 78: 2.3353208207525462e-08
Position 2894: 1.2866461607887548e-08
Position 1801: 9.17078707418264e-09
Position 2738: 4.710223542114112e-09
Position 517: 2.4191766586267147e-09
Position 2298: 1.6355060745096087e-09
Position 519: 4.396563601039053e-10
Position 1816: 2.633189714989018e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1768: 0.9994073195743436
Position 2623: 0.9977872659771206
Position 1990: 0.9908495697161215
Position 2235: 0.3466254432473583
Position 1573: 0.3140190399251797
Position 1591: 0.19268280015075184
Position 1360: 0.04503040496741987
Position 1371: 0.03952705010902439
Position 71: 0.031240228955612896
Position 870: 0.026222364474148045
Position 1230: 0.02218665142202878
Position 922: 0.019500089495990417
Position 2283: 0.012481919758090022
Position 962: 0.010462457424242115
Position 2001: 0.008190018041612296
Position 3500: 0.007744560403510844
Position 2552: 0.007496045817179438
Position 1501: 0.006357089771638489
Position 3389: 0.006212869334452993
Position 2286: 0.004864777118297827
Position 2223: 0.004348215742817214
Position 563: 0.004201332667137568
Position 3516: 0.003222119427662262
Position 1328: 0.0029499361202990266
Position 497: 0.0022805085539769317
Position 3481: 0.0019790731892025872
Position 1160: 0.0018240973247821124
Position 1457: 0.0017853559980000404
Position 1313: 0.0015811812926798733
Position 3361: 0.0011631663870867116
Position 2432: 0.0011312479779401635
Position 438: 0.0010386337473961616
Position 1513: 0.0009066435652958242
Position 509: 0.0008202761769369474
Position 3455: 0.0007825989727616378
Position 2931: 0.0006089696075396374
Position 530: 0.0005376318071075283
Position 2379: 0.00039418036915182857
Position 2156: 0.00036110188801307953
Position 937: 0.00031066636455394185
Position 2241: 0.00022079097311335097
Position 2574: 0.00020134291962244086
Position 2349: 0.00018542491175469378
Position 1190: 0.00017201685260820928
Position 2953: 0.0001546505484841542
Position 1785: 0.00015089857003267534
Position 2974: 0.00013696287098517647
Position 896: 0.0001306748901020328
Position 1247: 0.00012536813908953543
Position 1268: 0.00010522599218844379
Position 802: 9.871279255871493e-05
Position 1252: 8.345803016145887e-05
Position 2905: 7.496722969792117e-05
Position 1261: 7.4497953289427e-05
Position 3085: 6.620520409964653e-05
Position 3207: 6.190706490948751e-05
Position 215: 6.11409794837541e-05
Position 2060: 5.892476515078209e-05
Position 618: 5.172361740977715e-05
Position 2010: 4.635473994524426e-05
Position 3528: 4.570545923429334e-05
Position 1833: 4.255355160141329e-05
Position 2076: 3.7542891251911486e-05
Position 983: 3.564614534313355e-05
Position 3538: 2.3331956552667672e-05
Position 3064: 1.8906530643802575e-05
Position 740: 1.879512928466365e-05
Position 2262: 1.822172780953355e-05
Position 2247: 1.7963733761229078e-05
Position 449: 1.3114125208828713e-05
Position 3127: 1.0461249826473023e-05
Position 2812: 9.825607016062938e-06
Position 2190: 4.7739705037764274e-06
Position 2081: 4.32262266225133e-06
Position 788: 3.616525060772664e-06
Position 2295: 2.8622340678600865e-06
Position 970: 2.828053999923031e-06
Position 1830: 1.9510135879355833e-06
Position 2055: 1.0736880980238957e-06
Position 342: 9.167404687316792e-07
Position 1914: 3.2124228694436727e-07
Position 993: 2.588924826341823e-07
Position 325: 2.479744818787948e-07
Position 2025: 2.3992753565741293e-07
Position 3067: 1.7933596515287223e-07
Position 3034: 1.608565352757113e-07
Position 2013: 8.655804796710209e-08
Position 247: 8.182203051893385e-08
Position 458: 4.905410035461827e-08
Position 2016: 2.925816683301376e-08
Position 104: 9.54210859676806e-09
Position 2671: 3.4591051872933963e-09
Position 254: 1.877377716564176e-09
Position 379: 9.870021603093998e-10
Position 373: 7.927416829271724e-10
Position 306: 3.4655984817445436e-10
Position 217: 1.2700394085259351e-10
Position 272: 6.336522164035369e-11
Position 2578: 4.0705843629277895e-11
Position 163: 3.9075895712704035e-11
Position 308: 3.595738962383774e-11
Position 279: 8.84576936384906e-12
Position 228: 6.125507519764394e-12
Position 267: 5.399632125012757e-12
Position 204: 4.925439747404591e-12
Position 294: 4.3506599462371153e-13
Position 283: 1.045084637271296e-13
