Gene = Rchy1
index = 1416
Annotated 5SS: [ 141 2408 5115 5347 5954]
Annotated 3SS: [1529 4952 5187 5674 6021]
SMsplice 5SS: [ 119 2408 5115 5347 5954]
SMsplice 3SS: [2071 4952 5187 5674 6021]
top_k =  500
Partition function (log Z): 11.458112380378425

Sorted 5' Splice Sites (High to Low Probability):
Position 5954: 0.9989265350575114
Position 5115: 0.9144884547940993
Position 2408: 0.8240811259616463
Position 5347: 0.7718093625001942
Position 119: 0.29172372185177287
Position 755: 0.2666689734035276
Position 767: 0.21773825593984464
Position 5399: 0.21078767888142777
Position 1122: 0.18631958084388556
Position 521: 0.13957958302350448
Position 5110: 0.0839044318382032
Position 905: 0.0816555549937352
Position 1088: 0.051325474013057995
Position 343: 0.04986953735475546
Position 141: 0.0396912180437714
Position 505: 0.027098635986188405
Position 1588: 0.02322798671244032
Position 1057: 0.021624675147996424
Position 533: 0.012344938065552221
Position 121: 0.010234965203678958
Position 529: 0.00850308034802391
Position 517: 0.007553901187567454
Position 525: 0.007406320558068693
Position 5299: 0.006142503918948047
Position 34: 0.004871121226779863
Position 1389: 0.0033810645500342985
Position 1091: 0.0029182526709564346
Position 5355: 0.0025552032630733676
Position 287: 0.00232844048419562
Position 3490: 0.0019520763431300102
Position 6418: 0.0018410484259224374
Position 798: 0.0015404771221475455
Position 6138: 0.0013139364033252236
Position 537: 0.0009913528533887568
Position 5100: 0.0009570102842097681
Position 157: 0.0009108426020631315
Position 1209: 0.0008217001345227475
Position 5908: 0.0007376620505122476
Position 160: 0.0006839441910841082
Position 629: 0.0006082866450653677
Position 6245: 0.0005339420719726473
Position 5403: 0.0005115878924872354
Position 771: 0.00046035465912469135
Position 5351: 0.00042143732659270523
Position 234: 0.0003719417358896254
Position 576: 0.00035962748556151835
Position 625: 0.00034741872630964676
Position 1470: 0.00031177720412441947
Position 5273: 0.0003019872311211058
Position 65: 0.0002010796168713519
Position 5073: 0.00019850337985430355
Position 6306: 0.00018607347912863548
Position 369: 0.0001857011065088593
Position 954: 0.00016699925574060822
Position 416: 0.00014968608503417377
Position 507: 0.00013826207186463116
Position 5571: 0.00013390563003847145
Position 564: 0.00013249826117612735
Position 1111: 0.00012365617555040205
Position 125: 9.892425044096615e-05
Position 5547: 8.473224738641192e-05
Position 375: 8.131567595298646e-05
Position 5252: 7.544593893681469e-05
Position 5564: 7.450079991144568e-05
Position 6057: 7.06055542191177e-05
Position 123: 6.896039881623917e-05
Position 5860: 5.911793894294887e-05
Position 743: 5.688858575593947e-05
Position 155: 5.3912743971028055e-05
Position 5782: 4.0317178072848215e-05
Position 357: 3.779897838177673e-05
Position 6431: 2.964992186101046e-05
Position 5310: 2.9235144834450223e-05
Position 5864: 2.4805164192789926e-05
Position 6369: 2.429109472724441e-05
Position 424: 1.8970734608264016e-05
Position 593: 1.7434192098200055e-05
Position 515: 1.3202140345218559e-05
Position 193: 1.126010207908845e-05
Position 6094: 1.0796535722443244e-05
Position 110: 1.0506898517129378e-05
Position 509: 1.0284683777886614e-05
Position 6553: 1.0197150410499867e-05
Position 5552: 8.177249565302604e-06
Position 128: 6.849513088012057e-06
Position 42: 6.1287441065257305e-06
Position 62: 5.89140079078085e-06
Position 461: 5.447168222637961e-06
Position 6422: 5.425053259357332e-06
Position 5897: 4.110928378425536e-06
Position 6523: 1.9599412433825077e-06
Position 6507: 1.7310263441492628e-06
Position 205: 1.242989422658624e-06
Position 19: 1.1272274397411234e-06
Position 6115: 1.007784149668386e-06
Position 5924: 7.798201291155019e-07
Position 499: 7.687993773122295e-07
Position 658: 5.395258222538576e-07
Position 199: 2.2824311556497405e-07
Position 6581: 9.628833234618432e-08
Position 907: 6.585525136239902e-08
Position 5301: 1.5848382303065737e-09
Position 6108: 1.2772714547258978e-09
Position 5674: 9.79376741883635e-10
Position 5671: 4.9415476732984304e-11
Position 5708: 1.1568141465298176e-11
Position 6403: 5.679228890997202e-12
Position 5235: 4.231663551244928e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 5187: 0.9995229454654473
Position 6021: 0.9987855566190459
Position 4952: 0.9719802702993395
Position 5674: 0.9085686940635028
Position 816: 0.45728839420173817
Position 2071: 0.23692561956533476
Position 638: 0.23264235468952524
Position 5511: 0.07043792997913566
Position 1878: 0.060119221504138
Position 1186: 0.045183150872939025
Position 1806: 0.03976084859505196
Position 1157: 0.03335295805486109
Position 2219: 0.029733968723876382
Position 857: 0.029031634129448404
Position 1121: 0.020266746731564807
Position 4799: 0.017113267189796687
Position 794: 0.016272630193830902
Position 1529: 0.015456966256610452
Position 2014: 0.014458568826543852
Position 205: 0.010739816466779682
Position 193: 0.01064529380454532
Position 5547: 0.008941938374260217
Position 1278: 0.008275654635575237
Position 1241: 0.005955441340222823
Position 1014: 0.005712973668748323
Position 442: 0.004568634746084458
Position 1961: 0.003202531851090972
Position 1821: 0.002691446183812926
Position 5601: 0.0026694402710024288
Position 4529: 0.0022624923658996314
Position 412: 0.002065019522170732
Position 6482: 0.0019449756690913431
Position 4509: 0.0015640703667857392
Position 3966: 0.001531815662984865
Position 2559: 0.0014952110301343084
Position 5833: 0.0014456468958135389
Position 336: 0.001403135244279976
Position 3133: 0.0013705880912806515
Position 681: 0.0013080287810804847
Position 453: 0.0010864377279875205
Position 6057: 0.001034722093111264
Position 4179: 0.0008452967165818945
Position 6290: 0.0007482167422288727
Position 4345: 0.0005756517167759081
Position 6194: 0.0005436078476344163
