Gene = mrn
index = 1795
Annotated 5SS: [330]
Annotated 3SS: [384]
SMsplice 5SS: [330]
SMsplice 3SS: [384]
top_k =  500
Partition function (log Z): -8.011351442727824

Sorted 5' Splice Sites (High to Low Probability):
Position 330: 0.95812332780647
Position 975: 0.035695074619051574
Position 131: 0.025173200409415047
Position 1148: 0.010930427154561568
Position 981: 0.008112937741900502
Position 1161: 0.007807607729476168
Position 1120: 0.005137811463670883
Position 311: 0.0043994613309455335
Position 788: 0.0036270049349473275
Position 320: 0.003118839031562425
Position 1285: 0.002567268226839455
Position 732: 0.0019712994601065867
Position 503: 0.0017106992254570233
Position 1590: 0.0016386006495098988
Position 494: 0.0015044507453418259
Position 267: 0.0010420889698160006
Position 295: 0.0009252965916278952
Position 338: 0.0008924865308221573
Position 717: 0.0005367544549659694
Position 1372: 0.0003568218885017061
Position 1097: 0.0003034489102293817
Position 189: 0.0002542667106791155
Position 1156: 0.0002442754486466009
Position 820: 0.00022672585340741336
Position 323: 0.000181538281524117
Position 50: 0.00017203491228553666
Position 1248: 0.00015886387019780528
Position 1100: 0.00011716332933651943
Position 1310: 0.0001127229190047817
Position 1625: 9.578841940659535e-05
Position 1086: 7.862003850480353e-05
Position 1315: 7.700531574325112e-05
Position 808: 5.703348294336398e-05
Position 209: 3.32863201547641e-05
Position 147: 2.2985881491236843e-05
Position 80: 1.916946804958885e-05
Position 129: 1.882981771171707e-05
Position 113: 1.5313725888149767e-05
Position 249: 1.2070773666543829e-05
Position 298: 9.752757743831783e-06
Position 629: 3.0920570790506024e-06
Position 174: 2.7614727264398148e-06
Position 463: 1.9297460619382267e-06
Position 56: 1.7920607023172498e-06
Position 862: 6.221655858171239e-07
Position 271: 4.932108474695769e-07
Position 217: 2.8394357537910896e-07
Position 283: 1.7864890938186573e-07
Position 921: 1.6039666971353676e-07
Position 683: 1.368634428353942e-07
Position 672: 1.1661011144983096e-07
Position 965: 1.0623521040890807e-07
Position 1154: 7.83374451048961e-08
Position 760: 6.316293145198867e-08
Position 91: 3.588078863014793e-08
Position 876: 3.381893455142701e-08
Position 53: 3.116908121556382e-08
Position 28: 1.061165567672738e-08
Position 1022: 7.193840384664513e-09
Position 865: 6.129806641649313e-09
Position 4: 1.6039764413268003e-09
Position 434: 1.1038917724508675e-09
Position 96: 4.825158945785448e-10
Position 425: 2.879900533025384e-10
Position 450: 8.208307345319671e-11
Position 609: 2.6120446546774536e-12
Position 614: 2.180822982568385e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 384: 0.9896660566357863
Position 1442: 0.027643705035716407
Position 1036: 0.016482774587182416
Position 1226: 0.01573181851426636
Position 1147: 0.007071972879271854
Position 1352: 0.004285728024529847
Position 1033: 0.002800244726147447
Position 871: 0.0024497472970803915
Position 1382: 0.0021367428701068287
Position 1029: 0.0014664500609998788
Position 1652: 0.0014232350738926358
Position 943: 0.0009455575610529814
Position 808: 0.0008083156578095743
Position 876: 0.000581011773955415
Position 235: 0.0004964725043334301
Position 1409: 0.0004405593181524048
Position 760: 0.0003798490876202236
Position 392: 0.00037195146293685143
Position 751: 0.00031240925867371497
Position 1426: 0.0002867460987069874
Position 894: 0.00028133036389406987
Position 903: 0.00027486540382556197
Position 1285: 0.0002579883522021096
Position 1680: 0.00019959710064569437
Position 1684: 0.00017331076147640996
Position 1151: 0.00016717607520986007
Position 1234: 7.329767053622054e-05
Position 405: 5.951154200536403e-05
Position 487: 3.483639894716758e-05
Position 1369: 3.0498170021586472e-05
Position 1259: 2.958408630504151e-05
Position 260: 2.4603863386155062e-05
Position 279: 2.1438316986595813e-05
Position 1748: 1.7062851285323016e-05
Position 492: 1.598271349247535e-05
Position 111: 1.460629542543599e-05
Position 440: 1.235671299812463e-05
Position 144: 6.126476368823499e-06
Position 249: 4.1768701381637294e-06
Position 186: 3.2948757232538457e-06
Position 241: 2.934818310804424e-06
Position 787: 1.4362579761094455e-06
Position 172: 1.2750326462762407e-06
Position 921: 7.802901900853656e-07
Position 979: 6.44122650275108e-07
Position 985: 5.98188486010533e-07
Position 135: 4.963435107732267e-07
Position 292: 4.418308634320374e-07
Position 174: 4.215007713482611e-07
Position 502: 4.180600097511117e-07
Position 672: 3.609930784795777e-07
Position 567: 3.148049781457553e-07
Position 237: 3.007399215680018e-07
Position 388: 1.9897218273789277e-07
Position 147: 1.890060355540187e-07
Position 129: 1.490091657748469e-07
Position 553: 1.1527543204399173e-07
Position 183: 9.980303251923729e-08
Position 827: 6.340587988381397e-08
Position 664: 3.17420743570334e-08
Position 833: 2.8617105736837066e-08
Position 330: 3.0944912791166646e-09
Position 228: 2.4404079219165676e-09
Position 53: 7.464596559305705e-10
Position 80: 5.750476561350557e-11
