Gene = Glut1
index = 1191
Annotated 5SS: [45897 53464 58329 59869 60227 65864 66118 67134 67347 67692 68030 68224
 69985 70203]
Annotated 3SS: [53173 58169 59748 60063 65697 65979 66876 67221 67412 67751 68100 69780
 70062 71287]
SMsplice 5SS: [  145 37060 37319 37850 65864 66118 67134 67347 67692 68030 68224 69985
 70203]
SMsplice 3SS: [36872 37129 37414 65697 65979 66876 67221 67412 67751 68100 69759 70062
 78785]
top_k =  500
Partition function (log Z): -90.73234929854132

Sorted 5' Splice Sites (High to Low Probability):
Position 145: 0.917333965339843
Position 1736: 0.5919587934227162
Position 430: 0.021811040485014282
Position 362: 0.012642002055404661
Position 270: 0.011123510677153494
Position 102: 0.006192795948435361
Position 189: 0.003516811217058968
Position 1387: 0.0030405439238729887
Position 127: 0.002298684601449437
Position 152: 0.002178084257696074
Position 187: 0.0020835772304905083
Position 95: 0.0018883336082983317
Position 84: 0.001516286734550922
Position 1484: 0.0010513080731518586
Position 165: 0.0008645855330362442
Position 108: 0.0006616220493418467
Position 66: 0.0004627591562561066
Position 262: 0.0004540337241115606
Position 536: 0.00038680140476538016
Position 228: 0.00022008681077264927
Position 395: 0.000207778338576061
Position 399: 0.00014597682064854944
Position 55: 0.00010727674618845397
Position 1482: 0.00010625147396112119
Position 88: 9.023671539954263e-05
Position 274: 7.317430834456595e-05
Position 9533: 4.618034626060874e-05
Position 983: 4.497050654280285e-05
Position 975: 3.785598953898071e-05
Position 48: 3.311728516677744e-05
Position 259: 3.2002063644962994e-05
Position 10921: 3.161635173212818e-05
Position 193: 2.7333727085523385e-05
Position 249: 2.252838724900989e-05
Position 736: 1.5079901466580602e-05
Position 1077: 1.5019876842044151e-05
Position 877: 1.4958145435713406e-05
Position 713: 1.4769172158985251e-05
Position 297: 1.3488906951585262e-05
Position 9212: 1.3044235200660181e-05
Position 120: 9.279518246064419e-06
Position 9064: 9.06866966667413e-06
Position 19: 8.555881320278436e-06
Position 176: 7.932517543052367e-06
Position 38: 5.175712713001299e-06
Position 277: 4.380941479402504e-06
Position 1829: 4.0722037309884954e-06
Position 2106: 3.2339054680072243e-06
Position 7883: 3.1386091754184625e-06
Position 348: 2.9621891442347435e-06
Position 239: 2.842287979509911e-06
Position 2605: 1.3120406370493755e-06
Position 1457: 2.6558904132238603e-07
Position 651: 2.1892437709517064e-07
Position 938: 1.7855048766984362e-07
Position 775: 1.5159759868219658e-07
Position 1027: 1.2518937411200418e-07
Position 1564: 8.57384630615166e-08
Position 1135: 7.757381494515713e-08
Position 1099: 4.8539921120482537e-08
Position 987: 3.9979089221336646e-08
Position 971: 3.974617912585084e-08
Position 969: 2.9364385509749107e-08
Position 1112: 2.6400739451706913e-08
Position 967: 1.781195626009803e-08
Position 748: 1.770369282306545e-08
Position 887: 1.7506134511988623e-08
Position 940: 1.6375152436621428e-08
Position 771: 1.6003452373003505e-08
Position 942: 1.5470357970017304e-08
Position 944: 1.4613604269764152e-08
Position 979: 1.4560097160640446e-08
Position 946: 1.409026857224306e-08
Position 3923: 1.1819345822181557e-08
Position 549: 1.0602516551918946e-08
Position 2077: 1.0539845208434014e-08
Position 1888: 3.867495793005332e-09
Position 2513: 1.2901778752337399e-09
Position 1751: 1.2206895425293693e-09
Position 2273: 1.041944475227372e-09
Position 2075: 5.480780815898693e-10
Position 1818: 4.1525130307052425e-10
Position 122: 1.536112029198773e-10
Position 6: 1.1074598278822947e-11
Position 232: 8.458920401608431e-12
Position 493: 4.6301962607252404e-12
Position 881: 1.8015499196998187e-12
Position 707: 1.7699667580578042e-12
Position 635: 1.1168938946352886e-12
Position 292: 7.160767458131345e-13
Position 8: 3.200258356796708e-13
Position 458: 6.952182336757092e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 18336: 0.7288102914763104
Position 479: 0.43283769611225226
Position 15969: 0.1593648915647996
Position 16593: 0.08370302161145854
Position 1564: 0.0790121842127203
Position 1196: 0.017573204569911547
Position 15153: 0.013584813200728412
Position 1616: 0.012307186653170097
Position 458: 0.010893859735326403
Position 1590: 0.008280145544090232
Position 15495: 0.006556474180252856
Position 1343: 0.004864068253226236
Position 14649: 0.00452423389317501
Position 214: 0.0023279862068994813
Position 1636: 0.0021049467640831916
Position 1653: 0.002073996260243526
Position 1282: 0.0019932380873958675
Position 1364: 0.0016041196982085678
Position 219: 0.001598799437631076
Position 14298: 0.0014848589917263954
Position 619: 0.0010412616254538835
Position 1034: 0.0007855603893708579
Position 11409: 0.0007663804196933796
Position 1622: 0.0006947779435790935
Position 442: 0.00047484913764246075
Position 1638: 0.0004138592512087945
Position 239: 0.00035414678656559077
Position 560: 0.0003239646444983601
Position 13190: 0.0002813398162407428
Position 1369: 0.0002749387850072405
Position 1457: 0.00022263180723051674
Position 8733: 0.0002061255375286189
Position 517: 0.00019298756012251037
Position 575: 0.000189084461460387
Position 960: 0.00015470755771822392
Position 10202: 0.00014591685073623483
Position 10804: 0.00014207821624987268
Position 860: 0.00013961495896364098
Position 10167: 0.00010991026286054371
Position 9339: 9.18370197380377e-05
Position 11336: 7.98072354120422e-05
Position 11979: 6.424064683262484e-05
Position 7707: 4.163956284218777e-05
Position 11283: 3.1438304509951854e-05
Position 9432: 3.036210400085514e-05
Position 9826: 2.159808100044139e-05
Position 9140: 2.0751945051793724e-05
Position 7946: 1.3503058180783917e-05
Position 10212: 7.535427115310033e-06
Position 1965: 3.5928817416532217e-06
Position 9371: 3.561115146263232e-06
Position 8739: 2.6607467878553137e-06
Position 7049: 2.486818237457374e-06
Position 7073: 2.391167732746511e-06
Position 2193: 2.121465904748924e-06
Position 4553: 1.4942551291141305e-06
Position 8755: 1.1671621038889182e-06
Position 7580: 1.1012079612234588e-06
Position 6595: 8.939899883170285e-07
Position 7385: 4.820405410271746e-07
Position 6475: 3.793122689451391e-07
Position 1887: 2.2482474812269644e-07
Position 6570: 2.2436753342838732e-07
Position 1076: 2.1177775514331937e-07
Position 7197: 1.8673467402840201e-07
Position 6542: 1.8504960967579707e-07
Position 6177: 1.7856564519376786e-07
Position 245: 1.4242824375670916e-07
Position 165: 1.3777198910481994e-07
Position 1924: 1.2565761729595325e-07
Position 5834: 1.1803330622220601e-07
Position 2147: 1.0855817487719958e-07
Position 2053: 8.76301278922296e-08
Position 2725: 6.881157761416822e-08
Position 5326: 6.621070740138602e-08
Position 2034: 6.179099476985492e-08
Position 5053: 5.505408899561225e-08
Position 3841: 4.598266662130292e-08
Position 4359: 4.228128931107761e-08
Position 1977: 3.3629812140042145e-08
Position 221: 3.2372828133861056e-08
Position 152: 2.0801201814624497e-08
Position 2698: 1.3227806182408779e-08
Position 5007: 1.2445066579032991e-08
Position 2075: 1.2102965840537518e-08
Position 2253: 1.1400508049260932e-08
Position 4029: 1.0150821756163481e-08
Position 3530: 8.833011467384962e-09
Position 4003: 8.59762697081484e-09
Position 3800: 7.731383171964174e-09
Position 2513: 7.67490313058715e-09
Position 2361: 7.617373799201261e-09
Position 3968: 7.537738859608502e-09
Position 310: 6.626275580023407e-09
Position 797: 6.4738576760850305e-09
Position 3065: 5.431054409637038e-09
Position 3627: 4.30305382142254e-09
Position 3315: 3.776519594985171e-09
Position 1992: 3.0715540799134126e-09
Position 303: 2.2625721413822043e-09
Position 3781: 2.2035946651818133e-09
Position 3376: 2.0455027547178507e-09
Position 3234: 1.7809804215397996e-09
Position 1818: 1.4492450255598623e-09
Position 2326: 1.1613184997188554e-09
Position 2161: 1.1535967993004972e-09
Position 1482: 9.067824596461727e-10
Position 2121: 8.199013672208618e-10
Position 2877: 7.835986368645363e-10
Position 133: 6.716256036226454e-10
Position 2135: 6.662735439413978e-10
Position 2461: 6.492770994020335e-10
Position 255: 5.042058034869313e-10
Position 1793: 4.653588101858619e-10
Position 581: 4.4974964046157394e-10
Position 2085: 3.628563725585447e-10
Position 1366: 2.9524485893806315e-10
Position 865: 2.625511102673712e-10
Position 193: 2.5876106332663454e-10
Position 496: 1.7517628615431033e-10
Position 890: 7.333153425713349e-11
Position 1735: 5.19533050013538e-11
Position 176: 4.3760373650452416e-11
Position 186: 3.022369656107823e-11
Position 181: 8.396591754320907e-12
Position 666: 2.0545217601620965e-14
Position 713: 1.8795906507269746e-14
