Gene = nrm
index = 1822
Annotated 5SS: [  395  4072  9128  9336 12649 13225 13446 14450 14668 14934 15579 15823
 16191 16377 17191 20726 20879 21096 21241 22471 25798 26748 27816 28296
 31560 33830 36016]
Annotated 3SS: [ 3680  8955  9186 12477 13065 13368 14350 14507 14821 15396 15646 16058
 16260 16805 20595 20782 20936 21157 22283 25656 26713 27171 27935 31464
 32446 35121 39639]
SMsplice 5SS: [  143  9128  9336 12649 13225 13446 14668 14934 15579 15823 16191 17191
 20726 20879 21096 21241]
SMsplice 3SS: [ 8955  9186 12477 13065 13368 14350 14821 15396 15646 16058 16260 20595
 20782 20936 21157 41419]
top_k =  500
Partition function (log Z): 2.440154155780613

Sorted 5' Splice Sites (High to Low Probability):
Position 21241: 0.9999567714290927
Position 9128: 0.9974033758436858
Position 20879: 0.9971151805203491
Position 20726: 0.9912888635906367
Position 15579: 0.9813887244469988
Position 21096: 0.9766941380325258
Position 31560: 0.9337984447357093
Position 16191: 0.9204227193096244
Position 9336: 0.9186777625653226
Position 14668: 0.9047379083260253
Position 17191: 0.9042946753064026
Position 13446: 0.836209877270681
Position 14934: 0.6757428369853645
Position 15823: 0.5566079486608504
Position 12649: 0.5450885792461349
Position 13225: 0.4216376334060113
Position 16377: 0.40497139587331155
Position 4072: 0.3727794624457516
Position 9709: 0.28116532551414114
Position 15987: 0.2272457580612132
Position 31831: 0.21318175312335796
Position 14450: 0.19633055153385695
Position 13284: 0.19513685799946723
Position 12786: 0.18343538792713562
Position 143: 0.15959431589784248
Position 15897: 0.15617084533247244
Position 960: 0.14389130568076483
Position 395: 0.14249281385283738
Position 151: 0.1398865458266687
Position 10880: 0.1325965946146486
Position 9617: 0.13156314014801812
Position 17652: 0.11868273065969966
Position 203: 0.10309228215163778
Position 1222: 0.09108290826466296
Position 464: 0.06851071112541948
Position 259: 0.06621043069861098
Position 18556: 0.05965358861780906
Position 16934: 0.05175320339340912
Position 12585: 0.0515591095616674
Position 16948: 0.04923025062734405
Position 13197: 0.04641868828271237
Position 17994: 0.04269132058193757
Position 13886: 0.042125210486745605
Position 7673: 0.032688190967800484
Position 9864: 0.03140371374741619
Position 12612: 0.030440572782541604
Position 14938: 0.029883755967676586
Position 2524: 0.02843766637224414
Position 11047: 0.026752945622256406
Position 483: 0.025931575479979964
Position 18580: 0.02568404202660125
Position 15124: 0.024656527899565725
Position 13274: 0.02365574506875223
Position 1613: 0.022618884603873082
Position 34: 0.022499386019786034
Position 16708: 0.02007241564243893
Position 15252: 0.018253952374827048
Position 14994: 0.01722017740785118
Position 16195: 0.015412046310027891
Position 15035: 0.014050515865804865
Position 16187: 0.01281458324757891
Position 15827: 0.010703964998672872
Position 15011: 0.010617539664934332
Position 16876: 0.010489451520629587
Position 4725: 0.010395515780633689
Position 15018: 0.008070427308495467
Position 16477: 0.008025414878306285
Position 4448: 0.007571826157043182
Position 9531: 0.007036547366650783
Position 2279: 0.0070328167031384345
Position 21080: 0.006620033152946491
Position 22471: 0.00649054749713557
Position 15771: 0.0060832893421433575
Position 16302: 0.00590311340680654
Position 9428: 0.005637301470988597
Position 17195: 0.0054937970034867785
Position 20675: 0.005483053915270745
Position 15851: 0.005191736780909054
Position 15768: 0.004682553427869443
Position 21089: 0.004530806577030634
Position 15763: 0.004211244820944578
Position 11238: 0.004134827855953134
Position 461: 0.00383678903079778
Position 15835: 0.003510448007363121
Position 16960: 0.003421565717421821
Position 9369: 0.003185745551457832
Position 9438: 0.0029287756217772536
Position 15842: 0.0028777032348866528
Position 15932: 0.002865762174588494
Position 101: 0.0026839048261190625
Position 269: 0.0026214533510921854
Position 18080: 0.002537272692380598
Position 28296: 0.002457564047861132
Position 201: 0.0023826116540594674
Position 10225: 0.002322868475780982
Position 15846: 0.0021548417692866862
Position 10669: 0.002152406645943856
Position 25798: 0.002039752058695454
Position 15924: 0.0020218979976190563
Position 136: 0.001960353598877593
Position 9432: 0.0018714767207536893
Position 16261: 0.0018374399800776004
Position 443: 0.0016631092188958067
Position 338: 0.0016413422410093688
Position 9132: 0.0015445381604832413
Position 279: 0.0015351267441028225
Position 2837: 0.001476103092676081
Position 10705: 0.0014594640562969553
Position 9362: 0.0014452996750028866
Position 30: 0.0014399928227330923
Position 914: 0.0013980489292978074
Position 9188: 0.0013358518672935795
Position 26748: 0.0011384589358215858
Position 15450: 0.001056988134386727
Position 685: 0.001038087312216067
Position 2870: 0.0009180169875141927
Position 2470: 0.000916827219280532
Position 15840: 0.000900322431238618
Position 9626: 0.0008580583326157314
Position 15688: 0.0008351665868710813
Position 21100: 0.0006504590548264573
Position 9218: 0.0006181205652461055
Position 15909: 0.0005983517688531445
Position 2708: 0.0005939063934220187
Position 27816: 0.0005366381705294924
Position 9641: 0.0005172099523299618
Position 16345: 0.00045261673948698687
Position 22153: 0.0003926857212463074
Position 9329: 0.00038288388384386456
Position 23546: 0.00034592292792545135
Position 24100: 0.0003206928256411259
Position 9091: 0.0003101521172176031
Position 10478: 0.0002842675065623573
Position 9516: 0.00025754386983825166
Position 1275: 0.00022617681761565557
Position 2213: 0.0002221854722322552
Position 17656: 0.00021450896357869814
Position 18026: 0.00021292271284668892
Position 10387: 0.00019938626697584285
Position 9294: 0.00019534222749214178
Position 17187: 0.00017564424290655547
Position 15447: 0.00013935493344811224
Position 1467: 0.00013630298547596793
Position 22168: 0.0001290790528626427
Position 4023: 0.000123569346507473
