Gene = sty
index = 1901
Annotated 5SS: [511]
Annotated 3SS: [20013]
SMsplice 5SS: [511]
SMsplice 3SS: [20013]
top_k =  500
Partition function (log Z): -13.377860079979

Sorted 5' Splice Sites (High to Low Probability):
Position 511: 0.9854923135871135
Position 1957: 0.10302023883198048
Position 176: 0.04969586814137658
Position 260: 0.04511070089799241
Position 10103: 0.0417916539066833
Position 15735: 0.023455350416747726
Position 182: 0.018816830670409408
Position 10140: 0.011913813887709006
Position 13234: 0.010549301430382312
Position 1603: 0.009390189759401354
Position 4970: 0.008566635694721573
Position 13793: 0.005804610817732332
Position 10454: 0.004971696967526248
Position 166: 0.004631421977443168
Position 12062: 0.0042462985702410505
Position 218: 0.004220530307107945
Position 151: 0.004036493094799955
Position 3066: 0.00341022824880121
Position 157: 0.0028717999057780367
Position 15976: 0.002817138780332393
Position 1767: 0.0023367078557918475
Position 664: 0.002283803002618181
Position 15591: 0.0022605841026106994
Position 101: 0.0022575436740535507
Position 14013: 0.0018949274581049006
Position 8132: 0.0018568796461947638
Position 2580: 0.0015792729381245824
Position 6590: 0.0015789271389608697
Position 7236: 0.0014347497656412465
Position 771: 0.0014195466149914393
Position 1017: 0.0014040843149932805
Position 11733: 0.0013676667283794115
Position 5959: 0.0013490071482716599
Position 10485: 0.0012727468640205155
Position 2267: 0.001194304655200382
Position 3711: 0.0011492702972508214
Position 10129: 0.0011372063582922214
Position 1789: 0.0009153797403093609
Position 1761: 0.00042214975026802227
Position 1376: 0.0003246662510133285
Position 15: 0.00020021412021371796
Position 327: 0.00013578843016529075
Position 812: 0.0001316291071932197
Position 992: 0.00012313328101274862
Position 704: 0.00010780912593482138
Position 188: 0.00010693336619658986
Position 51: 8.44181799392498e-05
Position 1606: 6.846069856044505e-05
Position 1744: 6.803574042249469e-05
Position 32: 6.359894497651636e-05
Position 1026: 6.243404718732301e-05
Position 1664: 4.74202728263015e-05
Position 719: 4.612350368292666e-05
Position 190: 3.9872805516879246e-05
Position 98: 3.598418469974183e-05
Position 4595: 3.5202653458160113e-05
Position 4522: 3.089511866276948e-05
Position 2895: 1.878486669358777e-05
Position 4279: 1.865492947941348e-05
Position 4207: 1.3760908850474243e-05
Position 1640: 1.1298666894964859e-05
Position 515: 3.477957097956304e-06
Position 873: 3.345884217398508e-06
Position 1208: 1.3227345135748654e-06
Position 831: 1.315495427922347e-06
Position 322: 1.170527651754463e-06
Position 105: 1.1503319340327844e-06
Position 332: 9.30427062480928e-07
Position 292: 5.725956793403189e-07
Position 1217: 2.4338607163613355e-07
Position 823: 1.5535620145358444e-07
Position 669: 1.0162137036453173e-07
Position 865: 9.732876392639068e-08
Position 396: 7.913049010578646e-08
Position 589: 1.0436864385649347e-08
Position 826: 3.189883766901731e-09
Position 601: 1.7787902290874653e-09
Position 783: 1.2157247101244463e-09
Position 835: 7.075075651540076e-10
Position 6586: 7.756039561281171e-11
Position 449: 3.553450986392991e-11
Position 582: 1.0854931026145794e-13
Position 564: 9.268213733043688e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 20013: 0.9994961666655143
Position 314: 0.06540896680061167
Position 9983: 0.059905800809934115
Position 1828: 0.03387152937704959
Position 564: 0.030898343488753286
Position 258: 0.02897347315273925
Position 15482: 0.023011039096800082
Position 1875: 0.017298204153851714
Position 1667: 0.017076392934598998
Position 1692: 0.013466487250702684
Position 377: 0.010711573926635486
Position 13133: 0.010550369964426437
Position 4834: 0.008448185545735284
Position 13696: 0.0077021582032596155
Position 327: 0.005373293014990056
Position 332: 0.0051232355711975635
Position 946: 0.0030722578035746353
Position 218: 0.003018131733662577
Position 15808: 0.002942638884489079
Position 15506: 0.0028958422786944183
Position 11533: 0.002368540280926273
Position 7948: 0.0018054112057280711
Position 11815: 0.0017936844401829682
Position 2964: 0.0015039773687393503
Position 11869: 0.0014538204704652653
Position 342: 0.0012008180210546773
Position 9995: 0.0011817836606886364
Position 3534: 0.001169154763575044
Position 4663: 0.0009425941713597228
Position 1298: 0.0009058187624695571
Position 2096: 0.0008890166276042472
Position 6696: 0.0008636934661188978
Position 5641: 0.000735672506531778
Position 2694: 0.0007310112933747641
Position 1731: 0.0007148851814796271
Position 1800: 0.0006455924403880642
Position 6879: 0.0006225285538735963
Position 1099: 0.0005808635652205571
Position 6050: 0.0005366726990428076
Position 1491: 0.0004899167363304698
Position 1017: 0.0004787262080227663
Position 6388: 0.0004632091097064327
Position 1837: 0.00043716332296359696
Position 2159: 0.0003811233221156424
Position 1281: 0.0003798166107920281
Position 2752: 0.0003082341283879287
Position 570: 0.00023979203867202604
Position 1734: 0.00022378778167970553
Position 1760: 0.00020215819338279036
Position 5644: 0.00019875539949601524
Position 1278: 0.0001868315929444018
Position 589: 0.00017679144785561992
Position 5695: 0.00016948476351713327
Position 663: 0.00014887129948999727
Position 1697: 0.00014773466705657155
Position 904: 0.0001473920029280378
Position 2435: 0.00013831234617125196
Position 17319: 0.00011637916531519573
Position 264: 0.00011620849693252751
Position 644: 0.00010430150913716667
Position 388: 9.797474009637449e-05
Position 883: 9.467704588832056e-05
Position 4041: 7.862941597886455e-05
Position 17101: 5.9883126399158246e-05
Position 98: 5.8248956662683196e-05
Position 1387: 3.466947156794431e-05
Position 831: 3.1708267128112594e-05
Position 1540: 2.243028394977641e-05
Position 838: 2.2320635233826623e-05
Position 1156: 2.1112826654354737e-05
Position 1106: 1.2103468678240199e-05
Position 1237: 8.183262214554697e-06
Position 1025: 7.719737914762228e-06
Position 14376: 2.4755420193325205e-06
Position 2143: 2.4331518971956965e-06
Position 479: 2.4036855414837968e-06
Position 2439: 1.6833767968539205e-06
Position 458: 1.5154771610918129e-06
Position 2522: 1.5124523552373191e-06
Position 14455: 1.4685978560315887e-06
Position 494: 1.2667860917408977e-06
Position 166: 9.8739681428516e-07
Position 2968: 9.279366798728909e-07
Position 2304: 7.677365752639794e-07
Position 865: 6.855928970512538e-07
Position 2812: 6.654401024571464e-07
Position 2915: 5.866456475657308e-07
Position 1810: 5.765333366604893e-07
Position 2653: 4.6612679962776183e-07
Position 2787: 4.6363268260509865e-07
Position 719: 2.7121845514872043e-07
Position 112: 2.707867743962233e-07
Position 12667: 2.3773297810073114e-07
Position 11497: 2.171859244726938e-07
Position 1744: 1.6996867495805142e-07
Position 12367: 1.4036900341441133e-07
Position 11596: 1.0230787545121326e-07
Position 686: 4.3979509627233754e-08
Position 10528: 4.2920028453749044e-08
Position 11436: 3.101789004229076e-08
Position 11494: 3.037878617655269e-08
Position 11477: 2.9104090871888268e-08
Position 10837: 2.7256509926772225e-08
Position 1714: 2.5609533015131498e-08
Position 1503: 2.5413223468599034e-08
Position 127: 2.0992064677082914e-08
Position 137: 1.812264273727827e-08
Position 10166: 1.3543055986453654e-08
Position 9719: 1.2739365622189049e-08
Position 10507: 1.0953153450617648e-08
Position 176: 8.024917434345716e-09
Position 669: 7.57114449786493e-09
Position 10377: 7.186649943519083e-09
Position 9321: 7.0848201417328865e-09
Position 8478: 5.70972160052995e-09
Position 8837: 4.689696487689439e-09
Position 182: 4.14905079759296e-09
Position 8771: 3.8533881812793e-09
Position 8642: 2.5604223183947432e-09
Position 9378: 2.544201526296442e-09
Position 8661: 2.266317115346806e-09
Position 8251: 2.1732554508745816e-09
Position 393: 2.1546384274694863e-09
Position 8421: 1.1537251992034013e-09
Position 8149: 7.945615479429302e-10
Position 403: 6.642647092242712e-10
Position 449: 5.593850535721255e-10
Position 7547: 3.228325440573196e-10
Position 7260: 2.523827150471119e-10
Position 6828: 1.1047658957972769e-10
Position 6633: 7.338285344770461e-11
Position 6012: 6.928956082107313e-11
Position 3754: 3.466883096859019e-11
Position 463: 3.285899757242511e-11
Position 5469: 1.880158902002779e-11
Position 653: 1.5040333464024903e-11
Position 3960: 1.2763903998083603e-11
Position 4000: 1.1828553152441654e-11
Position 3337: 1.1383484853153182e-11
Position 3767: 6.7137342350254435e-12
Position 4679: 6.2068259804505195e-12
Position 4324: 5.305715702545773e-12
Position 3375: 4.216222255717259e-12
Position 3796: 3.589363916987827e-12
Position 3540: 3.5418624894441663e-12
Position 3216: 3.3590584155650482e-12
Position 3603: 1.9124378953249096e-12
Position 2105: 1.4044649088304972e-12
Position 515: 2.7298474921493086e-13
