Gene = Tmc
index = 1563
Annotated 5SS: [  321  6215  6328  6939  7295  7668  8174  8383  8740  9436  9596  9750
 10052 12073 13545 13799 14031 14409]
Annotated 3SS: [ 6077  6286  6647  7166  7562  7984  8251  8628  9340  9498  9656  9895
 10115 13439 13616 13853 14085 14478]
SMsplice 5SS: [  321  6215  6328  6939  7295  7668  8174  8383  8740  9436  9596  9750
 10052 13545 13799 14031 14409]
SMsplice 3SS: [ 6077  6286  6667  7166  7562  7984  8251  8628  9340  9498  9656  9895
 13439 13616 13853 14085 14478]
top_k =  500
Partition function (log Z): 40.91257410848707

Sorted 5' Splice Sites (High to Low Probability):
Position 14031: 0.9969704280524296
Position 13799: 0.9968723839199048
Position 9596: 0.9968181716535298
Position 9436: 0.9933466920233672
Position 8174: 0.9925547477820106
Position 7295: 0.9879954304667465
Position 9750: 0.9793091874216558
Position 10052: 0.9767015892785655
Position 321: 0.9498876681328536
Position 14409: 0.9467955691708015
Position 6215: 0.9418961453317195
Position 8383: 0.9024480255638035
Position 7668: 0.8854705409370291
Position 13545: 0.8692541968931213
Position 12073: 0.7587833938566896
Position 6328: 0.6786399419987443
Position 8740: 0.43960740370433743
Position 10355: 0.32125333256890076
Position 7119: 0.20932723426331562
Position 9234: 0.18411328453976109
Position 8813: 0.12705449190426404
Position 3072: 0.1257318478516616
Position 9291: 0.11043778224361665
Position 7874: 0.09662506665034609
Position 8432: 0.07703455058043313
Position 8786: 0.05512211951306224
Position 14423: 0.052390928797598706
Position 6950: 0.05189067374553586
Position 10868: 0.04659082582969822
Position 5569: 0.04342165643311038
Position 1520: 0.04147399616640976
Position 10534: 0.034280867893714984
Position 11377: 0.03233772505841683
Position 432: 0.030334205011016142
Position 8749: 0.028555169672776614
Position 7068: 0.02562582898427014
Position 8855: 0.016524074606908485
Position 66: 0.014163990195132948
Position 6943: 0.013527943531318993
Position 9278: 0.013372127489314049
Position 7646: 0.013080418447169926
Position 10301: 0.010261416334587768
Position 10444: 0.009333333248882195
Position 6337: 0.009127794633258177
Position 9742: 0.008785968340215309
Position 11310: 0.008472231919911049
Position 10694: 0.00822835352371229
Position 6933: 0.007912586826938243
Position 6415: 0.0076683822239792645
Position 10364: 0.006589192819373412
Position 8804: 0.006157746761261406
Position 11534: 0.006008471248528676
Position 10000: 0.004759731749767216
Position 9177: 0.004423426020186343
Position 10307: 0.0034815974829730165
Position 6346: 0.003441879059256691
Position 7282: 0.002632039446065166
Position 5010: 0.002530477278968128
Position 1824: 0.0023692562039649323
Position 7085: 0.00235791428297678
