Gene = Tim23
index = 1562
Annotated 5SS: [250 631 860]
Annotated 3SS: [347 689 923]
SMsplice 5SS: [250 631 860]
SMsplice 3SS: [347 689 923]
top_k =  500
Partition function (log Z): -3.1610032868476026

Sorted 5' Splice Sites (High to Low Probability):
Position 860: 0.9682231771981108
Position 250: 0.885907055998159
Position 631: 0.6948984196431781
Position 617: 0.0432217171457187
Position 91: 0.011408947902081305
Position 686: 0.009809839312653657
Position 533: 0.008084479519136016
Position 567: 0.004707699410168847
Position 269: 0.0038245822498987727
Position 817: 0.0021211324501271226
Position 79: 0.0013651841954354538
Position 740: 0.001313425154695783
Position 27: 0.00037529635520300677
Position 852: 0.0003157696396482006
Position 621: 0.00031340427199374565
Position 579: 0.0002773940211635224
Position 6: 0.0001121473334689677
Position 657: 7.138454364260516e-05
Position 716: 6.38513549656286e-05
Position 690: 5.290341845307472e-05
Position 415: 5.224663072958133e-05
Position 396: 5.01275653912512e-05
Position 407: 3.579298439615775e-05
Position 202: 3.564461382928011e-05
Position 320: 3.465474147119361e-05
Position 142: 3.099629430629049e-05
Position 546: 2.9013993300801926e-05
Position 57: 2.2973163316193446e-05
Position 1056: 1.884492158066021e-05
Position 1053: 1.8345760489262175e-05
Position 460: 1.1315785966720227e-05
Position 1011: 9.157018626781218e-06
Position 107: 7.573521308620456e-06
Position 505: 5.903518694884206e-06
Position 387: 5.490056679794261e-06
Position 110: 3.3660519082961035e-06
Position 937: 3.143785883899827e-06
Position 751: 2.5267806618931392e-06
Position 948: 1.5805153172154965e-06
Position 1023: 1.1795998110025675e-06
Position 304: 7.532434346962032e-08
Position 569: 6.245584630787731e-09
Position 587: 6.230649553596292e-09
Position 492: 2.0622491561074709e-10
Position 756: 1.232593677104951e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 923: 0.9619790053797057
Position 347: 0.7543928528039551
Position 689: 0.7520655651678818
Position 297: 0.053358865968360904
Position 445: 0.031981422410551595
Position 399: 0.021272728468928293
Position 739: 0.010956154754573283
Position 905: 0.010658096549087507
Position 396: 0.008230050896426783
Position 476: 0.006880703918637762
Position 711: 0.00580739393911126
Position 783: 0.004253763340887503
Position 151: 0.004221073364382773
Position 715: 0.002239876565403019
Position 933: 0.0018198855660876766
Position 127: 0.001701531354313353
Position 998: 0.0016331541653925175
Position 587: 0.001132545610149769
Position 727: 0.00047266750240198413
Position 520: 0.00035803914035524467
Position 524: 0.0002647432205369229
Position 449: 0.0002132285840565378
Position 607: 0.00012995188478199358
Position 799: 0.00010170700949980595
Position 387: 8.802000698341106e-05
Position 596: 8.794783042960883e-05
Position 490: 8.642020825048537e-05
Position 356: 7.570708439899594e-05
Position 101: 5.347548295590029e-05
Position 631: 4.97894459047539e-05
Position 1109: 4.441166330331258e-05
Position 1039: 3.0403508919009765e-05
Position 817: 2.7606081040479472e-05
Position 454: 2.7548462974764193e-05
Position 217: 2.6463705619165857e-05
Position 1063: 1.8859150192348728e-05
Position 1003: 1.8709558116245507e-05
Position 566: 1.8071723485797222e-05
Position 69: 1.3726198853017459e-05
Position 772: 1.2814249883284591e-05
Position 859: 8.25117543527418e-06
Position 838: 7.486285086145063e-06
Position 1011: 4.973441455337114e-06
Position 1085: 4.506927976067291e-06
Position 1056: 3.7192244259084664e-06
Position 635: 2.6671344282500147e-06
Position 54: 2.3641965448993825e-06
Position 487: 2.0810214154466133e-06
Position 91: 1.9146876036418495e-06
Position 1073: 1.4421802238388035e-06
Position 458: 1.0982963977257422e-06
Position 563: 5.277557797879945e-07
Position 460: 3.6794922849474566e-07
Position 1023: 3.391371091090139e-07
Position 352: 3.277107709105007e-07
Position 79: 3.1876201810487257e-07
Position 610: 3.1375467790680667e-07
Position 202: 9.400642406930875e-08
Position 129: 7.523155165352336e-10
Position 254: 8.652287319695565e-11
Position 262: 2.807985226614149e-11
