Gene = Elp3
index = 1153
Annotated 5SS: [ 101  405 1327]
Annotated 3SS: [ 162  460 1379]
SMsplice 5SS: [ 101  405 1327]
SMsplice 3SS: [ 162  460 1379]
top_k =  500
Partition function (log Z): 1.8612788317192455

Sorted 5' Splice Sites (High to Low Probability):
Position 405: 0.9941319530823315
Position 101: 0.9093752925693853
Position 1327: 0.7931223155585826
Position 105: 0.08672915595979665
Position 717: 0.057218510379330484
Position 625: 0.047686251086748836
Position 1322: 0.030477052894258772
Position 1498: 0.029349193518672975
Position 844: 0.007423005652509837
Position 1909: 0.006906604327687429
Position 992: 0.006819784284383783
Position 815: 0.0043413121909050886
Position 252: 0.0035846913298990687
Position 1295: 0.0017499066205466068
Position 695: 0.001501077515472386
Position 1001: 0.0008895324088386627
Position 707: 0.000655374999868663
Position 6: 0.0005786884982048078
Position 96: 0.0004909797980853318
Position 580: 0.0004858227181391382
Position 1192: 0.00044153570566770776
Position 1669: 0.0004292381116496314
Position 1456: 0.0003924678866767472
Position 1288: 0.00030165570837131615
Position 400: 0.00028047921138958545
Position 1597: 0.00024286618367854866
Position 1046: 0.00016177948373287393
Position 832: 0.0001579043592437083
Position 565: 0.0001437652765963052
Position 409: 0.00013513511777463874
Position 577: 0.00010266987421798194
Position 1684: 9.703388388773166e-05
Position 1003: 9.19476222719298e-05
Position 279: 8.459675670249115e-05
Position 61: 4.965323491887899e-05
Position 1111: 4.384534373912442e-05
Position 619: 4.171227882765118e-05
Position 1216: 4.1463118376687887e-05
Position 192: 3.944206555960475e-05
Position 1936: 2.9642551203736e-05
Position 1560: 2.7656786876841566e-05
Position 1182: 2.7466202313927358e-05
Position 1268: 2.40427167324695e-05
Position 50: 2.217683726462561e-05
Position 1916: 1.929590106445984e-05
Position 1102: 1.743869211902134e-05
Position 1076: 1.731495646537943e-05
Position 1748: 1.5525588652126563e-05
Position 110: 1.4445994119115791e-05
Position 939: 1.2933018019685997e-05
Position 803: 9.938470515921557e-06
Position 304: 7.4410312906144066e-06
Position 727: 6.773929326559321e-06
Position 32: 6.469386301035286e-06
Position 10: 6.064516522451994e-06
Position 55: 5.6449445404975736e-06
Position 122: 5.453595411194805e-06
Position 684: 4.398910341861157e-06
Position 721: 3.0616973888120226e-06
Position 530: 2.357457382913104e-06
Position 742: 2.218241989725223e-06
Position 318: 5.916430741580069e-07
Position 700: 3.690196503206519e-07
Position 1334: 3.401865782870563e-07
Position 1286: 3.0535262185471273e-07
Position 336: 2.8156112067444774e-07
Position 918: 2.8132674499669746e-07
Position 1526: 2.3746894841271176e-07
Position 950: 1.1641673838066762e-07
Position 656: 1.1307148984410251e-07
Position 495: 1.0706347713699605e-07
Position 136: 7.944567298033816e-08
Position 1166: 7.610553484175712e-08
Position 1247: 7.390540631456857e-08
Position 165: 7.087169340644283e-08
Position 498: 6.385580102410003e-08
Position 198: 4.089426513681924e-08
Position 431: 4.019026835546511e-08
Position 481: 2.8841518505234748e-08
Position 467: 5.203462865499426e-09
Position 140: 2.5081957798752023e-09
Position 537: 7.799591995825225e-10
Position 470: 2.7646992735964737e-10
Position 1471: 1.0687129426218395e-10
Position 476: 2.8941201847926745e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 162: 0.9966137054996858
Position 460: 0.9878699122865102
Position 1379: 0.878633003420214
Position 912: 0.025588089482690184
Position 1576: 0.01931178607020226
Position 1247: 0.014211598358694694
Position 1150: 0.01002044058491812
Position 792: 0.009128010901438053
Position 1975: 0.006878436914650333
Position 1600: 0.005874202342743445
Position 1610: 0.004945668612164253
Position 795: 0.004130630245741448
Position 1102: 0.004094234806132489
Position 959: 0.003924715188002207
Position 304: 0.002781517281602338
Position 643: 0.002246750676384775
Position 863: 0.0020930698607329076
Position 684: 0.0015729585677176578
Position 344: 0.0009021229668075179
Position 1587: 0.000656914267358665
Position 1728: 0.0005451655188303216
Position 577: 0.00045549118193199994
Position 1653: 0.0004261982336041731
Position 587: 0.0003864202357399746
Position 664: 0.0003384305331699857
Position 1460: 0.0003349653677016344
Position 1734: 0.000334141929911018
Position 1326: 0.00032169727820840214
Position 55: 0.0002806537203891304
Position 1978: 0.00024335563376131361
Position 74: 0.0002280173308958527
Position 694: 0.00020468911896511072
Position 1740: 0.00017672710629755938
Position 1120: 0.00016698427014178886
Position 1497: 0.00014875903184854603
Position 673: 0.00012785436453272716
Position 1715: 0.00010525564844207412
Position 1482: 8.78576374440715e-05
Position 670: 8.688829096772502e-05
Position 1099: 7.545172624157678e-05
Position 969: 5.533104541767398e-05
Position 832: 5.294577756298082e-05
Position 1216: 4.622989119893389e-05
Position 742: 4.526096692697106e-05
Position 739: 4.317341186348047e-05
Position 1042: 3.852281254282846e-05
Position 1696: 3.7864782530593054e-05
Position 1255: 3.652628998624001e-05
Position 889: 2.8184227861449977e-05
Position 1981: 2.5217638940219868e-05
Position 191: 2.350315883663945e-05
Position 1018: 2.1845417587932957e-05
Position 487: 1.6868266974894332e-05
Position 1300: 1.545832244214188e-05
Position 371: 1.2612476264871222e-05
Position 1431: 1.24072735882754e-05
Position 844: 9.714248547586279e-06
Position 218: 6.946901582256717e-06
Position 182: 2.3893627239247024e-06
Position 396: 1.7187385819621558e-06
Position 221: 3.185105130109565e-07
Position 248: 1.7639977462916635e-07
Position 84: 1.610257985191238e-07
Position 376: 1.3148055666563736e-07
Position 96: 1.223751331153255e-07
Position 230: 6.213584361254979e-08
Position 875: 5.1762564712478056e-08
Position 555: 5.025138567245274e-08
Position 400: 2.4897347631196124e-08
Position 829: 2.2457415074907263e-08
Position 240: 1.3637358465259658e-08
Position 122: 1.333638453909391e-08
Position 93: 1.2587359927561413e-08
Position 104: 1.1390418479027068e-08
Position 565: 9.560803396658393e-09
Position 383: 7.806037228174093e-09
Position 175: 9.043937334188132e-10
Position 428: 6.749704663281895e-11
Position 209: 4.8870100099220005e-11
Position 595: 3.9758591078665827e-13
