Gene = RhoGAP68F
index = 1422
Annotated 5SS: [  84 1261 2510 2609 2862]
Annotated 3SS: [1094 2383 2575 2665 2924]
SMsplice 5SS: [  84 1261 2510 2609 2862]
SMsplice 3SS: [1094 2383 2572 2665 2924]
top_k =  500
Partition function (log Z): 0.24992406478216878

Sorted 5' Splice Sites (High to Low Probability):
Position 1261: 0.9927166115755881
Position 2862: 0.9886670004308468
Position 2510: 0.8668494735573553
Position 2609: 0.7546014888557322
Position 84: 0.5782618920548516
Position 3081: 0.2346932546140952
Position 2160: 0.09607361104519348
Position 924: 0.07946118561704076
Position 2304: 0.05316703876659795
Position 1050: 0.03088896608140512
Position 461: 0.028964955847805424
Position 44: 0.023830164655543298
Position 234: 0.020836374930000925
Position 934: 0.014999260647516948
Position 3078: 0.012858397868868662
Position 361: 0.011728312881078687
Position 834: 0.011574873920180398
Position 150: 0.009038621102373226
Position 118: 0.00862666173695949
Position 548: 0.008511783245912634
Position 442: 0.008147982940642774
Position 183: 0.005928794496753218
Position 959: 0.005195627700116578
Position 2034: 0.005169253006640717
Position 3088: 0.004972916402800989
Position 447: 0.004554946990977506
Position 870: 0.004279061043917142
Position 2692: 0.003989176652875094
Position 1938: 0.003885138239090742
Position 3085: 0.003803513171269959
Position 174: 0.002844809934720503
Position 1038: 0.0021740357995628343
Position 3983: 0.0016536822795468178
Position 571: 0.001610725506814283
Position 3993: 0.0015858565441541925
Position 221: 0.001504851907139522
Position 838: 0.0014832564223408431
Position 445: 0.0014757952088623833
Position 3099: 0.0014446034146585838
Position 3102: 0.0012051462035836177
Position 1951: 0.001167119951052942
Position 3112: 0.001076468192606876
Position 196: 0.001030025649293678
Position 459: 0.0010145960017341634
Position 2857: 0.0008903873388721169
Position 3987: 0.0008354383130473738
Position 2193: 0.0007956744842239716
Position 522: 0.0007712515781462537
Position 552: 0.0007121428464008328
Position 473: 0.0006171469794229731
Position 355: 0.0005743950143888637
Position 71: 0.000548925273713725
Position 2469: 0.0005090853236527029
Position 1445: 0.00046726377788006
Position 1451: 0.0003727478104186625
Position 213: 0.0003701406604273169
Position 357: 0.00034320440783229116
Position 3420: 0.00034246763676924654
Position 2132: 0.00028412789576161854
Position 1497: 0.0002795945324272311
Position 1935: 0.00026708796918848077
Position 33: 0.00025684057606059613
Position 719: 0.00023709854655101849
Position 1487: 0.00018227536299752738
Position 711: 0.000172689781550119
Position 1826: 0.00017048295367480472
Position 699: 0.00015837972641139357
Position 290: 0.0001437721792681157
Position 3948: 0.00013574307104520508
Position 618: 0.0001177415867422838
Position 3353: 0.0001131273105329299
Position 536: 9.75217932617602e-05
Position 2879: 9.709877649067884e-05
Position 4140: 9.347623097668159e-05
Position 407: 8.974414307891314e-05
Position 4013: 8.159574271394046e-05
Position 846: 7.202208922394278e-05
Position 945: 7.020862136899226e-05
Position 684: 6.814824824428659e-05
Position 331: 5.907722865950466e-05
Position 2584: 5.514023739105082e-05
Position 756: 4.1855059820257205e-05
Position 2588: 3.4773640298944075e-05
Position 1501: 5.677951816815757e-06
Position 2736: 4.033257171406931e-06
Position 36: 3.301052369357779e-06
Position 2974: 2.1007068193515648e-06
Position 3818: 1.0153285733376642e-06
Position 2795: 8.257537937411005e-07
Position 1286: 9.887375156769625e-08
Position 312: 8.076537352837432e-08
Position 2953: 7.014735487620155e-08
Position 3036: 3.830633882868535e-08
Position 271: 2.4832558345066912e-08
Position 293: 2.2093130378258878e-08
Position 359: 2.1318082902138422e-08
Position 365: 1.1971285717976481e-08
Position 3021: 1.713765162957811e-09
Position 374: 1.2238311673338587e-09
Position 1334: 5.931185706175113e-10
Position 296: 4.2380408932095584e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2924: 0.9906621492062798
Position 2383: 0.8877419472358445
Position 1094: 0.7722930073009019
Position 2665: 0.7219359304275881
Position 2572: 0.6011789872456327
Position 2575: 0.27643734092789757
Position 3143: 0.18488228199087547
Position 2271: 0.06222132912011193
Position 3131: 0.05303449395814131
Position 1989: 0.04435421175636575
Position 1870: 0.026518874501577493
Position 304: 0.02231516643651278
Position 2671: 0.020329018095860366
Position 858: 0.020010004947214534
Position 3179: 0.018074782275323012
Position 2050: 0.0171674565876708
Position 1316: 0.01521465843942745
Position 2072: 0.014179910001065327
Position 2093: 0.012839365339984588
Position 206: 0.012133889221255436
Position 1690: 0.011978960822266177
Position 2059: 0.01032625525493821
Position 663: 0.009795889283517071
Position 2751: 0.009589808109090167
Position 978: 0.007300449217079692
Position 2329: 0.007240750091682493
Position 2184: 0.0068759886416840665
Position 2132: 0.006518679571411115
Position 2308: 0.004083317252505047
Position 252: 0.004075952555844524
Position 407: 0.0037806506037046054
Position 1833: 0.003493229688646701
Position 1561: 0.003004368879708788
Position 374: 0.002935908287729841
Position 1008: 0.002917071750817595
Position 4039: 0.002734723604326767
Position 116: 0.0026291016792156546
Position 2706: 0.002299434597118622
Position 2989: 0.002253010427399794
Position 571: 0.0019565246183329637
Position 4224: 0.0019454998234218048
Position 3021: 0.0019339788711267285
Position 2295: 0.001825603463136929
Position 2608: 0.0018151272973366114
Position 1048: 0.001442936547908234
Position 1361: 0.0012995160741979118
Position 1487: 0.0012584395117984889
Position 1345: 0.0012260271636703596
Position 2098: 0.0010663111607885317
Position 3903: 0.0009799746457759286
Position 1632: 0.0009639687567252644
Position 257: 0.0008415434078562752
Position 3383: 0.0008339885684090405
Position 4250: 0.0008318655607551127
Position 1812: 0.0007998474008378916
Position 1731: 0.000770773524154688
Position 221: 0.0007672901353302265
Position 536: 0.0006782253099759403
Position 618: 0.0006492415973519485
Position 95: 0.0006204567867699033
Position 2079: 0.000613743792740233
Position 1392: 0.0005563236532761461
Position 2937: 0.0005497343958779657
Position 724: 0.0004469079998083528
Position 1406: 0.00032532836272791953
Position 3162: 0.00031275033528294896
Position 3495: 0.00031016225274242855
Position 942: 0.00029836490799284375
Position 1883: 0.00029465696727265766
Position 557: 0.0002829923059285307
Position 3568: 0.0002643993326815235
Position 2685: 0.00021956143290212068
Position 442: 0.00020741959940754313
Position 3842: 0.00020190064099276164
Position 3318: 0.00016639225164653324
Position 2164: 0.00016173260318933912
Position 3420: 0.00015791670916059762
Position 996: 0.00015763092925090942
Position 1386: 0.0001477060994519981
Position 2528: 0.00013861898459517158
Position 4017: 0.00013574307104520492
Position 2339: 0.0001282493144997636
Position 1188: 0.00011643220686039523
Position 807: 0.0001091651864487395
Position 3150: 0.0001084851389034318
Position 2545: 9.070158764727162e-05
Position 4163: 8.49262351740371e-05
Position 234: 7.811708472399762e-05
Position 884: 6.945735133706796e-05
Position 3758: 6.838932471563169e-05
Position 324: 6.157428919039786e-05
Position 158: 4.4986765960259336e-05
Position 3321: 4.3608971477696695e-05
Position 2759: 4.151115993161448e-05
Position 3198: 3.5457287879241566e-05
Position 2729: 2.867503388565229e-05
Position 575: 2.625967662630137e-05
Position 4453: 2.570464792612593e-05
Position 148: 2.5350274355474394e-05
Position 800: 1.7826908487629193e-05
Position 592: 1.6367382685311338e-05
Position 4499: 1.569247589227376e-05
Position 750: 1.4812411957699456e-05
Position 271: 1.3705299425627149e-05
Position 1442: 4.825246792265049e-06
Position 2940: 3.566681424427922e-06
Position 2997: 2.203459136101982e-06
Position 628: 1.780017097972345e-06
Position 387: 6.855247280672967e-07
Position 139: 3.412113983373097e-07
Position 83: 1.8534565142522124e-07
Position 118: 8.08648236099702e-09
