Gene = Thor
index = 1559
Annotated 5SS: [327]
Annotated 3SS: [750]
SMsplice 5SS: [327]
SMsplice 3SS: [750]
top_k =  500
Partition function (log Z): -4.175433666933269

Sorted 5' Splice Sites (High to Low Probability):
Position 327: 0.9965156006633514
Position 95: 0.05208324726992632
Position 89: 0.014893789210643398
Position 619: 0.008741952421880531
Position 956: 0.004725024036172234
Position 26: 0.004522542407583505
Position 672: 0.003898830690219145
Position 126: 0.0023319369752729407
Position 875: 0.0011567010155464443
Position 963: 0.0007519098776334974
Position 128: 0.000698951420874313
Position 93: 0.00054754247491357
Position 583: 0.0004796513201779798
Position 633: 0.00045499812029002775
Position 245: 0.0003581372138710941
Position 387: 0.0003065005441272009
Position 460: 0.00030028855524815063
Position 651: 0.000293887041668423
Position 363: 0.00023764657710758128
Position 278: 0.00022921003910969818
Position 150: 0.00021335802500424883
Position 392: 0.00021023683449957105
Position 579: 0.00016040520902770036
Position 331: 9.644379100720292e-05
Position 972: 8.220820508052722e-05
Position 528: 5.206344455615018e-05
Position 1007: 4.154392271757072e-05
Position 1049: 3.995366150170582e-05
Position 280: 3.222979413981025e-05
Position 509: 2.5420932798586454e-05
Position 1091: 2.239926028200767e-05
Position 373: 2.0464458209566626e-05
Position 1104: 1.8251091490924237e-05
Position 623: 1.3826303250425113e-05
Position 467: 1.371633466665587e-05
Position 941: 1.2368280841932322e-05
Position 138: 9.716061798508883e-06
Position 184: 6.582932656482664e-06
Position 1071: 6.004272499050567e-06
Position 611: 5.755746743482165e-06
Position 970: 4.810214181969416e-06
Position 503: 4.604341460755981e-06
Position 914: 4.434426444684469e-06
Position 1078: 2.7740371369230623e-06
Position 587: 2.3563476537203043e-06
Position 859: 2.1760969187038503e-06
Position 1047: 2.1383598888099735e-06
Position 512: 1.998559443534453e-06
Position 110: 1.7337364849335366e-06
Position 204: 3.7371316753013445e-07
Position 1095: 3.1645159388952e-07
Position 835: 3.036057322551949e-07
Position 828: 5.344121074399894e-10
Position 248: 1.2917600577396658e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 750: 0.9674356247392523
Position 176: 0.07057499376113717
Position 410: 0.028347760726292855
Position 619: 0.008220082685110517
Position 1137: 0.004237411866721966
Position 707: 0.003735567387437476
Position 1165: 0.002621411719098405
Position 209: 0.0014687684254435078
Position 143: 0.0013012131332076834
Position 1014: 0.0010723891520616408
Position 497: 0.0007812474309223908
Position 181: 0.0006577228694914189
Position 1063: 0.0005263593065135324
Position 423: 0.00040129363350606715
Position 460: 0.00032174067033817147
Position 1007: 0.00027870995496643924
Position 89: 0.00026826062925939235
Position 240: 0.00026745994872584387
Position 387: 0.0002502464693559198
Position 220: 0.00023401311335310328
Position 835: 0.0002217839864726281
Position 785: 0.000198267134421759
Position 631: 0.00018108424776674422
Position 268: 0.0001701713184949903
Position 1042: 0.00016566043114849712
Position 875: 0.00013748888887182774
Position 1047: 8.683541841715402e-05
Position 116: 7.432712861134669e-05
Position 373: 6.667895160121402e-05
Position 1078: 6.164082760958427e-05
Position 150: 5.922075737138021e-05
Position 959: 3.0506046562425867e-05
Position 935: 2.8560641738684817e-05
Position 908: 2.3712590282373937e-05
Position 587: 2.3517930055802e-05
Position 636: 2.1896351032849105e-05
Position 660: 2.0743789184784828e-05
Position 583: 1.1286507890326502e-05
Position 672: 8.282356270403071e-06
Position 770: 6.9017765779253875e-06
Position 509: 5.6425173837610615e-06
Position 941: 5.571658478684256e-06
Position 987: 5.505266468511716e-06
Position 244: 5.093269677878145e-06
Position 605: 3.5589138707965863e-06
Position 1145: 3.5562753314270754e-06
Position 905: 3.2481950013821504e-06
Position 923: 2.455943066649309e-06
Position 808: 1.3687342746260168e-06
Position 594: 1.0168969417572582e-06
Position 1071: 1.004259536803718e-06
Position 126: 3.9557155492345164e-07
Position 277: 5.4635610622440654e-08
Position 326: 1.152244462414413e-11
Position 347: 9.224020150282003e-12
Position 331: 3.674604815833985e-12
Position 392: 5.4079287560101685e-15
