Gene = CdGAPr
index = 1061
Annotated 5SS: [  119   613  9462 10791 12483 12865 14801]
Annotated 3SS: [  540  9056  9516 10856 12548 12935 14861]
SMsplice 5SS: [  119  9462 10624 10791 12483 12865 14801]
SMsplice 3SS: [ 9056  9516 10702 10856 12551 12935 14861]
top_k =  500
Partition function (log Z): 5.83535859685595

Sorted 5' Splice Sites (High to Low Probability):
Position 9462: 0.9978651230583817
Position 10791: 0.9977599398471882
Position 12483: 0.9911566490360009
Position 12865: 0.9635107171062455
Position 14801: 0.9258461896670775
Position 10624: 0.8168138334253499
Position 119: 0.3550522099690553
Position 11465: 0.2802913381597636
Position 613: 0.1922326894879867
Position 167: 0.169779259947876
Position 888: 0.1474109283645002
Position 12706: 0.13567960224490605
Position 12155: 0.12677396833977114
Position 11141: 0.10369079988792054
Position 9656: 0.07224599929157671
Position 186: 0.04706571230527498
Position 68: 0.04210488640245103
Position 16034: 0.0359411676697171
Position 11522: 0.03381364127069193
Position 13839: 0.03316235742442019
Position 10033: 0.031675970591960256
Position 4342: 0.03085258864591411
Position 10192: 0.03078441509754146
Position 403: 0.02809791772383522
Position 4337: 0.023454552017556453
Position 1235: 0.023306505571593982
Position 9798: 0.020666634127125952
Position 13377: 0.018000460408416224
Position 348: 0.01708326673484331
Position 10001: 0.015946017041755033
Position 14110: 0.013088529424510699
Position 5514: 0.012497589865035665
Position 8697: 0.012375851702152486
Position 171: 0.012137282884765281
Position 200: 0.01020133231170657
Position 9671: 0.009730306988139719
Position 16061: 0.009637425781650175
Position 14640: 0.008811437964341197
Position 11740: 0.008525491486514979
Position 4404: 0.008068199679253532
Position 10310: 0.007685781857533481
Position 222: 0.007599260565812685
Position 1209: 0.006863453642179198
Position 10592: 0.006781199700587339
Position 6674: 0.006406071028273281
Position 6670: 0.006130916732852901
Position 10445: 0.005821886935047983
Position 13135: 0.005585887190509845
Position 10096: 0.00528878299526845
Position 123: 0.005140042936153926
Position 983: 0.004875847364213038
Position 177: 0.004811449607398433
Position 13139: 0.004660521030657958
Position 731: 0.004612691671015068
Position 277: 0.0045475028549461375
Position 175: 0.004493261269195269
Position 11581: 0.0043200885630829645
Position 204: 0.004018997281624537
Position 6610: 0.0034973093379283074
Position 9581: 0.003473608838812108
Position 15791: 0.0034404130665707756
Position 13229: 0.0033003152414201767
Position 10644: 0.0032245280860134944
Position 5729: 0.0027737706675673877
Position 609: 0.002726461209049471
Position 6104: 0.0026293169093199154
Position 617: 0.002450964384993551
Position 4902: 0.0024018300972796316
Position 15020: 0.002391643389389447
Position 100: 0.00233506278106547
Position 9612: 0.002077757922729957
Position 80: 0.0019523146956819005
Position 12809: 0.0019461048464200373
Position 173: 0.0019453857813140117
Position 14028: 0.0018883172227019641
Position 12657: 0.0018354305420622212
Position 10795: 0.0017998757246305206
Position 16266: 0.0016483774909357531
Position 10237: 0.0015324926680321822
Position 9600: 0.0014058292184468367
Position 9894: 0.0013824722663873597
Position 747: 0.0012796046951755419
Position 735: 0.0012269701151845557
Position 743: 0.001155444304540823
Position 9632: 0.001089377235367116
Position 13398: 0.0009174556945635618
Position 15779: 0.0008853198621833432
Position 739: 0.0008809461891920397
Position 12013: 0.0008029534461682845
Position 12487: 0.000744030916001743
Position 13059: 0.0006662968684093197
Position 9466: 0.0005846687592897325
Position 9469: 0.00047103562305291484
Position 11681: 0.0004680730389329972
Position 9905: 0.0004579473209097048
Position 11905: 0.0004241005521398391
Position 13407: 0.0004176945917141284
Position 15932: 0.00039889750117286476
Position 13705: 0.0003646735056456043
Position 14554: 0.0003499714104539313
Position 13365: 0.00034854420526580463
Position 11434: 0.00034241580092893856
Position 10628: 0.0002632591495766724
Position 11846: 0.00026293732347729116
Position 12698: 0.00018977890858787018
Position 9160: 0.00017818251680237225
Position 549: 0.00016707919412691928
Position 551: 0.00015778288442774656
Position 254: 0.00014803294402356815
Position 12964: 0.00013192109617410583
Position 13157: 0.0001315355948759408
Position 9102: 0.0001248468109771105
Position 9444: 0.00012165072362263871
Position 9585: 0.00010608055643892883
Position 11138: 0.00010524172210455122
Position 13094: 0.0001040943404666361
Position 14380: 9.858123885738973e-05
