Gene = Bsg25D
index = 55
Annotated 5SS: [ 615 1613 2037 2261 4530 5388 5563]
Annotated 3SS: [1367 1816 2179 2767 4957 5450 5619]
SMsplice 5SS: [ 591 1613 2037 2261 4530 5388 5563]
SMsplice 3SS: [1367 1816 2179 2767 4957 5450 5619]
top_k =  500
Partition function (log Z): 10.733762997834244

Sorted 5' Splice Sites (High to Low Probability):
Position 1613: 0.9982517474805411
Position 5563: 0.9952412249977188
Position 5388: 0.9662189222650671
Position 2037: 0.9578813944618734
Position 2261: 0.8925253744482469
Position 4530: 0.6204194527318887
Position 1302: 0.5778981903560493
Position 591: 0.4982374466196416
Position 615: 0.3498254284167088
Position 3187: 0.2812969784564924
Position 1156: 0.13353251397571017
Position 4599: 0.06146855130275653
Position 1025: 0.03909422113910938
Position 833: 0.03891448039945809
Position 2893: 0.029605905748008372
Position 1257: 0.027495562271769858
Position 4551: 0.02629121896150864
Position 2674: 0.02198547247089741
Position 365: 0.02013255182226685
Position 6292: 0.013640435527529636
Position 801: 0.01189836583034276
Position 2690: 0.011483207939213081
Position 2326: 0.00549282378560135
Position 6283: 0.0052512023539296
Position 3154: 0.004491767413841643
Position 3313: 0.0037205524261035407
Position 661: 0.0030358106996772006
Position 2703: 0.002901223599700741
Position 698: 0.002735976004724676
Position 4105: 0.002088913271305123
Position 6015: 0.0019045998851468008
Position 4534: 0.0017090333210645844
Position 349: 0.0016809316296597873
Position 6286: 0.0016379387639401544
Position 5889: 0.0015548621562237075
Position 606: 0.0015245430322960395
Position 6275: 0.0014212405064965915
Position 150: 0.0013344261351076088
Position 2418: 0.0012606665132442673
Position 4564: 0.0011428568491857309
Position 583: 0.0009772996642557024
Position 256: 0.0009440490799562365
Position 2701: 0.0008848641397911602
Position 2410: 0.0008707875560891535
Position 2265: 0.0006290586424493801
Position 1666: 0.0005882123174751938
Position 144: 0.0005141853302831883
Position 187: 0.0005131403292046525
Position 831: 0.00048796751425748
Position 1445: 0.0004554333429142859
Position 1636: 0.00045139868103645346
Position 1163: 0.0003946426734165501
Position 2377: 0.00038690664179882
Position 6125: 0.000349341661579062
Position 3551: 0.00030459111219786276
Position 5802: 0.00027843484631315626
Position 141: 0.0002461922410453954
Position 598: 0.0002460081364620365
Position 6051: 0.00024241949418085554
Position 6538: 0.00021198631434507265
Position 1683: 0.00020566840017661341
Position 776: 0.00019531304399262038
Position 379: 0.00019419153971204732
Position 5841: 0.0001926664624247394
Position 6514: 0.00018184778666959243
Position 2469: 0.00015019613943035117
Position 837: 0.00014901177049170795
Position 727: 0.00013416714500548814
Position 46: 0.00012810764307660352
Position 1237: 0.00012232793375840172
Position 5730: 0.00011924948673945248
Position 6338: 0.00011099070744616238
Position 1261: 0.00010359216401120295
Position 2105: 9.767957646914257e-05
Position 2243: 9.457188096030653e-05
Position 124: 8.217098453160458e-05
Position 1176: 6.575272668300086e-05
Position 5848: 5.8497488061030805e-05
Position 1206: 5.7234362905110755e-05
Position 1867: 5.3694019580040725e-05
Position 2129: 5.1701720713489565e-05
Position 1607: 4.7772108459887904e-05
Position 5602: 4.214434615842979e-05
Position 1978: 4.0961939536213955e-05
Position 23: 3.9684021169895835e-05
Position 1631: 3.8201073622716595e-05
Position 292: 3.721847748765932e-05
Position 1661: 3.7130425793641805e-05
Position 105: 3.571169641359322e-05
Position 1622: 3.3878841679407035e-05
Position 1722: 3.3747870052149664e-05
Position 2283: 3.359739111492613e-05
Position 2345: 3.1365048704071106e-05
Position 937: 3.0231222979533633e-05
Position 2041: 2.488937478730686e-05
Position 103: 2.4008810874423374e-05
Position 2102: 2.0125206604134362e-05
Position 5640: 1.9257070795394512e-05
Position 2099: 1.4595674383050483e-05
Position 1211: 1.377536357856274e-05
Position 923: 9.817608126371669e-06
Position 2024: 8.7682155315496e-06
Position 2318: 8.057939219303887e-06
Position 260: 8.041270223841846e-06
Position 111: 6.927146310575931e-06
Position 2364: 6.107103621619411e-06
Position 2247: 4.926464755394138e-06
Position 1643: 3.2057107893039634e-06
Position 1899: 2.630801803133808e-06
Position 547: 2.154135837352186e-06
Position 1704: 1.9505047612120416e-06
Position 533: 1.8085205433794996e-06
Position 5780: 1.8040737075892633e-06
Position 116: 1.7767741888485053e-06
Position 5896: 1.7089627324685007e-06
Position 1617: 1.330453712742614e-06
Position 1619: 1.1265740969917822e-06
Position 1902: 1.0690548060937378e-06
Position 172: 8.689691232093898e-07
Position 5772: 7.003039729602334e-07
Position 237: 5.079911278220716e-07
Position 1379: 4.348620702893129e-07
Position 1860: 3.74703335933777e-07
Position 718: 3.669768293864987e-07
Position 445: 3.071276620969474e-07
Position 403: 2.5461083175748025e-07
Position 535: 1.361661171650567e-08
Position 424: 9.460280525435169e-09
Position 426: 2.9124435369390976e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1816: 0.9828442145991391
Position 5619: 0.9818321374566298
Position 1367: 0.9621626540861019
Position 5450: 0.9578056157698087
Position 2767: 0.8741253412562178
Position 2179: 0.8100109911720906
Position 4993: 0.4457294330774444
Position 4957: 0.4366659061499749
Position 883: 0.2725949333983768
Position 880: 0.1950771912485847
Position 1155: 0.07488464659037487
Position 3621: 0.06988367968155505
Position 2109: 0.049120249870754855
Position 1206: 0.03663228753897188
Position 1013: 0.03575184435669189
Position 4721: 0.03335909520310869
Position 2518: 0.030876871586676916
Position 411: 0.022281569140597705
Position 753: 0.021799522255707086
Position 5041: 0.0206896735205021
Position 2469: 0.018173452523787995
Position 6358: 0.015509984042024147
Position 685: 0.015399392687407802
Position 697: 0.015379786020026699
Position 5011: 0.013788134823672225
Position 1837: 0.012127158015918321
Position 4013: 0.010498583723209777
Position 5018: 0.009345603072539965
Position 5477: 0.008568304402704252
Position 4327: 0.008423142642953185
Position 3373: 0.008318899292268768
Position 2715: 0.008184954146149004
Position 661: 0.00780094916103283
Position 923: 0.007733626083956515
Position 920: 0.007674617081149857
Position 5215: 0.007636938924898016
Position 4464: 0.007082092265179894
Position 647: 0.0067781093349728394
Position 1043: 0.006201485687444107
Position 3387: 0.005894786726269566
Position 6355: 0.005689710384177877
Position 2410: 0.0051864345981852905
Position 4910: 0.004759922454108269
Position 3282: 0.004634739448663618
Position 1211: 0.004520542747743478
Position 5516: 0.0040641776347140465
Position 5474: 0.003828134647321659
Position 5699: 0.0035268154943761025
Position 1087: 0.0033418263337402334
Position 3428: 0.0033051209834107998
Position 1333: 0.003111368111626307
Position 1854: 0.0030436376640769172
Position 2348: 0.002913892950240108
Position 6018: 0.002789979637514767
Position 784: 0.0027181404450451955
Position 2578: 0.0026824207699954446
Position 2148: 0.0025367831658720213
Position 5197: 0.0024836083862902324
Position 762: 0.0024434303669005984
Position 3029: 0.0023802010019570814
Position 2136: 0.0023654050513418146
Position 2565: 0.002359587801543314
Position 3470: 0.0023398753891652325
Position 5633: 0.0023177508555937594
Position 3279: 0.0020930805069358143
Position 4622: 0.0020595010821027487
Position 6364: 0.002013587703177025
Position 3747: 0.001968640126126786
Position 6206: 0.001868240860226624
Position 1159: 0.0018404536646286023
Position 4422: 0.0017029126851806802
Position 3721: 0.001570980103790671
Position 5662: 0.001362631001048173
Position 951: 0.0013470626876580178
Position 1494: 0.001289498172622395
Position 3405: 0.001228463894382066
Position 6332: 0.0012138489833079895
Position 1023: 0.0010972097561067257
Position 890: 0.0009955141860663766
Position 5980: 0.0009625239871525989
Position 5714: 0.0009487146830554768
Position 3642: 0.0007850068700607641
Position 2318: 0.0007751166027943953
Position 2994: 0.0007514740880140312
Position 3929: 0.0007310499520800139
Position 6592: 0.000664928331815296
Position 3396: 0.0006281753457505748
Position 311: 0.0006166151174712896
Position 6588: 0.0005885753066838804
Position 1791: 0.0005560598077727959
Position 795: 0.0005428050424368263
Position 3634: 0.00042435861986219315
Position 277: 0.0003969863379758851
Position 2473: 0.00032318054500532256
Position 2580: 0.00031819720385609763
Position 3017: 0.00030131417376731993
Position 1305: 0.0002962061268875856
Position 1725: 0.00024338179102704717
Position 6393: 0.00021806043341800264
Position 3086: 0.00021030913218681618
Position 5777: 0.00019736733572226295
Position 6465: 0.00018897887109403194
Position 3236: 0.00018682233670578961
Position 5705: 0.00017455015222468984
Position 5678: 0.00017080991242656064
Position 668: 0.00015436066963162986
Position 5903: 0.00015228060032662562
Position 2784: 0.00011763444439436087
Position 2803: 0.00011697885148966088
Position 331: 0.00010052739541983921
Position 5822: 9.98731650194074e-05
Position 1881: 9.522116451377945e-05
Position 1916: 8.74825525199589e-05
Position 165: 8.207380058504841e-05
Position 1268: 7.818543376089744e-05
Position 214: 7.270631806785831e-05
Position 6679: 7.187653908509803e-05
Position 2446: 5.770827288217318e-05
Position 1683: 4.7342672337929724e-05
Position 1722: 2.4175411925268186e-05
Position 2810: 2.273360238691773e-05
Position 3033: 2.19819839242712e-05
Position 2217: 2.1008590481343345e-05
Position 1417: 1.752824860807464e-05
Position 1444: 1.7415946696282705e-05
Position 1690: 1.4453626833516801e-05
Position 900: 1.4007819136401456e-05
Position 1055: 1.2207919033499959e-05
Position 1999: 1.0035563102935377e-05
Position 4657: 9.467229933173844e-06
Position 424: 9.085334748106752e-06
Position 1839: 8.760596656832285e-06
Position 1314: 6.864575960732154e-06
Position 445: 6.134745835954219e-06
Position 457: 5.716232728515492e-06
Position 124: 3.760629643838814e-06
Position 388: 3.6118750854224994e-06
Position 1751: 3.450683948239727e-06
Position 136: 3.3618432249872112e-06
Position 287: 2.3068786476078665e-06
Position 1740: 2.1144334499877168e-06
Position 103: 1.988082970756223e-06
Position 1066: 1.7578113032527847e-06
Position 292: 1.0355871969149193e-06
Position 507: 1.0281374567434875e-06
Position 1970: 8.779915587868265e-07
Position 364: 6.183683627069221e-07
Position 1935: 5.421908594654802e-07
Position 547: 4.2874678451688264e-07
Position 391: 2.9932859847993635e-07
Position 385: 2.2502224391731884e-07
Position 65: 2.1378826362477e-07
Position 801: 1.8593057133962583e-07
Position 553: 1.5802363369044266e-07
Position 487: 1.1434302352961056e-07
Position 1987: 1.0508282759780296e-07
Position 418: 8.138563700257528e-08
Position 475: 8.0240389825348e-08
Position 2260: 6.981354243927033e-08
Position 2225: 5.522295208029219e-08
Position 519: 3.993995881280213e-08
Position 2277: 5.921201690200013e-09
Position 526: 2.9382662602788446e-09
Position 150: 2.3903652264408436e-09
Position 144: 2.2740930546923004e-09
Position 141: 1.1614985945676091e-09
Position 556: 9.691367983942754e-10
Position 442: 5.8163828444677565e-11
Position 308: 2.0714635934268123e-14
