Gene = Ilp2
index = 1225
Annotated 5SS: [229]
Annotated 3SS: [301]
SMsplice 5SS: [229]
SMsplice 3SS: [301]
top_k =  500
Partition function (log Z): -6.885721467532736

Sorted 5' Splice Sites (High to Low Probability):
Position 229: 0.9889170594779422
Position 183: 0.003930844071594161
Position 194: 0.002052821542636697
Position 178: 0.0013555940766271299
Position 204: 0.001132900761924314
Position 171: 0.0010906592626318513
Position 541: 0.0007149562683622022
Position 282: 0.0006886456710489718
Position 52: 0.0005433058597543519
Position 489: 0.0002574989221608003
Position 35: 0.00022657489432150493
Position 185: 0.00017856341679666597
Position 528: 0.00017506261825971973
Position 675: 0.0001284389231584289
Position 632: 0.0001127676118179695
Position 506: 0.0001024419947219653
Position 616: 9.917350892323189e-05
Position 654: 7.877816507106567e-05
Position 395: 5.56254488302005e-05
Position 126: 4.313749510866334e-05
Position 538: 3.94962179062596e-05
Position 233: 3.902997485782985e-05
Position 501: 3.471541383665077e-05
Position 154: 3.0239273591958384e-05
Position 591: 2.758722984563811e-05
Position 427: 1.9389755136200003e-05
Position 102: 1.4793232212446656e-05
Position 425: 1.418260826807352e-05
Position 668: 1.0045678715520709e-05
Position 96: 9.43693053233806e-06
Position 131: 9.136510635554398e-06
Position 481: 8.527884030538267e-06
Position 354: 3.0770088380974084e-06
Position 342: 2.492993058994229e-06
Position 448: 1.7892775866533902e-06
Position 305: 8.871300974487855e-08
Position 80: 1.5064377155831051e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 301: 0.580423233232337
Position 342: 0.4104064597494497
Position 725: 0.0053334478907165256
Position 664: 0.0028880292252044305
Position 314: 0.0012427747432328141
Position 351: 0.0005419606900520233
Position 272: 0.00044966530677810864
Position 118: 0.00034227052404692807
Position 448: 0.00022478325609274707
Position 126: 8.8005927711411e-05
Position 354: 6.059274890388607e-05
Position 243: 3.785547281611188e-05
Position 516: 3.374518515894672e-05
Position 395: 1.8195155880098927e-05
Position 475: 1.5140278485050308e-05
Position 545: 1.0611758786909223e-05
Position 552: 8.697395677915125e-06
Position 250: 8.57865231534489e-06
Position 154: 4.961841920013267e-06
Position 218: 3.682568825552688e-06
Position 259: 1.6374817844404647e-06
Position 360: 1.3747950538558134e-06
Position 528: 1.0456368108952627e-06
Position 161: 9.57352144182574e-07
Position 194: 3.375481695106077e-07
Position 455: 2.897451243321184e-07
Position 366: 1.8739439319778792e-07
Position 233: 1.8144928311173942e-07
Position 141: 6.671007843889859e-08
Position 131: 6.579999531213696e-08
Position 501: 4.013391083568189e-08
Position 191: 3.571565418828286e-09
Position 170: 7.172552776714811e-10
Position 178: 2.6023207927384864e-10
