Gene = l(2)05287
index = 1742
Annotated 5SS: [ 260  707 1476 1719 2959 3393]
Annotated 3SS: [ 322  820 1539 1783 3021 7016]
SMsplice 5SS: [ 260  707 1476 1719 2959 3393]
SMsplice 3SS: [ 322  820 1539 1783 3021 7016]
top_k =  500
Partition function (log Z): 23.736344733287133

Sorted 5' Splice Sites (High to Low Probability):
Position 3393: 0.9993538434352801
Position 1719: 0.9993270539231335
Position 2959: 0.9970566325711018
Position 707: 0.9961228190664649
Position 1476: 0.9924312876204976
Position 260: 0.9679147417151118
Position 2692: 0.36528347124623667
Position 53: 0.24921796387180406
Position 1251: 0.08264594161063611
Position 1257: 0.06855058095703623
Position 1230: 0.05635173160028332
Position 2662: 0.03842250733461301
Position 1908: 0.03130703716183258
Position 5651: 0.027920447858322074
Position 217: 0.026262824477170026
Position 1089: 0.026032230879823894
Position 6770: 0.021750598796824484
Position 3839: 0.015566460697393914
Position 6276: 0.015478546895885011
Position 7379: 0.014004842599217212
Position 1913: 0.01098869096326468
Position 2037: 0.009551305392845544
Position 4335: 0.007624509291060826
Position 2307: 0.006845044297814069
Position 1363: 0.0067730780673748905
Position 2340: 0.00663948173207432
Position 1190: 0.0064935223433789475
Position 2280: 0.005579053605033555
Position 2710: 0.005273150862700769
Position 1227: 0.005127705120183891
Position 1955: 0.003748319222493576
Position 36: 0.0037389798673850808
Position 2659: 0.00343408805747495
Position 505: 0.00276728872001308
Position 3214: 0.0021891914430009663
Position 647: 0.0021080008824117687
Position 2823: 0.002009619912502441
Position 2937: 0.0018875678976862991
Position 1210: 0.0018396093381639294
Position 3798: 0.0018027279809017347
Position 3208: 0.0017498122452001743
Position 1145: 0.0017071999765789132
Position 160: 0.0016389735431209778
Position 2447: 0.0014662333804228984
Position 483: 0.0012240386094193134
Position 5775: 0.0011162357025360273
Position 1212: 0.0010852070530142665
Position 2239: 0.0007828728734243707
Position 3910: 0.0007145204356547687
Position 463: 0.0005862441481946569
Position 2024: 0.0005845724029199697
Position 5815: 0.0004550345408734233
Position 670: 0.00045275027888596285
Position 1119: 0.0004515844228987866
Position 86: 0.0004257066106708129
Position 987: 0.000404704553684153
Position 293: 0.0003694836506772379
Position 240: 0.00035417855398023313
Position 1410: 0.0002858319277501438
Position 3584: 0.000270576356165056
Position 1899: 0.00025624425447684415
Position 2817: 0.0002505291858905833
Position 26: 0.0002496169090542938
Position 639: 0.00024152298085040525
Position 863: 0.000221463900488622
Position 4561: 0.0002154693341646663
Position 2041: 0.0002122966579459612
Position 1960: 0.00021214327995530227
