Gene = Drep4
index = 1138
Annotated 5SS: [293 768]
Annotated 3SS: [643 821]
SMsplice 5SS: [293 768]
SMsplice 3SS: [643 821]
top_k =  500
Partition function (log Z): -2.3468741726786306

Sorted 5' Splice Sites (High to Low Probability):
Position 768: 0.9965699545729336
Position 293: 0.9189803423317777
Position 1325: 0.27234818945486616
Position 1814: 0.26633624693916885
Position 1574: 0.16869908701030786
Position 2018: 0.052838616975636105
Position 2028: 0.035389101493593866
Position 448: 0.012896515100830218
Position 152: 0.010194732799900734
Position 381: 0.009979962648602231
Position 1818: 0.009645138482886659
Position 1395: 0.008861811673800271
Position 2230: 0.007517103700573103
Position 206: 0.005433234418911995
Position 1160: 0.005127429517361653
Position 585: 0.003760652101649981
Position 476: 0.003696493786523874
Position 1790: 0.0021251937030974666
Position 419: 0.0016195606434192653
Position 872: 0.0015237839150979125
Position 2242: 0.0013699920244158986
Position 937: 0.0012611253921498877
Position 1132: 0.0011898895944396836
Position 1336: 0.0009991067994765057
Position 1203: 0.0008502874306325043
Position 536: 0.0007825095269118035
Position 183: 0.0007207521672970682
Position 471: 0.0006725326585555411
Position 1080: 0.0006238211478948928
Position 1856: 0.0005990870187723522
Position 1015: 0.0004381772480234158
Position 1616: 0.00040799191260858697
Position 1476: 0.0003990533254343643
Position 1082: 0.0003423640320004337
Position 1183: 0.00019616855778863525
Position 1499: 0.00018874045577835664
Position 1619: 0.00012338826699370234
Position 1465: 0.0001210046902724579
Position 1369: 0.00011360110597148256
Position 423: 0.000101472948278251
Position 1639: 8.110981022378543e-05
Position 1012: 7.81747471889903e-05
Position 353: 7.357118980415666e-05
Position 286: 7.294935158914335e-05
Position 1007: 6.637006967916099e-05
Position 916: 6.417395452948734e-05
Position 1596: 5.652894992470527e-05
Position 324: 5.1843911644008654e-05
Position 1594: 4.2527404287209594e-05
Position 755: 2.0133061074521747e-05
Position 28: 1.905046245899258e-05
Position 1225: 1.844753884819478e-05
Position 140: 1.7659732219391854e-05
Position 368: 1.685497140852362e-05
Position 601: 1.655438324267992e-05
Position 492: 1.4055802086766795e-05
Position 835: 1.184271399170579e-05
Position 1068: 1.1124435996526016e-05
Position 408: 1.0391863037090246e-05
Position 2036: 9.44079816025228e-06
Position 1797: 8.078245885707023e-06
Position 1381: 4.683723976108649e-06
Position 503: 2.939305125594028e-06
Position 1172: 2.464786338224518e-06
Position 739: 1.8489474617716482e-06
Position 195: 1.1464474570504027e-06
Position 778: 7.111247006481836e-07
Position 398: 4.570088033148486e-07
Position 661: 4.312371475951845e-07
Position 466: 3.845759154798146e-07
Position 737: 2.894139700450684e-07
Position 82: 3.895431207740487e-09
Position 730: 2.1382778867737124e-09
Position 810: 9.793575272480106e-10
Position 686: 2.1755320825417128e-10
Position 700: 1.598727543675953e-10
Position 688: 1.306285298631432e-10
Position 624: 1.0838712321257354e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 821: 0.9166014774642764
Position 643: 0.7010668140359197
Position 1498: 0.2557784529685749
Position 356: 0.24855167442301984
Position 1925: 0.20009962425263608
Position 2080: 0.09605299584153186
Position 1666: 0.08720326712694733
Position 2132: 0.06204591005476243
Position 1649: 0.05070471871132045
Position 904: 0.040505060723395304
Position 871: 0.021252681627280764
Position 1679: 0.016455707386411937
Position 2524: 0.01236109313966319
Position 1411: 0.011628241026779984
Position 2283: 0.011206713739089252
Position 2164: 0.010690388114061889
Position 1702: 0.008935820286199058
Position 448: 0.006073602845304667
Position 844: 0.0048734370786289215
Position 1933: 0.004664139099677546
Position 2292: 0.00434994710521866
Position 2103: 0.004065133659551027
Position 205: 0.004014402428094374
Position 1588: 0.00400620517689467
Position 2161: 0.0026268364111889622
Position 392: 0.0022753876620284306
Position 1631: 0.002203756578187054
Position 2017: 0.002106864454623783
Position 2242: 0.001454752187704577
Position 2178: 0.0013566164491057749
Position 551: 0.0013001437864359879
Position 529: 0.0009188621781019826
Position 476: 0.0008597209978984866
Position 479: 0.0008170554933954933
Position 2328: 0.0007957582551675055
Position 2482: 0.0006897988763081785
Position 1708: 0.0006699973272055485
Position 955: 0.000587428422618
Position 1243: 0.0005388581613130313
Position 1267: 0.0004945154898440904
Position 724: 0.0004912406616867381
Position 2134: 0.00027647988553383354
Position 1264: 0.0002387899374065354
Position 1639: 0.00023750160021162843
Position 606: 0.00022918311368024538
Position 841: 0.00015939273564961502
Position 408: 0.0001501598660977437
Position 835: 0.00014680844915716739
Position 531: 0.00011078058761548385
Position 1183: 9.77761716432456e-05
Position 1249: 8.852622863999818e-05
Position 1450: 8.515037435015851e-05
Position 269: 8.464013935944514e-05
Position 1437: 6.814660203083252e-05
Position 564: 6.488475008386366e-05
Position 975: 6.233157185133661e-05
Position 1612: 5.511594550256636e-05
Position 952: 5.337179367673315e-05
Position 700: 3.9528697412848695e-05
Position 368: 3.8058340645065114e-05
Position 711: 2.1904439754172674e-05
Position 1699: 2.092216409990927e-05
Position 997: 1.785386309985578e-05
Position 1075: 1.5139148808955515e-05
Position 220: 1.1710653048653343e-05
Position 652: 1.0691499615725813e-05
Position 1568: 7.934565670165025e-06
Position 1447: 7.69930139903401e-06
Position 99: 6.885107847414834e-06
Position 990: 6.860288790290535e-06
Position 685: 6.624653643740743e-06
Position 1180: 4.1655414357452186e-06
Position 310: 3.0403897271646685e-06
Position 916: 2.8777942253892395e-06
Position 102: 2.2563251964931216e-06
Position 330: 1.955278573420996e-06
Position 737: 1.8410461137400261e-06
Position 755: 1.5617092394946755e-06
Position 1150: 1.5468969917787015e-06
Position 1051: 1.1952150977302299e-06
Position 979: 1.1719379656837317e-06
Position 123: 5.810546121154787e-07
Position 274: 5.415912270834332e-07
Position 171: 5.374746491553788e-07
Position 297: 3.4840395018947026e-07
Position 282: 2.1576758274486915e-07
Position 120: 2.100081889103421e-07
Position 134: 1.2253748620368776e-07
Position 286: 1.0859950039382546e-07
Position 179: 5.6792718467714825e-08
Position 1102: 5.609372129227516e-08
Position 228: 4.8715309297339043e-08
Position 1048: 4.806348044378586e-08
Position 115: 9.04229844783695e-09
Position 148: 7.424438922813561e-09
Position 182: 4.490836780193264e-09
Position 140: 2.389377316531442e-09
Position 245: 2.4222478433135195e-10
Position 127: 1.3332419985440117e-10
Position 71: 2.8445831602843363e-11
Position 156: 1.4247298100607746e-16
