Gene = Cen
index = 1066
Annotated 5SS: [228]
Annotated 3SS: [312]
SMsplice 5SS: [228]
SMsplice 3SS: [312]
top_k =  500
Partition function (log Z): -12.655048529936513

Sorted 5' Splice Sites (High to Low Probability):
Position 228: 0.3121969517955277
Position 1182: 0.2931615097421907
Position 774: 0.08595109809619846
Position 1591: 0.056986096150504914
Position 1926: 0.05273412333412528
Position 561: 0.052236954277380954
Position 113: 0.05059046083362981
Position 1711: 0.02405347471683339
Position 2024: 0.022816576415877993
Position 993: 0.020246148760938464
Position 373: 0.018199865397866142
Position 117: 0.017693248280622943
Position 175: 0.016111083610418644
Position 1726: 0.014078936229828082
Position 2723: 0.01388961110701132
Position 2520: 0.012530377309493745
Position 1339: 0.009785419421941525
Position 237: 0.0059474173735342
Position 1449: 0.005890616797655758
Position 973: 0.005038512133462658
Position 55: 0.00489430000929617
Position 2742: 0.004056761498116923
Position 183: 0.003525313777018819
Position 1017: 0.0031663290018184016
Position 1690: 0.0026645599911820235
Position 1917: 0.002248590372713503
Position 823: 0.002096745188889359
Position 1201: 0.0020925694714470067
Position 582: 0.002042691340622133
Position 1336: 0.0019462887471598763
Position 488: 0.0017025405283904343
Position 1102: 0.001653803240344717
Position 870: 0.0015648965134514431
Position 2229: 0.001286014444499313
Position 393: 0.000842464449363112
Position 243: 0.0007739750497120886
Position 341: 0.0005950156984825832
Position 93: 0.0004326701487766575
Position 64: 0.00038422918560288873
Position 189: 0.00030637244833606403
Position 40: 0.0002495971288369324
Position 868: 0.0002219730135769731
Position 2386: 0.00020945492860301174
Position 30: 0.0002069436910813944
Position 1199: 9.435086544143727e-05
Position 950: 4.780439642000958e-05
Position 937: 4.26890378045926e-05
Position 600: 3.907007189001987e-05
Position 1983: 2.260043874556181e-05
Position 1077: 1.5245681618266795e-05
Position 1073: 1.445571460134611e-05
Position 62: 1.0736856773272885e-05
Position 875: 7.318170414094335e-06
Position 17: 6.149457325587484e-06
Position 102: 6.075023259657545e-06
Position 1052: 3.879276971002373e-06
Position 891: 3.011770360230616e-06
Position 385: 2.753157955204888e-06
Position 157: 1.810373820304875e-06
Position 47: 1.4985924015650063e-06
Position 347: 1.4647472778997834e-06
Position 192: 1.1034286806653623e-06
Position 198: 7.63105774721954e-07
Position 401: 2.549411648124921e-07
Position 1163: 1.5781987635715151e-07
Position 782: 1.1091578079745262e-07
Position 314: 8.268047793288272e-08
Position 828: 7.444147508677139e-08
Position 835: 6.554268074660304e-08
Position 830: 1.8156765164216486e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2232: 0.3800494413350773
Position 312: 0.28737397521539976
Position 2125: 0.16412211450514314
Position 1393: 0.08021854465400689
Position 2893: 0.03381557963009084
Position 1976: 0.020304452393532943
Position 2588: 0.014677619495171693
Position 1422: 0.014104849280832716
Position 1275: 0.00947496651927955
Position 632: 0.008875123160919814
Position 937: 0.00865076273510438
Position 1049: 0.008522283168145382
Position 2610: 0.00839535229697875
Position 1336: 0.008128091647525777
Position 1805: 0.0075313517186566935
Position 1992: 0.007118653619327159
Position 1046: 0.00605712734832578
Position 888: 0.00597901433296707
Position 2173: 0.005629927603505709
Position 1792: 0.004144474474747232
Position 581: 0.004038745701177007
Position 432: 0.003712519014246612
Position 1555: 0.0030763931399011165
Position 2592: 0.0030475715721926767
Position 1787: 0.0025206088237379578
Position 401: 0.0022164501396522494
Position 835: 0.0020654204808715835
Position 2329: 0.0020133352029841223
Position 429: 0.0019183162392205782
Position 175: 0.0018641225073523294
Position 1300: 0.001706074372709698
Position 1623: 0.0015164289515143977
Position 841: 0.0014515044296883823
Position 2771: 0.0013987468763921548
Position 2006: 0.001353947456974513
Position 314: 0.0013121551740684302
Position 2814: 0.0011756222336908925
Position 1735: 0.001083834825274158
Position 2204: 0.0010288594942242835
Position 262: 0.0010208367410488195
Position 2278: 0.0009500646830356346
Position 195: 0.0008682943896737968
Position 2335: 0.0008487410359068567
Position 915: 0.0004657214222047455
Position 1657: 0.0004433184913795319
Position 1287: 0.0004201453939571385
Position 1883: 0.00039342426067450425
Position 102: 0.0003823494206073385
Position 903: 0.00036510880545515635
Position 336: 0.0003585451760227362
Position 2838: 0.00033618214127918526
Position 198: 0.00026300676186548594
Position 325: 0.00023034387923490254
Position 593: 0.00015864710154988595
Position 611: 0.00012033387106473108
Position 1109: 8.9754508161874e-05
Position 340: 7.620132543002983e-05
Position 1101: 5.178239307441722e-05
Position 243: 5.103998705067381e-05
Position 113: 4.660714633256464e-05
Position 863: 4.785568145068142e-06
Position 866: 1.8435195778746335e-06
Position 860: 1.780711413254238e-06
Position 120: 9.30194823217945e-07
Position 331: 4.6307737722756054e-07
Position 650: 3.353315135033057e-07
Position 76: 2.44354030231126e-07
Position 464: 2.2668752877561484e-07
Position 485: 2.110583318157034e-07
Position 488: 1.6008228372145042e-07
Position 467: 1.1101411544756057e-07
Position 539: 1.0572706783895805e-07
Position 434: 3.931743076169362e-08
Position 494: 3.5939160273930065e-08
Position 353: 1.4585632470015733e-08
Position 228: 6.207381056470286e-09
Position 183: 3.406124711567077e-09
Position 347: 7.520363156325859e-10
Position 213: 9.072937048545531e-11
Position 215: 1.2597958154080756e-11
