Gene = Sec5
index = 1479
Annotated 5SS: [ 213  898 2774]
Annotated 3SS: [ 282  951 2830]
SMsplice 5SS: [ 898 2774]
SMsplice 3SS: [ 951 2830]
top_k =  500
Partition function (log Z): -1.7968690074316176

Sorted 5' Splice Sites (High to Low Probability):
Position 898: 0.9965288738228668
Position 2774: 0.9228819044271404
Position 213: 0.4349282128536327
Position 1099: 0.041724872409662585
Position 1863: 0.020363347746316117
Position 2438: 0.01617597548142043
Position 43: 0.009033646014425818
Position 2571: 0.0034184973237497097
Position 1966: 0.0032815067026457875
Position 577: 0.0031091967765660175
Position 2998: 0.002588057519246339
Position 757: 0.002519919372499225
Position 1022: 0.0022179958804050613
Position 1113: 0.0016606636448691604
Position 2022: 0.0013483933876149252
Position 1116: 0.0012984550341501547
Position 1658: 0.001221421715974136
Position 278: 0.0010737203583038486
Position 2097: 0.000982500464092552
Position 1696: 0.0009405507586687785
Position 1179: 0.0008667452312272331
Position 2752: 0.0007647884686497228
Position 219: 0.0006221260239762869
Position 15: 0.0005786928094810218
Position 1236: 0.0004314955245449672
Position 1620: 0.0002560073825615333
Position 902: 0.00023377641258940106
Position 2890: 0.00022274653303649855
Position 738: 0.00021090107553537282
Position 2078: 7.361580698191603e-05
Position 1488: 6.7583574072895e-05
Position 423: 6.31469510828272e-05
Position 1052: 5.8170330670898595e-05
Position 181: 5.770491319226742e-05
Position 197: 3.898599946479383e-05
Position 283: 3.891644932336394e-05
Position 907: 3.8540082074691424e-05
Position 1087: 3.709605279218371e-05
Position 387: 3.09548812166483e-05
Position 147: 2.8144346059206607e-05
Position 665: 2.4810075586187267e-05
Position 1077: 2.4321405695132856e-05
Position 2955: 2.1670267750347356e-05
Position 2778: 2.0245498963990683e-05
Position 358: 1.548688360507499e-05
Position 514: 1.5375736182066738e-05
Position 164: 1.4094643155783245e-05
Position 58: 1.3420568447867106e-05
Position 792: 1.3378378406216087e-05
Position 1063: 1.2774095592446241e-05
Position 242: 1.2611839911629772e-05
Position 2757: 1.1372966990937031e-05
Position 48: 1.058450706007409e-05
Position 226: 9.737345243352156e-06
Position 408: 8.029267400827933e-06
Position 428: 6.32041674940215e-06
Position 2932: 4.333878226057743e-06
Position 719: 4.2082112398011335e-06
Position 2953: 3.349462539687525e-06
Position 1508: 2.4011263161981756e-06
Position 2916: 2.33198896925644e-06
Position 2341: 1.1313128694154032e-06
Position 122: 1.1118320867737242e-06
Position 1191: 8.536886762547967e-07
Position 119: 5.639731613209053e-07
Position 467: 5.399582363226495e-07
Position 433: 4.1575298973612075e-07
Position 1438: 3.554381064761778e-07
Position 993: 1.0212052728082042e-07
Position 1031: 8.33233012518724e-08
Position 79: 3.922761432574805e-08
Position 846: 2.535767077241955e-08
Position 776: 3.808942539414961e-09
Position 488: 2.1819242651106405e-09
Position 298: 1.878505781685808e-09
Position 474: 1.7815368794713565e-09
Position 323: 1.6772138368193226e-09
Position 761: 9.933020705128466e-10
Position 476: 7.593195199224191e-10
Position 416: 3.040767508631493e-10
Position 314: 2.4621717874038167e-10
Position 307: 1.5719198861780314e-10
Position 566: 9.112052535631918e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 951: 0.9443657331804224
Position 2830: 0.9221966663585401
Position 303: 0.25625530510389727
Position 282: 0.1022228924569162
Position 961: 0.04711665772125228
Position 786: 0.03426834446272353
Position 2134: 0.02947901615613933
Position 2507: 0.02763642862962093
Position 1178: 0.02015796861224929
Position 400: 0.01763320986691192
Position 624: 0.013967853855385959
Position 97: 0.008962634150024676
Position 1769: 0.006966458967596597
Position 2655: 0.00595108857690423
Position 3043: 0.003797189445854383
Position 428: 0.002907428494673717
Position 2414: 0.002316611552089763
Position 974: 0.002179565083749616
Position 548: 0.0019245867621946787
Position 2228: 0.001847367751785412
Position 803: 0.0015928472188635908
Position 644: 0.0015545256992865258
Position 464: 0.0015420360625169628
Position 731: 0.0014941879927257132
Position 2044: 0.001373058356008393
Position 1685: 0.0013656085435018524
Position 500: 0.0011438912159434395
Position 1919: 0.0011312095187956538
Position 710: 0.0007623177680297112
Position 2201: 0.0006857315250794045
Position 1154: 0.0006043804832602674
Position 2847: 0.000591289783641269
Position 776: 0.0005765264343917981
Position 2885: 0.0005284108673555616
Position 528: 0.0005198494655800845
Position 79: 0.00048817975050726375
Position 2596: 0.0004837547651964039
Position 1927: 0.00040391954002130337
Position 833: 0.0003305300567863221
Position 587: 0.0003036043167385006
Position 2225: 0.00028623441612807775
Position 1084: 0.00023610985069052188
Position 894: 0.00021612675714659612
Position 1657: 0.0002107040444117712
Position 446: 0.00018121086535349793
Position 368: 0.00016775784171715015
Position 1529: 0.00016691532584177046
Position 1235: 0.00016302160904748948
Position 115: 0.0001435470972460224
Position 467: 0.00010757203460389158
Position 387: 9.023422637561528e-05
Position 1406: 7.69428252447116e-05
Position 575: 5.754735991813808e-05
Position 1307: 5.4297405701274284e-05
Position 1748: 4.9658110064983404e-05
Position 1418: 4.572712855387976e-05
Position 1700: 4.389441652279974e-05
Position 551: 3.9819813213120825e-05
Position 1471: 3.7783402884202136e-05
Position 1216: 3.5503767883762166e-05
Position 590: 3.426675164731849e-05
Position 647: 2.7022490670901187e-05
Position 1475: 2.6597846655145945e-05
Position 2855: 2.2506714386010625e-05
Position 2882: 2.1365483263315964e-05
Position 2888: 1.454243129907984e-05
Position 2985: 1.3181253719677229e-05
Position 375: 1.2573471149368834e-05
Position 1310: 1.2394618195247836e-05
Position 839: 1.1871318869665708e-05
Position 3021: 1.1600127238845186e-05
Position 1503: 1.0808907064518605e-05
Position 142: 5.065533678411051e-06
Position 738: 3.116286139416038e-06
Position 119: 1.727687455511676e-06
Position 701: 1.6942411897186308e-06
Position 145: 1.365811960966412e-06
Position 488: 1.2634727039347166e-06
Position 236: 6.492824461161807e-07
Position 323: 4.94718395754613e-07
Position 222: 2.4910409719822986e-07
Position 1007: 7.95881963795429e-08
Position 1002: 3.278064864486658e-08
Position 216: 8.730262704944795e-11
Position 203: 1.5386343005099288e-11
Position 181: 3.860995853581317e-12
Position 197: 1.865618337753595e-12
