Gene = BicD
index = 50
Annotated 5SS: [ 1119  9026  9228 10184 10478 10787 11048]
Annotated 3SS: [ 8659  9089  9332 10259 10531 10872 11371]
SMsplice 5SS: [ 1119  9026  9228 10184 10478 10787 11048]
SMsplice 3SS: [ 8659  9089  9332 10259 10531 10872 11371]
top_k =  500
Partition function (log Z): 17.00095351299747

Sorted 5' Splice Sites (High to Low Probability):
Position 9228: 0.9989622903311496
Position 1119: 0.9981838454399232
Position 10787: 0.9979521080560749
Position 10478: 0.9947093351181991
Position 9026: 0.9872718624103369
Position 11048: 0.8715728060751314
Position 10188: 0.6894929464994816
Position 634: 0.33150806415519735
Position 12259: 0.24989658234559248
Position 12263: 0.22772410024989717
Position 9469: 0.2014902885380875
Position 12088: 0.1237441963122831
Position 11747: 0.11569305340647906
Position 11322: 0.08229366614826068
Position 390: 0.07215414675259609
Position 2381: 0.061129467480507765
Position 9616: 0.04221104812166029
Position 501: 0.03759299907948972
Position 2220: 0.03729929397384476
Position 11470: 0.03230476918842583
Position 6684: 0.029986563845041506
Position 585: 0.02639522227212321
Position 8567: 0.021673901342695583
Position 9951: 0.01866610420204919
Position 9836: 0.013161410348203652
Position 11509: 0.013088938153073527
Position 11091: 0.012680169807206923
Position 4836: 0.011925356688224325
Position 12648: 0.011555122019552768
Position 396: 0.01143773140796661
Position 11185: 0.01142763613628183
Position 394: 0.0112491846656101
Position 9388: 0.010514672070005652
Position 6680: 0.009699324900541732
Position 7125: 0.00897760983316825
Position 370: 0.00758569965505189
Position 12044: 0.0060271785978937426
Position 6705: 0.005648589624789235
Position 11072: 0.0050858426326881
Position 11276: 0.005012753458854964
Position 50: 0.004938063220081735
Position 2678: 0.0045484359198191
Position 211: 0.004510068867821816
Position 11990: 0.0043973039353210775
Position 2203: 0.004266128277823702
Position 2322: 0.004182940924362278
Position 10377: 0.00344436842656073
Position 392: 0.0034103191558486137
Position 3459: 0.0032608764649676913
Position 2682: 0.0019725558644881572
Position 2397: 0.001939223247191144
Position 12092: 0.001928442679403771
Position 6671: 0.0018732280523892672
Position 683: 0.001782292140144727
Position 374: 0.001762864284774689
Position 9824: 0.0017484492458696964
Position 11052: 0.001700502870135876
Position 696: 0.001487017334539597
Position 11273: 0.0014511805939092725
Position 10695: 0.001177146817461392
Position 8946: 0.001033662809267206
Position 9547: 0.0010332279976583876
Position 270: 0.0010112574261315636
Position 2650: 0.0009781726876325954
Position 11609: 0.0009115510481134756
Position 9047: 0.0008179775085509506
Position 457: 0.0007984652237811975
Position 11659: 0.0007861237981240792
Position 11094: 0.0007547660043882116
Position 9002: 0.0006960903906828449
Position 426: 0.0006929730271071071
Position 629: 0.0006751735077357663
Position 822: 0.000608401473435316
Position 6014: 0.0005812720577083297
Position 640: 0.000552524561074888
Position 9784: 0.0005375945048856921
Position 382: 0.0005128892550805848
Position 400: 0.0005101585313635134
Position 10742: 0.00046217247019289596
Position 10390: 0.0004423745019483809
Position 10791: 0.00042666883424808224
Position 12216: 0.00040682061255826964
Position 398: 0.00036267956549946055
Position 9848: 0.0003403896878190588
Position 196: 0.00030133352913623584
Position 10072: 0.000297484331753504
Position 10152: 0.00027344496663272397
Position 272: 0.00027290021819078274
Position 11062: 0.0002484978531302209
Position 9496: 0.0002451658182686083
Position 301: 0.00024044080549498513
Position 1792: 0.00022753392816683699
Position 638: 0.00022730945409863812
Position 11065: 0.00017703687294127449
Position 9103: 0.00015505125999257856
Position 10054: 0.00012252820268853257
Position 1653: 0.00011722199314190607
Position 10602: 0.00010679317415259383
Position 368: 0.0001021828380845963
Position 8911: 0.00010102143170730567
Position 645: 0.00010051248890578217
Position 10805: 9.338150307187618e-05
Position 10669: 8.996637922357558e-05
Position 10907: 8.509405237545774e-05
Position 9159: 8.428806453117544e-05
Position 10469: 8.223200968036337e-05
Position 10407: 7.983864736574856e-05
Position 9992: 7.54464073367647e-05
Position 9762: 6.306420461266814e-05
Position 1414: 5.5170169022812926e-05
Position 827: 5.429774867262751e-05
Position 2410: 5.142603525063791e-05
Position 10109: 5.061431594480416e-05
Position 5939: 4.806686240504938e-05
Position 632: 4.7181938413946716e-05
Position 70: 3.878214275536453e-05
Position 10232: 3.764826041592474e-05
Position 9671: 3.626268734697049e-05
Position 161: 3.484072739302538e-05
Position 443: 3.477775084937008e-05
Position 10080: 3.239194499234748e-05
Position 624: 3.225440136285524e-05
Position 9288: 3.153323386515687e-05
Position 10482: 3.0653743371638035e-05
Position 10350: 3.0062187014424703e-05
Position 10543: 2.7631001384762192e-05
Position 3344: 2.746719567609191e-05
Position 9340: 2.51300221244414e-05
Position 277: 2.2858728055643975e-05
Position 10485: 1.6665391921693738e-05
Position 10920: 1.561372104877433e-05
Position 2448: 1.4864654612402603e-05
Position 10819: 1.3856884881564594e-05
Position 1645: 1.354497538310626e-05
Position 351: 1.3419586284607412e-05
Position 9661: 1.3129436800204336e-05
Position 10639: 1.2925081902195872e-05
Position 10606: 1.199930434184671e-05
Position 6011: 1.1498979169442513e-05
Position 10647: 9.932796911915994e-06
Position 1510: 9.25633021272773e-06
Position 1761: 9.244667544083497e-06
Position 2351: 8.951901480704004e-06
Position 1423: 7.343488451544513e-06
Position 1700: 7.14119133237565e-06
Position 1744: 6.465142592672883e-06
Position 335: 6.1487107676854435e-06
Position 11663: 6.044446436455152e-06
Position 505: 5.969544155354671e-06
Position 10423: 5.358801667556963e-06
Position 11672: 5.337000719420407e-06
Position 10717: 5.186434179171333e-06
Position 1763: 5.1456257920211655e-06
Position 9138: 4.9680683303999825e-06
Position 10394: 4.787491310362702e-06
Position 1704: 4.133694118336047e-06
Position 10595: 3.8681645864909925e-06
Position 25: 3.0641662867271237e-06
Position 10689: 2.930823997093181e-06
Position 10381: 2.899653526245951e-06
Position 9: 2.798364460872077e-06
Position 11667: 2.3459836697622848e-06
Position 193: 1.7807849193871315e-06
Position 1428: 1.558880352314468e-06
Position 328: 1.2910081887391034e-06
Position 289: 1.087037051619896e-06
Position 1562: 1.0862481297100273e-06
Position 1123: 7.008324089791929e-07
Position 1497: 6.709786473305639e-07
Position 1696: 6.039441010008136e-07
Position 1766: 6.00932053893086e-07
Position 10582: 3.898184256005833e-07
Position 146: 3.4584959117278836e-07
Position 9334: 3.2431013610953876e-07
Position 11737: 3.217129133852433e-07
Position 11638: 2.3547327639577768e-07
Position 10587: 2.2362753965661673e-07
Position 10731: 2.0420738177851105e-07
Position 1172: 9.794906593078453e-08
Position 11199: 7.800825179973079e-08
Position 9398: 3.247788752227752e-08
Position 1164: 7.750578388129421e-09
Position 1527: 3.0978316940756245e-09
Position 557: 2.3469801734128713e-09
Position 1541: 1.3372594223852134e-09
Position 10333: 1.1011656116797376e-09
Position 1058: 1.0181246239844969e-09
Position 1502: 1.8277622104357305e-10
Position 954: 5.381768052014409e-11
Position 1013: 5.125552946007538e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 10531: 0.9969698573138228
Position 9089: 0.9932842994028962
Position 10872: 0.9905472292770533
Position 10259: 0.9734239040313324
Position 8659: 0.9186209918703554
Position 11371: 0.87581911665826
Position 9332: 0.7923527670611155
Position 12501: 0.5099964738681241
Position 758: 0.2095285337549813
Position 9298: 0.1632327407969867
Position 12149: 0.15893955110020627
Position 769: 0.08913159094739807
Position 898: 0.08305643303483169
Position 12316: 0.07788783171789553
Position 2114: 0.07345064549761819
Position 8686: 0.07077929354846416
Position 496: 0.06632997103726745
Position 6554: 0.04208880732661797
Position 11171: 0.03984848407226857
Position 696: 0.02990018651731534
Position 8392: 0.028617593374242647
Position 870: 0.02720645623756794
Position 2154: 0.02565131254700923
Position 11131: 0.02149593637526937
Position 12110: 0.014797945279511678
Position 11803: 0.014416044842380677
Position 10290: 0.013715926137548483
Position 11543: 0.013134853430628441
Position 11826: 0.012313504699639943
Position 13186: 0.010938204701584488
Position 12709: 0.00959139379829095
Position 4754: 0.009077774571038208
Position 9905: 0.009057913208866356
Position 9646: 0.007362001705649197
Position 12056: 0.007193422802618077
Position 1667: 0.006960601511949916
Position 6205: 0.005881058829739857
Position 11986: 0.005816093731961587
Position 12541: 0.005742186655807846
Position 9365: 0.005290965333419795
Position 2043: 0.004742937052618948
Position 12103: 0.004388511676926167
Position 450: 0.004065520297401763
Position 6821: 0.0036474574963978857
Position 10007: 0.0032673470538964076
Position 819: 0.003179874991307681
Position 2485: 0.0030378005849333966
Position 774: 0.0026531970456465785
Position 9584: 0.002466925000952135
Position 6879: 0.0024570742910714734
Position 11868: 0.0022374329564791755
Position 9409: 0.0021915584564833764
Position 9992: 0.0018611981764418723
Position 1228: 0.0016869723086429295
Position 114: 0.0016081172536670074
Position 5769: 0.0015188603332189114
Position 904: 0.001327452944299638
Position 143: 0.0013044216310680204
Position 2538: 0.0012827623023170262
Position 9424: 0.0012325416082427788
Position 10542: 0.0011531765194394005
Position 4282: 0.0011106107557474433
Position 6159: 0.001090981629579953
