Gene = YL-1
index = 1603
Annotated 5SS: [245 438 815]
Annotated 3SS: [304 513 873]
SMsplice 5SS: [245 438 815]
SMsplice 3SS: [304 513 873]
top_k =  500
Partition function (log Z): 2.9987914317411333

Sorted 5' Splice Sites (High to Low Probability):
Position 438: 0.9965790242324082
Position 245: 0.9811398430682619
Position 815: 0.96673827148462
Position 1416: 0.061733805535652546
Position 1080: 0.03606179834839716
Position 819: 0.015065302249170352
Position 1034: 0.009406039012356442
Position 730: 0.004780323487096553
Position 1516: 0.004378374259830523
Position 208: 0.003280740218739059
Position 1397: 0.0022145088729821215
Position 1528: 0.0020081930863093955
Position 1381: 0.0012326774408615642
Position 4: 0.001186244433200792
Position 51: 0.0006570091859658241
Position 1519: 0.0004163883305874212
Position 1305: 0.0003955376133121216
Position 586: 0.00038731957210481183
Position 17: 0.0002628313058692255
Position 1050: 0.00021937008808809328
Position 1159: 0.00017287874441716849
Position 619: 0.00016242034961717652
Position 1008: 0.0001404458998960755
Position 1318: 0.00013490568207051657
Position 581: 6.040178718100505e-05
Position 1556: 5.7467391755546626e-05
Position 1542: 5.1435403782439374e-05
Position 34: 4.489851142185506e-05
Position 412: 4.249940385802698e-05
Position 200: 2.819010974957837e-05
Position 417: 2.4668216761094955e-05
Position 471: 1.4094516609784361e-05
Position 578: 1.0250292088239265e-05
Position 414: 9.031054578349383e-06
Position 1082: 6.3139017586878226e-06
Position 1576: 5.78067092243833e-06
Position 736: 4.297842306767708e-06
Position 696: 3.7362070011869853e-06
Position 88: 2.4883339246023037e-06
Position 605: 8.207239207952998e-07
Position 495: 6.652366481267355e-07
Position 929: 2.461127117358652e-07
Position 913: 2.111644959666411e-07
Position 369: 1.650483487240383e-07
Position 327: 1.4594798527300944e-07
Position 1135: 1.3563801002841914e-07
Position 346: 9.168589524464365e-08
Position 330: 6.176576125628602e-08
Position 484: 3.9240231870637946e-08
Position 486: 9.746113697370402e-10
Position 529: 1.1339805838643982e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 513: 0.9960731649577698
Position 304: 0.9837517386857091
Position 873: 0.977321676544005
Position 1463: 0.06779008056437687
Position 1147: 0.035396022818339694
Position 884: 0.006888078018189963
Position 1576: 0.005548858097516951
Position 1106: 0.004873584536525767
Position 1181: 0.0019506405173178982
Position 72: 0.001373573066743039
Position 1599: 0.00120874149949182
Position 1602: 0.0010873493192972905
Position 875: 0.0007837828141654856
Position 346: 0.0005890195208331687
Position 1184: 0.0005552767129162624
Position 1238: 0.0004010666323086637
Position 1224: 0.0004005418437091165
Position 1467: 0.0003540638080990003
Position 694: 0.0003386957404340224
Position 312: 0.0002760573617820512
Position 1090: 0.00023564744349265158
Position 156: 0.0002301073420885052
Position 1381: 0.00019324426276743362
Position 1415: 0.00018925407797460033
Position 1556: 0.00017282595957997257
Position 1079: 0.00015541325527945849
Position 1623: 0.00014111658573898455
Position 522: 0.00011687283634453075
Position 88: 0.00010653590792545226
Position 972: 7.208966067338625e-05
Position 1638: 6.664823543633208e-05
Position 529: 6.451834460676811e-05
Position 546: 6.021402202291336e-05
Position 1119: 5.690960029789206e-05
Position 1247: 5.440673765759624e-05
Position 1626: 4.9412616892667185e-05
Position 1019: 4.823773337074407e-05
Position 672: 2.6277367678388596e-05
Position 282: 2.1780713657034467e-05
Position 173: 1.049464634969555e-05
Position 1195: 8.687572504436846e-06
Position 567: 8.677006639104109e-06
Position 1061: 8.045026547270538e-06
Position 666: 7.270749279377473e-06
Position 714: 6.12668996954721e-06
Position 1155: 6.094393062731925e-06
Position 923: 5.430060598357377e-06
Position 537: 5.326463291531856e-06
Position 324: 5.0695792007688455e-06
Position 1123: 4.805485597030255e-06
Position 759: 3.4079049078489817e-06
Position 726: 3.312998467264653e-06
Position 318: 2.313950420272132e-06
Position 893: 2.3047092019696888e-06
Position 1526: 2.2281807661765763e-06
Position 723: 1.9880999929177543e-06
Position 380: 1.887745043493173e-06
Position 905: 1.877442442016091e-06
Position 762: 9.033384695956855e-07
Position 729: 6.939362793873043e-07
Position 218: 5.141058226042379e-07
Position 177: 4.54978401029491e-07
Position 696: 3.387736794832684e-07
Position 179: 2.6317974771202017e-07
Position 356: 1.0289758021702392e-07
Position 796: 7.828844535868128e-08
Position 221: 4.6378451210383597e-08
Position 765: 4.544087208564409e-08
Position 899: 2.8953212112151354e-08
Position 428: 1.5279651233006425e-08
Position 902: 1.5265375006627783e-08
Position 384: 7.903612904747937e-09
Position 182: 4.467671242726542e-09
Position 386: 1.1936428057727356e-09
Position 401: 6.716709457278561e-10
Position 320: 6.745308635246566e-11
Position 365: 5.7801470096693554e-11
Position 983: 1.446969734330756e-11
Position 395: 1.2120382555199638e-11
Position 230: 5.158739785374091e-12
Position 236: 3.962044537011579e-12
Position 437: 2.393633990524247e-12
Position 228: 1.0041967070989103e-12
Position 245: 1.7628174912208172e-20
Position 249: 3.1963970141902747e-23
