Gene = Vps52
index = 1597
Annotated 5SS: [ 227  886 1164 1375 1550 1737]
Annotated 3SS: [ 283  947 1218 1430 1615 1890]
SMsplice 5SS: [ 227  886 1164 1375 1550 1737]
SMsplice 3SS: [ 283  947 1218 1430 1615 1890]
top_k =  500
Partition function (log Z): 17.00138872703583

Sorted 5' Splice Sites (High to Low Probability):
Position 886: 0.9987549880005056
Position 1550: 0.9972894383746701
Position 227: 0.990039198189272
Position 1375: 0.9890098764797642
Position 1164: 0.9087486635139912
Position 1737: 0.7620792380783357
Position 1755: 0.21562818306580794
Position 1638: 0.007998931744684405
Position 1036: 0.006735894590489179
Position 649: 0.0027132102425135424
Position 205: 0.0025905650119783063
Position 1759: 0.0024888408533270743
Position 1806: 0.0024381971183943412
Position 1765: 0.0022897951043938025
Position 1741: 0.0013626882294311396
Position 2541: 0.0010664505963238178
Position 2344: 0.0007941210558773057
Position 1173: 0.0006129682448694002
Position 2543: 0.0005521527695852132
Position 464: 0.0004487588176601612
Position 2545: 0.0004297757014782075
Position 583: 0.00042528796716529284
Position 1960: 0.0004113711442827915
Position 1309: 0.0003804400457271907
Position 890: 0.0002696911785901113
Position 550: 0.00023397582594716034
Position 468: 0.00021530852168611235
Position 839: 0.00018053796769114302
Position 1057: 0.00013037937342765923
Position 1709: 0.00012963464715395296
Position 436: 0.00011778327371933251
Position 133: 0.00011533727451727234
Position 1696: 0.00010714091455793041
Position 1993: 9.268506805077278e-05
Position 1379: 8.54978029499974e-05
Position 1554: 7.428984853920454e-05
Position 195: 7.423620516726515e-05
Position 2502: 6.213917454038943e-05
Position 1386: 6.130328933302212e-05
Position 513: 5.6948212460460545e-05
Position 1137: 3.8371596442677226e-05
Position 1335: 3.3156707044559855e-05
Position 1788: 2.6741347740311078e-05
Position 1459: 2.3171974944396145e-05
Position 904: 1.8284992236062997e-05
Position 216: 1.4271162002377887e-05
Position 726: 1.2587310193443509e-05
Position 1581: 9.707379703646096e-06
Position 607: 9.628514871440211e-06
Position 630: 9.527056769463754e-06
Position 1568: 8.181929484593261e-06
Position 658: 8.138077058731e-06
Position 32: 7.21769296542212e-06
Position 2208: 6.558058451544976e-06
Position 472: 6.138755888304349e-06
Position 1662: 5.7390929344302875e-06
Position 1242: 5.491550892287375e-06
Position 576: 5.008754340899071e-06
Position 1911: 4.815497055624893e-06
Position 636: 4.336588577981249e-06
Position 1517: 4.187613122153384e-06
Position 1927: 4.039526018166228e-06
Position 492: 3.219096700554403e-06
Position 511: 3.16529001125502e-06
Position 2488: 2.820817543067965e-06
Position 2279: 2.230458869581592e-06
Position 2156: 2.1823518312905276e-06
Position 388: 1.6572312224532126e-06
Position 795: 1.4395390080171435e-06
Position 820: 1.39412280812136e-06
Position 1299: 1.1922731910735888e-06
Position 2547: 8.544406310562525e-07
Position 2549: 8.159290056199991e-07
