Gene = Bet1
index = 48
Annotated 5SS: [262]
Annotated 3SS: [318]
SMsplice 5SS: [214]
SMsplice 3SS: [318]
top_k =  500
Partition function (log Z): -4.973438355068277

Sorted 5' Splice Sites (High to Low Probability):
Position 214: 0.9198163815769688
Position 262: 0.07091398473981318
Position 170: 0.005049256428721949
Position 716: 0.0049928106950265574
Position 605: 0.004300576368224764
Position 185: 0.002363650894501833
Position 700: 0.0017686598797982227
Position 706: 0.0009963852372998692
Position 271: 0.0009717873195925953
Position 518: 0.0006186060095935943
Position 643: 0.0005801906580923266
Position 232: 0.00038432311000765587
Position 627: 0.00034834486257136606
Position 864: 0.00023753088987475094
Position 630: 0.00021794149812154966
Position 945: 0.00021256195785918864
Position 602: 0.00019493394901270588
Position 817: 0.00015448090750677087
Position 769: 0.00013415800874660104
Position 146: 0.00012856538678439772
Position 240: 0.00010388659186904252
Position 668: 8.156964117501006e-05
Position 712: 7.68250444227755e-05
Position 226: 6.405385693346304e-05
Position 97: 4.012311321901436e-05
Position 709: 3.903689248260885e-05
Position 673: 3.778685806864786e-05
Position 652: 3.2473669077536165e-05
Position 791: 2.27038250124959e-05
Position 463: 2.2525796020066806e-05
Position 83: 2.1587964046060068e-05
Position 354: 1.724698743342067e-05
Position 201: 1.7094081676701223e-05
Position 238: 1.1282493837720653e-05
Position 747: 1.0504946672260512e-05
Position 139: 8.805183581706465e-06
Position 905: 7.409056841362872e-06
Position 759: 4.797952707544101e-06
Position 835: 4.794949855996606e-06
Position 671: 4.374960017957442e-06
Position 35: 3.7479770470392695e-06
Position 573: 3.6733230356935598e-06
Position 157: 3.2650293712605414e-06
Position 779: 2.0350359616121824e-06
Position 88: 1.228349493290007e-06
Position 951: 1.1531355384932071e-06
Position 490: 3.30288457155083e-07
Position 109: 2.623273509874783e-07
Position 376: 6.170416281013928e-10
Position 752: 5.473286566367025e-10
Position 772: 1.6735545078077273e-10
Position 297: 1.182377923770633e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 318: 0.9949190894606926
Position 757: 0.004906409148702866
Position 897: 0.0032161223933846244
Position 883: 0.0024872634181541727
Position 851: 0.0021357316207619857
Position 996: 0.001808927024863277
Position 382: 0.0009852578529051413
Position 768: 0.0008481601884693306
Position 404: 0.0007290251631337006
Position 509: 0.0006298155954474998
Position 835: 0.000517679886753683
Position 354: 0.000473291635270373
Position 762: 0.00033217430823299877
Position 817: 0.0002223547061791447
Position 928: 0.00017850820775650015
Position 874: 0.00016278540088925355
Position 394: 0.00014716803076745245
Position 529: 0.00013584603808342445
Position 918: 3.968258477392891e-05
Position 700: 3.764415742192333e-05
Position 855: 2.051173909097819e-05
Position 905: 1.639064170746769e-05
Position 198: 1.525211093478588e-05
Position 169: 1.4426444812544308e-05
Position 709: 9.380629510366034e-06
Position 859: 8.849776372904626e-06
Position 912: 8.715702815016405e-06
Position 622: 7.65367334748257e-06
Position 100: 3.2465370837244407e-06
Position 144: 3.2333729708246686e-06
Position 157: 3.1077578650332046e-06
Position 535: 2.7984672273809287e-06
Position 939: 1.4779440459842536e-06
Position 921: 6.523692590622325e-07
Position 138: 5.960558864257559e-07
Position 97: 3.017415333108243e-07
Position 83: 1.2913873607454964e-07
Position 109: 1.6876208237211655e-08
Position 183: 9.408007639962614e-09
Position 436: 6.888162337863156e-09
Position 451: 5.525215275170934e-09
Position 517: 4.298749257286195e-09
Position 180: 3.849391870496856e-09
Position 351: 1.1164633252153403e-09
Position 490: 8.42485530680263e-10
Position 472: 6.969501344153725e-10
Position 257: 3.8910258444810775e-10
Position 475: 1.657850274961115e-10
Position 218: 8.734221862542349e-11
Position 102: 8.224448962174231e-11
Position 175: 6.228399411224445e-12
Position 460: 5.458835576997933e-13
Position 448: 3.5369235060583313e-13
Position 469: 2.096363764711393e-13
Position 266: 8.895417852224971e-17
