Gene = RapGAP1
index = 1409
Annotated 5SS: [  744 42706 79168 79715]
Annotated 3SS: [42506 77454 79225 79799]
SMsplice 5SS: [  744 42706 78679 79168 79715]
SMsplice 3SS: [42506 77454 78739 79225 79799]
top_k =  500
Partition function (log Z): -76.93092036255374

Sorted 5' Splice Sites (High to Low Probability):
Position 744: 0.999999999999983
Position 10407: 0.039972997880937985
Position 26759: 0.0374908475714111
Position 14162: 0.02083786036643636
Position 175: 0.017364509600380863
Position 5506: 0.015087753481162189
Position 10411: 0.014874963243953583
Position 23613: 0.014753630501184088
Position 17782: 0.011339673507873937
Position 273: 0.007861202331124875
Position 109: 0.0027456349565767716
Position 264: 0.0019429344233045371
Position 364: 0.0015651026464724473
Position 346: 0.0007368425657559221
Position 147: 0.0005951013877841732
Position 353: 0.0005054873036001739
Position 23531: 0.00034888998254901184
Position 384: 0.0002531400464697511
Position 154: 0.00016470761682122059
Position 214: 0.00013904169156204159
Position 402: 0.00013088687872636135
Position 368: 0.0001220902048201581
Position 186: 6.636912456937528e-05
Position 201: 2.6217544569701893e-05
Position 173: 1.7677261830665656e-05
Position 145: 1.1748951594227907e-05
Position 6: 1.100155652833477e-05
Position 497: 2.3238046639932607e-06
Position 590: 2.039644735129711e-06
Position 540: 1.650649853757947e-06
Position 572: 1.572343306180374e-06
Position 554: 4.689140084954157e-07
Position 466: 4.33006854565889e-07
Position 13052: 2.43442961258914e-07
Position 600: 1.7843087672502417e-07
Position 509: 9.623184360767144e-08
Position 476: 5.579542452535041e-08
Position 14418: 4.21502994025391e-08
Position 442: 4.002820893490186e-08
Position 14171: 3.8045942455395124e-08
Position 14175: 3.291473892392845e-08
Position 13494: 1.8701339211955945e-08
Position 425: 1.8132744138483298e-08
Position 14441: 1.7855143842769317e-08
Position 14179: 1.672127524459397e-08
Position 1696: 7.987914853148955e-12
Position 8711: 4.35922231452163e-12
Position 7142: 3.732732862422814e-13
Position 1344: 3.409459469476092e-13
Position 4713: 3.1764074282877437e-13
Position 6658: 2.8391681827948645e-13
Position 905: 2.4733858197996985e-13
Position 2736: 4.964990885415156e-14
Position 1753: 3.108018309404963e-14
Position 1904: 2.1087280626336316e-14
Position 1364: 1.778341088831324e-14
Position 4564: 1.4376483708071464e-14
Position 2026: 1.2664547952555556e-14
Position 1914: 1.0124887001768701e-14
Position 1127: 3.0568730692899535e-15
Position 973: 1.6807120446917957e-15
Position 1297: 1.2788946780977455e-15
Position 2020: 8.521824862561304e-16
Position 1385: 7.94508523331168e-16
Position 1497: 6.81715793761397e-16
Position 2015: 5.345018657788859e-16
Position 1337: 4.405669634695145e-16
Position 943: 3.6528605328148125e-16
Position 1112: 1.5469445802245609e-16
Position 748: 4.302886437835178e-17
Position 1131: 7.111183956162027e-18
Position 883: 4.965348233125736e-18
Position 1098: 4.552390743996362e-18
Position 862: 3.838839665437876e-18
Position 1258: 3.4885155202075986e-18
Position 1084: 2.9892587167008943e-18
Position 770: 2.638144582909102e-18
Position 1288: 2.548417054019347e-18
Position 1431: 1.8222603399326042e-18
Position 1348: 1.3746486686527627e-18
Position 1416: 1.2328852204469128e-18
Position 1281: 7.1163826849243655e-19
Position 1538: 6.133813318204852e-19
Position 1233: 5.828137630662414e-19
Position 1004: 5.563341043110055e-19
Position 1273: 5.38038463688013e-19
Position 1397: 5.182681215780338e-19
Position 1096: 4.01558760656348e-19
Position 1195: 2.7635492237158616e-19
Position 1064: 2.3958128139658243e-19
Position 1173: 1.8899235798005596e-19
Position 1395: 1.6152713014232108e-19
Position 1146: 6.117526399232813e-20
Position 887: 2.7183202757746474e-20
Position 668: 1.0832440568640122e-20
Position 865: 1.644244593649138e-21
Position 835: 1.3913099712755577e-22
Position 832: 9.860293935093248e-23
Position 605: 3.3266429436572655e-26
Position 137: 3.1502778447674924e-27

Sorted 3' Splice Sites (High to Low Probability):
Position 29717: 0.526443256887763
Position 26711: 0.43812446966454266
Position 26833: 0.0374908475714111
Position 27503: 0.02836485744936221
Position 9384: 0.020855513385427543
Position 23319: 0.018980414112871467
Position 4856: 0.01363553317214879
Position 14006: 0.012474304221671546
Position 466: 0.012045323693299956
Position 10001: 0.010189548947234962
Position 10170: 0.006893601378316292
Position 17703: 0.006884775618236279
Position 434: 0.0066610814892360355
Position 9718: 0.006051919821877444
Position 405: 0.005991304105263366
Position 10058: 0.005343916593247015
Position 402: 0.004718272476610949
Position 13575: 0.0030158689606216865
Position 23941: 0.00285929940296909
Position 14011: 0.0026315978918041794
Position 17619: 0.0025000492667647087
Position 10142: 0.0024972372905693366
Position 368: 0.002095271442321935
Position 9060: 0.0019578321655337005
Position 17707: 0.0019567432542891396
Position 13345: 0.0019274190793883914
Position 411: 0.0014156886127753648
Position 13687: 0.000788647930308044
Position 344: 0.0005019079586841963
Position 9160: 0.0004779403570084268
Position 9038: 0.00032776622230731427
Position 23691: 0.00031456781713159093
Position 382: 0.00029151719297862026
Position 5153: 0.0002590625358794467
Position 8572: 0.0002526854296532474
Position 4368: 0.00022916329288396784
Position 214: 0.00022826048212099107
Position 4648: 0.0002240768979878208
Position 4154: 0.00015607416563404302
Position 3860: 0.00014812760376585075
Position 4286: 0.00014342822951527131
Position 476: 0.00011133258961554349
Position 384: 8.179309193527857e-05
Position 3630: 7.575867009132886e-05
Position 5146: 7.49500718304672e-05
Position 5106: 7.153502244177069e-05
Position 4563: 7.004382156672152e-05
Position 554: 4.3930137504498864e-05
Position 346: 3.289102076257665e-05
Position 646: 2.5950986448203457e-05
Position 173: 2.4047763189203866e-05
Position 19722: 8.026003989145508e-06
Position 18592: 1.9561335577890496e-06
Position 18244: 1.8075473671131255e-06
Position 14231: 1.3822336054857574e-06
Position 12889: 2.2092155951294945e-07
Position 13114: 1.7439353076497963e-07
Position 15985: 1.53596186715649e-07
Position 17842: 1.510114089393728e-07
Position 14732: 1.4478917423071778e-07
Position 14773: 5.7495125099868106e-08
Position 14475: 4.663462358418404e-08
Position 15087: 3.055611157525358e-08
Position 14760: 1.3185947411837335e-08
Position 12216: 1.274135708199579e-08
Position 12113: 1.0567965037032462e-08
Position 13174: 2.553605942421756e-09
Position 13198: 5.019478355345395e-10
Position 13120: 3.982798390767024e-10
Position 11452: 2.4023758727233016e-10
Position 11578: 1.8208659637958231e-10
Position 10595: 1.514549338580223e-10
Position 10623: 1.3534622630335627e-10
Position 11111: 1.0998981498730216e-10
Position 7055: 3.803408362514266e-11
Position 505: 1.9843037030076618e-11
Position 584: 1.240375666435906e-11
Position 1575: 6.48351713682179e-12
Position 7980: 6.333478856267473e-12
Position 7781: 4.681005954948095e-12
Position 8367: 4.19729272906683e-12
Position 6229: 3.6232979912699416e-12
Position 8938: 3.507971013174877e-12
Position 7105: 3.2202826326551636e-12
Position 8146: 2.9003303216461463e-12
Position 7647: 2.329464679925826e-12
Position 7246: 1.881523992475424e-12
Position 847: 1.782952356594499e-12
Position 6879: 1.6844885198141434e-12
Position 5556: 1.566802919823675e-12
Position 8024: 1.3056914592071758e-12
Position 5770: 1.1195402718224013e-12
Position 7207: 1.0343490433506674e-12
Position 8262: 9.849349985122159e-13
Position 6527: 9.31531187574948e-13
