Gene = CTPsyn
index = 1048
Annotated 5SS: [  603 13073 13675]
Annotated 3SS: [12901 13172 13738]
SMsplice 5SS: [  216   603 11574 12678 12803 13073 13675]
SMsplice 3SS: [  309 11423 11629 12730 12901 13172 13738]
top_k =  500
Partition function (log Z): 10.352966014461558

Sorted 5' Splice Sites (High to Low Probability):
Position 13675: 0.9965193248473364
Position 13073: 0.9952256795510803
Position 11574: 0.9489289053492705
Position 603: 0.8931589571693827
Position 216: 0.781721792582651
Position 11045: 0.5819557416077932
Position 12678: 0.48970491675752253
Position 12803: 0.4166802491295671
Position 12612: 0.12163203513747542
Position 11872: 0.09627261632694264
Position 10650: 0.05169904351738943
Position 2742: 0.01496355156831641
Position 12653: 0.012269588169449872
Position 13553: 0.010989533690178776
Position 12328: 0.009358627613008057
Position 40: 0.006766239216701606
Position 13256: 0.005379715991829905
Position 14795: 0.0049644162697933415
Position 13077: 0.004423320646555021
Position 248: 0.0038596287913682144
Position 267: 0.003635621281537608
Position 18: 0.0035150505128210426
Position 14780: 0.002330031359832456
Position 13817: 0.0023211050272290107
Position 1666: 0.0020792509824058476
Position 12121: 0.0020399138276540676
Position 13340: 0.0014471145680349212
Position 227: 0.0014451821903022528
Position 13685: 0.0013506893779662433
Position 12100: 0.0013409525846712778
Position 729: 0.0011012769887134431
Position 14224: 0.0010472628099012465
Position 2771: 0.0010330119402369878
Position 13838: 0.0009616294186851
Position 12055: 0.0009471002519400824
Position 11505: 0.0009318174778752362
Position 2694: 0.0008970301010142071
Position 14349: 0.0007939583655226019
Position 14101: 0.0007318354333813824
Position 14743: 0.0006857326047339556
Position 251: 0.0005976595756835558
Position 13679: 0.0005614764910816949
Position 13323: 0.0005558228395274829
Position 13287: 0.00046535846952052416
Position 14115: 0.00040471132106758645
Position 2379: 0.0003785782314025466
Position 452: 0.00018933591316238466
Position 2485: 0.00018716623202888434
Position 6728: 0.00014232321099528263
Position 13826: 0.00013413759938055432
Position 13066: 0.0001295479098926482
Position 14904: 0.00012305596170567203
Position 13020: 0.00012233180524365766
Position 101: 0.00010639685378698546
Position 14890: 0.00010216028749048026
Position 13706: 6.778083154496436e-05
Position 13538: 5.981504672194011e-05
Position 13794: 4.446303442676584e-05
Position 13310: 4.173687740595108e-05
Position 190: 4.048080884161629e-05
Position 1331: 3.864167769321659e-05
Position 13050: 3.682883875458284e-05
Position 14812: 2.9620009059679172e-05
Position 14397: 2.638925070964959e-05
Position 13333: 1.8963501300979255e-05
Position 2157: 1.820099819826296e-05
Position 357: 1.818487958627133e-05
Position 404: 1.7882379512048055e-05
Position 911: 1.7412446875667545e-05
Position 11516: 1.6589758963696008e-05
Position 13327: 1.502437666318214e-05
Position 359: 1.2861646290615537e-05
Position 304: 1.2572970702776381e-05
Position 648: 1.1867291724184684e-05
Position 996: 1.0927437647193387e-05
Position 220: 1.0676342808244474e-05
Position 2360: 9.043904555730195e-06
Position 13265: 8.949637994422658e-06
Position 196: 6.187793362258848e-06
Position 85: 5.655023364308077e-06
Position 333: 3.7604354709955946e-06
Position 823: 3.1542138239710835e-06
Position 201: 2.993946889396278e-06
Position 13881: 2.906643365559804e-06
Position 750: 2.630178787950905e-06
Position 528: 2.3675229731585904e-06
Position 14483: 2.358399086352351e-06
Position 488: 2.1223524546524164e-06
Position 536: 2.030369305068247e-06
Position 746: 1.6162657611697688e-06
Position 108: 1.1865519534079976e-06
Position 768: 1.0431359047952191e-06
Position 618: 8.682607068803994e-07
Position 13958: 8.458557406538522e-07
Position 2063: 8.365134417099317e-07
