Gene = Coq3
index = 1085
Annotated 5SS: [ 77 308 901]
Annotated 3SS: [130 367 963]
SMsplice 5SS: [ 77 308 901]
SMsplice 3SS: [130 367 963]
top_k =  500
Partition function (log Z): 9.172490927659696

Sorted 5' Splice Sites (High to Low Probability):
Position 308: 0.9995705604636879
Position 901: 0.9987367843210346
Position 77: 0.9716934810789567
Position 726: 0.04850294025418285
Position 69: 0.01461843699033991
Position 65: 0.004891756015448601
Position 519: 0.0014521679781676219
Position 1065: 0.0009304885997975831
Position 666: 0.0002715472390298485
Position 423: 0.00024122091587332696
Position 815: 0.00020868681930939794
Position 465: 0.000161909569663475
Position 787: 0.0001599193328481492
Position 545: 0.0001256328487010021
Position 418: 9.178212773843815e-05
Position 1085: 8.698123347908187e-05
Position 603: 5.740928630587509e-05
Position 905: 5.727985449588385e-05
Position 29: 4.707312448898084e-05
Position 624: 4.527411395198907e-05
Position 705: 4.313243163923898e-05
Position 674: 3.714643925510074e-05
Position 693: 3.485759609021725e-05
Position 511: 3.2482003723690855e-05
Position 6: 3.108047168139168e-05
Position 280: 2.9508483378490466e-05
Position 1046: 2.8220495851569725e-05
Position 606: 2.4852048455489497e-05
Position 608: 2.270753683405892e-05
Position 791: 2.113845534838764e-05
Position 1099: 2.0340624324217736e-05
Position 724: 1.2765845850397071e-05
Position 984: 8.766174576403339e-06
Position 681: 8.201857550603443e-06
Position 81: 8.02926345087646e-06
Position 257: 7.1045246067317814e-06
Position 583: 6.3267863340909145e-06
Position 254: 5.562570521402124e-06
Position 448: 4.125365795389307e-06
Position 102: 2.4646702785778144e-06
Position 707: 2.4400756524485407e-06
Position 408: 2.3826421632371303e-06
Position 438: 2.299581829808749e-06
Position 440: 2.1987848974190973e-06
Position 337: 2.1645494121476754e-06
Position 796: 1.4281629962948443e-06
Position 672: 1.1014538215420615e-06
Position 590: 9.609970780151805e-07
Position 225: 8.394139677131399e-07
Position 369: 8.167062525850663e-07
Position 831: 7.104011693035426e-07
Position 803: 4.305079550175392e-07
Position 443: 2.5751857159780806e-07
Position 879: 1.731712996683002e-07
Position 19: 1.5985316557722882e-07
Position 33: 1.5350109455853452e-07
Position 117: 7.603142035177779e-08
Position 819: 5.3763552614385495e-08
Position 13: 4.880249456716031e-08
Position 978: 4.066890312489467e-08
Position 801: 3.450058493817121e-08
Position 980: 1.931387205876385e-08
Position 970: 1.0788447742565153e-08
Position 393: 6.760095046673394e-10
Position 328: 5.819655196668744e-10
Position 197: 5.468213014301201e-10
Position 154: 5.224865859880488e-10
Position 349: 2.99170301830708e-10
Position 200: 2.57816064708168e-10
Position 400: 1.738278682746299e-12
Position 472: 1.1591519907988457e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 963: 0.9988622037281992
Position 367: 0.9949896403348762
Position 130: 0.989215871609047
Position 787: 0.050855496944301644
Position 382: 0.003004156485175443
Position 1119: 0.0008749432145638119
Position 438: 0.0007067720135280611
Position 178: 0.0005921526712684179
Position 838: 0.0005401336678291427
Position 117: 0.0005318806967786905
Position 184: 0.0004693537817874355
Position 181: 0.00035414795047083216
Position 583: 0.0002580449391968964
Position 811: 0.0001998212467610054
Position 884: 0.00015016715153310945
Position 672: 0.00013590600773549506
Position 974: 0.0001296633286231116
Position 1147: 9.999344130854897e-05
Position 1124: 6.368079436985357e-05
Position 518: 6.089735884964676e-05
Position 187: 5.9041329003512604e-05
Position 221: 2.8479865546380516e-05
Position 1144: 2.781349346167835e-05
Position 384: 2.4889664340902126e-05
Position 413: 2.0376576604227875e-05
Position 719: 2.032193819756833e-05
Position 417: 1.1255201726936404e-05
Position 733: 9.276834101635931e-06
Position 1061: 9.227863540979309e-06
Position 531: 8.311055155864096e-06
Position 994: 6.184143241906086e-06
Position 552: 5.181593347149959e-06
Position 464: 4.363847124489312e-06
Position 632: 3.3792578479813407e-06
Position 740: 2.96494524541239e-06
Position 724: 2.861591446117867e-06
Position 1043: 2.821897709844199e-06
Position 336: 2.6235013325873103e-06
Position 1131: 2.226932022202886e-06
Position 545: 2.014530102397118e-06
Position 69: 1.9851172718068903e-06
Position 681: 1.287877803072833e-06
Position 1167: 1.214230512334733e-06
Position 699: 1.1347643477417896e-06
Position 598: 1.1275665590165419e-06
Position 815: 1.000313942308965e-06
Position 928: 5.501375436860165e-07
Position 344: 5.329829423153936e-07
Position 139: 3.886960422022125e-07
Position 1012: 3.6156129636018954e-07
Position 225: 2.4625356002610923e-07
Position 105: 1.603059232708932e-07
Position 641: 1.3096471647320945e-07
Position 192: 9.39286711973418e-08
Position 92: 9.018114249640165e-08
Position 73: 6.087178118623706e-08
Position 915: 1.4695149176760802e-08
Position 933: 9.308067820441448e-09
Position 197: 7.502582166071282e-09
Position 102: 5.760375660901614e-09
Position 254: 1.8135064498589241e-09
Position 81: 9.742782623390051e-10
Position 302: 4.298392114848231e-10
Position 239: 2.2243289108260657e-10
Position 307: 2.527124698800427e-12
Position 320: 5.895843916955379e-13
Position 349: 1.0275018437101277e-13
Position 312: 5.757348350346119e-15
