Gene = Patsas
index = 1360
Annotated 5SS: [1791]
Annotated 3SS: [1845]
SMsplice 5SS: [1791]
SMsplice 3SS: [1845]
top_k =  500
Partition function (log Z): -7.829107100907447

Sorted 5' Splice Sites (High to Low Probability):
Position 1791: 0.9946588465989789
Position 2127: 0.3162481432648477
Position 477: 0.11441709769449106
Position 237: 0.017676081637957437
Position 682: 0.01261567110286441
Position 1406: 0.0112599591393454
Position 1158: 0.00921596718120123
Position 818: 0.005063163143558357
Position 1562: 0.0027809290903284675
Position 1021: 0.002465807075956978
Position 1198: 0.0024376986613422447
Position 562: 0.0023700689283361887
Position 1031: 0.002299506502390884
Position 265: 0.00221277640420836
Position 1137: 0.002152264799611157
Position 2205: 0.001988364536635427
Position 519: 0.0019167797162735977
Position 1148: 0.0013106911613537623
Position 2083: 0.001200368047823056
Position 441: 0.0009154002169368612
Position 115: 0.0008792564822694955
Position 1768: 0.0008105077667317193
Position 1286: 0.0006077590688055229
Position 548: 0.0005752264488829792
Position 403: 0.000548683926484723
Position 528: 0.000524445111318769
Position 123: 0.00044135470592908827
Position 423: 0.00028688212022519365
Position 466: 0.00027695249005371816
Position 247: 0.0002407498982728772
Position 1457: 0.00020417518861007644
Position 103: 0.00020201146818433238
Position 744: 0.0001781198960835638
Position 1362: 0.00013858367528485908
Position 1134: 0.00013562384841750037
Position 2143: 0.00013360566337635764
Position 2138: 0.00013163458481532786
Position 2356: 0.00012707376795401256
Position 184: 0.00011580466850173811
Position 1188: 0.0001115353900140383
Position 269: 9.244248735942177e-05
Position 731: 8.41934042368826e-05
Position 738: 7.694357391145453e-05
Position 950: 7.375802095048825e-05
Position 267: 6.522739287269682e-05
Position 914: 4.834539360550002e-05
Position 2323: 4.7966417226155265e-05
Position 676: 4.624902445621048e-05
Position 2276: 4.358392132389269e-05
Position 2184: 4.0104143647893264e-05
Position 1420: 3.991284887870572e-05
Position 1297: 3.9222685195159385e-05
Position 388: 3.785729346256558e-05
Position 1169: 3.570368996514005e-05
Position 1174: 3.1432350178099435e-05
Position 735: 3.0715262346475625e-05
Position 2096: 2.9702639994196932e-05
Position 826: 2.9445152464452176e-05
Position 1517: 1.810417724524722e-05
Position 1749: 1.3793459390240155e-05
Position 415: 1.157702607550575e-05
Position 566: 1.063302421180781e-05
Position 1795: 1.0062686278465432e-05
Position 2358: 9.97659057698024e-06
Position 2197: 8.542066154857077e-06
Position 624: 7.296771034308601e-06
Position 691: 5.0691018722442575e-06
Position 481: 3.3412998534134036e-06
Position 27: 2.656997371805778e-06
Position 580: 2.6364131516736337e-06
Position 218: 1.9878264772209723e-06
Position 1754: 9.804902605135275e-07
Position 1628: 6.854990598727459e-07
Position 1640: 3.51147480625446e-07
Position 1485: 2.855144420229328e-07
Position 1046: 1.9884757261278312e-07
Position 1055: 1.698583514611127e-07
Position 54: 9.016313473938846e-08
Position 309: 5.807470130356089e-08
Position 1035: 5.263993715708287e-08
Position 560: 4.8778082405473184e-08
Position 199: 3.837356772971078e-08
Position 275: 1.0587380183091417e-08
Position 2087: 7.856000372698799e-09
Position 207: 7.363738827016183e-09
Position 312: 6.754106961733553e-09
Position 62: 6.40200508947437e-09
Position 540: 4.405582321910884e-09
Position 59: 1.2689980065006274e-09
Position 64: 8.758160655297456e-10
Position 713: 1.772534320080842e-10
Position 724: 3.4423474378324187e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1845: 0.9924346668883234
Position 2184: 0.20350592987495508
Position 1510: 0.149529730642597
Position 2196: 0.09387925774808488
Position 2416: 0.02126445530678071
Position 689: 0.014436972657199844
Position 743: 0.005865485931834735
Position 1420: 0.005091713601045593
Position 1624: 0.004109872377240488
Position 718: 0.003914113082557583
Position 509: 0.0024925826201667865
Position 1115: 0.001646196072779391
Position 2286: 0.0014324760795132395
Position 2311: 0.0013942472804249378
Position 1188: 0.001299855736448405
Position 912: 0.0012637561299974395
Position 629: 0.0012270327944292996
Position 2156: 0.001038629719731383
Position 1451: 0.0008785721734367485
Position 755: 0.0007643333427800278
Position 1896: 0.0006900281937012727
Position 2252: 0.0006312570608823924
Position 1375: 0.0006036324845112471
Position 548: 0.0005166649140343643
Position 1516: 0.00037283009041352497
Position 1935: 0.00036455714651770313
Position 1055: 0.0003347328718303869
Position 2276: 0.0002570921746374153
Position 177: 0.00023608927713988118
Position 2042: 0.00020039216909070932
Position 1475: 0.0001970985637898523
Position 1478: 0.00018327980267174158
Position 2446: 0.0001318289179940786
Position 597: 0.00010629062554001647
Position 1881: 9.627031660092905e-05
Position 574: 8.706780710463359e-05
Position 974: 6.327419543027791e-05
Position 2049: 3.8247896921217684e-05
Position 2365: 3.796137978231796e-05
Position 1085: 3.7354597544544534e-05
Position 2205: 3.264015542882583e-05
Position 2025: 3.06866111970935e-05
Position 609: 2.779676133997923e-05
Position 560: 1.8783280509219825e-05
Position 1061: 1.7984255368464513e-05
Position 455: 1.4024887171894416e-05
Position 1124: 1.3955077003382069e-05
Position 788: 1.1705502118887105e-05
Position 2265: 1.1353289465029215e-05
Position 1130: 1.10398735227535e-05
Position 920: 7.800458370560607e-06
Position 523: 6.8923967826752105e-06
Position 965: 6.3065821189115324e-06
Position 320: 4.770493456615444e-06
Position 265: 2.7866324368920867e-06
Position 88: 2.6330455091093785e-06
Position 236: 1.7796636551338997e-08
Position 323: 1.589717361134087e-08
Position 101: 1.2939437932316828e-08
Position 527: 6.8189754331623194e-09
Position 418: 5.0532092031719915e-09
Position 533: 2.8162294485324382e-09
Position 247: 2.624974614731601e-09
