Gene = Fitm
index = 1170
Annotated 5SS: [191 869]
Annotated 3SS: [264 927]
SMsplice 5SS: [191 869]
SMsplice 3SS: [264 927]
top_k =  500
Partition function (log Z): -3.4995767999436396

Sorted 5' Splice Sites (High to Low Probability):
Position 191: 0.9749007371377797
Position 869: 0.8978479092017413
Position 873: 0.016685284902525913
Position 562: 0.016328101744423004
Position 195: 0.015122010077781078
Position 570: 0.004897752377258822
Position 377: 0.004030616424408786
Position 447: 0.0029197232003549066
Position 1908: 0.002906072267152164
Position 1293: 0.0016132740432974954
Position 1731: 0.0016056156649891693
Position 1254: 0.0015119483289998755
Position 1736: 0.001470141955055663
Position 581: 0.0013249926963703885
Position 888: 0.0006891768678187192
Position 353: 0.0006310700013901255
Position 585: 0.0005715000824337217
Position 505: 0.0005313397721776021
Position 598: 0.0004335343847646127
Position 1250: 0.000291198083404143
Position 1325: 0.00021766426259094165
Position 525: 0.00016340451604127142
Position 362: 0.00014647149659392013
Position 1268: 0.00012344615726571958
Position 514: 0.00010878811531436692
Position 109: 0.0001059378265427434
Position 58: 7.63629808357167e-05
Position 1238: 5.8566634976260314e-05
Position 1175: 5.310511331770756e-05
Position 1346: 4.147755007197015e-05
Position 179: 4.0268839912177326e-05
Position 741: 3.762441555712627e-05
Position 706: 3.35050649335575e-05
Position 302: 3.157198012927921e-05
Position 1360: 3.082313183537293e-05
Position 1686: 2.991495859794102e-05
Position 807: 2.9229696941781593e-05
Position 832: 2.515906290351629e-05
Position 928: 2.1850384092770348e-05
Position 404: 2.012149498871188e-05
Position 1681: 1.8787526552169042e-05
Position 718: 1.6757922419602058e-05
Position 210: 1.4892633627830469e-05
Position 1912: 1.1145987161959926e-05
Position 589: 1.1064382085782013e-05
Position 961: 1.0746691359697375e-05
Position 389: 8.048844968234285e-06
Position 1453: 7.241007179119575e-06
Position 1042: 6.361844014669383e-06
Position 199: 2.973004450025402e-06
Position 630: 2.731757469500636e-06
Position 7: 2.477652668898261e-06
Position 703: 1.7839731391030372e-06
Position 151: 1.3471401615236604e-06
Position 113: 1.020918572974966e-06
Position 184: 7.144494240042385e-07
Position 613: 3.6207382563368284e-07
Position 14: 2.721542627828497e-07
Position 1483: 1.4432531618257586e-07
Position 294: 8.110899984467728e-08
Position 33: 6.963877824895506e-08
Position 835: 3.717309228490992e-08
Position 886: 3.7063437956998427e-08
Position 949: 3.659454097771313e-08
Position 916: 6.034239465329379e-09
Position 914: 4.0020476818842875e-09
Position 968: 3.944832983990704e-09
Position 825: 2.285499558136357e-09
Position 1023: 1.364571240661499e-09
Position 670: 9.193347555859514e-10
Position 787: 7.303447907694451e-10
Position 663: 5.654332816619928e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 264: 0.9561406722901219
Position 927: 0.878270264386786
Position 627: 0.036702622848958005
Position 1018: 0.030692883016201288
Position 422: 0.020838176505274725
Position 956: 0.006279889387998531
Position 1775: 0.004531917847381095
Position 1964: 0.002222580243429321
Position 1810: 0.001591201010099375
Position 1430: 0.0014086605004541332
Position 282: 0.001376886934863703
Position 663: 0.0013433657121984805
Position 1970: 0.000830544586938955
Position 1817: 0.0008249280718504383
Position 581: 0.000819412851463743
Position 675: 0.0006506866542480352
Position 328: 0.0006138081370869172
Position 1814: 0.0004596290582988651
Position 302: 0.00043405116993608655
Position 793: 0.0003955515716865756
Position 1483: 0.00018670583241197437
Position 1622: 0.0001740738716236156
Position 1625: 0.00016742032862718945
Position 946: 0.00012452480451381867
Position 565: 0.00011724582026864724
Position 294: 9.809410450688741e-05
Position 1232: 7.315470657119174e-05
Position 1102: 6.493854808058217e-05
Position 974: 6.123207176682713e-05
Position 534: 5.9917108259074776e-05
Position 446: 4.3589223434832335e-05
Position 1396: 4.3517625254086086e-05
Position 109: 4.094830784327472e-05
Position 488: 3.4490541317106635e-05
Position 430: 2.0132482437219063e-05
Position 822: 1.8290551675416855e-05
Position 1292: 1.455414940707712e-05
Position 334: 8.540071863573838e-06
Position 1169: 8.52739693503832e-06
Position 1576: 8.38724510600492e-06
Position 151: 7.882237452553693e-06
Position 1070: 6.134763771783232e-06
Position 322: 5.945679141053641e-06
Position 562: 2.6480919860824795e-06
Position 122: 1.8717464921307176e-06
Position 190: 1.7789373018829153e-06
Position 78: 1.3864024138619343e-06
Position 531: 8.446563659283616e-07
Position 867: 7.758641980717247e-07
Position 348: 6.260814909143443e-07
Position 389: 1.816440328524221e-07
Position 135: 1.7574431749305288e-07
Position 454: 1.7315944308244083e-07
Position 99: 5.48560568905232e-09
Position 195: 3.12992546189163e-11
