Gene = atilla
index = 1614
Annotated 5SS: [ 343 1083]
Annotated 3SS: [ 911 2115]
SMsplice 5SS: [ 343 1083]
SMsplice 3SS: [ 911 2115]
top_k =  500
Partition function (log Z): -2.4184582945751916

Sorted 5' Splice Sites (High to Low Probability):
Position 1083: 0.9399402639108971
Position 343: 0.816247661017134
Position 611: 0.2652837461917078
Position 1213: 0.030949626239651598
Position 845: 0.029068798352444372
Position 1365: 0.025529855154749086
Position 1252: 0.021134870902466397
Position 381: 0.013835687881734561
Position 606: 0.011250252875367567
Position 1292: 0.01023884126824294
Position 1307: 0.009518840830135924
Position 421: 0.00780694979229891
Position 481: 0.00711525252781806
Position 781: 0.005281133662719176
Position 815: 0.00510786081832183
Position 1701: 0.004847183871996155
Position 1274: 0.003066309013347101
Position 1283: 0.0022008831905364363
Position 1711: 0.0017209230086887588
Position 223: 0.0014007490440133303
Position 155: 0.0013611004554052787
Position 211: 0.0012822178370759754
Position 1070: 0.0011483690853251515
Position 1060: 0.0010762165667403745
Position 204: 0.0008256064872169414
Position 201: 0.0007074136231423923
Position 1541: 0.0006524816963400619
Position 1704: 0.0006358807945756652
Position 1480: 0.0005498243792930198
Position 2359: 0.00048726004638639103
Position 1776: 0.00041274405860560246
Position 347: 0.00036775311513805606
Position 2271: 0.0003488669767953477
Position 266: 0.0003406809656697606
Position 659: 0.00032927425251537596
Position 111: 0.0002855599278658569
Position 300: 0.00022963353779857475
Position 1358: 0.00021382175782414783
Position 340: 0.00017643910380162183
Position 738: 0.00016776757834304347
Position 763: 0.00013564628224944857
Position 426: 0.0001343965769507832
Position 2361: 0.00012406027740517072
Position 397: 0.00011465650776971474
Position 1331: 0.00011225853849323569
Position 1735: 9.355012880733606e-05
Position 1634: 6.688847858903174e-05
Position 171: 6.222385066937797e-05
Position 1087: 4.2773693768403097e-05
Position 2205: 4.157643518357526e-05
Position 164: 4.077120960983836e-05
Position 26: 2.3367785270757726e-05
Position 14: 1.9277941724053148e-05
Position 712: 1.0373157828592405e-05
Position 649: 9.999774359462432e-06
Position 428: 9.979596295076722e-06
Position 39: 6.060920014508187e-06
Position 102: 4.526185240995782e-06
Position 2376: 2.7716269049689837e-06
Position 324: 2.175478454170087e-06
Position 413: 1.8557706604197713e-06
Position 82: 1.6099107136356966e-06
Position 406: 6.086835489156783e-07
Position 558: 3.005818762495944e-07
Position 270: 2.8694994434408804e-07
Position 550: 1.202988643376791e-07
Position 326: 6.042699373825056e-08
Position 75: 3.472163301327424e-08
Position 309: 2.6156693014644788e-08
Position 674: 1.824458526406673e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2115: 0.9871007446656784
Position 911: 0.647853927594718
Position 681: 0.20958075624900707
Position 515: 0.11117585188989504
Position 480: 0.07885704419137873
Position 1133: 0.07513562280976306
Position 1193: 0.02685705626440207
Position 406: 0.01418793961482046
Position 695: 0.012532150849255736
Position 424: 0.00998959960132452
Position 638: 0.009463414491753983
Position 1574: 0.0066290838394320655
Position 266: 0.003998336728134144
Position 433: 0.003452537859147478
Position 457: 0.003290156392498677
Position 934: 0.0032710837842181663
Position 709: 0.003068399733887793
Position 967: 0.0025779480213035458
Position 759: 0.0023034493814626683
Position 2005: 0.0017851458273180684
Position 201: 0.0011686159049665258
Position 413: 0.0010918191890547727
Position 1863: 0.0010774169254240678
Position 2424: 0.0008637738079637553
Position 1676: 0.000834489285846154
Position 1828: 0.0008129797555951209
Position 1014: 0.0007505665208957477
Position 1432: 0.0006704765093566767
Position 550: 0.0006286416312489574
Position 1516: 0.0005728112064746465
Position 738: 0.000477645049617948
Position 925: 0.00038695746088505034
Position 973: 0.0002813513155378614
Position 1173: 0.0002575667140239123
Position 610: 0.00015878587858212054
Position 1304: 0.00013526616297499517
Position 2343: 9.544231042553311e-05
Position 2197: 8.934527508100191e-05
Position 1971: 8.704293998702611e-05
Position 1135: 7.386390669794658e-05
Position 1930: 5.4046961094216755e-05
Position 1750: 5.385084973929478e-05
Position 1781: 4.7969667671994414e-05
Position 1252: 4.704667677205774e-05
Position 1600: 4.306512713902716e-05
Position 860: 4.146907029203072e-05
Position 2256: 3.7912818449405714e-05
Position 1024: 2.627942861338489e-05
Position 102: 2.6058882957476116e-05
Position 723: 2.339152506185849e-05
Position 300: 1.901840902682156e-05
Position 209: 1.7706297798222788e-05
Position 1477: 1.5814758720832033e-05
Position 2171: 1.3256070946822078e-05
Position 1286: 1.2468073497770651e-05
Position 2017: 1.1346665679918754e-05
Position 1728: 1.0935811156398494e-05
Position 2383: 1.0739512208601993e-05
Position 2168: 1.0206145909048697e-05
Position 1492: 9.55735799076838e-06
Position 1623: 9.384646708582589e-06
Position 1747: 9.254310641012345e-06
Position 340: 8.427781778142937e-06
Position 1374: 5.0377190352883255e-06
Position 1361: 4.1503579112753226e-06
Position 711: 2.384782397917561e-06
Position 822: 2.2912440786344884e-06
Position 122: 1.7205844518272015e-06
Position 1048: 1.2913853623411631e-06
Position 155: 1.1159991045073381e-06
Position 111: 1.0249177382959456e-06
Position 1039: 9.995328949232795e-07
Position 772: 8.246873366377472e-07
Position 381: 8.078043877306104e-07
Position 1059: 3.9074189909542305e-07
Position 781: 3.0990915262902466e-07
Position 397: 1.8280165378477675e-07
Position 82: 8.109817271072112e-09
Position 169: 2.915184925826171e-09
Position 124: 5.4673887946681695e-11
Position 347: 5.409715836408224e-11
Position 119: 1.604420009882564e-13
