Gene = Fbw5
index = 1163
Annotated 5SS: [ 650 2128]
Annotated 3SS: [ 702 2181]
SMsplice 5SS: [ 650  910 2128]
SMsplice 3SS: [ 702  967 2181]
top_k =  500
Partition function (log Z): -1.832707233831103

Sorted 5' Splice Sites (High to Low Probability):
Position 650: 0.8928605602672713
Position 2128: 0.8003527884834774
Position 910: 0.5679572637991952
Position 1319: 0.13291646931377557
Position 590: 0.10247387048639496
Position 1711: 0.049870487697607005
Position 2135: 0.029789437853287283
Position 994: 0.020503289307685572
Position 1475: 0.006800466371980593
Position 735: 0.00558239020641548
Position 833: 0.004655982386135671
Position 907: 0.003845694933678014
Position 472: 0.0033849317893232546
Position 921: 0.003233913435280803
Position 1428: 0.002841002923775212
Position 644: 0.0025178858380615525
Position 1858: 0.0016196847652717116
Position 1965: 0.0015937311350198177
Position 1770: 0.0015050106024509901
Position 616: 0.0009527843970270271
Position 145: 0.0008963765628166402
Position 295: 0.0007919844582308458
Position 1665: 0.0007377850264147663
Position 917: 0.0006806824433956113
Position 1444: 0.0004878584484204145
Position 2013: 0.0004656510110886456
Position 1102: 0.00042752814427668293
Position 768: 0.0004234400606786447
Position 1702: 0.00014611332331574442
Position 821: 0.0001376996870828856
Position 1677: 0.00011427362584345984
Position 1145: 8.412516752254519e-05
Position 865: 6.161651902871958e-05
Position 581: 6.011469273854914e-05
Position 292: 5.865778251205191e-05
Position 424: 5.565222788825569e-05
Position 377: 5.450537982547974e-05
Position 56: 4.443648228502066e-05
Position 493: 3.858367170033249e-05
Position 137: 3.647951623437649e-05
Position 101: 3.135342313056224e-05
Position 2293: 2.5908393155741358e-05
Position 725: 2.5043034329434783e-05
Position 756: 2.2618521503685528e-05
Position 786: 2.057082989093699e-05
Position 1051: 1.9443958603785628e-05
Position 375: 1.830607344380761e-05
Position 654: 1.6384627299320023e-05
Position 382: 1.5972990504471092e-05
Position 342: 1.4193768688301704e-05
Position 823: 1.3697019554584957e-05
Position 2230: 1.070295350384325e-05
Position 286: 1.0097504815972836e-05
Position 194: 8.91552380837444e-06
Position 412: 8.836660668157663e-06
Position 814: 8.572122899016746e-06
Position 1077: 8.308890396951932e-06
Position 233: 5.861920993157271e-06
Position 1117: 3.990107923348254e-06
Position 551: 3.758638023036382e-06
Position 1006: 3.4125619706674993e-06
Position 21: 2.744508290302404e-06
Position 1097: 2.5362318388523037e-06
Position 723: 2.4541026126914157e-06
Position 1181: 1.8010339918003283e-06
Position 1125: 1.8007596877390254e-06
Position 366: 7.877600128220885e-07
Position 942: 6.200249021288215e-07
Position 888: 5.919550260929606e-07
Position 344: 4.511369414622189e-07
Position 1328: 4.1702825501887803e-07
Position 947: 3.6668945405537376e-07
Position 1011: 3.166297072711245e-07
Position 16: 9.114396913849707e-08
Position 505: 1.2154582920101432e-08
Position 664: 1.0284001886284356e-08
Position 524: 7.61244945707587e-09
Position 1251: 3.0768433040855333e-09
Position 1885: 1.3014596595767895e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 702: 0.9994331391001865
Position 2181: 0.8370710970321549
Position 967: 0.5551643026990876
Position 1369: 0.08943547345047304
Position 1379: 0.04585968907245917
Position 1572: 0.033275691318193176
Position 2012: 0.018638435600396207
Position 2157: 0.012232044035721805
Position 1881: 0.009767819476316981
Position 1965: 0.004370790926388885
Position 886: 0.004017274277060614
Position 529: 0.0038435683450233275
Position 1911: 0.0031498457485914636
Position 1233: 0.003124357186778346
Position 786: 0.0030435073999315627
Position 1962: 0.002878414065372357
Position 1097: 0.002732559138337939
Position 1124: 0.002107510249029315
Position 1925: 0.0017805265838663833
Position 1542: 0.0015253430765737395
Position 1797: 0.0013496469306947805
Position 1384: 0.0009773626926011338
Position 2327: 0.0009470257436051308
Position 2063: 0.000780268710796351
Position 1629: 0.0007523080433154105
Position 1824: 0.0005797381431913625
Position 2234: 0.0002666930937792721
Position 535: 0.00024301090301124138
Position 2091: 0.00022788664087481633
Position 194: 0.00021624377479621313
Position 2202: 0.00021284889995350242
Position 634: 0.0001890305226698675
Position 2293: 0.00016203978997580916
Position 1334: 0.00015828584585821483
Position 1589: 0.00014276021053211555
Position 1387: 9.404270106780493e-05
Position 208: 6.745813024937725e-05
Position 205: 5.891344840719966e-05
Position 1177: 5.1037902134126685e-05
Position 1265: 4.905890489744008e-05
Position 1213: 4.830432141974266e-05
Position 2344: 4.4075063497799243e-05
Position 947: 4.341109366944915e-05
Position 466: 4.2253769944394947e-05
Position 1606: 3.903379187568649e-05
Position 1319: 3.7717638047392954e-05
Position 424: 3.369050104080464e-05
Position 162: 2.5850837057096463e-05
Position 390: 1.4310304384958873e-05
Position 113: 1.2151117721298055e-05
Position 1108: 8.552376489073255e-06
Position 1023: 4.9241283881065195e-06
Position 717: 4.8754460777919065e-06
Position 360: 4.530452027267631e-06
Position 797: 4.517383692894603e-06
Position 1181: 3.477891431174999e-06
Position 1187: 3.3266138369365036e-06
Position 480: 2.8222619178710894e-06
Position 1068: 2.1839342989050162e-06
Position 650: 1.873600572703838e-06
Position 1192: 1.5038996156622782e-06
Position 1297: 1.4801771076404908e-06
Position 430: 1.4034280000802673e-06
Position 1218: 1.1691833099401764e-06
Position 223: 9.61793495230529e-07
Position 1283: 9.383767272991741e-07
Position 366: 7.942103109218173e-07
Position 735: 7.734760194271414e-07
Position 168: 7.48913997026838e-07
Position 281: 6.725261966753896e-07
Position 1238: 5.820576607212036e-07
Position 137: 4.281635843115616e-07
Position 174: 3.2809193516953036e-07
Position 756: 3.2084688266318893e-07
Position 443: 3.204777721560823e-07
Position 247: 1.1056015929536276e-07
Position 74: 1.0636805022559227e-07
Position 499: 9.067573903281098e-08
Position 594: 8.823060952736921e-08
Position 753: 7.978200830667334e-08
Position 732: 6.92359709384506e-08
Position 101: 6.616377612289026e-08
Position 334: 4.54426897330382e-08
Position 581: 3.2219777829641295e-08
Position 858: 2.9458173742898125e-08
Position 556: 2.4013750153525882e-08
