Gene = Tet
index = 1551
Annotated 5SS: [  626  9218  9710 15116 27600 82867 86657 86926 87153 87727]
Annotated 3SS: [ 6407  9400 15097 27461 82479 84123 86720 86988 87212 87880]
SMsplice 5SS: [  626  9710 27600 71660 82867 84314 86657 86926 87153 87727]
SMsplice 3SS: [ 9568 27461 71328 82476 84123 85836 86720 86988 87212 87928]
top_k =  500
Partition function (log Z): -53.777428908089206

Sorted 5' Splice Sites (High to Low Probability):
Position 27600: 0.9999999999999891
Position 9710: 0.9957181014140322
Position 9218: 0.8844307387150228
Position 626: 0.8831427927041582
Position 7164: 0.631108597389771
Position 104: 0.09097810285464414
Position 6857: 0.09058004556076278
Position 6869: 0.04852251237897532
Position 110: 0.04523711901529007
Position 9254: 0.02879448083684305
Position 22505: 0.028265640083686924
Position 8067: 0.026867653849821767
Position 5978: 0.024168059148952772
Position 6115: 0.02356168989818596
Position 6719: 0.02112143256948547
Position 23405: 0.01671570160752926
Position 6544: 0.01618884793489623
Position 7127: 0.014798229465875794
Position 10165: 0.01376487119255046
Position 24454: 0.013708759407795097
Position 24319: 0.013041743107880407
Position 5961: 0.010225710329290478
Position 22678: 0.009757731196023994
Position 15354: 0.006237273515132557
Position 5957: 0.005749147444309224
Position 20223: 0.005518100717924908
Position 175: 0.005170346367724901
Position 855: 0.004116106579244328
Position 457: 0.00386136756587326
Position 15282: 0.0034936349115386256
Position 15116: 0.0025812832858516112
Position 7341: 0.002450665158504225
Position 16526: 0.0022739696906745772
Position 12730: 0.0019863824628215793
Position 633: 0.0019548574461851756
Position 13327: 0.0019071678669199202
Position 7043: 0.0017059708133480007
Position 630: 0.001686642299440837
Position 98: 0.0016594733923748941
Position 6615: 0.0015387914533110383
Position 9889: 0.0014523370270555253
Position 6: 0.0012554586506156647
Position 2111: 0.0011736138395858852
Position 4682: 0.0011157155210742055
Position 173: 0.0010385833420017546
Position 663: 0.0009869312686173854
Position 7219: 0.0009679429368668971
Position 5358: 0.0008096017818094979
Position 179: 0.0007976089684229096
Position 3354: 0.0007952493302527909
Position 1501: 0.000768915531081858
Position 12042: 0.0007279930996178574
Position 9762: 0.0007119700801743584
Position 941: 0.0006110484959719667
Position 262: 0.0005485072044367295
Position 3776: 0.000356574572650699
Position 2104: 0.00021371257322934156
Position 3782: 0.00018618232376972863
Position 1097: 0.0001599243793932017
Position 3373: 0.00015836317935418085
Position 3639: 0.0001341574091410122
Position 108: 0.00010792849524798409
Position 246: 7.32355534880631e-05
Position 255: 5.7641513846349096e-05
Position 3321: 5.009759335571652e-05
Position 34: 2.7758005646027578e-05
Position 218: 1.5060963420505372e-05
Position 79: 1.4319121016360042e-05
Position 5268: 1.1083740808153288e-05
Position 5316: 8.089396934467371e-06
Position 181: 6.859469673907213e-06
Position 488: 4.192817806939863e-06
Position 212: 4.0372966195687225e-06
Position 10: 3.2148787631667046e-06
Position 351: 2.684810648595507e-06
Position 357: 2.5690700993492975e-06
Position 23: 2.2639603268917293e-06
Position 189: 2.1975028600857137e-06
Position 41: 2.050964608394156e-06
Position 451: 1.966184349405812e-06
Position 1089: 1.9649271829168125e-06
Position 510: 1.4349077216051699e-06
Position 1311: 1.2906506297027611e-06
Position 396: 1.0628434091534496e-06
Position 330: 1.0281194830948573e-06
Position 387: 8.858549031371469e-07
Position 720: 8.252713600032961e-07
Position 742: 8.190927462032426e-07
Position 483: 7.169281229810226e-07
Position 26381: 6.394195228882927e-07
Position 18: 6.350483468030524e-07
Position 15: 4.562361442234977e-07
Position 569: 3.92156475001793e-07
Position 2132: 3.6720760428288286e-07
Position 521: 3.649121900171226e-07
Position 375: 3.600132907842477e-07
Position 1262: 3.219356413148879e-07
Position 688: 2.113491606327567e-07
Position 599: 2.095349588335518e-07
Position 443: 2.03122597631185e-07
Position 461: 1.9531866576313595e-07
Position 1486: 1.3836367099860327e-07
Position 536: 1.1520092822148022e-07
Position 21: 1.1142572682544023e-07
Position 467: 9.927667974551741e-08
Position 739: 5.52659839993404e-08
Position 477: 3.139363086325232e-08
Position 429: 2.3508174456039035e-08
Position 3648: 2.27159701036112e-08
Position 9880: 1.765024742667503e-08
Position 13416: 1.6498006883334657e-08
Position 10812: 1.306020382905069e-08
Position 766: 3.680561157602165e-09
Position 3368: 7.025553587014495e-11
Position 3426: 3.3478168843120634e-11
Position 33675: 2.3523820018744168e-12
Position 31683: 2.2289853368294723e-12
Position 30681: 9.502323916491756e-13
Position 28653: 3.051900357988728e-13
Position 30589: 2.0923272244518903e-13
Position 28845: 1.888472683777468e-13
Position 32277: 1.7444807753649604e-13
Position 29930: 1.6356987664377376e-13
Position 32013: 1.5701764059240886e-13
Position 32473: 4.4524237935218424e-14
Position 28922: 1.1007641565452426e-14
Position 27972: 4.0112392618806454e-15
Position 28784: 2.7995637272960394e-15
Position 27990: 1.4421325826903233e-15
Position 27937: 7.584569374513241e-16
Position 27565: 2.2416561692060093e-18
Position 27604: 1.455859444411608e-20

Sorted 3' Splice Sites (High to Low Probability):
Position 27461: 0.9999999999999926
Position 57450: 0.9999441677391767
Position 9568: 0.9357474641845978
Position 6407: 0.8620440813746696
Position 7466: 0.6667748034744879
Position 22459: 0.05473907288724023
Position 9511: 0.05280011159794287
Position 7219: 0.03599863545169143
Position 7264: 0.03450087435553764
Position 8139: 0.03223488234623082
Position 24192: 0.02675050251567548
Position 8212: 0.026327030858664276
Position 8393: 0.022267065277934466
Position 5619: 0.019575414784774463
Position 5575: 0.017989817499839095
Position 6943: 0.017882951723428596
Position 5591: 0.016554304307171832
Position 230: 0.016011175186904085
Position 7251: 0.015536510029645694
Position 369: 0.013890838522127719
Position 15097: 0.012312191712522761
Position 7657: 0.011665464863922637
Position 218: 0.00964765629027873
Position 10001: 0.009395088202552285
Position 7325: 0.008179791705887127
Position 6604: 0.008175034842447046
Position 9400: 0.007863268185927053
Position 4967: 0.005612148191784759
Position 20141: 0.005518100717924908
Position 7280: 0.005018114268253847
Position 6965: 0.0040872355685688914
Position 6420: 0.0037411298350957054
Position 7660: 0.0031867199706508875
Position 7011: 0.002881701096955728
Position 8321: 0.0027478575967506158
Position 6932: 0.0027371352952363756
Position 8257: 0.002535166132587855
Position 788: 0.002496785096378096
Position 16280: 0.0022739696906745772
Position 12566: 0.0019863698191970743
Position 13189: 0.0019071843649268035
Position 6853: 0.0015925923221721074
Position 10059: 0.0015118400617948576
Position 4348: 0.0013905756029003226
Position 9790: 0.001259483299273545
Position 9762: 0.0012283573439257696
Position 4432: 0.0011192475763412962
Position 4888: 0.001103410319454705
Position 5419: 0.0009664370905286922
Position 308: 0.000881219428159978
Position 10025: 0.0007986818524442778
Position 11732: 0.0007279930996178574
Position 561: 0.0006893171083971138
Position 323: 0.0005966909276683083
Position 3442: 0.00042126342652613343
Position 4169: 0.00029364207134780396
Position 5625: 0.0002862766891836783
Position 2694: 0.0002799656916462528
Position 2816: 0.00023790849754299094
Position 1367: 0.0002273240660772534
Position 5399: 0.0002241292460879865
Position 375: 0.000218937101590567
Position 3100: 0.00019287650928800278
Position 5596: 0.00017628712658134774
Position 1262: 0.00016560716709261743
Position 793: 0.0001625367223583359
Position 234: 0.00015543423429442647
Position 4522: 0.00014989125417350218
Position 3500: 0.00014868928468158738
Position 1910: 0.00013583755154360582
Position 3011: 0.00011151469206522578
Position 1390: 0.00011086810098669647
Position 2568: 8.34695198051718e-05
Position 3510: 8.259298822277535e-05
Position 297: 6.728601677543016e-05
Position 4406: 6.606359174409022e-05
Position 4454: 5.9682925029159854e-05
Position 1072: 5.696869073651177e-05
Position 47630: 5.538335031290407e-05
Position 4500: 3.974268999010278e-05
Position 750: 3.565416103604621e-05
Position 1537: 3.547830929999351e-05
Position 351: 3.0387156709911665e-05
Position 2674: 2.714251734994453e-05
Position 338: 2.6392894105478665e-05
Position 195: 2.6303009266718352e-05
Position 2034: 1.9293965212963808e-05
Position 3607: 1.8593904453444278e-05
Position 3675: 1.6193150649975773e-05
Position 2191: 1.5898293627199292e-05
Position 2580: 1.3983286448176957e-05
Position 2242: 1.353153370454338e-05
Position 2646: 1.3069222030355803e-05
Position 2440: 1.2420738175899887e-05
Position 262: 1.057861650583044e-05
Position 1923: 1.0490770977838288e-05
Position 1419: 9.461253579386138e-06
Position 816: 9.327550050966386e-06
Position 1985: 9.099553342614729e-06
Position 10021: 4.146293770572443e-06
Position 26210: 6.394195228928071e-07
Position 44147: 2.377882088186709e-07
Position 43299: 1.3133086289503404e-07
Position 41155: 6.674137561942167e-08
Position 6041: 2.7433234277490392e-08
Position 12398: 1.2643624504795153e-08
