Gene = LSm-4
index = 1248
Annotated 5SS: [ 375  593 1211 1313 1474]
Annotated 3SS: [ 448  652 1270 1374 1646]
SMsplice 5SS: [ 375  593 1211 1313 1474]
SMsplice 3SS: [ 448  652 1270 1374 1646]
top_k =  500
Partition function (log Z): 10.111535326235408

Sorted 5' Splice Sites (High to Low Probability):
Position 593: 0.9992493531574617
Position 375: 0.9945754397856703
Position 1211: 0.9739496512823771
Position 1474: 0.8962717332382981
Position 1313: 0.7507683323488815
Position 1494: 0.033039560001343435
Position 1417: 0.019843608922304336
Position 27: 0.007994015249663882
Position 750: 0.007064032634354902
Position 245: 0.004760968883610868
Position 1579: 0.004587487056362727
Position 1231: 0.0035715234845851295
Position 1013: 0.0032822325530451894
Position 803: 0.0019117577449722107
Position 15: 0.001732058469724488
Position 922: 0.0016430476608755799
Position 1549: 0.0015628931455010145
Position 1504: 0.0013111653837073675
Position 1032: 0.0006911175640712017
Position 1456: 0.0005866578466383126
Position 103: 0.00046893075293144625
Position 1498: 0.0003989647524879402
Position 597: 0.0003947968231725622
Position 395: 0.00036248779000484733
Position 379: 0.00029913998969855523
Position 58: 0.00029606491510476607
Position 1320: 0.0002472607005512565
Position 168: 0.00023418054590289769
Position 844: 0.00020280534437341457
Position 849: 0.00016479651228722375
Position 1006: 0.00011386807131979155
Position 43: 0.00010192229228219194
Position 1149: 0.00010086066383572641
Position 1023: 0.00010021354099800124
Position 1055: 8.95708820449125e-05
Position 819: 8.931583565373678e-05
Position 208: 8.408808394883081e-05
Position 1184: 8.290876184955878e-05
Position 740: 8.1691249670915e-05
Position 1394: 6.652027801806076e-05
Position 1760: 5.694280718670891e-05
Position 269: 5.6472581104458014e-05
Position 1421: 5.575211343908636e-05
Position 195: 5.292733575447935e-05
Position 31: 5.0499905269201864e-05
Position 1725: 5.0056464929986806e-05
Position 788: 4.488990600598439e-05
Position 1526: 4.153211206892402e-05
Position 1431: 3.760864940611534e-05
Position 141: 3.103263422906024e-05
Position 201: 2.610104106032838e-05
Position 1515: 2.172821728005979e-05
Position 826: 1.934694863735417e-05
Position 734: 1.7641222487896026e-05
Position 331: 1.3220407091887493e-05
Position 37: 1.0170695306310406e-05
Position 356: 9.56853808019505e-06
Position 1374: 8.624078042708195e-06
Position 166: 6.096465074318642e-06
Position 557: 4.806817071982852e-06
Position 72: 4.361324929952081e-06
Position 101: 3.5572222119603776e-06
Position 1737: 3.1143496875394875e-06
Position 1073: 3.0258181259416977e-06
Position 1355: 2.626483755733037e-06
Position 328: 2.2860345305180025e-06
Position 551: 2.0101510093197896e-06
Position 1175: 1.872565110974718e-06
Position 1378: 1.7871544312046802e-06
Position 78: 1.002926375268916e-06
Position 1340: 8.970752336212571e-07
Position 147: 8.722250846652358e-07
Position 152: 7.658938678820837e-07
Position 1912: 7.094664737356164e-07
Position 681: 7.077004512199753e-07
Position 543: 5.401693918024865e-07
Position 172: 5.12719654088811e-07
Position 286: 4.866510362983457e-07
Position 154: 4.154034360028958e-07
Position 1120: 4.046662831963659e-07
Position 1885: 3.5663969181263175e-07
Position 429: 3.1841224357356607e-07
Position 504: 2.2898230684698165e-07
Position 483: 1.1436924537082045e-07
Position 541: 1.0935585187111413e-07
Position 69: 7.918418282468944e-08
Position 1122: 5.492830640167314e-08
Position 448: 5.2966415108932384e-08
Position 414: 1.4430283874575982e-08
Position 465: 1.2656833598904056e-08
Position 441: 1.0233868717135766e-08
Position 1262: 4.896891499839026e-10
Position 876: 3.135257177704169e-10
Position 657: 2.635399184162671e-10
Position 652: 6.154721737323147e-11
Position 864: 2.6302938509736545e-11
Position 1630: 1.012930036492633e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 448: 0.9885867709703777
Position 652: 0.9734657396737127
Position 1270: 0.9615546963384914
Position 1646: 0.9426886909778502
Position 1374: 0.749554322060006
Position 1518: 0.018305031676271746
Position 681: 0.01695955987332801
Position 83: 0.00928551630604441
Position 978: 0.0081832748792763
Position 1295: 0.007891287558064057
Position 1586: 0.006669996653840464
Position 314: 0.005762399440517259
Position 456: 0.003675379479765015
Position 788: 0.0031307537115129683
Position 1097: 0.002805542580558731
Position 900: 0.0019946040362864236
Position 1080: 0.0017539201071968824
Position 695: 0.0014727288408673018
Position 849: 0.0014530456942026934
Position 459: 0.0012833464502409856
Position 1149: 0.0010692996391291627
Position 483: 0.0009783387577466875
Position 723: 0.0009639252688319578
Position 166: 0.0003462954962971855
Position 1116: 0.0003225940549465088
Position 1023: 0.0003089270654974668
Position 525: 0.0002788993155978751
Position 984: 0.0002763984219827567
Position 471: 0.00025546849960294285
Position 501: 0.0002224933778862462
Position 910: 0.00020951596201654007
Position 1817: 0.00016744537924623826
Position 98: 0.0001615297086157649
Position 195: 0.0001328925393472805
Position 1300: 0.00011827508126855066
Position 1340: 0.0001105677643760331
Position 1725: 8.199811393382326e-05
Position 1776: 7.526974065843407e-05
Position 707: 7.470672217547895e-05
Position 141: 6.663406916468464e-05
Position 1473: 5.365196080566894e-05
Position 819: 5.361479540145169e-05
Position 1001: 4.133035637712092e-05
Position 1745: 3.547566549934942e-05
Position 192: 2.3425261636482695e-05
Position 324: 2.186193021704387e-05
Position 1421: 1.3275481760478298e-05
Position 1742: 1.2795160529692351e-05
Position 101: 1.0728578205538248e-05
Position 1608: 1.0661160980885386e-05
Position 799: 8.998769431069517e-06
Position 108: 7.532915989261556e-06
Position 750: 7.273540797802481e-06
Position 1042: 7.026728199143404e-06
Position 557: 3.261315187839238e-06
Position 1874: 2.606535334393404e-06
Position 1317: 2.600105393321892e-06
Position 515: 2.333223463336042e-06
Position 244: 2.0686244061788677e-06
Position 1240: 2.0482557657937934e-06
Position 1982: 1.605220311707665e-06
Position 336: 1.3429663991230486e-06
Position 1754: 1.2576522338104817e-06
Position 208: 2.97409955224366e-07
Position 1960: 1.7874387910433007e-07
Position 58: 9.425747063679972e-09
Position 375: 2.9622367677900288e-09
Position 379: 2.072209733067467e-09
Position 568: 1.936820594796486e-09
Position 593: 1.2507663607196196e-09
Position 345: 1.6236571536778445e-10
