Gene = Top2
index = 1564
Annotated 5SS: [ 240  952 1763 2244 5348]
Annotated 3SS: [ 696 1174 1819 2309 5428]
SMsplice 5SS: [ 240 1763 2244 5348]
SMsplice 3SS: [1174 1819 2309 5428]
top_k =  500
Partition function (log Z): 10.507613300125687

Sorted 5' Splice Sites (High to Low Probability):
Position 2244: 0.9992398699642884
Position 5348: 0.9973533886399651
Position 240: 0.9936358565750294
Position 1763: 0.9852251490428127
Position 2730: 0.4703569709787443
Position 3967: 0.4140927932361562
Position 952: 0.29926200263142383
Position 1327: 0.259167061780172
Position 3254: 0.09915121684109117
Position 5681: 0.068828149249785
Position 4710: 0.05316545825693151
Position 3551: 0.05249598430954854
Position 933: 0.03155815159125182
Position 4115: 0.031064919341800473
Position 1021: 0.029521890802351743
Position 1552: 0.024802987657932502
Position 5865: 0.020885224525778904
Position 5499: 0.018153323576198484
Position 1333: 0.01679612529738544
Position 4122: 0.014399618263477562
Position 2350: 0.013861948878969913
Position 3815: 0.01260474001727791
Position 3281: 0.011362082330657683
Position 1358: 0.009767253267137203
Position 3593: 0.009515843050038922
Position 3940: 0.009388777566079984
Position 817: 0.009382481711882208
Position 1619: 0.007839950092269453
Position 3491: 0.007038334374668621
Position 2099: 0.006686167687647505
Position 2336: 0.0066727579520871
Position 3876: 0.005989889487364631
Position 3303: 0.004433892952763793
Position 821: 0.004142599122048233
Position 618: 0.0037220159025394667
Position 3809: 0.0036185038147372485
Position 1961: 0.0034999858638082937
Position 640: 0.0033422734993339446
Position 1994: 0.0032174633888186342
Position 3639: 0.002904251168849347
Position 3924: 0.0028238709858104507
Position 3572: 0.0024400165404725857
Position 608: 0.002426033798962665
Position 5869: 0.002401824972617048
Position 3452: 0.002352054331928481
Position 1331: 0.0019328015349975981
Position 905: 0.0017811346128298775
Position 4221: 0.0016164992658245217
Position 2682: 0.0015923081407357297
Position 66: 0.001581825012260359
Position 446: 0.0012472591753838053
Position 1095: 0.001108843588537949
Position 1085: 0.0009391790578080739
Position 5890: 0.0008177690568644297
Position 826: 0.0008152800117463399
Position 1025: 0.0007986169207139608
Position 1967: 0.0007641126020331553
Position 3787: 0.0007507181052763878
Position 977: 0.0007335044405486051
Position 1123: 0.0006872116032778284
Position 645: 0.0005292182360915757
Position 379: 0.0004970553314393204
Position 5908: 0.00046996683494120335
Position 1291: 0.00031340907740371805
Position 3184: 0.0003046235615008382
Position 1030: 0.00027944747558645704
Position 1053: 0.00020428309470639616
Position 1713: 0.00017980816718485198
Position 51: 0.00017478829030306768
Position 3117: 0.00016437782678509333
Position 2192: 0.00014770602607911892
Position 620: 0.00014728809126814577
Position 5748: 0.00013138317050714472
Position 3100: 0.00012976729135243925
Position 5547: 0.00012843030635532567
Position 267: 0.00010449554823797437
