Gene = bun
index = 1635
Annotated 5SS: [  202  6096  8866  8977 10337 30128 69497]
Annotated 3SS: [ 5710  7124  8929  9191 29425 69444 88387]
SMsplice 5SS: [  216 10337 88215]
SMsplice 3SS: [10199 87489 88387]
top_k =  500
Partition function (log Z): -95.21026449834291

Sorted 5' Splice Sites (High to Low Probability):
Position 10337: 0.9548437140864364
Position 216: 0.49080852311575884
Position 202: 0.2532210564716089
Position 206: 0.2485238008794731
Position 11361: 0.08228732883958435
Position 310: 0.0074398531827499954
Position 18037: 2.3812285167623515e-06
Position 534: 2.0620374576666485e-06
Position 969: 1.803132242751984e-06
Position 316: 1.5433848622901654e-06
Position 210: 1.3577956875666298e-06
Position 11221: 5.320887688505522e-09
Position 6396: 8.710527763186535e-13
Position 2795: 8.545795827811285e-14
Position 3209: 4.804442253481351e-14
Position 1480: 3.947612153552349e-14
Position 540: 3.8937829471075025e-14
Position 417: 2.742611946079357e-14
Position 2003: 2.3133740473340894e-14
Position 943: 2.2520253993845818e-14
Position 2167: 1.896472265842659e-14
Position 1419: 1.3798607294330913e-14
Position 222: 1.2620940885775566e-14
Position 3153: 1.2475136750401395e-14
Position 73: 1.1681987841791095e-14
Position 306: 1.1428830863285207e-14
Position 283: 8.120474549590514e-15
Position 528: 7.963884243449259e-15
Position 1135: 4.074461800227256e-15
Position 546: 3.694005845381911e-15
Position 253: 2.4902871406430776e-15
Position 544: 1.876751640196512e-15
Position 237: 1.748774023754365e-15
Position 249: 1.2852336907134763e-15
Position 368: 7.256644025140748e-16
Position 247: 7.193407791196433e-16
Position 105: 4.3073056867254505e-16
Position 2034: 4.2756256810870827e-16
Position 1551: 2.998916069298777e-16
Position 1032: 2.45585555127322e-16
Position 2275: 1.8529269445686733e-16
Position 978: 1.1609350763783724e-16
Position 538: 1.0959442998873185e-16
Position 1226: 8.435568927711952e-17
Position 1697: 8.402369526199723e-17
Position 422: 8.08476759308077e-17
Position 308: 8.002251554612042e-17
Position 2162: 7.351127196977782e-17
Position 287: 6.63604956823576e-17
Position 1143: 6.157181154075688e-17
Position 275: 5.966450204928779e-17
Position 35: 5.87491833399339e-17
Position 1145: 5.695014883009774e-17
Position 1141: 5.368473457339298e-17
Position 42: 5.184029154829126e-17
Position 1125: 5.1761120210046083e-17
Position 1147: 5.000611849309203e-17
Position 1149: 4.8517822495618236e-17
Position 1151: 4.6131070630250574e-17
Position 1161: 4.4712086521640996e-17
Position 1139: 4.469119094981198e-17
Position 1131: 3.696356729068202e-17
Position 38: 2.6763944737420506e-17
Position 593: 2.6555121378550284e-17
Position 707: 2.459492685917306e-17
Position 641: 2.425002051203696e-17
Position 627: 2.0107660964769637e-17
Position 235: 1.5961794012421423e-17
Position 285: 1.3948320986756473e-17
Position 228: 1.207608820879935e-17
Position 12: 1.1258829746385386e-17
Position 200: 1.101712583915637e-17
Position 1180: 1.0878661033853522e-17
Position 614: 9.98344048364458e-18
Position 251: 9.886508939749455e-18
Position 1137: 9.486979400525347e-18
Position 465: 9.105390973285203e-18
Position 214: 7.143906397078185e-18
Position 532: 6.807274721116581e-18
Position 230: 6.79486470789642e-18
Position 986: 6.6204345941350815e-18
Position 220: 4.787297156358796e-18
Position 498: 3.155840276359571e-18
Position 648: 3.1436731426749157e-18
Position 314: 2.5112475106822953e-18
Position 241: 2.3570909681352993e-18
Position 439: 2.0298797317829342e-18
Position 54: 1.9744011150423256e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 26434: 0.9637582112260037
Position 10199: 0.8198172071580456
Position 11124: 0.043509028557229656
Position 9998: 0.04144698260134233
Position 9968: 0.03999850471232689
Position 9221: 0.033774035060797514
Position 10843: 0.0270384477287478
Position 9071: 0.019778876812813616
Position 25229: 0.0193390709565307
Position 23637: 0.007127185749068597
Position 11290: 0.004273562567671096
Position 10641: 0.0039028798314055917
Position 23767: 0.0036067071191042913
Position 23662: 0.002214557589784593
Position 22811: 0.0012838761873494834
Position 11271: 0.0011328834144370334
Position 22214: 0.0007833050232316725
Position 22878: 0.0007665214331875604
Position 10948: 0.0007103933836525025
Position 22277: 0.0004830808626558704
Position 10709: 0.00047929738433551475
Position 10765: 0.0004663579824586624
Position 10960: 0.0003980804655889692
Position 10440: 0.0003764567326330654
Position 22343: 0.0002882447495313072
Position 21150: 9.619566856993929e-05
Position 20799: 9.526435062616012e-05
Position 20948: 7.980542452843694e-05
Position 7148: 2.8108083136622894e-05
Position 19181: 2.138623881509052e-05
Position 18319: 2.0652664714324925e-05
Position 19634: 1.2305156950696454e-05
Position 19546: 7.349461691597563e-06
Position 17905: 3.1600614644632195e-06
Position 17796: 2.487584105353763e-06
Position 17315: 2.217557134740176e-06
Position 18354: 1.7698092416090537e-06
Position 18012: 1.759950617161988e-06
Position 17819: 1.6399158656221392e-06
Position 16580: 1.3974693674363949e-06
Position 18158: 1.285647679059051e-06
Position 17392: 1.0236810947446155e-06
Position 13694: 4.6728515627311143e-07
Position 16502: 3.486000671244352e-07
Position 16614: 2.1500379355807668e-07
Position 16121: 2.14061910908641e-07
Position 14780: 1.352470032745704e-07
Position 13800: 6.641422824106147e-08
Position 15209: 5.274778611515038e-08
Position 14811: 5.230817174350018e-08
Position 13879: 4.7963621690447565e-08
Position 14841: 4.50623297111365e-08
Position 11789: 3.965347263683681e-08
Position 12153: 3.694719834270327e-08
Position 13223: 2.3417186426332825e-08
Position 12644: 1.979063779978416e-08
Position 13760: 1.3599512803120987e-08
Position 14152: 1.301649742786996e-08
Position 13811: 1.0437131272604139e-08
Position 12241: 9.126774641768914e-09
Position 13658: 7.925304300745052e-09
Position 10868: 7.713875843133014e-09
Position 13563: 7.406749709802573e-09
Position 13146: 4.161274523893602e-09
Position 13107: 3.871528717805164e-09
Position 13393: 3.866150231099323e-09
Position 11996: 3.821222684510183e-09
Position 12617: 3.734669857519049e-09
Position 12029: 2.5446079341794935e-09
Position 13044: 2.0037842349046565e-09
Position 11880: 1.9620446370252372e-09
Position 11476: 1.4657759139585357e-09
Position 12550: 1.3527580714214198e-09
Position 11906: 1.1759922698449059e-09
Position 12077: 1.0024783186332278e-09
Position 10401: 2.6586399102506997e-10
Position 10393: 1.8188459923392533e-10
Position 10420: 1.0548476954112168e-10
Position 10456: 1.019506504543138e-10
Position 11083: 8.021600825928293e-11
Position 6016: 9.37843713487592e-12
Position 5710: 8.31663981274413e-12
Position 7124: 5.9062451115066625e-12
Position 6926: 3.5014388472805543e-12
Position 4568: 2.1184490700708663e-12
Position 6050: 1.1910276286851396e-12
Position 2455: 9.19487909124485e-13
Position 6458: 8.71052776318653e-13
Position 5296: 6.362344736410841e-13
Position 3277: 3.6791281150638206e-13
Position 783: 3.4557789566272655e-13
Position 2273: 2.6382860733071193e-13
Position 2433: 2.337532102885024e-13
Position 3896: 1.8960459774283325e-13
Position 3478: 1.6797366433056944e-13
Position 1277: 9.504985156138441e-14
Position 1744: 6.677399134094024e-14
Position 2909: 6.653891675240529e-14
Position 2864: 5.193839904867405e-14
Position 4393: 4.4182517946223625e-14
Position 1844: 3.3810198494969304e-14
Position 1234: 2.5779412777685993e-14
Position 486: 2.456632114371074e-14
Position 1938: 1.9323744263061662e-14
Position 2170: 1.8079932538620743e-14
Position 641: 1.296755932820695e-14
Position 810: 1.1124431859094722e-14
Position 3104: 1.0565463146601324e-14
Position 1508: 8.470787229641019e-15
Position 1203: 7.962057093275102e-15
Position 2951: 7.944142788599187e-15
Position 1511: 7.199377313518206e-15
Position 399: 6.682845440420201e-15
Position 853: 4.910350944274504e-15
Position 1824: 4.209501253723314e-15
Position 2033: 3.815638704699264e-15
Position 1028: 3.4933959544995505e-15
Position 1215: 2.1292600111305984e-15
Position 2642: 1.4709881480173163e-15
Position 272: 1.3747315320529143e-15
Position 405: 3.0044106767766026e-16
Position 278: 2.8539305937617356e-16
Position 936: 6.269814581098413e-19
Position 917: 6.186574647302432e-19
Position 815: 1.1441702594580663e-19
Position 61: 6.225911116774903e-20
Position 563: 6.12310179800459e-20
Position 453: 4.622138618095737e-20
Position 422: 3.709965102109009e-20
