Gene = Ero1L
index = 1155
Annotated 5SS: [ 389 1074 2507 2873]
Annotated 3SS: [ 809 1820 2563 2933]
SMsplice 5SS: [ 389 1074 2507 2873]
SMsplice 3SS: [ 809 1820 2563 2933]
top_k =  500
Partition function (log Z): 10.566528420881113

Sorted 5' Splice Sites (High to Low Probability):
Position 2873: 0.9992231539132693
Position 2507: 0.9914365924405385
Position 389: 0.9544613388690804
Position 1074: 0.9488258408123615
Position 2003: 0.10026894848409489
Position 15: 0.07201104991719612
Position 42: 0.03728271077568191
Position 424: 0.03534825096393495
Position 2298: 0.03464436165059987
Position 1086: 0.031783269247311716
Position 2033: 0.017028533220903724
Position 1519: 0.00868859783614922
Position 3048: 0.006258490022976061
Position 2163: 0.005433029858606044
Position 570: 0.00540676247807046
Position 2341: 0.004930113387618709
Position 2469: 0.004915469649848779
Position 1404: 0.0031873122122404443
Position 1321: 0.0031714715486757254
Position 393: 0.002682237098366551
Position 3116: 0.0026257842472679816
Position 1182: 0.002520788121399176
Position 648: 0.0022018976496483377
Position 1628: 0.002176885773971367
Position 2679: 0.002010552208005768
Position 115: 0.001989819881352359
Position 3145: 0.0016675172086549723
Position 1668: 0.001146807488562039
Position 202: 0.0009937215689572458
Position 2702: 0.0009817301593324588
Position 930: 0.0009558050357304616
Position 2693: 0.0009225803523102359
Position 2511: 0.0008660068773116726
Position 2982: 0.0008360295646582782
Position 852: 0.0008114797122891137
Position 3277: 0.0007974949597411787
Position 2101: 0.0006630878926366986
Position 1301: 0.0005966495485283626
Position 418: 0.0005467798171418526
Position 1539: 0.0005296291667216513
Position 2306: 0.0004861102373245781
Position 1937: 0.00041928604966273144
Position 2970: 0.0004036634163034566
Position 3200: 0.0003913576284874834
Position 1258: 0.0003635219751878341
Position 2847: 0.0003356835136729188
Position 2347: 0.0003154525553778334
Position 720: 0.00031501040716887116
Position 1343: 0.0003135078788316859
Position 1575: 0.00031045280547656366
Position 411: 0.0003101575055978982
Position 996: 0.0002607606639858967
Position 726: 0.000256084917416986
Position 786: 0.00023282317407906207
Position 903: 0.00021720418788651687
Position 1298: 0.00020696594104799485
Position 2126: 0.00019956114445907438
Position 131: 0.00019391420264598243
Position 3120: 0.00016011608168003952
Position 3215: 0.00015520766389298606
Position 1067: 0.0001206495136504875
Position 2165: 9.031951747451003e-05
Position 55: 8.886119922900745e-05
Position 1282: 8.269187008960675e-05
Position 553: 7.69725578422705e-05
Position 596: 7.453499368467865e-05
Position 214: 7.384530272575283e-05
Position 673: 7.13999167574728e-05
Position 2492: 7.034551342288188e-05
Position 1523: 6.630290853192576e-05
Position 1682: 5.7766252081671294e-05
Position 1103: 4.2029284230014965e-05
Position 2731: 4.1273160018482436e-05
Position 2499: 4.013415635453243e-05
Position 2648: 3.957530106801295e-05
Position 574: 3.44166107089801e-05
Position 2877: 3.187663244971533e-05
Position 843: 2.3684328846521437e-05
Position 3170: 2.3133735770434085e-05
Position 731: 1.9361531832442092e-05
Position 760: 1.4919751151899301e-05
Position 3102: 1.3884645028672203e-05
Position 159: 1.1851681027175771e-05
Position 3268: 6.930093787421943e-06
Position 263: 6.702213732166552e-06
Position 2602: 4.827103174513488e-06
Position 2864: 4.593837012193103e-06
Position 895: 4.511093331582819e-06
Position 639: 4.036245828404933e-06
Position 2786: 3.4058342445696942e-06
Position 293: 2.845031805315501e-06
Position 3281: 2.5141347106235976e-06
Position 3315: 2.041579783436452e-06
Position 21: 1.9724242155347084e-06
Position 277: 1.881188147978562e-06
Position 3290: 1.6563186829516522e-06
Position 2945: 1.5831276846570638e-06
Position 1461: 1.4152994527798456e-06
Position 622: 1.4058237832414954e-06
Position 976: 1.1140129436759434e-06
Position 90: 9.997445973896303e-07
Position 2789: 8.721854910362799e-07
Position 3078: 7.565443346744648e-07
Position 3299: 7.42678942732911e-07
Position 19: 3.7010653122569276e-07
Position 3311: 1.8365199555192663e-07
Position 296: 1.5499293238217159e-07
Position 482: 3.1909469741553865e-08
Position 461: 2.8425147295081406e-08
Position 302: 1.824850116901616e-08
Position 577: 1.3997006726535744e-08
Position 610: 1.087260492126832e-09
Position 2624: 1.3428758438102972e-10
Position 2974: 3.445263853326167e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2933: 0.991413656284702
Position 2563: 0.9898137106824418
Position 1820: 0.8379862369073308
Position 809: 0.6306486051508073
Position 893: 0.28691217122100865
Position 2388: 0.23572780807583957
Position 114: 0.09734601893845071
Position 1181: 0.045977497788168155
Position 929: 0.020772727076735407
Position 2215: 0.019259556535405797
Position 527: 0.0190454790180358
Position 639: 0.01588852862405817
Position 268: 0.009101700871295687
Position 2279: 0.008847890050005898
Position 2945: 0.00809015757129847
Position 3116: 0.006161535806039727
Position 835: 0.0060447559016060595
Position 1709: 0.00592343517584428
Position 2550: 0.005681415200038743
Position 446: 0.005600934917032142
Position 720: 0.004657979019232523
Position 1614: 0.003923400633212238
Position 1633: 0.0036864963691783173
Position 2757: 0.0035051827566713392
Position 3192: 0.003497491897914532
Position 1470: 0.003210880080374291
Position 1753: 0.002404544394346673
Position 2744: 0.001976581705778675
Position 2253: 0.0019701289482972227
Position 1533: 0.0018441749469771593
Position 3260: 0.001458062747709829
Position 1582: 0.0014288599289203911
Position 2271: 0.0014115349996345241
Position 995: 0.0013859837026109097
Position 1387: 0.0013149161831383668
Position 2323: 0.0012616680793456777
Position 3208: 0.0011752311323098396
Position 1390: 0.001054775221610567
Position 1219: 0.0010276834776384723
Position 3360: 0.0008064451903527507
Position 2624: 0.0007781825470824262
Position 2177: 0.0007635589050104068
Position 479: 0.0007355541610608206
Position 970: 0.0007293015569039022
Position 1536: 0.0006382273375006895
Position 202: 0.0006235418041490907
Position 2303: 0.000558260820338669
Position 208: 0.0005493972574417969
Position 731: 0.0005443504160801417
Position 540: 0.00029291771771279774
Position 2408: 0.000275301665908739
Position 482: 0.0002665830560612676
Position 302: 0.0002586398054026066
Position 2433: 0.0002511478788789598
Position 149: 0.0002450595548225548
Position 3044: 0.0002444324053241802
Position 2602: 0.00024087328814705776
Position 1664: 0.0002230638128370802
Position 815: 0.00022194186614589637
Position 2630: 0.00021789377806094237
Position 214: 0.00020297693752404554
Position 570: 0.00020252684939143736
Position 738: 0.00019185332881323203
Position 1689: 0.0001713942680702327
Position 226: 0.00017113228289146942
Position 2762: 0.00011812524597948759
Position 644: 9.49695661698141e-05
Position 944: 9.196579931178858e-05
Position 622: 9.003248859017518e-05
Position 2994: 7.579882434734167e-05
Position 748: 5.169462825971905e-05
Position 1497: 4.946941758537695e-05
Position 2075: 4.8533443505900575e-05
Position 347: 4.672844539349103e-05
Position 1879: 4.2014511988353285e-05
Position 3285: 4.012280184358323e-05
Position 1508: 3.932865436541529e-05
Position 2048: 3.5310493185375404e-05
Position 577: 3.1395843734278835e-05
Position 2642: 2.819011670085609e-05
Position 1946: 2.6558967137077643e-05
Position 1404: 2.414986953085388e-05
Position 2682: 2.3928880316995798e-05
Position 591: 2.1912576849817458e-05
Position 3375: 1.694858562657867e-05
Position 168: 1.6106241987380852e-05
Position 947: 1.057067651053753e-05
Position 3290: 1.054304853154891e-05
Position 2759: 1.0510997218994216e-05
Position 3337: 1.0187354802268887e-05
Position 3308: 8.20379545730965e-06
Position 2648: 8.187897414388228e-06
Position 2782: 5.611424070554387e-06
Position 3281: 4.889795629243238e-06
Position 3133: 3.90633150075786e-06
Position 2798: 2.978687253064327e-06
Position 3311: 2.6123139817533843e-06
Position 2827: 2.1674815477337733e-06
Position 3138: 2.161056762979986e-06
Position 270: 1.427061034161746e-06
Position 3267: 7.972294829917743e-07
Position 895: 2.0492460474471318e-07
Position 418: 1.8331284156602746e-07
Position 596: 1.6569041176912924e-07
Position 335: 1.1034088651970251e-07
Position 1538: 7.193854793555951e-08
Position 1028: 6.693030505052193e-08
Position 1037: 5.717821456415755e-08
Position 3154: 2.9445046474499855e-09
Position 183: 1.4009598384134477e-09
Position 358: 7.939227516071443e-10
Position 369: 4.998598325355949e-10
Position 388: 1.6495702213984404e-11
Position 364: 1.0586464019816526e-12
